uid,movement
U17031,1
C2466,1
U51059,1
U42073,1
U42071,1
U42085,2
U42083,1
U42091,1
U42039,2
U42049,14
U42121,1
U42123,1
U42129,1
U42125,1
U42101,1
U26093,1
U26099,9
U26087,1
U26081,1
U42019,1
U42007,1
U42003,5
U39153,4
U39155,3
U39151,2
U36121,1
U39133,1
U39103,1
U39113,1
U26065,1
U26049,2
U36081,1
U36073,1
U36069,1
U36067,1
U36063,8
U36061,1
U36055,7
U36051,1
U36047,1
U36037,1
C3540,2
C3541,1
C3542,2
C3543,8
C3538,3
C3539,64
C3536,2
C3537,3
C3530,3588
C3531,40
C3534,48
C3532,7724
U36013,6
U36009,2
U26115,1
U36029,28
U26125,8
U36003,1
U26145,1
U26147,2
C3524,370
C3523,127
C3522,7
C3521,341
C3520,207
C3528,2993
C3526,83
C3525,1034
U26151,1
C3512,1
C3519,29
C3518,12
C3515,1
C3514,1
C3516,1
U26163,11
U26161,1
C3506,1
U39007,3
U24031,1
U24005,1
U39093,2
U39099,2
U39095,1
U39085,5
U39055,1
U39049,2
U39043,1
U39035,22
U39029,1
