uid,movement
U41039,1
U41051,2
U41047,1
U41005,1
U32003,1
U06097,1
U06085,1
U06071,1
U06075,1
U32031,1
U06001,1
U06013,1
U06037,2
U06067,1
C4811,6
C5915,610
C4818,1
C4819,3
C5919,4
C4814,1
C5917,15
C4813,1
C5921,10
C5923,2
C4806,7
C5925,294
C4808,1
C5927,283
C5929,298
C5933,834
C5931,652
C5939,4
C5937,4
C5935,10
C5943,1
C5945,61
C5905,1
C5907,5
C5901,1
C5903,1
C5909,398
C5951,172
C5953,5559
C5955,2
U41067,2
U53031,1
U53035,5
U53033,29
U49035,1
U53027,1
U53025,1
U53029,3
U53011,1
U53009,2
U53007,1
U53005,1
U53041,1
U53045,1
U53047,1
U53053,7
U53055,1
U53057,4
U53067,2
U53063,2
U53061,18
U53077,1
U53073,9
U16001,1
