uid,movement
C2419,1
C2418,1
C2424,2
C2423,20
C2422,1
C2421,1
C2427,1
C2426,1
C2425,4
C2429,2
C2431,7
C2430,1
C2433,8
C2432,11
C2434,7
C2437,78
C2436,26
C2439,1664
C2438,104
C2447,546
C2448,1849
C2443,141
C2444,5
C2445,19
C2446,20
C2440,150
C2441,6
C2442,257
C2460,70
C2458,574
C2459,80
C2456,32
C2457,453
C2454,1132
C2455,86
C2452,45
C2453,2472
C2450,1989
C2451,116
C2471,4
C2470,3
C2469,1
C2461,27
C2462,1
C2463,11
C2464,39
C2465,80
C2466,163
C2467,26
C2468,1
C2482,1
C2481,5
C2480,1
C2474,1
C2475,4
C2472,4
C2473,22
C2478,1
C2479,1
C2476,1
C2477,1
C2493,1
C2494,1
U34031,1
U34013,1
U34003,1
U36115,1
U36113,1
U36119,1
U36103,2
U36091,2
U36093,1
U36083,1
U36081,1
U36089,2
U36071,1
U36075,1
U36067,1
U36065,2
U36061,1
U36059,1
U36055,1
U36047,1
U36045,1
U36043,1
U36033,1
U44007,2
U36031,1
C3547,1
U36027,1
U36019,3
U36005,1
U36001,2
C3520,2
C3510,1
C3518,1
C3502,2
C3501,3
C3506,13
C3509,1
C3507,1
U23031,2
U23019,2
U23017,1
U23025,1
U23007,1
U23011,2
U23001,2
U23005,4
U23003,1
U09003,2
U09001,1
U09009,1
U50027,1
U50023,2
U50001,1
U50007,4
U50005,1
U50021,1
U50019,1
U50011,2
U50015,1
U50017,1
U25005,1
U25003,1
U25009,5
U25017,8
U25015,1
U25013,2
U25011,1
U33019,1
U33017,1
U33003,1
U33001,1
U33011,4
U33013,2
U33015,2
U33005,1
U33007,1
U33009,2
U25027,3
U25025,3
U25023,1
U25021,2
