uid,movement
U30021,2
U30019,1
C4811,1
C4806,3
C4801,1
C4802,1
U27053,1
U30105,2
U30111,1
U30091,4
U30083,3
U30085,6
U38009,2
U38035,1
U38017,1
U38013,2
U38015,3
U38023,295
U38025,1
U38079,1
U38075,1
U38089,1
U38059,1
U38057,1
U38055,1
U38053,2
C4701,1563
C4705,25
C4703,9
C4708,2
C4709,8
C4706,991
C4707,21
U38061,3
C4710,6
C4711,29
C4712,1
C4713,1
C4714,2
C4715,3
C4716,1
U38093,1
U38105,13
U38101,16
C4620,1
C4609,1
C4607,5
C4608,1
C4605,3
C4606,4
C4603,1
C4604,1
C4602,1
C4618,1
C4615,4
C4616,2
C4617,2
C4611,11
