uid,movement
U41051,2
U41047,1
U30013,1
U30029,2
U41005,1
U06037,1
U06067,1
C4810,36
C4811,8582
C5915,22
C4818,4
C4819,23
C4816,3
C4817,4
C4814,13
C4815,3
C5917,1
C4812,30
C5921,1
C4805,4
C4806,148
C4807,12
C5925,1
C4808,54
C4801,4
C4802,8
C4803,2
C4804,1
C4809,6
C5933,4
C5931,1
C5939,4
C5937,4
C5935,6
C5941,2
C5905,1
C5907,2
C5901,4
C5903,3
C5909,6
U27053,1
C5951,1
C5953,6
C5955,2
U41067,1
U53035,1
U53033,9
U49035,1
U53025,1
U53011,1
U53007,1
U53005,1
U53047,1
U53053,2
U53057,1
U53067,1
U53065,1
U53063,8
U53061,4
U53077,1
U53073,3
U30063,1
U30053,1
U30049,1
U30047,1
U16055,2
U16001,1
U16017,1
C4704,1
C4708,2
C4706,5
C4707,1
C4711,10
C4712,1
C4713,2
C4714,1
C4715,4
C4716,3
C4717,10
C4718,1
C4611,1
