uid,movement
U41051,1
U30013,2
U30029,2
U06037,1
C4810,4902
C4811,1959
C5915,15
C4818,2
C4819,5
C4816,3
C4817,3
C4814,6
C4815,2
C5917,1
C4813,1073
C5921,1
C4805,8
C4806,108
C4807,13
C4808,42
C4801,3
C4802,6
C4803,1
C4804,2
C4809,4
C5933,3
C5931,1
C5939,2
C5937,2
C5935,4
C5941,1
C5905,1
C5907,2
C5901,2
C5903,2
C5909,3
U27053,1
C5951,1
C5953,3
C5955,1
U41067,1
U53035,1
U53033,6
U49035,1
U53011,1
U53007,1
U30111,1
U53047,1
U53053,2
U53057,1
U53065,1
U53063,6
U53061,3
U53077,1
U53073,2
U30063,2
U30049,1
U30047,1
U16055,2
U16017,1
C4701,1
C4705,1
C4708,2
C4709,1
C4706,7
C4707,2
C4710,1
C4711,12
C4712,5
C4713,6
C4714,1
C4715,15
C4716,9
C4717,13
C4718,2
C4621,1
C4607,1
C4611,2
