uid,movement
U17043,1
U37119,1
C2410,1
C2413,1
C2412,1
C2419,6
C2418,4
C2415,1
C2414,2
C2417,3
C2416,2
U37183,1
C2420,1
C2424,13
C2423,141
C2422,8
C2421,4
C2428,4
C2427,5
C2426,8
C2425,24
C2429,11
U17031,6
C2431,14
C2430,7
C2433,10
C2432,9
C2435,5
C2434,16
C2437,79
C2436,53
C2439,44
C2438,16
C2447,95
C2448,16
C2449,91
C2443,102
C2444,9
C2445,35
C2446,52
C2440,10
C2441,8
C2442,24
C2460,210
U48113,1
C2458,195
C2459,233
C2456,140
C2457,211
C2454,103
C2455,43
C2452,47
C2453,63
C2450,21
C2451,24
C2471,167
C2470,110
C2469,29
C2461,80
C2462,32
C2463,75
C2464,309
C2466,23212
C2467,351
C2468,35
C2482,17
C2481,122
C2480,19
C2474,81
C2475,196
C2472,5213
C2473,13519
C2478,44
C2479,12
C2476,45
C2477,48
C2490,3
C2491,4
C2492,1
C2493,5
C2488,1
C2489,4
C2484,5
C2483,5
C2486,1
U21111,1
C2494,7
U12011,1
U06073,1
U12086,1
U51059,2
U51810,1
U34041,1
U34039,4
U34031,7
U34037,2
U34035,2
U34029,2
U34025,3
U34027,4
U34021,2
U34023,4
U34017,5
U34019,1
U34015,1
U34013,7
U34011,1
U34007,2
U24510,2
U42077,2
U42079,4
U42075,1
U42071,2
U42069,5
U42089,2
U42081,1
U42095,2
U42097,1
U42091,4
U06037,2
U11001,2
U42029,2
U42027,1
U34001,1
U34005,2
U34003,11
U42045,2
U42043,1
U42041,1
U06059,1
U42049,1
U42115,1
U42117,1
U42103,1
U42107,1
U42129,1
U42127,1
U42125,1
U42133,1
U42131,1
U29189,1
U42101,7
U27053,1
U51153,1
U26099,2
U26081,1
U42021,1
U42019,1
U42015,1
U42017,3
U42011,2
U42007,1
U42003,4
U39153,1
U39155,1
U39151,1
U36117,9
U36115,14
U36113,20
U36111,8
U36109,4
U36107,2
U36121,1
U36123,1
U36119,14
U10003,2
U39113,1
U26065,1
U36101,2
U36103,16
U36105,2
U26049,1
U44001,1
U44003,4
U36095,4
U36097,1
U36091,41
U36093,24
U36099,2
U36083,23
U36081,16
U36087,4
U36085,3
U36089,56
U36071,9
U36073,2
U36075,20
U36077,7
U36079,3
U36069,5
U36067,48
U36065,43
U36063,6
U36061,14
U36059,11
U36055,58
U36057,8
U36051,2
U36053,9
U36047,16
U36045,25
U36049,7
U36043,15
U36041,2
U36033,45
U36035,11
U36037,2
U36039,4
U44009,2
U44007,18
U36031,19
U44005,1
U48201,1
U37081,1
C1209,1
C3553,1
C3547,21
C3548,4
C3549,1
C3542,1
C3543,6
C3544,2
C3546,1
C3539,1
C3537,1
C3530,2
U36013,1
U36011,8
U36017,4
U36015,3
U36009,1
U36021,5
U36023,4
U36025,4
U36027,11
U36029,13
U36019,88
U26125,3
U36005,13
U36007,9
U36001,41
U36003,1
U17097,1
C3524,3
C3523,1
C3521,12
C3520,43
C3529,1
C3526,4
C3525,3
C3511,8
C3510,33
C3513,4
C3512,19
C3519,15
C3518,16
C3515,11
C3514,6
C3516,3
U26163,4
U26161,1
C3502,69
C3501,105
C3506,330
C3509,20
C3507,33
U24021,1
U24025,1
U24027,1
U24013,1
C1313,1
C1310,1
U24031,2
U24033,2
U24003,1
U24005,3
U39093,1
U39099,1
U39095,1
U18089,1
U39085,1
U39061,1
U39049,2
U39035,4
U18097,1
U55079,1
U23029,1
U23031,21
U23019,8
U23017,12
U23027,3
U23025,9
U23023,3
U23021,2
U23007,6
U23009,2
U23011,14
U23013,2
U23015,3
U23001,16
U23005,34
U23003,3
U18003,1
U09003,32
U09005,7
U09001,17
U09007,4
U09009,19
U50027,14
U50025,8
U50023,22
U09015,3
U09013,5
U09011,6
U50009,2
U50003,7
U50001,13
U50007,114
U50005,11
U50021,19
U50019,18
U50011,45
U50013,7
U50015,16
U50017,9
U04013,1
U25005,12
U25001,3
U25003,13
U25009,36
U25017,90
U25015,13
U25013,25
U25011,8
U33019,8
U33017,15
U33003,9
U33001,10
U33011,46
U33013,23
U33015,27
U33005,12
U33007,11
U33009,21
U25027,53
U25025,29
U25023,13
U25021,22
