uid,movement
C2402,1
C2401,1
C2409,1
C2408,1
C2407,1
C2406,1
C2405,1
C2403,1
C2410,1
C2413,1
C2412,1
C2424,1
C2423,5
C2425,1
C2429,1
C2431,1
C2443,1
C2458,1
C2466,1
C2496,1
C2494,1
C1102,81
C1101,3
C1103,10
C1210,175
C1214,2
C1213,1
C1212,39
C1217,5
C1216,1
C1215,1
C1201,2
C1203,2
C1202,2
C1209,149
C1208,96
C1205,4
C1204,1
C1207,98
C1206,7
C1314,2
C1315,6
C1312,1
C1313,1
C1310,8
C1311,2
C1302,2
C1301,10
C1304,2
C1303,3
C1306,140
C1305,11
C1308,6
C1307,3696
C1309,5
U23029,2
U23031,2
U23019,6
U23017,1
U23027,1
U23025,1
U23023,1
U23021,1
U23007,1
U23009,2
U23011,3
U23013,1
U23015,1
U23001,2
U23005,4
U23003,3
U25005,1
U25001,1
U25009,3
U25017,2
U33017,1
U33011,1
U33015,1
U25027,1
U25025,2
U25023,1
U25021,1
