uid,error
01015,-0.69314718056
01049,-0.69314718056
01055,-0.69314718056
01073,-1.09861228867
01081,1.60943791243
01089,-1.09861228867
01095,-0.69314718056
01101,-0.69314718056
05115,2.19722457734
06037,-0.69314718056
10003,-0.69314718056
12031,2.26868354132
12057,2.44234703537
12086,-0.69314718056
12095,-0.69314718056
12103,-0.69314718056
12105,1.94591014906
12127,-0.69314718056
13009,-0.69314718056
13011,-0.69314718056
13013,-1.09861228867
13015,-0.69314718056
13021,-1.09861228867
13031,-0.69314718056
13033,-0.69314718056
13045,-0.69314718056
13047,-0.69314718056
13051,0.916290731874
13057,-1.38629436112
13059,-1.79175946923
13063,-1.38629436112
13067,0.336472236621
13073,-1.94591014906
13077,-0.69314718056
13089,-0.628608659422
13095,-0.69314718056
13097,-0.69314718056
13103,-0.69314718056
13105,-1.09861228867
13111,-0.69314718056
13113,-0.69314718056
13115,-0.69314718056
13117,-1.38629436112
13119,-1.09861228867
13121,-0.847297860387
13123,-0.69314718056
13127,-0.69314718056
13129,-0.69314718056
13133,-0.69314718056
13135,-2.77258872224
13137,-1.09861228867
13139,-1.79175946923
13147,-1.09861228867
13151,-1.09861228867
13153,-0.69314718056
13157,0.980829253012
13163,-0.69314718056
13175,-0.69314718056
13179,-0.69314718056
13181,-0.69314718056
13187,-0.69314718056
13189,-0.69314718056
13195,-1.09861228867
13213,-0.69314718056
13215,-0.69314718056
13217,-0.69314718056
13219,-0.69314718056
13221,-0.69314718056
13223,-0.69314718056
13227,-0.69314718056
13237,-0.69314718056
13241,-0.69314718056
13245,-2.56494935746
13247,-1.09861228867
13255,-0.69314718056
13257,-1.09861228867
13285,1.38629436112
13291,-0.69314718056
13295,-0.69314718056
13297,-1.09861228867
13303,-0.69314718056
13311,-0.69314718056
13313,1.70474809224
13317,-0.69314718056
17031,1.8458266905
18097,-0.69314718056
18167,1.79175946923
21013,-0.69314718056
21019,-0.69314718056
21037,-0.69314718056
21051,-0.69314718056
21067,-1.09861228867
21071,-0.69314718056
21093,-0.69314718056
21095,-1.09861228867
21111,-1.60943791243
21115,-0.69314718056
21117,-0.69314718056
21119,-0.69314718056
21121,-0.69314718056
21125,-0.69314718056
21133,-0.69314718056
21151,-0.69314718056
21193,-0.69314718056
21195,-1.09861228867
21199,-0.69314718056
21235,-0.69314718056
22103,0.69314718056
24003,-0.69314718056
24005,1.09861228867
24017,-0.69314718056
24021,-0.69314718056
24027,-0.69314718056
24031,-1.38629436112
24033,-1.38629436112
24510,0.405465108108
25025,2.07944154168
26099,-0.69314718056
26125,-0.69314718056
26163,-1.09861228867
34007,-0.69314718056
34013,2.3978952728
34023,-0.69314718056
34031,1.60943791243
36005,-0.69314718056
36029,-0.69314718056
36047,-0.69314718056
36059,-0.69314718056
36061,-0.69314718056
36081,1.09861228867
37001,-0.0645385211376
