uid,error
12086,1.38629436112
17023,-2.48490664979
17029,-1.38629436112
17031,-0.287682072452
17033,0.587786664902
17035,-1.09861228867
17041,-0.69314718056
17045,-1.79175946923
17049,-0.69314718056
17079,-1.09861228867
17089,1.79175946923
17097,1.79175946923
17101,-2.3978952728
17113,-0.69314718056
17115,-0.69314718056
17119,-0.69314718056
17159,-1.38629436112
17163,-0.69314718056
17165,1.79175946923
17167,-0.69314718056
17185,0.510825623766
17197,-0.69314718056
18005,0.0606246218164
18011,1.73460105539
18013,-0.887303195001
18019,0.69314718056
18021,-1.49243582176
18023,-0.69314718056
18025,-1.09861228867
18027,-1.2527629685
18031,-0.69314718056
18035,-0.69314718056
18037,-0.650587566141
18039,1.09861228867
18043,0.559615787935
18045,-0.69314718056
18047,1.79175946923
18051,0.980829253012
18053,2.19722457734
18057,0.847297860387
18059,-1.09861228867
18061,1.50407739678
18063,0.068992871487
18065,-0.69314718056
18067,-0.69314718056
18071,-0.916290731874
18077,-0.69314718056
18079,0.69314718056
18081,-0.348306694268
18083,1.50407739678
18089,-0.69314718056
18093,-0.426518517306
18095,-0.69314718056
18097,1.1684080506
18101,1.88006896413
18105,1.5415893569
18107,1.20397280433
18109,-0.741937344729
18117,0.427444014827
18119,-2.34351667055
18121,-2.30258509299
18123,-0.69314718056
18125,0.105360515658
18129,-0.69314718056
18133,0.503905180921
18143,-0.69314718056
18145,-1.09861228867
18147,-0.69314718056
18153,-0.724061543472
18157,0.69314718056
18163,1.69167601067
18165,1.09861228867
18167,1.02279345211
18173,-2.30258509299
18175,-2.30258509299
18177,-0.69314718056
19187,2.19722457734
21015,-0.69314718056
21029,-0.69314718056
21059,-1.09861228867
21067,-0.69314718056
21093,1.09861228867
21101,-0.69314718056
21111,-2.48490664979
21117,-0.69314718056
21151,3.25809653802
21163,-0.69314718056
21185,-0.69314718056
29037,2.07944154168
29189,-0.69314718056
39017,-0.69314718056
39035,2.77258872224
39061,0.587786664902
39069,1.38629436112
39113,-0.69314718056
