uid,error
13135,2.19722457734
17019,2.30258509299
18127,2.07944154168
21121,2.30258509299
24031,2.07944154168
24033,2.19722457734
24510,1.09861228867
26121,2.94443897917
27123,1.09861228867
27163,1.79175946923
32031,2.3978952728
36061,1.60943791243
37025,1.60943791243
37119,1.09861228867
39009,-0.69314718056
39013,-0.69314718056
39035,1.38629436112
39049,3.61091791264
39063,2.3978952728
39099,2.48490664979
39103,2.83321334406
39113,1.09861228867
39167,-1.09861228867
42003,1.8718021769
42007,1.09861228867
42051,-0.69314718056
42091,1.38629436112
42097,1.38629436112
42105,1.09861228867
42117,1.09861228867
42125,-0.69314718056
42129,1.09861228867
45009,1.09861228867
47065,1.38629436112
51015,1.09861228867
51019,2.3978952728
51045,1.79175946923
51087,1.38629436112
51141,1.60943791243
51153,1.38629436112
51155,1.94591014906
51171,1.09861228867
51710,2.30258509299
54001,0.60613580357
54003,1.09861228867
54005,1.50407739678
54011,2.7080502011
54013,-2.42774823595
54017,-2.19722457734
54019,0.875468737354
54021,-1.81645208182
54025,0.69314718056
54027,2.19722457734
54033,0.646627164925
54035,-1.09861228867
54039,2.15039327765
54041,-0.0602591915182
54049,-1.09861228867
54053,0.69314718056
54059,1.09861228867
54061,2.07944154168
54067,0.645137961374
54071,0.69314718056
54073,1.50407739678
54075,-0.510825623766
54079,2.30258509299
54081,1.29928298413
54083,0.374693449441
54085,-2.56494935746
54087,-2.44234703537
54091,0.405465108108
54095,-0.69314718056
54097,0.356674943939
54101,-0.919511346574
54103,1.70474809224
54105,-1.94591014906
54107,1.3437347467
