uid,population,distance,radiusPopulation
C1001,242875,4229.946827054897,406691130
C1002,24371,4142.208723868723,406646668
C1003,19370,4004.063877573913,406542624
C1004,22162,3914.3542953689903,406459370
C1005,40466,4023.20088932524,406561994
C1006,36208,4076.1096526967413,406603776
C1007,37335,4307.7689848623395,407015739
C1008,42188,4243.002125184708,406934005
C1009,20091,4228.0627368203195,406671039
C1010,27864,4307.811579329804,407053074
C1101,19180,3551.8810670422336,406078456
C1102,71619,3508.086712885766,405883098
C1103,44495,3471.409246531045,405681274
C1201,16231,3251.0358910539894,404110661
C1202,26843,3220.862257171418,403890703
C1203,19548,3235.748583244316,404091113
C1204,11723,3294.1770091167923,404377392
C1205,21773,3296.6563957187855,404409035
C1206,47591,3343.699616387052,404639545
C1207,58866,3351.4593536305565,404884020
C1208,40513,3407.0403547997175,405125706
C1209,359183,3450.6611327743117,405272784
C1210,49307,3461.213421157032,405631967
C1211,32605,3414.792037015667,405166219
C1212,46965,3516.587424378199,405993648
C1213,9827,3568.0089545233886,406097636
C1214,19578,3571.361511159047,406107463
C1215,19937,3658.194803745148,406235801
C1216,10225,3668.975195097487,406255738
C1217,109330,3719.2532077893998,406273925
C1218,7962,3716.4565867103224,406265963
C1301,76407,3255.161757175816,404141238
C1302,27366,3173.894794263575,403644453
C1303,25776,3263.911918039132,404256220
C1304,11862,3283.007840858683,404301322
C1305,64208,3290.7638086705174,404313184
C1306,26749,3368.672612151778,404974269
C1307,124688,3394.8827974530873,405001018
C1308,31383,3361.0548530116253,404942886
C1309,50817,3339.6232540890364,404588728
C1310,87212,3226.7611721326866,403917546
C1311,27184,3202.710757004403,403717278
C1312,21172,3235.335656953778,404069941
C1313,35611,3195.9678206617477,403681667
C1314,36134,3325.0086448969982,404530087
C1315,82929,3484.982662116725,405796388
C2401,12824,3640.0612304490382,406222977
C2402,19298,3546.4592891181287,406059158
C2403,18545,3528.0663645670415,406040613
C2404,12722,3439.712422109175,405260062
C2405,18267,3419.5609291267624,405198824
C2406,15268,3344.0327064483254,404687136
C2407,19920,3294.5484344560205,404389115
C2408,22507,3326.1832446087456,404566221
C2409,19326,3276.9867823156424,404281996
C2410,52289,3234.425437834088,404017652
C2411,9848,3186.7379468036156,403671819
C2412,31826,3141.7370521921566,403404581
C2413,22420,3170.047273190685,403622033
C2414,22494,3105.222981027035,403009817
C2415,16624,3107.1593640879296,403032311
C2416,13166,3060.693490414059,400334399
C2417,19368,3047.68065266792,400263240
C2418,23438,3027.2513941990865,399909515
C2419,29570,3002.862439633744,399648645
C2420,6779,3003.601494390413,399678215
C2421,20984,3005.941977547355,399684994
C2422,26459,2963.7401163621366,397365881
C2423,509950,2972.3775641578236,397613047
