uid,population,distance,radiusPopulation
C1001,242875,2967.698883439646,363720163
C1002,24371,2885.7002901690703,358009811
C1003,19370,2757.0723356483063,352516538
C1004,22162,2679.0449767876817,350179381
C1005,40466,2790.4046526135903,353500159
C1006,36208,2837.4349209657435,357695563
C1007,37335,3063.503799501118,379470925
C1008,42188,2994.6366944623164,367016550
C1009,20091,3016.1844609789964,377226923
C1010,27864,3049.566111678974,379305999
C1101,19180,2302.329857956816,322577097
C1102,71619,2262.167672675564,318156694
C1103,44495,2233.9553038088347,315333400
C1201,16231,1984.516297045632,256629554
C1202,26843,1956.3298290667806,253851277
C1203,19548,1975.3649148056666,255560040
C1204,11723,2029.8590743423038,262592484
C1205,21773,2040.56652360694,264277492
C1206,47591,2081.838653795932,270538539
C1207,58866,2094.7765005189412,272103291
C1208,40513,2149.2364100252043,280738186
C1209,359183,2188.3909741351645,303448001
C1210,49307,2205.146964960473,308983476
C1211,32605,2164.3482759180947,288153054
C1212,46965,2260.1369199931387,318001139
C1213,9827,2306.474534464673,323057885
C1214,19578,2312.4816930792826,323351697
C1215,19937,2404.592700474338,334567988
C1216,10225,2408.530877638857,335053447
C1217,109330,2462.082107625098,340626566
C1218,7962,2464.8695858935844,340793426
C1301,76407,2007.2263647083396,259306407
C1302,27366,1925.4258323258096,251544608
C1303,25776,2026.555301272923,262348618
C1304,11862,2042.0046154372403,264859885
C1305,64208,2046.5277822271037,265460743
C1306,26749,2121.70945481385,275645538
C1307,124688,2149.131892576475,280544054
C1308,31383,2125.2400223024424,276180548
C1309,50817,2113.495539497131,274290259
C1310,87212,1996.2001723694757,258634134
C1311,27184,1977.5802394852085,255640071
C1312,21172,2018.3043232610762,261168642
C1313,35611,1993.993793368992,257114663
C1314,36134,2116.7885406029304,274894796
C1315,82929,2265.7153088675627,318745545
C2401,12824,2401.813458113186,334495353
C2402,19298,2332.49799784779,324625553
C2403,18545,2325.3018410937507,324316688
C2404,12722,2251.2610181574005,317039720
C2405,18267,2208.136845684318,309674813
C2406,15268,2141.980090433024,278848372
C2407,19920,2101.63485213662,272869669
C2408,22507,2142.5460778044867,278863640
C2409,19326,2094.9920346552553,272176593
C2410,52289,2051.8685908509133,265941926
C2411,9848,2002.7793347910426,259231477
C2412,31826,1957.1581896705177,253981066
C2413,22420,1976.6703755201243,255588369
C2414,22494,1918.6711698505305,251334233
C2415,16624,1924.8557995152848,251527984
C2416,13166,1878.5044335148432,250037285
C2417,19368,1856.99502507697,249330865
C2418,23438,1836.209041772123,247624410
C2419,29570,1808.6912906106215,245435219
C2420,6779,1815.6812329785603,246002820
C2421,20984,1830.5296599629644,247533054
C2422,26459,1784.1494487800608,244405340
C2423,509950,1784.7077754021052,244436418
C2424,51855,1787.5923030271867,244987856
C2425,78808,1774.5414771769422,244138191
C2426,25850,1772.7443497439128,243695828
C2427,18771,1765.7226664578156,242214736
C2428,17745,1794.083385855661,245137891
C2429,47873,1762.029264653861,241785751
C2430,21830,1714.479082886808,237492819
C2431,43247,1734.142972577077,237808034
C2432,24021,1716.1285512568809,237581662
C2433,26851,1732.6676255423315,237767877
C2434,44955,1741.2508329666477,238562464
C2435,12809,1699.9693729548317,237234093
C2436,64841,1684.3393770561972,236389675
C2437,138355,1697.3348629200043,237026143
C2438,19088,1684.462822105114,236474827
C2439,64089,1675.06086060344,236067510
C2440,14535,1667.423854203566,235872396
C2441,21394,1679.7555721560475,236138772
C2442,28176,1637.944308880928,234772811
C2443,141212,1631.302284771492,234162411
C2444,16595,1627.808865115534,234097541
C2445,41871,1611.0200589011224,233741979
C2446,46165,1569.5596277823827,229892791
C2447,79175,1593.7404938527452,233240291
C2448,15167,1620.0911288903706,233906210
C2449,87808,1641.5134156324903,235051951
C2450,23496,1659.094349429256,235608793
C2451,23401,1655.213401722088,235459612
C2452,38347,1626.2236399795413,234046190
C2453,50066,1623.4996713113228,233950461
C2454,78917,1600.8767858254503,233433551
C2455,29980,1578.5923752470383,231151897
C2456,100753,1555.0941947192052,229183998
C2457,119993,1583.168790014285,231451307
C2458,311838,1696.4633587064177,236693801
C2459,100263,1577.831041512454,230978206
C2460,103977,1588.2708555055758,232119795
C2461,54167,1604.7657339402624,233611447
C2462,43177,1639.639213852359,234980695
C2463,38740,1582.7767829577467,231398194
C2464,110087,1573.5331626508582,230778656
C2465,343005,1552.5117009961562,228530944
C2466,1812723,1541.428867783128,226055518
C2467,138172,1541.7279194035398,227950387
C2468,22820,1526.4192303725636,223361822
C2469,21851,1489.6591445552738,219936973
C2470,59137,1517.535283332332,222943924
C2471,102100,1509.2681244170683,221440191
