uid,population,distance,radiusPopulation
C1001,242875,3483.079663361047,406652553
C1002,24371,3389.30053116375,406565903
C1003,19370,3242.90428100618,406435315
C1004,22162,3144.524111183347,406300325
C1005,40466,3250.6902874079524,406454685
C1006,36208,3307.4824963080337,406523975
C1007,37335,3541.91643235813,406895428
C1008,42188,3481.200041397161,406610365
C1009,20091,3441.6731154007307,406590274
C1010,27864,3555.557035890514,406932763
C1101,19180,2797.545869938937,402821151
C1102,71619,2750.8972278353035,402111661
C1103,44495,2707.6048558106963,399860411
C1201,16231,2520.668588964194,384650268
C1202,26843,2488.124352846842,380767940
C1203,19548,2497.361727450009,381481009
C1204,11723,2560.039292071774,389843522
C1205,21773,2552.3432325690615,387429192
C1206,47591,2605.597340902329,391760786
C1207,58866,2607.042317688532,391873089
C1208,40513,2663.1530494387252,394957597
C1209,359183,2711.6482144974443,399987835
C1210,49307,2714.6682696055323,400347018
C1211,32605,2662.9867188238486,394924992
C1212,46965,2769.785254067469,402668167
C1213,9827,2826.607735658267,402961901
C1214,19578,2826.6872602892595,402971728
C1215,19937,2906.711409978925,405554953
C1216,10225,2925.0697325867245,405788205
C1217,109330,2970.9726469054754,405921474
C1218,7962,2962.3115961742897,405818195
C1301,76407,2503.116151628543,382881549
C1302,27366,2423.5698341437574,378021510
C1303,25776,2502.671174536845,382781075
C1304,11862,2524.4441633542615,384666499
C1305,64208,2534.852996147538,384833148
C1306,26749,2614.1608049201277,391998571
C1307,124688,2638.9304199531452,393166759
C1308,31383,2597.337714542434,391592222
C1309,50817,2569.3261797892437,390535743
C1310,87212,2460.977638101496,380019172
C1311,27184,2433.560258562154,378278606
C1312,21172,2460.7120106994853,379998000
C1313,35611,2413.764633670368,377985899
C1314,36134,2544.3955845799946,386727911
C1315,82929,2708.7184928025176,399904906
C2401,12824,2875.0166759082904,405401561
C2402,19298,2766.5310377516603,402648869
C2403,18545,2742.5810006330803,401861147
C2404,12722,2648.7572354808685,393734612
C2405,18267,2639.5783287424047,393629838
C2406,15268,2560.1064789109096,389855245
C2407,19920,2506.973972849863,382957956
C2408,22507,2534.4305356978566,384810641
