uid,population,distance,radiusPopulation
C1001,242875,3693.371267740302,406374883
C1002,24371,3612.675461692272,406219788
C1003,19370,3485.175231473289,405600301
C1004,22162,3407.2940280621146,403081540
C1005,40466,3518.590188303093,405772286
C1006,36208,3565.754339259108,405961787
C1007,37335,3791.671168359127,406707901
C1008,42188,3722.559461703875,406617758
C1009,20091,3742.68634211501,406659946
C1010,27864,3776.099934444681,406680037
C1101,19180,3030.4390168250466,389968831
C1102,71619,2990.4464370306887,387753754
C1103,44495,2962.1664934640385,383581257
C1201,16231,2710.1823343655983,373127848
C1202,26843,2682.587321916775,371973136
C1203,19548,2702.4810937749808,373062996
C1204,11723,2756.063948163129,374663154
C1205,21773,2768.2496185795753,375039917
C1206,47591,2808.5433712277313,375848509
C1207,58866,2822.3406078328217,376370491
C1208,40513,2876.595233560512,377735744
C1209,359183,2914.877781893778,379889727
C1210,49307,2932.7009214407767,381537393
C1211,32605,2892.459848130774,378733146
C1212,46965,2987.59530221586,387696918
C1213,9827,3032.988524449706,389988011
C1214,19578,3039.512949838987,390310061
C1215,19937,3132.3016339308147,393163279
C1216,10225,3135.1690220749983,393183216
C1217,109330,3189.2687146045746,395194621
C1218,7962,3192.7475121165025,395303951
C1301,76407,2735.5029643743114,373596063
C1302,27366,2653.70640770821,370224440
C1303,25776,2754.679738409027,374602877
C1304,11862,2770.2781629935166,375487544
C1305,64208,2774.8473435890955,375551695
C1306,26749,2849.987963838415,376987097
C1307,124688,2877.4325543233144,377776257
C1308,31383,2853.3303480797717,377289300
C1309,50817,2840.773400175817,376533692
C1310,87212,2723.8036195089353,373471438
C1311,27184,2704.5763372106517,373100664
C1312,21172,2744.250576280367,373709154
C1313,35611,2717.1773680136153,373144079
C1314,36134,2841.4709349400628,376601250
C1315,82929,2992.357631848722,387825373
C2401,12824,3130.0904365873653,393117852
C2402,19298,3058.498966007422,390902013
C2403,18545,3049.4357526631225,390759469
C2404,12722,2972.282237107854,386647875
C2405,18267,2933.543819541804,381586700
C2406,15268,2865.5692921725577,377647713
C2407,19920,2823.2043150079526,376429357
C2408,22507,2862.100325775052,377409947
C2409,19326,2813.9747542692608,376217252
C2410,52289,2770.82809845204,375499406
C2411,9848,2721.8969809085334,373461590
C2412,31826,2676.2485634835143,371635335
C2413,22420,2697.9386658012972,372788872
C2414,22494,2638.096199192397,370175312
C2415,16624,2643.234497655102,370197806
C2416,13166,2596.6481745286032,360336486
C2417,19368,2577.1834642810472,360227984
C2418,23438,2556.3992799402413,357102286
C2419,29570,2529.5219691433335,356681062
C2420,6779,2535.010836895939,356962721
C2421,20984,2546.619524987985,357049202
C2422,26459,2501.1444757362715,355918958
C2423,509950,2503.834352572212,355949461
C2424,51855,2507.310688791442,356461740
C2425,78808,2494.024236210016,355763473
C2426,25850,2494.227084462306,355842281
C2427,18771,2488.154103023706,354419574
C2428,17745,2517.276832701126,356644093
C2429,47873,2485.8121410160898,354371701
C2430,21830,2439.1025073801934,351052363
C2431,43247,2456.228731826825,351305342
C2432,24021,2436.9093756423053,351028342
C2433,26851,2450.6166748344504,351100373
C2434,44955,2458.923266642867,351368763
C2435,12809,2409.9485905525385,348605828
C2436,64841,2399.2947338148547,348438399
C2437,138355,2414.269525610161,348930475
C2438,19088,2402.097801066744,348538454
C2439,64089,2395.8848859584987,348373817
C2440,14535,2389.1824726186233,346656178
C2441,21394,2403.6752155754875,348557542
C2442,28176,2360.2481894003886,346084640
C2443,141212,2354.5377517530746,345909085
C2444,16595,2352.270201219264,345892490
C2445,41871,2334.2938745981232,344543312
C2446,46165,2291.7567347683103,341368567
C2447,79175,2314.9710017732673,342562492
C2448,15167,2341.0722116256507,344601802
C2449,87808,2361.2711927417763,346117313
C2450,23496,2377.1449255543703,346544194
C2451,23401,2371.2763836383588,346470733
C2452,38347,2341.837816827981,345431637
C2453,50066,2341.1710482359313,344616969
C2454,78917,2320.6758329946533,342927417
C2455,29980,2298.737556774671,341946449
C2456,100753,2275.80645488566,340851508
C2457,119993,2302.0394014812887,342019437
C2458,311838,2413.9418479020796,348618637
C2459,100263,2295.9199611857116,341807446
C2460,103977,2305.1733988955784,342222855
C2461,54167,2320.5166609536254,342873250
C2462,43177,2347.9983645655248,345600655
C2463,38740,2298.3205771944154,341907709
C2464,110087,2290.068513633436,341247151
C2465,343005,2269.4852127320987,340016079
C2466,1812723,2258.8827902999865,337259458
C2467,138172,2260.2708637923647,339349540
C2468,22820,2246.4103796194845,335380740
C2469,21851,2208.03931509808,330281908
C2470,59137,2235.6696896302533,334951768
C2471,102100,2225.340476470065,333482190
C2472,81417,2258.185762346472,337178041
C2473,130514,2270.746476201041,340415409
C2474,27330,2261.3647758664297,339487712
C2475,90419,2272.1657183999246,340615222
C2476,28931,2243.2567018423074,335303129
C2477,30866,2271.220431422908,340545923
C2478,38433,2271.5547594809814,340576789
C2479,33456,2298.817222106477,341976429
C2480,20367,2221.070207567043,332454674
C2481,226696,2153.4150089882246,325902321
C2482,35188,2160.4613787224102,326211680
C2483,18730,2239.527608762649,335169500
C2484,14565,2137.2663762038133,325414467
C2485,17504,2172.7423943114304,328002557
C2486,39621,2246.082374931638,335341119
C2487,21984,2295.588643467219,341785462
C2488,24613,2319.683867925136,342848637
C2489,42375,2348.586284690703,345804644
C2490,15862,2463.0789255226723,351465229
C2491,32839,2530.4598449146656,356710632
C2492,26900,2614.0643876284043,370036249
C2493,51760,2601.3964484326902,360355446
C2494,166780,2674.239051370623,371462110
C2495,12894,2786.080970142714,375652847
C2496,33620,2852.642316988273,377045126
C2497,38931,3095.103096427529,392654093
C2498,12321,3276.6694879179354,400969509
C2499,38575,2895.3573758732746,379259546
C3501,109522,2169.7400950545025,327893035
C3502,76446,2184.2522691398303,328515946
C3506,774072,2127.752083365471,324317381
C3507,96606,2074.640832790297,320961500
C3509,62495,2080.2083789970497,322228131
C3510,138606,2034.1608409604023,315344660
C3511,39461,2009.316246874941,313095782
C3512,125915,1986.1216965076762,310420299
C3513,24901,1949.816047809476,307124261
C3514,77497,1898.091043621039,292711935
C3515,125856,1940.098373772438,306249827
C3516,69179,1910.549213472648,294550582
C3518,506901,1856.899463438798,286831061
C3519,729254,1834.800062891224,283711556
C3520,2481494,1815.525308630759,278791484
C3521,988948,1791.916478712279,273029822
C3522,51013,1806.770116478219,278061600
C3523,187313,1769.4262954723342,270616617
C3524,375229,1769.3045797485022,270241388
C3525,490268,1750.1539853697225,265672150
C3526,410574,1761.4683113448473,267623115
C3528,104670,1683.0920557551324,255038786
C3529,118485,1713.8762978181805,259938778
C3530,438515,1737.6669469043434,263682821
C3531,73675,1717.4839527243983,260196332
C3532,99270,1703.0357473331942,257977122
C3534,81553,1643.4492574478902,246037408
C3536,107709,1544.1480618054463,217881897
C3537,374975,1515.8388958309763,208572079
C3538,126971,1631.6287362049222,239922511
C3539,403185,1647.2629654452496,246441926
C3540,59701,1702.2228946535263,257850838
