uid,population,distance,radiusPopulation
C1001,242875,4512.440466797769,406830904
C1002,24371,4416.531316751208,406734059
C1003,19370,4266.664112772565,406638015
C1004,22162,4163.521868428895,406586371
C1005,40466,4267.418407730556,406657385
C1006,36208,4326.654636657173,406697851
C1007,37335,4562.051442415657,407102861
C1008,42188,4503.881953270279,406788716
C1009,20091,4445.1453055918955,406758430
C1010,27864,4582.65722140495,407140196
C1101,19180,3825.8563007878865,406354543
C1102,71619,3778.175609671081,406185950
C1103,44495,3731.899164166435,405705585
C1201,16231,3555.9354132075478,404958630
C1202,26843,3523.0788876476236,404746863
C1203,19548,3531.2510693479862,404799482
C1204,11723,3594.630628109242,405170618
C1205,21773,3584.686545497162,405098028
C1206,47591,3639.3206339629382,405280590
C1207,58866,3639.217574911139,405221724
C1208,40513,3695.333366601681,405582143
C1209,359183,3744.9488424435085,405750080
C1210,49307,3745.949204328376,406109263
C1211,32605,3692.673970155324,405549538
C1212,46965,3800.8431067918377,406307578
C1213,9827,3859.0753044637295,406393301
C1214,19578,3858.246513183804,406373723
C1215,19937,3935.797270565041,406421780
C1216,10225,3956.6237254854204,406441717
C1217,109330,4001.029934858601,406472225
C1218,7962,3990.19587808892,406464263
C1301,76407,3533.226323004551,404819030
C1302,27366,3454.5123807993714,404464041
C1303,25776,3529.068095605814,404773706
C1304,11862,3551.951557110119,404946768
C1305,64208,3563.4178081365067,405010995
C1306,26749,3642.9980802506525,405328181
C1307,124688,3667.1123825972018,405424850
C1308,31383,3622.1326919434737,405182341
C1309,50817,3590.5495875946976,405119801
C1310,87212,3485.3032059388593,404580639
C1311,27184,3456.149786209574,404491407
C1312,21172,3479.683543545972,404559467
C1313,35611,3427.169127637492,404362071
C1314,36134,3558.315340624808,404974861
C1315,82929,3725.1587066844754,405622656
C2401,12824,3897.97628209092,406403128
C2402,19298,3779.7368673528354,406257569
C2403,18545,3750.8132129474375,406158570
C2404,12722,3651.6566497554945,405354930
C2405,18267,3653.456749183772,405367652
C2406,15268,3571.0001701055085,405082760
C2407,19920,3514.6399935716627,404726943
C2408,22507,3537.2215614245997,404924261
C2409,19326,3488.1318928623664,404667851
C2410,52289,3447.390493739442,404411752
C2411,9848,3402.4277263887375,404305388
C2412,31826,3359.4358560878527,404132909
C2413,22420,3394.3762937653314,404277248
C2414,22494,3325.8144042810154,403892012
C2415,16624,3324.125063687099,403875388
C2416,13166,3279.183330023409,403678207
C2417,19368,3273.744161047229,403622559
C2418,23438,3254.3276703936162,403559503
C2419,29570,3233.4602682655277,403375924
C2420,6779,3228.8842520039566,403369145
C2421,20984,3220.914434941042,403204147
C2422,26459,3183.6550095675075,402276107
C2423,509950,3198.582143137793,402514634
C2424,51855,3205.4932790284697,403050434
C2425,78808,3191.642172201369,402406359
C2426,25850,3204.958516493541,403024584
