uid,population,distance,radiusPopulation
C1001,242875,2865.2220946108664,348685571
C1002,24371,2793.8366806224303,343371147
C1003,19370,2681.3257128039704,338800748
C1004,22162,2620.0704700801957,336079802
C1005,40466,2732.482355033493,340430826
C1006,36208,2771.4290013721456,341845033
C1007,37335,2986.78550483987,350698886
C1008,42188,2913.300814689807,349551662
C1009,20091,2977.4808749032527,350667435
C1010,27864,2952.709464498548,350172358
C1101,19180,2231.800640914912,277074407
C1102,71619,2197.9277173073865,268616996
C1103,44495,2182.072984578605,266658607
C1201,16231,1892.2676594225961,238355398
C1202,26843,1868.913183041161,237936481
C1203,19548,1895.3422024521274,238413846
C1204,11723,1940.8614706466935,241644882
C1205,21773,1966.261489840851,244834303
C1206,47591,1996.1967658456265,247096051
C1207,58866,2017.9984020845727,248364333
C1208,40513,2069.148153934978,252893299
C1209,359183,2099.3895117795623,257083707
C1210,49307,2126.6291126242468,260558826
C1211,32605,2095.8294199339994,256483458
C1212,46965,2179.693554574878,266328992
C1213,9827,2216.207659603021,272737928
C1214,19578,2226.769546618294,275529653
C1215,19937,2325.610894647987,310934229
C1216,10225,2318.1289778947207,310123039
C1217,109330,2376.2058909948605,318399145
C1218,7962,2387.7724815411343,319212680
C1301,76407,1946.9224215046786,242902513
C1302,27366,1866.8729258812725,237705091
C1303,25776,1980.7215409237335,245952312
C1304,11862,1990.708205115505,246791813
C1305,64208,1990.5140692151815,246691994
C1306,26749,2059.5711255176593,251678378
C1307,124688,2088.0269529346474,255143396
C1308,31383,2078.489620504534,254167213
C1309,50817,2079.2479906402555,254281115
C1310,87212,1960.196859861104,244626585
C1311,27184,1948.922109757054,242986534
C1312,21172,1997.7343524123567,247253300
C1313,35611,1990.5211946155591,246756202
C1314,36134,2102.610310961023,257795502
C1315,82929,2235.076430572417,277710409
C2401,12824,2344.809586808439,315177824
C2402,19298,2305.9160254716535,306717320
C2403,18545,2310.5703265644793,307986808
C2404,12722,2252.5219006347543,283439664
C2405,18267,2187.7444961390033,267202656
C2406,15268,2133.3899225482646,260940534
C2407,19920,2103.4291873542575,257860769
C2408,22507,2151.712829443892,263744522
C2409,19326,2107.2838036195767,258732818
C2410,52289,2065.172631672329,252174734
C2411,9848,2016.593193638198,248284743
C2412,31826,1972.1412002410693,245257466
C2413,22420,1982.47173144622,246137496
C2414,22494,1933.3211269109938,240081622
