uid,population,distance,radiusPopulation
C1001,242875,4222.555693422224,407378284
C1002,24371,4115.798247319384,407269468
C1003,19370,3951.477494957011,407184167
C1004,22162,3829.240984693354,407056042
C1005,40466,3919.42867280877,407143701
C1006,36208,3987.127768436207,407203537
C1007,37335,4218.9554195847095,407340949
C1008,42188,4175.007393788181,407293839
C1009,20091,4042.3356848974495,407246296
C1010,27864,4275.766919324847,407628544
C1101,19180,3554.346995653204,406411867
C1102,71619,3502.3352735208764,405915369
C1103,44495,3441.3717000576253,405781054
C1201,16231,3359.062345814586,405341829
C1202,26843,3323.303856180138,405261830
C1203,19548,3318.2168160372003,405224015
C1204,11723,3386.7556814298077,405384809
C1205,21773,3354.07362185255,405320056
C1206,47591,3419.426377852308,405681560
C1207,58866,3404.5722445674937,405622694
C1208,40513,3458.1637212215837,405825549
C1209,359183,3515.9922784734104,405986988
C1210,49307,3499.0527692616793,405866062
C1211,32605,3436.3290700895036,405729151
C1212,46965,3549.788567377442,406364902
C1213,9827,3617.3689793662797,406481944
C1214,19578,3608.7679721904465,406462366
C1215,19937,3664.7672717415503,406506143
C1216,10225,3703.0880829295015,406526080
C1217,109330,3734.1863123332205,406804550
C1218,7962,3709.117916810522,406536305
C1301,76407,3287.516886846797,405020721
C1302,27366,3218.9467396361147,404873973
C1303,25776,3259.961380297735,404953549
C1304,11862,3288.2227397662127,405097128
C1305,64208,3305.7257164819866,405159807
C1306,26749,3383.2153635066193,405358060
C1307,124688,3401.958573615187,405498006
C1308,31383,3339.5011857415607,405288673
C1309,50817,3291.6657555031084,405108990
C1310,87212,3207.178100548442,404781945
C1311,27184,3170.8466078138786,404672151
C1312,21172,3176.468272821868,404721842
C1313,35611,3104.3542620511575,404063727
C1314,36134,3230.2600897256757,404902147
C1315,82929,3398.7169565342087,405415077
C2401,12824,3593.174566073837,406437221
C2402,19298,3437.916621748326,405761756
C2403,18545,3392.3389936688327,405396532
C2404,12722,3280.536900072452,405007999
C2405,18267,3320.3435243097592,405243563
C2406,15268,3231.004464925809,404938281
C2407,19920,3166.3926591573963,404618290
C2408,22507,3171.8385899934224,404699335
C2409,19326,3126.2072031677044,404524176
C2410,52289,3091.3922568885914,403966040
C2411,9848,3054.301202073733,403477113
C2412,31826,3017.9000358920216,403059824
C2413,22420,3061.8546247781783,403493634
C2414,22494,2991.799821514284,402566632
C2415,16624,2983.92877288436,402503059
C2416,13166,2945.0453431126457,400935931
C2417,19368,2953.259171318093,401732520
C2418,23438,2937.132043197203,400647372
C2419,29570,2924.106698474725,398863877
C2420,6779,2910.550050682635,397011016
C2421,20984,2885.2204718744365,393725569
C2422,26459,2859.57387595661,389325725
C2423,509950,2884.2996670322173,392581761
C2424,51855,2893.6909035136823,396236992
C2425,78808,2880.801411955966,392411044
C2426,25850,2905.059934705268,396515567
C2427,18771,2912.96230352842,397180676
C2428,17745,2946.4169815392497,400978564
C2429,47873,2930.8713328859353,399566831
C2430,21830,2908.2912674428344,396711827
C2431,43247,2883.6968765794454,392538514
C2432,24021,2852.4024630793806,388584288
C2433,26851,2831.0665252844797,386513983
C2434,44955,2834.4732892588327,386642374
C2435,12809,2728.7753152370224,370438224
C2436,64841,2763.3574890161185,375747218
C2437,138355,2793.3967635101512,379736130
C2438,19088,2791.3312269925423,379564318
C2439,64089,2821.8064374204005,384383049
C2440,14535,2828.303770579554,386487065
C2441,21394,2869.592332456188,392113766
C2442,28176,2813.5021647764324,383875991
C2443,141212,2821.970839959514,384447138
C2444,16595,2838.9058350788964,386962995
C2445,41871,2807.2130116418753,382199086
C2446,46165,2760.752339362492,375431513
C2447,79175,2765.9928017457764,376011897
C2448,15167,2782.477163066261,377077451
C2449,87808,2783.434892355899,377150036
C2450,23496,2776.9574190917583,376908733
C2451,23401,2752.9438231882737,375151175
C2452,38347,2727.037581933761,370394345
C2453,50066,2746.3927568012627,373045017
C2454,78917,2753.6701750564043,375183797
C2455,29980,2741.2986197382957,372580142
C2456,100753,2730.842638902943,370620451
C2457,119993,2729.869802977286,370466079
C2458,311838,2798.609558855872,381564275
C2459,100263,2717.3059426855616,367191414
C2460,103977,2712.3558614901876,364126104
C2461,54167,2712.686405850574,364230081
C2462,43177,2671.166268411952,347438526
C2463,38740,2694.6007445504315,356090017
C2464,110087,2697.8254291907238,357598101
C2465,343005,2687.0424967234326,353451954
C2466,1812723,2683.9974567338422,351363745
C2467,138172,2695.887753098081,356626800
C2468,22820,2701.142198524022,359406814
C2469,21851,2656.44400375312,344963962
C2470,59137,2673.9053916477596,348124677
C2471,102100,2646.7966324230365,342475107
C2472,81417,2675.775508690454,349300264
C2473,130514,2682.1750789929447,351155037
C2474,27330,2667.70638787987,347093433
C2475,90419,2667.2939460111274,347003014
C2476,28931,2637.565776591883,340514418
C2477,30866,2655.583832801439,344867348
C2478,38433,2630.3112387227843,339506147
C2479,33456,2580.643622992769,327637590
C2480,20367,2587.534854697247,329171453
C2481,226696,2534.6701772347124,321887166
C2482,35188,2522.237933754652,317497605
C2483,18730,2502.4516701287,311899642
C2484,14565,2503.304524588689,312204316
C2485,17504,2293.86538882463,254107471
C2486,39621,2325.423219573731,258452477
C2487,21984,2336.9069803485845,261108892
C2488,24613,2410.498450624446,288406945
C2489,42375,2503.2556701868034,312161941
C2490,15862,2705.3626350646127,361092645
C2491,32839,2740.2465239225107,372366762
C2492,26900,2827.4058843651264,384803981
C2493,51760,2859.6634181628906,389352184
C2494,166780,2936.8762862765707,400480592
C2495,12894,3031.41841116818,403214277
C2496,33620,3129.4538597459396,404554419
C2497,38931,3187.241943870185,404743014
C2498,12321,3602.0898819275967,406450045
C2499,38575,2834.455924922222,386603799
C3501,109522,2592.1475612248405,330010301
C3502,76446,2580.9040222843246,327671046
C3506,774072,2523.0938125761863,317549304
C3507,96606,2513.5817366134506,315847548
C3509,62495,2481.015997314309,306866399
C3510,138606,2463.347003518338,302020407
C3511,39461,2416.018995869167,290608170
C3512,125915,2375.503167548639,269158664
C3513,24901,2408.0044274311995,288289655
C3514,77497,2339.0235107981716,261811512
C3515,125856,2335.586669380461,260945187
C3516,69179,2278.199597520808,250306995
C3518,506901,2273.525251611736,249609760
C3519,729254,2230.3413042868397,238805345
C3520,2481494,2243.9575430427863,242820155
C3521,988948,2204.1857158758194,233180697
C3522,51013,2173.3032576775604,224936414
C3523,187313,2154.9691855154683,222271898
C3524,375229,2197.1958486662816,232116015
C3525,490268,2197.0263654518644,231585075
C3526,410574,2243.1548125367963,242200998
C3528,104670,2152.8608516286668,220795256
