uid,population,distance,radiusPopulation
C1001,242875,1393.2426502342032,131610991
C1002,24371,1304.9384000459859,121594337
C1003,19370,1170.797867814303,109171380
C1004,22162,1092.9097123723977,102474081
C1005,40466,1204.7302396765601,111707297
C1006,36208,1250.4815940703327,116582140
C1007,37335,1476.8628330503946,145132566
C1008,42188,1409.047718159835,138722336
C1009,20091,1440.57393836604,142500420
C1010,27864,1470.451452358532,144886819
C1101,19180,716.3644800922589,68061313
C1102,71619,675.2003360856032,61789961
C1103,44495,648.7328991089624,58273365
C1201,16231,429.3772179050053,38530336
C1202,26843,395.3463781762816,28661969
C1203,19548,402.4009687901389,30788994
C1204,11723,465.9127389760441,43524294
C1205,21773,459.58825436525177,42837141
C1206,47591,510.64140041031834,46432613
C1207,58866,514.4437927388067,46855055
C1208,40513,570.281924297409,53398171
C1209,359183,616.8773690380067,56912257
C1210,49307,623.9060812674894,57403697
C1211,32605,578.570833077542,54396261
C1212,46965,679.2869526350562,62512734
C1213,9827,732.721442778631,70786047
C1214,19578,734.5832423025604,70883159
C1215,19937,821.141684786471,78541614
C1216,10225,832.6131033686506,78862330
C1217,109330,881.9190518936754,84233343
C1218,7962,880.1485964515466,84208518
C1301,76407,420.3166946710092,37320320
C1302,27366,338.5157699843011,20266597
C1303,25776,443.44151168768394,39297819
C1304,11862,456.2729400579827,41850546
C1305,64208,459.65490754506874,42858914
C1306,26749,534.762278750619,49908403
C1307,124688,562.0926659405158,52330419
C1308,31383,541.9899096904834,50698737
C1309,50817,540.6250306403576,50483545
C1310,87212,421.6361229221489,37396727
C1311,27184,412.8488697701216,36227490
C1312,21172,466.0629589264112,43536017
C1313,35611,479.4144987495612,43679178
C1314,36134,573.5091729289479,54087367
C1315,82929,696.5541922511202,65306600
C2401,12824,815.5607393033166,78512600
C2402,19298,767.8745567864501,75415949
C2403,18545,777.2148420321878,75813802
C2404,12722,734.340303535269,70870437
C2405,18267,652.7808270040106,58359564
C2406,15268,608.6437386435463,56511388
C2407,19920,592.795556639058,55009754
C2408,22507,649.2008568196266,58317860
C2409,19326,613.2473453063234,56757053
C2410,52289,576.775507055644,54218057
C2411,9848,534.4108373263877,49898555
C2412,31826,498.24394247756584,45391758
C2413,22420,488.1351253173904,44705251
C2414,22494,464.6094055008252,43363113
C2415,16624,481.9387165815815,43848536
C2416,13166,451.39504091582586,40174427
C2417,19368,409.6364052037416,33133821
C2418,23438,395.28936421681567,28638531
C2419,29570,367.75491112990323,22829840
C2420,6779,393.99654713093054,28631752
C2421,20984,445.7592390303142,39524131
C2422,26459,407.42642238387725,33037921
C2423,509950,378.19619722157677,23999951
C2424,51855,371.25040835692425,23024616
C2425,78808,367.2006746328019,22689284
C2426,25850,335.110303089622,18104464
C2427,18771,314.914086203482,15339852
C2428,17745,320.0216104310746,15571950
C2429,47873,288.03786774992204,13531436
C2430,21830,241.91478058911267,10580845
C2431,43247,302.9648488368334,14633064
C2432,24021,316.64393891698137,15358623
C2433,26851,368.32067496632715,22859410
C2434,44955,376.27212596681704,23906941
C2435,12809,457.36222356503924,41904646
C2436,64841,391.14817355562974,27542405
C2437,138355,368.3588638096442,22886261
C2438,19088,353.63434022627666,21150886
C2439,64089,299.215109807202,14490058
C2440,14535,279.6374883686067,12879967
C2441,21394,240.41778539455538,10559451
C2442,28176,260.39985678271296,11987853
C2443,141212,239.42969477796746,10408719
C2444,16595,210.1771147920572,9043033
C2445,41871,234.69648010271627,10012044
C2446,46165,254.4842372253334,11871484
C2447,79175,273.86924520054055,12555505
C2448,15167,281.85545243051604,12894502
C2449,87808,307.6772822218418,14748619
C2450,23496,339.5199250913915,20293963
C2451,23401,367.53955613791817,22806439
C2452,38347,367.4307010514649,22768092
C2453,50066,337.17800717218097,20216531
C2454,78917,299.9015968610337,14554147
C2455,29980,292.4048331241528,13579309
C2456,100753,282.7420081312382,13056224
C2457,119993,313.76867054751796,15219859
C2458,311838,360.1964550744577,22195533
C2459,100263,325.79143705788243,17040646
C2460,103977,344.1705796298222,20724891
C2461,54167,362.24652375578415,22507371
C2462,43177,459.2663397132312,42793964
C2463,38740,363.0418791555326,22588868
C2464,110087,348.66349227342073,20910285
C2465,343005,342.2911710694062,20381886
C2466,1812723,335.8113158307954,18130314
C2467,138172,319.3880714336474,15433778
C2468,22820,297.88860156247574,14433297
C2469,21851,329.8109956161083,17200046
C2470,59137,328.2395623232752,17140909
C2471,102100,358.64399967839364,22093433
C2472,81417,347.4082143421861,20828868
