uid,population,distance,radiusPopulation
C1001,242875,2696.81981604156,346091852
C1002,24371,2605.3678911163775,327403291
C1003,19370,2463.0183859199597,278925934
C1004,22162,2370.3147748849783,268888882
C1005,40466,2478.6466673330056,281675148
C1006,36208,2532.492650864447,296791157
C1007,37335,2765.1797300132616,352521970
C1008,42188,2701.904845004895,346992113
C1009,20091,2683.5390105983042,344852302
C1010,27864,2771.5049876328017,352757814
C1101,19180,2013.5503791437022,247753397
C1102,71619,1968.253754990306,246275556
C1103,44495,1928.7683573506408,245194911
C1201,16231,1729.1077751525615,238383292
C1202,26843,1696.8942842049728,237101716
C1203,19548,1707.291386534924,237203600
C1204,11723,1769.1516812608197,239956580
C1205,21773,1764.0118736332647,239886888
C1206,47591,1815.618961410103,240875841
C1207,58866,1818.8325699864708,241141220
C1208,40513,1874.8616654937327,243425111
C1209,359183,1922.042882743066,244721803
C1210,49307,1927.3445029360803,245145604
C1211,32605,1877.6469923292402,243530894
C1212,46965,1982.6348837456542,246870572
C1213,9827,2037.80364242003,250051005
C1214,19578,2038.888592804754,250064863
C1215,19937,2121.5871278658674,257094027
C1216,10225,2137.15540519498,257226778
C1217,109330,2184.6459063214515,258253494
C1218,7962,2178.44816372861,258194064
C1301,76407,1717.618830759771,238060930
C1302,27366,1637.2007993546629,234105987
C1303,25776,1721.9555342383176,238268797
C1304,11862,1742.2072085297139,238998492
C1305,64208,1751.2294006301847,239367764
C1306,26749,1829.976635385626,241279151
C1307,124688,1855.4909375349944,243055507
C1308,31383,1818.311747083668,241109837
C1309,50817,1795.0709328898254,240329173
C1310,87212,1683.1925536990907,235707685
C1311,27184,1658.273112339433,234343877
C1312,21172,1690.1762884543546,236492789
C1313,35611,1651.3353739485626,234274191
C1314,36134,1780.0131057634442,240073580
C1315,82929,1939.7931388289112,245294480
C2401,12824,2097.1783775916297,256104143
C2402,19298,2001.3118569623837,247432720
C2403,18545,1983.8709128370417,246917537
C2404,12722,1897.9179482545057,244478527
C2405,18267,1874.4563640191332,243406844
C2406,15268,1799.631550116913,240468102
C2407,19920,1751.429132543351,239431972
C2408,22507,1785.1647293346539,240224642
C2409,19326,1736.1995397346184,238417541
C2410,52289,1693.3372498838999,237033135
C2411,9848,1645.135843536125,234140120
C2412,31826,1599.825753192998,231952530
C2413,22420,1626.5141739960543,233973621
C2414,22494,1562.7555556068755,230944066
C2415,16624,1565.632416626859,230971486
C2416,13166,1519.0021523754353,226978850
C2417,19368,1504.2451585050912,226665741
C2418,23438,1483.6935516241833,225615253
C2419,29570,1458.7642479666883,223422651
C2420,6779,1460.5079031758678,223490405
C2421,20984,1465.670935664455,223785105
C2422,26459,1422.2218410411451,221160279
C2423,509950,1429.2189979620875,222031698
C2424,51855,1434.0216644726813,222613242
C2425,78808,1420.3353244278132,219950287
C2426,25850,1425.7174523042274,221643487
C2427,18771,1422.6323146171317,221254040
C2428,17745,1453.945121947197,223397015
C2429,47873,1425.156713024431,221349411
C2430,21830,1382.7853027672156,218624730
C2431,43247,1390.0548161648367,218747988
C2432,24021,1367.2024503128157,214339494
C2433,26851,1374.085154047799,214930311
C2434,44955,1381.7418065825113,218579775
C2435,12809,1321.8108227239104,211718134
C2436,64841,1317.8953656294173,211323595
C2437,138355,1336.1599245000725,212358507
C2438,19088,1325.496606768583,212002088
C2439,64089,1326.873867702845,212021176
C2440,14535,1322.992189609708,211831249
C2441,21394,1344.9080577943885,213593290
C2442,28176,1296.2650616185188,210110867
C2443,141212,1293.9431870812846,209931112
C2444,16595,1296.7980515853315,210139043
C2445,41871,1274.2127722537784,207374502
C2446,46165,1228.6255696287217,197913755
C2447,79175,1248.3895079531044,202187395
C2448,15167,1273.3371190587363,207354592
C2449,87808,1289.9668658034777,208250776
C2450,23496,1301.7101335731168,210656762
C2451,23401,1292.060727565464,208342038
C2452,38347,1262.1771700213474,206236905
C2453,50066,1265.4132690489416,207148060
C2454,78917,1250.0810539349263,202335222
C2455,29980,1229.3882076500765,198031233
C2456,100753,1208.397671565674,193447522
C2457,119993,1229.4692219327565,198061213
C2458,311838,1336.887556150656,212628526
C2459,100263,1221.6777146759528,196065758
C2460,103977,1228.3511024887798,197809778
C2461,54167,1241.353014513754,200898679
C2462,43177,1258.6378398895329,206135591
C2463,38740,1219.069213791241,195947642
C2464,110087,1212.7403896186738,194148620
C2465,343005,1193.2999491220623,190602182
C2466,1812723,1183.8346676387891,187191540
C2467,138172,1187.5886760399915,189379847
C2468,22820,1177.5400384954767,186325592
C2469,21851,1135.8475533256449,181136960
C2470,59137,1162.4558484826437,184339501
C2471,102100,1148.0495494782556,182543670
C2472,81417,1181.5226435020556,186512225
C2473,130514,1193.3554106057513,190945187
C2474,27330,1182.5666255580768,186621382
C2475,90419,1191.654435974722,190372077
C2476,28931,1161.4399291293535,184287912
C2477,30866,1188.7108655462841,190178426
C2478,38433,1184.8318512935223,189258510
C2479,33456,1203.6414535570657,192704397
C2480,20367,1133.7530423228777,180420024
C2481,226696,1065.8830406276484,171228666
C2482,35188,1070.3481718970718,172519657
C2483,18730,1141.8642154609483,181715372
C2484,14565,1046.9345903495694,169708457
C2485,17504,1077.4918976717995,173754013
C2486,39621,1152.400295727234,182828577
C2487,21984,1204.19737663884,192751074
C2488,24613,1223.0851584415514,196361790
C2489,42375,1249.1248188049738,202266570
C2490,15862,1367.8141102949937,214467308
C2491,32839,1433.8835347269066,222577203
C2492,26900,1519.0594867715631,226992016
C2493,51760,1510.523768141946,226786289
C2494,166780,1585.5245323969298,231427862
C2495,12894,1697.6682858553688,237173603
C2496,33620,1770.0745161078364,239971806
C2497,38931,1997.8469835306475,247287292
C2498,12321,2213.106127497453,259348539
C2499,38575,1799.0734268483975,240382230
C3501,109522,1090.1767681894478,175768260
C3502,76446,1100.477463282351,177827822
C3506,774072,1041.4652531620823,168594979
C3507,96606,993.9697279969848,161080593
C3509,62495,992.8739310521006,160239219
C3510,138606,949.684689867213,144464396
C3511,39461,919.972016299807,137205672
C3512,125915,893.4641609080148,133911545
C3513,24901,866.6898480311892,130891544
C3514,77497,809.1906549116644,118363280
C3515,125856,846.5171913466494,125495210
