uid,population,distance,radiusPopulation
C1001,242875,2943.8517246261936,384212587
C1002,24371,2836.8339936698826,346064844
C1003,19370,2672.364802202245,331500100
C1004,22162,2550.3128021107887,313507527
C1005,40466,2641.290341353529,326738989
C1006,36208,2708.5992765789347,334959399
C1007,37335,2941.022122586839,382752394
C1008,42188,2896.228489559841,357898666
C1009,20091,2772.0026344877915,339008350
C1010,27864,2996.6501200380026,391793146
C1101,19180,2279.32601975056,267539226
C1102,71619,2227.0323680223537,260223906
C1103,44495,2164.627305244717,252163521
C1201,16231,2103.4911145404208,248779744
C1202,26843,2067.467994744699,246182298
C1203,19548,2058.3743520776093,245056564
C1204,11723,2127.298818945934,249667384
C1205,21773,2088.8722006148946,247406472
C1206,47591,2156.101180522852,251978625
C1207,58866,2137.7389589288955,250032452
C1208,40513,2190.1297031825843,258373237
C1209,359183,2249.186289428993,262364273
C1210,49307,2228.5582049891404,260302952
C1211,32605,2164.5980141898835,252130916
C1212,46965,2278.0620659769597,267492261
C1213,9827,2346.8306866123294,276662054
C1214,19578,2336.852266132751,274795953
C1215,19937,2389.208521807518,282053352
C1216,10225,2429.8083780446027,288048326
C1217,109330,2458.8101126019183,291643527
C1218,7962,2432.2276929120335,288701519
C1301,76407,2019.5413844705115,242492958
C1302,27366,1954.4053445121642,239675907
C1303,25776,1987.4971116735603,241207834
C1304,11862,2016.4802243934,242474937
C1305,64208,2034.9780389068526,243179230
C1306,26749,2111.323021084354,249137322
C1307,124688,2128.958825496617,249679107
C1308,31383,2064.2756545032207,246117421
C1309,50817,2014.7457775749701,242424120
C1310,87212,1933.626344552683,237524316
C1311,27184,1896.4478448352288,235822461
C1312,21172,1899.672024278532,235865897
C1313,35611,1826.1241527132365,233407033
C1314,36134,1951.435750637725,239359723
C1315,82929,2119.720890300437,249466700
C2401,12824,2314.761210741283,271464494
C2402,19298,2158.857719421604,252028385
C2403,18545,2113.8274457023554,249164071
C2404,12722,2002.6107389625402,241460439
C2405,18267,2041.2753672949316,243332645
C2406,15268,1951.8977028576012,239395857
C2407,19920,1887.2819299168445,235482341
C2408,22507,1893.2526705739774,235505640
C2409,19326,1847.3728790519972,233817348
C2410,52289,1812.3400537947994,230667012
C2411,9848,1775.1914763858447,229390119
C2412,31826,1738.945703935109,226302969
C2413,22420,1783.1736569849186,229954603
C2414,22494,1713.220434554109,223140375
C2415,16624,1705.0780812048736,218486144
C2416,13166,1666.5982986910724,209818393
C2417,19368,1675.8684923559679,212158035
C2418,23438,1660.1751905427448,207131443
C2419,29570,1648.1925961703475,205650707
C2420,6779,1633.6320647986215,203015825
C2421,20984,1606.8777863534272,196608191
C2422,26459,1582.3497260947,191960768
C2423,509950,1608.0445772153344,196663630
C2424,51855,1617.6862547467829,198433777
C2425,78808,1605.0286774676615,196498639
C2426,25850,1630.7092700108794,202683698
C2427,18771,1639.6802710203688,203858925
C2428,17745,1672.8358805320652,211827344
C2429,47873,1659.1676740891785,206771939
C2430,21830,1639.948494138209,204089585
C2431,43247,1611.3263895256546,197824207
C2432,24021,1579.5912783495014,191072800
C2433,26851,1555.6845829918007,186359867
C2434,44955,1558.6749542069585,187558478
C2435,12809,1451.1334069679574,151521169
C2436,64841,1487.9937781060855,160731783
C2437,138355,1518.6295348749854,169926650
