uid,movement
U37151,6
U37157,49
U37159,6
U37145,3
U37135,6
U37119,11
U37127,1
U37123,1
U37125,1
U37193,12
U37197,10
U21195,3
U47019,2
U37189,3
U37181,1
U37183,8
U37179,1
U37171,62
U37167,1
U37169,45
U37161,1
U51009,6
U51005,18
U51003,2
U51011,1
U51071,170
U51077,14
U51067,201
U51063,274
U47073,1
U51059,2
U51089,98
U51085,1
U47059,1
U51087,1
U51083,4
U37105,1
U37101,1
U51031,16
U51023,86
U51029,1
U51027,3
U51021,21
U51015,5
U51017,1
U51019,77
U37109,1
U51051,1
U51045,48
U47091,2
U47093,1
U51041,2
U51820,1
U51035,96
U51037,1
U11001,1
U51125,1
U51117,1
U42129,1
U51191,5
U51197,53
U51195,1
U51185,21
U51177,1
U51173,13
U51167,3
U51163,8
U51165,2
U51161,3385
U51155,548
U51153,1
U51147,1
U51141,71
U51143,45
U51690,23
U51680,28
U51678,3
U51660,1
U54107,1
U54109,9
U54101,1
U54097,1
U54099,1
U42003,1
U54039,11
U54045,3
U54047,8
U54043,1
U54035,1
U54033,1
U54015,1
U54019,16
U54025,38
U54007,1
U54005,2
U54011,2
U54081,50
U54083,1
U54089,34
U51640,10
U54079,1
U54075,1
U54059,1
U54063,72
U54067,4
U54055,142
U37051,2
U51790,1
U37059,4
U37057,11
U37045,1
U51775,297
U37071,2
U37077,2
U37063,7
U37067,71
U37069,1
U21071,1
U37011,1
U37009,4
U37005,7
U37001,12
U37003,2
U37037,1
U37035,5
U37033,4
U37023,2
U37025,3
U37027,4
U37021,1
U37097,8
U37085,1
U37081,57
U51750,1386
U51760,1
U51770,654
U24031,1
U24033,1
U39087,1
U45045,1
U45079,1
U39049,1
U45083,1
U45091,1
U51520,1
U51515,7
U51580,9
U51590,18
U51560,4
U51530,2
U51540,1
U47179,2
U47163,5
