uid,movement
U51003,1
U51069,1
U51061,15
U51059,1016
U51085,1
U51087,1
U51013,35
U51047,1
U51041,1
U54003,1
U34007,1
U24510,8
U42071,2
U42091,1
U11001,55
U42029,1
U42045,1
U42043,1
U42041,1
U42055,1
U51107,23
U42129,1
U42133,2
U42101,2
U51187,1
U51177,2
U51179,15
U51153,9098
U51137,1
U51685,3096
U42017,1
U42011,1
U42003,1
U42001,1
U54037,1
U51600,91
U10003,2
U10001,1
U51630,1
U10005,1
U51610,3
U36081,1
U36047,1
U51760,1
U24021,4
U24025,1
U24027,5
U24013,2
U24017,5
U24009,1
U24043,1
U24031,49
U24037,1
U24033,25
U24003,8
U24005,7
U51510,29
