uid,movement
U21183,1
U21187,5
U47037,2
U21199,1
U21191,2
U17031,4
U21137,1
U21151,3
U21155,4
U21167,6
U21161,1
U21163,8
U21179,15
U21173,1
U21103,13
U21113,6
U21111,2874
U21117,19
U21123,2
U21125,1
U21211,804
U21209,11
U47093,1
U21239,9
U21215,7
U21217,2
U21223,253
U21227,1
U21229,4
U29189,1
U39165,4
U39145,1
U39135,1
U39109,1
U39113,7
U21081,7
U21087,1
U21085,1
U21093,22
U21099,1
U21097,2
U21059,2
U21067,47
U21073,25
U21077,3
U21079,1
U17197,1
U21001,1
U21009,1
U21005,9
U21045,1
U21041,7
U21037,9
U21049,2
U21021,3
U21015,23
U21017,2
U21029,36
U21027,2
U18177,1
U18173,1
U18175,13
U26163,1
U39015,1
U39017,11
U18081,5
U18083,1
U18089,1
U18071,14
U18079,11
U18077,21
U18061,15
U18067,1
U18063,2
U18065,1
U39061,59
U18059,1
U18057,2
U18055,1
U39057,1
U39049,4
U18093,5
U39025,7
U18097,16
U18095,1
U39023,1
U18119,1
U18115,2
U18117,4
U18123,2
U18105,6
U18109,2
U18101,1
U18155,4
U18157,1
U18167,1
U18163,2
U18137,8
U18139,1
U18145,2
U18143,19
U18147,1
U18003,1
U18005,10
U18019,9807
U18013,2
U18029,10
U18027,1
U18025,3
U18037,2
U18035,1
U18031,3
U18047,2
U18043,52
U18041,1
U47125,1
U47149,1
U47165,1
