uid,movement
U41017,1
U41029,1
U41045,4
U41039,1
U41035,1
U41051,1
U41047,1
U30013,1
U30031,1
U41005,1
U32003,3
U06089,1
U06085,1
U32007,189
U06077,1
U32031,5
U06001,1
U06007,1
U06019,1
U06017,1
U06037,1
U06057,1
U06067,2
U06061,1
U41059,1
U53033,1
U49035,43
U49029,1
U49053,1
U49057,20
U53005,1
U49043,1
U49045,10
U49049,9
U49011,36
U49003,118
U49005,18
U30111,1
U08077,1
U53063,2
U53077,1
U53071,1
U30093,1
U30081,1
U30063,1
U30049,1
U16047,370
U16045,4
U16041,3
U16039,174
U16037,2
U16031,363
U16069,1
U32510,1
U16063,87
U16067,242
U16065,2
U16059,1
U16051,5
U16053,722
U16055,1
U16087,1
U16085,1
U16075,5
U16077,25
U16071,2
U16073,101
U16001,353
U16007,1
U16005,38
U16023,2
U16025,10
U16027,43
U16029,1
U16011,17
U16015,4
U16013,149
U16019,7
