uid,movement
C2466,1
U34039,1
U34031,5
U34037,1
U34027,1
U34023,1
U34017,1
U34013,2
U34003,7
U42101,1
U36115,1
U36113,1
U36111,77
U36119,15
U36103,6
U36105,3
U36095,9
U36091,13
U36093,50
U36083,273
U36081,4
U36087,4
U36071,18
U36077,1
U36079,7
U36061,5
U36059,4
U36057,3
U36047,3
U36035,1
U36039,663
U44007,1
U36025,2
U36027,278
U36005,8
U36001,1484
U09003,91
U09005,109
U09001,29
U09007,2
U09009,19
U50025,2
U09015,1
U09013,6
U09011,2
U50003,2
U25003,7246
U25017,2
U25015,41
U25013,87
U25011,5
U33011,1
U33005,1
U25027,8
U25025,1
U25021,1
