uid,movement
U41017,1
U41029,1
U41039,1
U41051,2
U41047,1
U06101,3
U06109,4
U06107,30
U06103,1
U17031,1
U41005,1
U48113,2
U06115,2
U06113,8
U06111,33
U32003,8
U06095,29
U06097,18
U06099,316
U06081,245
U06089,1
U06087,5709
U06085,7146
U06083,43
U06071,15
U32005,1
U06077,89
U06079,240
U06073,21
U06075,72
U32031,3
U48141,1
U06001,331
U06005,2
U06007,2
U06009,3
U06013,121
U06011,1
U06019,399
U06017,6
U06023,1
U06029,34
U06025,1
U06027,1
U06039,21
U06037,196
U06031,110
U06033,2
U06047,244
U06041,17
U06043,2
U06045,1
U06059,31
U06057,3
U06055,6
U06051,1
U06069,2103
U06065,10
U06067,74
U06061,9
C4811,1
C5915,4
C5917,1
C4806,1
U48029,1
U41067,1
U53035,1
U53033,4
U49035,3
U53011,1
U49057,1
U35001,1
U08005,1
U08001,1
U49049,1
M02004,7
M02001,1
M02002,4
U49011,1
U48201,1
U08059,1
U08041,1
U53053,2
U08031,1
U53067,1
U53063,1
U53061,1
U53077,1
U08013,1
U32510,2
U16001,1
U48453,1
U48439,1
M14120,1
M26030,2
M19039,1
M26055,1
M26018,1
M14039,1
M25006,1
U04015,1
U04013,13
U04019,3
U04025,1
U04027,1
U04021,1
M05035,1
U04005,1
M08019,1
U40109,1
M08037,2
