uid,movement
U17043,2
U17031,13
C2466,1
U21111,1
U21117,1
U51059,4
U51013,1
U34039,1
U34031,1
U34029,1
U34025,1
U34027,1
U34021,1
U34023,1
U34017,1
U34013,1
U54003,1
U34007,1
U24510,2
U42077,1
U42079,2
U42073,29
U42075,1
U42071,2
U42069,1
U42085,59
U42083,1
U42081,1
U42095,1
U42097,1
U42091,2
U06037,1
U42033,1
U11001,2
U42031,3
U42029,1
U42027,1
U34005,1
U34003,1
U42045,1
U42043,1
U42041,1
U42039,64
U42051,2
U42055,1
U42047,1
U42049,219
U42063,2
U42065,2
U42059,1
U42121,16
U42123,4
U42107,1
U42111,1
U51107,1
U42129,9
U42125,7
U42133,2
U42101,3
U51153,1
U54107,1
U26093,5
U26099,187
U26091,3
U26075,4
U26077,2
U26073,1
U26087,5
U26081,5
U39167,1
U39165,1
U42021,2
U55133,1
U39169,37
U42019,18
U42017,1
U39171,1
U39173,7
U39175,1
U42013,1
U42011,1
U42009,1
U42007,19
U42005,3
U42003,62
U39145,1
U39143,11
U39141,1
U39149,1
U42001,1
U39147,6
U39153,634
U39155,369
U39151,142
U39157,9
U55101,1
U39159,1
U36117,1
U54039,1
U26015,1
U39127,1
U39129,1
U26017,1
U36109,1
U39123,11
U36121,1
U54029,3
U26023,1
U39137,1
U54033,1
U26025,2
U39139,14
U36119,1
U39133,292
U26021,1
U39109,1
U39103,140
U10003,1
U39101,3
U54009,1
U26005,1
U39119,3
U39117,2
U54011,1
U39113,5
U26059,1
U26063,1
U26065,6
U26067,1
U54061,1
U26037,1
U54069,2
U54049,1
U36101,1
U36103,1
U26049,14
U54051,1
U26045,1
U36081,2
U36085,1
U21067,1
U36075,1
U17197,1
U36069,1
U36067,2
U36065,1
U36063,3
U36061,2
U36059,1
U36055,6
U36051,1
U36047,3
U36037,1
U48201,1
U21037,1
C3540,4
C3541,1
C3542,1
C3543,4
C3538,38
C3539,251
C3536,308
C3537,164
C3530,28
C3531,6
C3534,118
C3532,21
U18177,1
U36013,14
U36015,1
U36009,3
U26117,1
U26115,14
U26111,1
U36029,27
U26121,1
U26125,87
U17089,1
U26139,1
U36005,1
U36007,1
U36003,1
U26145,3
U26147,33
U26149,1
U17097,2
C3524,15
C3523,7
C3522,1
C3521,26
C3520,44
C3529,23
C3528,36
C3526,16
C3525,28
U26157,1
U26155,2
U26151,2
C3512,1
C3519,10
C3518,6
C3515,1
C3514,1
C3516,1
U26163,294
U26161,14
C3506,1
U39011,1
U39013,3
U24021,1
U39019,6
U24025,1
U24027,1
U39017,2
U24013,1
U39009,1
U39007,330
U39005,14
U39003,2
U24043,1
U24031,4
U24033,2
U24003,1
U24005,3
U24001,1
U39093,670
U39091,1
U39099,137
U39097,1
U39095,40
U18085,1
U18089,2
U39081,6
U39089,5
U39083,3
U39075,7
U39077,19
U39061,6
U39063,3
U39065,1
U39067,1
U39069,1
U18057,1
U18053,1
U39059,2
U39057,2
U39055,327
U39051,1
U39049,22
U39043,69
U39045,2
U39041,3
U39039,1
U39037,1
U39031,2
U39035,37752
U39033,4
U18091,1
U39025,1
U18097,4
U39029,32
U18095,1
U39021,1
U39023,2
U18127,1
U18157,1
U18141,2
U55079,3
U18003,4
U09003,1
U09001,1
U09009,1
U18039,1
U18035,1
U25017,1
