uid,movement
01001,1
01003,2
01009,1
01015,2
01017,1
01021,1
01031,1
01033,1
01039,1
01043,1
01045,1
01047,1
01049,1
01051,1
01055,2
01069,1
01071,1
01073,10
01077,1
01079,1
01081,2
01083,1
01089,5
01095,1
01097,4
01101,3
01103,2
01113,1
01115,1
01117,2
01121,1
01123,1
01125,2
01127,1
04003,1
04005,1
04013,19
04015,1
04017,1
04019,5
04021,1
04025,1
04027,1
05007,2
05031,1
05033,1
05035,1
05045,1
05051,1
05069,1
05085,1
05093,1
05115,1
05119,4
05125,1
05131,1
05143,2
05145,1
06001,6
06007,1
06013,4
06017,1
06019,4
06023,1
06025,1
06029,3
06031,1
06037,47
06039,1
06041,1
06047,1
06053,2
06055,1
06059,15
06061,1
06065,9
06067,6
06071,10
06073,15
06075,3
06077,3
06079,1
06081,3
06083,2
06085,7
06087,1
06089,1
06095,2
06097,2
06099,2
06107,2
06111,3
06113,1
08001,3
08005,3
08013,2
08031,4
08035,1
08041,4
08059,4
08069,2
08077,1
08101,1
08123,1
09001,1335
09003,509
09005,134
09007,96
09009,799
09011,112
09013,54
09015,38
10001,33
10003,160
10005,35
11001,74
12001,3
12005,2
12009,7
12011,18
12015,2
12017,2
12019,2
12021,3
12023,1
12031,13
12033,3
12035,1
12039,1
12053,2
12055,1
12057,12
12061,1
12063,1
12069,3
12071,5
12073,3
12081,3
12083,4
12085,2
12086,23
12087,1
12089,1
12091,2
12095,12
12097,2
12099,13
12101,4
12103,11
12105,6
12107,1
12109,2
12111,2
12113,1
12115,4
12117,5
12119,1
12121,1
12127,6
12131,1
13009,1
13013,1
13015,2
13021,3
13031,1
13033,1
13039,1
13045,2
13047,1
13051,5
13057,3
13059,3
13063,4
13067,12
13069,1
13071,1
13073,2
13077,2
13089,14
13095,2
13097,2
13103,1
13105,1
13111,1
13113,2
13115,2
13117,2
13119,1
13121,16
13123,1
13127,1
13129,1
13135,13
13137,1
13139,4
13147,1
13151,2
13153,2
13157,1
13175,1
13179,1
13185,1
13187,1
13189,1
13195,1
13213,1
13215,3
13217,1
13219,1
13223,2
13227,1
13233,1
13245,5
13247,1
13255,1
13257,1
13261,1
13275,1
13277,1
13285,1
13295,1
13297,1
13299,1
13311,1
13313,2
16001,2
16019,1
16027,1
16055,1
17001,1
