uid,movement
01009,1
01015,1
01033,63
01043,3
01055,1
01057,11
01059,49
01073,17
01075,28
01077,42
01079,10
01083,3
01089,5
01093,61
01095,1
01101,1
01103,4
01107,6
01115,1
01117,2
01121,1
01125,9
01127,14
01133,8
05031,1
05035,2
05093,1
05107,1
05119,1
13067,1
13089,1
13121,1
28003,133
28007,1
28009,17
28011,1
28013,43
28015,2
28017,183
28019,4
28025,70
28027,1
28033,25
28043,9
28049,1
28051,1
28057,987
28071,95
28075,1
28083,1
28087,55
28089,1
28093,48
28095,269
28097,4
28099,1
28103,3
28105,33
28107,14
28115,701
28117,312
28119,2
28121,1
28133,1
28135,3
28137,8
28139,113
28141,89
28145,435
28151,1
28155,10
28159,4
28161,9
47017,1
47023,4
47033,1
47037,3
47039,1
47045,1
47047,10
47053,1
47055,1
47065,1
47069,16
47071,14
47075,1
47077,1
47097,1
47099,2
47109,16
47113,15
47119,1
47125,1
47149,1
47157,85
47167,2
47181,4
47187,1
