uid,movement
17019,1
17031,10
17043,1
17097,1
17197,2
18001,19
18003,85
18005,1
18009,874
18011,8
18015,8
18017,25
18023,14
18029,1
18031,1
18033,2
18035,1058
18039,6
18041,1
18047,1
18049,7
18057,156
18059,20
18063,5
18065,23
18067,334
18069,1385
18073,1
18075,25
18081,4
18085,14
18087,1
18089,3
18091,2
18095,294
18097,82
18099,2
18103,51
18105,1
18107,2
18109,2
18113,3
18127,2
18131,1
18133,1
18135,14
18139,1
18141,7
18145,2
18149,1
18151,1
18157,7
18159,26
18167,1
18169,693
18177,11
18179,35
18181,1
18183,14
21111,1
21117,1
26021,2
26025,1
26027,1
26075,1
26077,1
26125,1
26149,1
26163,1
39003,2
39011,2
39017,5
39023,1
39025,1
39037,3
39039,1
39049,1
39057,1
39061,7
39091,1
39095,1
39107,7
39109,3
39113,10
39125,1
39135,1
39137,1
39149,1
39161,2
39165,1
39171,1
39173,1
