uid,movement
01001,1
01007,1
01009,30
01015,7
01019,2
01021,1
01033,91
01043,108
01049,30
01051,1
01055,31
01057,4
01059,30
01071,35
01073,97
01075,1
01077,195
01079,123
01081,1
01089,10891
01093,17
01095,88
01101,1
01103,633
01107,1
01115,13
01117,6
01121,3
01123,1
01125,6
01127,29
01133,30
13015,2
13045,2
13047,2
13055,2
13057,2
13063,2
13067,9
13077,1
13083,3
13089,4
13097,1
13113,1
13115,4
13117,1
13121,9
13129,1
13135,3
13139,1
13143,1
13151,1
13213,1
13215,1
13223,2
13233,1
13285,1
13295,4
13313,3
17031,1
21035,1
21047,1
21111,2
21227,1
28003,4
28033,1
28057,4
28071,1
28081,4
28087,2
28093,1
28095,2
28105,1
28115,1
28117,3
28139,1
28141,8
28145,1
29189,1
39061,1
45045,1
47003,26
47005,1
47009,1
47011,2
47015,3
47017,1
47021,2
47023,1
47031,25
47035,1
47037,48
47039,3
47041,1
47043,3
47047,1
47051,35
47053,1
47055,119
47061,3
47065,15
47069,1
47071,10
47077,2
47079,1
47081,8
47085,1
47093,2
47099,109
47101,7
47103,98
47107,1
47109,3
47113,3
47115,6
47117,50
47119,55
47125,4
47127,7
47135,2
47141,2
47143,1
47145,1
47147,2
47149,46
47153,1
47157,7
47159,1
47165,4
47177,4
47181,12
47183,1
47185,1
47187,44
47189,5
