uid,movement
17031,1
18003,1
18019,1
18097,2
18177,1
21011,6
21015,2
21017,2
21019,155
21023,5
21037,18
21043,159
21049,1
21063,10
21067,3
21069,14
21071,1
21081,1
21089,2046
21097,3
21111,3
21115,7
21117,7
21127,14
21135,162
21151,1
21153,2
21159,2
21161,31
21165,2
21173,5
21175,6
21181,2
21191,3
21195,1
21197,1
21201,1
21205,33
21209,1
21237,1
26163,1
39001,388
39003,1
39009,30
39015,71
39017,6
39023,5
39025,62
39027,22
39035,1
39041,1
39045,31
39047,19
39049,83
39053,80
39057,20
39061,24
39071,85
39073,24
39079,656
39083,1
39087,521
39089,3
39093,1
39095,1
39097,5
39101,1
39105,19
39109,1
39113,8
39115,1
39119,1
39127,5
39129,33
39131,846
39139,1
39141,320
39151,1
39153,1
39157,1
39163,30
39165,27
39167,1
42003,2
42125,1
47163,1
54005,1
54011,117
54035,6
54039,8
54043,7
54045,1
54053,25
54059,1
54079,23
54081,1
54099,32
54107,4
