uid,movement
11001,5
24001,22
24003,2
24005,2
24013,1
24017,1
24021,4
24023,4
24027,2
24031,15
24033,4
24043,12
24510,2
42003,2
42009,1
42051,1
42055,1
42111,1
42129,1
42133,1
51003,14
51013,2
51015,15
51043,23
51047,37
51059,38
51061,74
51065,1
51069,302
51079,24
51107,67
51109,2
51113,25
51137,13
51139,2420
51153,33
51157,133
51165,745
51177,6
51179,7
51187,927
51510,1
51540,9
51600,1
51660,96
51683,6
51685,1
51760,1
51790,6
51820,4
51840,82
54003,49
54023,20
54027,59
54031,654
54037,34
54057,25
54065,8
54071,8
54077,1
54083,2
54093,2
