uid,movement
26163,1
36103,1
36119,1
24035,1
24037,60
24039,1
24031,42
24033,95
24047,1
24041,1
24045,2
24043,2
24001,1
24003,19
24005,14
24009,25
11001,48
24011,1
24019,2
24017,127
24015,1
24013,3
24021,4
24025,3
24027,7
10001,2
10005,3
10003,5
36005,1
36047,3
36085,1
36081,3
36059,1
36061,2
24510,16
51171,2
51175,6
51179,133
09001,1
51177,248
51161,1
51163,1
51165,4
51193,27
51199,24
51181,8
51187,2
51183,10
51139,3
51137,43
51131,1
51135,19
51133,9
51125,3
51127,33
51121,1
51159,15
51157,2
51153,156
51147,13
51149,60
51143,1
51145,73
17031,1
51101,334
51103,9
51109,80
51107,10
51111,6
51113,8
51115,4
51117,2
51119,12
37091,1
37085,1
37083,2
37081,3
37077,1
37065,1
37063,3
37069,1
37067,2
51081,4
51083,1
51087,3236
51089,1
51093,11
51097,16
51095,60
51099,32
51003,61
51001,2
51007,22
51830,14
51009,2
37001,1
51011,2
51013,28
51015,4
51820,3
51019,2
51025,7
51023,1
51029,14
51810,13
51033,631
51036,15
51031,3
51800,5
51037,1
37049,1
51049,14
51043,1
51041,1256
51047,33
51059,231
51053,32
51057,25
37051,1
37057,1
51069,2
51067,1
51065,34
51061,25
51840,1
51079,10
51073,30
51075,390
37191,1
37195,1
37181,1
37185,1
37183,7
51770,1
51760,20023
51790,2
37101,1
37119,1
51710,16
37127,2
37139,1
51700,70
37131,1
37135,2
37133,1
51735,2
37147,2
51730,68
37145,1
37157,1
37151,1
51740,7
42111,1
42125,1
42129,1
42101,7
42107,1
39049,1
42133,4
39035,1
51685,5
51683,17
51680,3
42095,1
42091,3
51670,52
51660,3
51650,14
51630,41
51620,1
51610,2
51600,4
42003,3
42001,1
42011,2
42013,1
42017,2
42021,1
42029,3
54037,1
54039,1
42041,2
42043,2
42045,4
42051,1
54003,2
42055,2
42071,4
42079,1
42077,1
42075,1
34009,1
51570,37
34005,1
34007,3
34001,1
34003,1
51590,1
51595,2
34023,2
34025,1
34027,1
34029,1
34021,1
34015,2
34013,1
34017,1
34011,1
34039,1
34035,1
34033,1
51550,7
51540,41
51510,21
