uid,movement
01051,1
01055,1
01049,1
01073,3
01071,1
01095,1
01089,2
01081,2
01015,2
01017,1
21111,1
01115,1
01117,1
01111,1
01113,1
01103,1
01101,1
01121,1
45091,1
45083,3
45037,1
45019,1
45007,6
45003,2
45001,1
45071,1
45073,3
45075,1
45077,3
45079,2
45063,2
45059,1
45047,2
45045,8
47011,2
47001,1
47009,1
47093,3
47065,4
13311,1
13313,2
13317,1
13303,1
47037,1
47107,1
47123,1
13295,1
13293,1
13291,1
13285,2
13261,1
13255,6
13257,1
13247,1464
13245,5
13241,1
13233,1
13237,5
13231,1
13225,1
13223,4
13227,1
13221,3
47157,1
13219,1993
13215,4
13217,2581
13211,224
13213,1
47155,1
47149,1
13207,1
37099,1
37089,1
37087,1
37081,1
37071,1
37067,1
13105,1
13111,1
13113,6
13115,3
13117,26
13119,1
13121,138
13129,2
13123,1
13133,5
13139,41
13135,2607
13137,2
13145,1
13147,1
13141,1
13143,1
13159,4
13157,46
13151,42
13153,3
13169,1
13163,1
13175,1
13171,1
13189,1
13187,1
13195,6
13199,1
37045,1
37023,1
37021,2
37039,1
37035,1
37183,1
13009,3
13011,3
13013,7689
13015,3
13047,1
13045,3
13059,130
13057,9
13055,1
13051,1
13021,7
13035,6
13031,1
13089,424
13085,1
13097,5
13095,1
13063,27
13067,52
13079,1
13073,3
13077,4
12031,1
37119,3
37113,1
37161,1
12073,1
37175,1
