uid,movement
21071,3
21043,1
21089,2
21119,1
21115,2
21153,1
21159,2
21127,1
21133,1
21193,1
21195,9
47019,1
51173,3
51161,26
51163,2
51165,2
51167,2
51169,1
51191,3
51197,4
51195,2
51185,19
51121,19
51155,9
51143,1
51141,1
47179,1
47163,3
21019,4
37097,1
37081,3
37067,4
51089,2
51003,1
51005,7
37009,1
51009,1
37001,1
51015,3
51017,1
51820,1
51019,3
51023,5
51021,4
51027,5
51035,2
51031,1
51045,3
51059,1
51051,1
37057,1
37027,1
51067,3
51063,1
51077,1
51071,14
37035,1
37193,1
37197,1
37189,1
51775,4
51770,13
51790,1
37119,1
37159,1
37157,1
51750,4
37169,1
37171,2
54101,10
54103,1
54105,1
54107,10
54109,41
39089,1
39087,6
42125,1
42129,1
39045,1
39049,4
39053,3
39061,1
39073,1
39079,1
39009,3
39013,1
51680,2
51678,1
54099,9
54097,4
54095,1
54091,1
51660,1
54079,33
54077,1
54075,5
54073,1
54087,13
54089,163
54081,4201
54083,3
54085,2
42003,3
54041,3
54049,2
54047,21
54045,37
54043,16
54039,962
54033,5
54035,13
39167,3
54063,16
54061,2
54067,437
54051,1
54053,5
54055,83
54059,14
42051,1
39145,2
39141,1
54005,54
54001,1
42059,1
54007,13
39127,1
54021,3
54025,63
54011,35
54013,4
54015,112
54017,1
39119,1
51560,1
39105,2
51590,1
51580,3
51520,1
51540,1
