uid,movement
01051,1
01045,1
01073,3
01069,1
01097,3
01089,1
01081,1
01015,1
01003,1
01031,1
21111,1
26163,1
24031,1
24033,1
01117,1
01113,1
24003,1
24005,1
11001,1
01101,2
01125,1
45091,1
06037,1
45089,1
45085,1
45083,2
45031,1
45035,2
45029,1
45019,5
45013,2
45015,2
45007,1
45003,2
45075,1
45077,1
45079,4
45063,3
45055,1
45051,2
45059,1
45043,1
45041,1
45047,1
45045,2
47093,1
36047,1
47065,1
13305,1
36081,1
47037,1
24510,1
13297,1
13299,1
13285,1
13275,1
13277,1
13261,1
13255,1
13247,1
13245,3
13223,1
47157,1
13215,2
13217,1
17031,1
37081,1
28059,1
28047,1
28049,1
37071,1
37063,1
37067,1
22103,1
13103,1
13113,1
13117,1
13121,6
13127,2
13139,1
13135,5
13151,1
13153,2
13179,1
13175,1
13185,2
18097,1
37019,1
22071,2
51810,1
22051,2
48201,2
37047,1
22033,1
51059,1
37051,2
37057,1
37025,1
37021,1
37035,1
37183,2
13009,1
13045,1
13059,1
13057,1
13051,5
13021,2
13039,1
13031,1
13087,1
13089,6
13097,1
13095,2
13069,1
13063,2
13067,4
13073,1
13071,1
13077,1
12011,858
12015,23
12017,4
12019,4
12021,34
12023,1
12027,10
12031,20
12033,3
12039,1
12035,2
12043,21
12049,8
48113,1
12009,548
12007,1
12005,3
12003,1
12001,6
12091,2
12095,183
12093,895
12099,7619
12097,274
37119,4
37129,1
37133,1
12057,85
12051,33
12055,161
12053,4
12069,9
37159,1
12061,4126
37155,1
12063,1
37151,1
12075,1
12073,5
12071,54
12089,1
12086,132
12085,10387
12087,3
12081,29
37179,1
12083,8
42101,1
39049,1
39061,1
12115,33
12117,55
12113,1
12119,2
12129,1
12127,19
12121,1
12103,32
12101,13
12107,2
12105,132
12109,4
12131,1
42003,1
