uid,movement
22115,1
22113,1
48291,7191
48373,85
48361,1588
22097,1
48241,85
48245,1376
48351,24
48347,1
48213,1
22085,1
22079,2
48225,1
48339,166
22071,1
22073,1
22069,1
48203,1
22055,2
22051,1
22053,1
48201,356
22045,1
48309,2
22033,2
22039,1
22015,1
22017,2
22011,14
22019,217
22001,1
22003,1
48157,7
48167,6
48185,1
48183,1
48481,1
48113,7
48473,1
48471,2
48121,1
48139,1
48491,2
48439,3
48469,1
48457,739
48453,5
48407,37
48401,1
48423,2
48085,1
48071,47
48073,1
48029,2
48027,2
48005,66
48001,1
48039,4
48041,2
