uid,movement
25025,34
25027,17
25021,22
25023,13
25017,119
25015,2
25013,6
25011,1
25003,1
25005,10
25009,167
25001,5
36103,8
36119,4
36113,1
36115,1
36111,1
36001,2
36005,4
36033,1
36031,1
36047,4
36019,2
36027,2
36029,1
36021,1
36071,1
36087,1
36089,1
36083,2
36085,1
36081,4
36059,4
36055,1
36061,3
36065,1
36067,1
36091,2
36093,1
09009,5
09007,1
09005,1
09003,8
09001,4
09013,2
09015,1
09011,2
50007,6
50009,6
50003,1
50005,16
50001,1
50017,9
50015,4
50019,9
50011,2
50025,1
50027,7
50021,2
50023,10
17031,1
44009,1
44001,1
44003,2
44005,1
44007,10
23015,580
23013,429
23019,141
23017,460
23001,5176
23003,3
23005,1188
23007,77
23009,122
23031,249
23021,10
23027,824
23029,19
23023,479
23025,105
42101,1
42091,1
42017,1
34003,2
34023,1
34025,1
34027,1
34013,1
34017,1
34039,1
34031,1
33019,6
33017,87
33015,124
33013,48
33011,52
33009,51
33005,3
33007,61
33001,39
33003,74
