uid,movement
24037,1
24031,3
24033,3
24003,1
24005,1
11001,3
24017,1
24027,1
24510,1
51171,1
51179,2
51177,3
51161,87
51163,68
51165,5
51199,1
51197,1
51187,1
51185,1
51139,1
51137,2
51135,20
51125,75
51121,29
51155,3
51153,4
51147,127
51149,1
51143,666
51145,9
51141,6
51109,6
51107,1
51111,24
51113,1
51117,51
37097,2
37085,2
37083,2
37081,44
37077,23
37071,1
37065,1
37063,47
37069,4
37067,17
51081,1
51083,285
51085,5
51087,13
51089,40
51095,1
51003,62
51007,10
51005,8
51009,498
37001,23
51011,713
51013,1
51015,35
51017,2
51820,22
51019,1919
51025,6
51023,137
51029,88
51810,1
51033,1
51035,2
51800,1
51037,239
51049,16
51041,38
51047,1
51045,3
51059,9
37059,1
51053,6
37051,2
37057,4
51069,1
51067,178
51065,18
51063,5
51061,1
37025,1
37037,1
51079,3
51075,5
51071,1
37035,1
37033,29
37191,1
37193,1
37195,1
37197,1
37181,16
37185,6
37183,24
51775,42
51770,211
51760,15
51790,15
37105,1
37101,2
37119,3
37125,1
51710,1
37127,3
51700,2
37131,1
37135,32
37147,1
51730,2
37145,49
37159,2
37157,40
37151,4
51750,4
37169,6
37167,1
51740,1
37171,2
42129,1
42101,1
39049,1
51690,23
51680,8647
51670,1
51678,34
51660,5
51650,1
54075,1
54081,1
54083,1
42003,1
54039,1
54063,2
54067,1
54055,2
54025,3
54019,1
51570,1
51560,5
51590,138
51580,5
51530,38
51550,1
51540,26
51510,1
51515,132
