uid,usColor,usOpacity,mexicoColor,mexicoOpacity,canadaColor,canadaOpacity
04019,green,0.540229000135,blue,0.282302492237,green,0.555597613106
04021,green,0.130670130811,blue,0.530742302188,blue,0.0
04023,green,0.561054684479,blue,0.186018331331,blue,0.0
04025,green,0.299838580539,blue,0.461215229461,blue,0.0
04027,green,0.603379537689,blue,0.348175713954,blue,0.0
05001,green,0.358602282487,blue,0.0,blue,0.0
05003,green,0.289027338923,blue,0.0,blue,0.0
05005,green,0.316895808924,blue,0.0,blue,0.0
05007,green,0.244382627719,green,0.335558422165,blue,0.0
05009,green,0.296481780962,blue,0.0,blue,0.0
05011,green,0.18491134042,blue,0.0,blue,0.0
05013,green,0.091458234215,blue,0.0,blue,0.0
05015,green,0.293706964797,blue,0.0,blue,0.0
05017,green,0.200597540031,blue,0.0,blue,0.0
05019,green,0.249100435176,blue,0.0,blue,0.0
05021,green,0.170624743611,blue,0.0,blue,0.0
05023,green,0.160499906269,blue,0.0,blue,0.0
05025,green,0.0499460732994,blue,0.0,blue,0.0
05027,green,0.265100021475,blue,0.0,blue,0.0
05029,green,0.125933540975,blue,0.0,blue,0.0
05031,green,0.304025276486,blue,0.0,green,0.272308197401
05033,green,0.0889649126009,green,0.307476819641,blue,0.0
05035,green,0.126963144126,blue,0.0,blue,0.0
05037,green,0.159344664979,blue,0.0,blue,0.0
05039,green,0.135696558318,blue,0.0,blue,0.0
05041,green,0.228832167088,blue,0.0,blue,0.0
05043,green,0.1980433673,blue,0.0,blue,0.0
05045,green,0.15652856216,blue,0.0,blue,0.0
05047,green,0.111313493945,blue,0.0,blue,0.0
05049,green,0.0975935552075,blue,0.0,blue,0.0
05051,green,0.304465128687,blue,0.0,blue,0.0
05053,green,0.0745544245678,blue,0.0,blue,0.0
05055,green,0.238868602953,blue,0.0,blue,0.0
05057,green,0.184649232114,blue,0.0,blue,0.0
05059,green,0.103422823798,blue,0.0,blue,0.0
05061,green,0.280588840048,green,0.347734683865,blue,0.0
05063,green,0.304415423236,blue,0.0,blue,0.0
05065,green,0.145473630823,blue,0.0,blue,0.0
05067,green,0.200665253925,blue,0.0,blue,0.0
05069,green,0.263460908294,blue,0.0,green,0.322220836527
05071,green,0.220907162256,blue,0.0,blue,0.0
05073,green,0.118209120547,blue,0.0,green,0.290994411067
05075,green,0.147264107401,blue,0.0,blue,0.0
05077,green,0.152945553698,blue,0.0,blue,0.0
05079,green,0.108838249796,blue,0.0,blue,0.0
05081,green,0.132979618498,blue,0.0,blue,0.0
05083,green,0.15532334244,blue,0.0,blue,0.0
05085,green,0.0678930366458,blue,0.0,blue,0.0
05087,green,0.107875502702,blue,0.0,blue,0.0
05089,green,0.132323628169,blue,0.0,blue,0.0
05091,green,0.0837960437572,blue,0.0,blue,0.0
05093,green,0.338767617944,blue,0.0,blue,0.0
05095,green,0.156924144533,blue,0.0,blue,0.0
05097,green,0.121785456279,blue,0.0,blue,0.0
05099,green,0.105628413359,blue,0.0,blue,0.0
05101,green,0.0799917819062,blue,0.0,blue,0.0
05103,green,0.180758608962,blue,0.0,blue,0.0
05105,green,0.0493979485976,blue,0.0,blue,0.0
05107,green,0.234769547389,blue,0.0,blue,0.0
05109,green,0.120631035924,blue,0.0,blue,0.0
05111,green,0.124998013952,blue,0.0,blue,0.0
05113,green,0.325062761657,green,0.272308197401,blue,0.0
05115,green,0.253684696931,blue,0.0,green,0.15373840982
05117,green,0.105753834356,blue,0.0,blue,0.0
05119,green,0.406826323853,blue,0.0,blue,0.0
05121,green,0.18860909294,blue,0.0,blue,0.0
05123,green,0.18795887565,blue,0.0,blue,0.0
05125,green,0.0655031361501,blue,0.0,blue,0.0
05127,green,0.180496704788,blue,0.0,blue,0.0
05129,green,0.152829713567,blue,0.0,blue,0.0
05131,green,0.296583157873,blue,0.0,blue,0.0
05133,green,0.189508958646,blue,0.0,blue,0.0
05135,green,0.138607999506,blue,0.0,blue,0.0
05137,green,0.196694447442,blue,0.0,blue,0.0
05139,green,0.390465028154,blue,0.0,blue,0.0
05141,green,0.143059842344,blue,0.0,blue,0.0
05143,green,0.281763514779,blue,0.0,blue,0.0
05145,green,0.195391056409,blue,0.0,blue,0.0
05147,green,0.19174433782,blue,0.0,blue,0.0
05149,green,0.13835776278,blue,0.0,blue,0.0
06001,green,0.157245183546,blue,0.636451228588,blue,0.596732839021
06003,green,0.144906537376,blue,0.0,blue,0.0
06005,green,0.186532056062,blue,0.0,blue,0.0
06007,green,0.333508832555,green,0.175310060378,blue,0.0969981370225
06009,green,0.12425884461,blue,0.0,blue,0.0
06011,green,0.227785678228,blue,0.0,blue,0.0
06013,green,0.121988043274,blue,0.45712487096,blue,0.368905937208
06015,green,0.39817947464,blue,0.0,blue,0.0
06017,green,0.112464957421,blue,0.347734683865,blue,0.272308197401
06019,green,0.36726707022,blue,0.115410765595,blue,0.146910776149
06021,green,0.173033382453,blue,0.0,blue,0.0
06023,green,0.550921007433,blue,0.0,blue,0.0
06025,green,0.662764507558,blue,0.244144481127,blue,0.0
06027,green,0.367840624173,blue,0.0,blue,0.0
06029,green,0.387280591277,blue,0.55021469057,blue,0.307476819641
06031,green,0.222593185861,blue,0.15373840982,blue,0.0
06033,green,0.21434721504,green,0.347734683865,blue,0.0
06035,green,0.320425286873,blue,0.0,blue,0.0
06037,green,0.390096039377,blue,0.528099912823,blue,0.286696362267
06039,green,0.16364680189,green,0.11856978758,blue,0.0969981370225
06041,green,0.136719080411,blue,0.193996274045,blue,0.38799254809
06043,green,0.180714269467,blue,0.0,blue,0.0
06045,green,0.397247972812,blue,0.0,blue,0.0
06047,green,0.19470788681,blue,0.322220836527,blue,0.225222699504
06049,green,0.257893602358,blue,0.0,blue,0.0
06051,green,0.265467435652,blue,0.0,blue,0.0
06053,green,0.310819876401,blue,0.450445399009,green,0.105481869682
06055,green,0.208053592165,blue,0.15373840982,blue,0.0969981370225
06057,green,0.180912293522,green,0.175310060378,blue,0.0969981370225
06059,green,0.256281001704,blue,0.536418135864,blue,0.267382530808
06061,green,0.128004656742,blue,0.489296831985,blue,0.0
06063,green,0.283499423414,blue,0.0,blue,0.0
06065,green,0.1816000563,blue,0.728268604326,blue,0.185512541385
06067,green,0.263734120154,blue,0.403318431641,blue,0.492786756776
06069,green,0.101591145027,blue,0.0969981370225,blue,0.0
06071,green,0.169260605587,blue,0.485211003286,blue,0.821736713256
06073,green,0.54933908956,blue,0.255453368108,blue,0.0427347205876
06075,green,0.207455402624,blue,0.463194593879,blue,0.220478559375
06077,green,0.204091639683,blue,0.355300782213,blue,0.131300262802
06079,green,0.319850693492,blue,0.307476819641,blue,0.0969981370225
06081,green,0.123618089488,blue,0.357425613975,blue,0.327992323817
06083,green,0.398668146015,blue,0.432556559187,green,0.175310060378
06085,green,0.298713081341,blue,0.542022193669,blue,0.393410207806
06087,green,0.188422127364,blue,0.461215229461,blue,0.335558422165
06089,green,0.36468786987,green,0.272308197401,green,0.0969981370225
06091,green,0.130619143739,blue,0.0,blue,0.0
06093,green,0.389322662149,blue,0.0,green,0.15373840982
06095,green,0.118706586506,blue,0.66878447815,blue,0.253621983734
06097,green,0.241281790823,blue,0.191792468951,green,0.0370407402119
06099,green,0.2199378321,blue,0.570605416556,blue,0.147782671376
06101,green,0.11588277665,blue,0.0969981370225,green,0.15373840982
06103,green,0.201584228104,blue,0.0,blue,0.0
06105,green,0.251405882672,blue,0.0,blue,0.0
06107,green,0.300381590752,blue,0.419218973549,blue,0.225222699504
06109,green,0.248909726749,blue,0.0,blue,0.0
06111,green,0.203487772861,blue,0.416153638677,blue,0.584158458328
06113,green,0.156607310762,green,0.164939484779,blue,0.225222699504
06115,green,0.116066917966,blue,0.0,blue,0.0
08001,green,0.0705861046266,blue,0.352511213471,blue,0.480547812551
08003,green,0.285142108751,blue,0.0,blue,0.0
08005,green,0.098159048512,blue,0.477505546404,blue,0.0153933857135
08007,green,0.316270320554,blue,0.0,blue,0.0
08009,green,0.401484847653,blue,0.0,blue,0.0
08011,green,0.170968547161,blue,0.0,blue,0.0
08013,green,0.225981210216,blue,0.117314723282,blue,0.250736546843
08015,green,0.361223636453,blue,0.0,blue,0.0
08017,green,0.300151250996,blue,0.0,blue,0.0
08019,green,0.0807006214005,blue,0.0,blue,0.0
08021,green,0.141207365622,blue,0.0,blue,0.0
08023,green,0.178801568424,blue,0.0,blue,0.0
08025,green,0.133054135294,blue,0.0,blue,0.0
08027,green,0.182042465239,blue,0.0,blue,0.0
08029,green,0.216780101962,blue,0.0,blue,0.0
08031,green,0.141781649645,blue,0.241506472514,blue,0.216563934012
08033,green,0.116820530662,blue,0.0,blue,0.0
08035,green,0.0532311001463,blue,0.124525526025,green,0.144083634919
08037,green,0.264195111171,green,0.419218973549,blue,0.0
08039,green,0.0473397297931,blue,0.0,blue,0.0
08041,green,0.433224917547,blue,0.480547812551,green,0.290994411067
08043,green,0.223197326253,blue,0.0969981370225,blue,0.0
08045,green,0.186885419988,blue,0.0969981370225,blue,0.0
08047,green,0.0731585361033,blue,0.0,blue,0.0
08049,green,0.295894128053,blue,0.0,blue,0.0
08051,green,0.437632706999,blue,0.0,blue,0.0
08053,green,0.272308197401,blue,0.0,blue,0.0
08055,green,0.259343823902,blue,0.0,blue,0.0
08057,green,0.369662866415,blue,0.0,blue,0.0
08059,green,0.0922171197759,blue,0.495048548333,blue,0.252840928322
08061,green,0.271551769984,blue,0.0,blue,0.0
08063,green,0.380006733601,blue,0.0,blue,0.0
08065,green,0.0914580278366,blue,0.0,blue,0.0
08067,green,0.410495303724,blue,0.0,blue,0.0
08069,green,0.260413029129,green,0.0694707480203,blue,0.193996274045
08071,green,0.327013727303,blue,0.0,blue,0.0
08073,green,0.321140223194,blue,0.0,blue,0.0
08075,green,0.3342728371,blue,0.0,blue,0.0
08077,green,0.442455925031,blue,0.0969981370225,blue,0.0
08079,green,0.252142978091,blue,0.0,blue,0.0
08081,green,0.180854913821,blue,0.0,blue,0.0
08083,green,0.271379352428,blue,0.0,green,0.225222699504
08085,green,0.269196870661,blue,0.0,blue,0.0
08087,green,0.314397872758,blue,0.0,blue,0.0
08089,green,0.257407378763,blue,0.0,blue,0.0
08091,green,0.179583025883,blue,0.0,blue,0.0
08093,green,0.0629431235717,blue,0.0,blue,0.0
08095,green,0.30633620217,blue,0.0,blue,0.0
08097,green,0.339528581526,blue,0.0,blue,0.0
08099,green,0.380652944113,blue,0.0,blue,0.0
08101,green,0.321105024292,blue,0.225222699504,blue,0.0
08103,green,0.313098793206,blue,0.0,blue,0.0
08105,green,0.214714073428,blue,0.0,blue,0.0
08107,green,0.427746407474,blue,0.0,blue,0.0
08109,green,0.159006487268,green,0.193996274045,blue,0.0
08111,green,0.194474697524,blue,0.0,blue,0.0
08113,green,0.430238746159,blue,0.0,blue,0.0
08115,green,0.232693730775,blue,0.0,blue,0.0
08117,green,0.402289797856,blue,0.0,green,0.15373840982
08119,green,0.1159662012,blue,0.0,blue,0.0
08121,green,0.185462918978,blue,0.0,blue,0.0
08123,green,0.156054665141,blue,0.347734683865,blue,0.0
08125,green,0.387873905666,blue,0.0,blue,0.0
09001,green,0.227085555596,blue,0.188907032061,blue,0.280696549801
09003,green,0.286003823936,green,0.0969981370225,blue,0.452528892551
09005,green,0.111701749294,blue,0.0,blue,0.0736208003633
09007,green,0.101977683076,blue,0.0,green,0.0255138473387
09009,green,0.193946861606,blue,0.480547812551,blue,0.47033498551
09011,green,0.247280540309,blue,0.0,blue,0.106652911924
09013,green,0.0661106562666,blue,0.0,green,0.0205155041764
09015,green,0.118555974827,blue,0.0,blue,0.225222699504
10001,green,0.221567966488,blue,0.0,green,0.290994411067
10003,green,0.272110723557,green,0.290994411067,blue,0.489296831985
10005,green,0.202812174503,blue,0.0,blue,0.0969981370225
11001,green,0.1848089905,blue,0.307476819641,blue,0.307476819641
12001,green,0.378483230438,blue,0.0,blue,0.0
12003,green,0.0927781030009,blue,0.0,green,0.378961109325
12005,green,0.426250217965,blue,0.0,blue,0.0
12007,green,0.0929850165332,blue,0.0,blue,0.0
12009,green,0.360287622101,green,0.137256001247,green,0.225222699504
12011,green,0.202772884268,blue,0.406165350158,blue,0.0954345595128
12013,green,0.116166409156,blue,0.0,blue,0.0
12015,green,0.189895222059,blue,0.15373840982,blue,0.0
12017,green,0.211152284794,blue,0.0,blue,0.0
12019,green,0.0711237283725,blue,0.0,blue,0.0
12021,green,0.360832524055,green,0.164939484779,green,0.438777082443
12023,green,0.192743852718,blue,0.0,blue,0.0
12027,green,0.184672556755,blue,0.0,blue,0.0
12029,green,0.138096850721,blue,0.0,blue,0.0
12031,green,0.385753623349,green,0.11856978758,blue,0.225222699504
12033,green,0.320215254693,blue,0.0,green,0.290994411067
12035,green,0.136243317129,blue,0.0,blue,0.0
12037,green,0.302425101855,blue,0.0,blue,0.0
12039,green,0.0946511667954,blue,0.0,blue,0.0
12041,green,0.0723731060672,blue,0.0,blue,0.0
12043,green,0.0858872462081,green,0.15373840982,blue,0.0
12045,green,0.160881275562,blue,0.0,blue,0.0
12047,green,0.122821241352,blue,0.0,blue,0.0
12049,green,0.166241919189,green,0.38799254809,blue,0.0
12051,green,0.165471418061,blue,0.0,blue,0.0
12053,green,0.154730552728,blue,0.0,blue,0.0
12055,green,0.316388043498,blue,0.0,blue,0.0
12057,green,0.313133068566,blue,0.121300386046,green,0.126346162047
12059,green,0.0876065220829,blue,0.0,blue,0.0
12061,green,0.289674576966,green,0.358935758824,blue,0.0
12063,green,0.192109726032,blue,0.0,blue,0.0
12065,green,0.0798037734179,blue,0.0,blue,0.0
12067,green,0.140843391789,blue,0.0,blue,0.0
12069,green,0.1423451796,blue,0.15373840982,green,0.15373840982
12071,green,0.30735028755,blue,0.128224562482,green,0.250736546843
12073,green,0.422115495181,blue,0.0,blue,0.0
12075,green,0.108052128665,blue,0.0,green,0.15373840982
12077,green,0.0927297771434,blue,0.0,blue,0.0
12079,green,0.170577357017,blue,0.0,blue,0.0
12081,green,0.189516809102,green,0.0402578642245,blue,0.0
12083,green,0.27884092889,blue,0.0,green,0.322220836527
12085,green,0.160472588734,green,0.265480563729,blue,0.0
12086,green,0.352093144764,blue,0.26422549943,blue,0.0663950476997
12087,green,0.439830213097,green,0.493474417772,green,0.335558422165
12089,green,0.109446551327,blue,0.0,blue,0.0
12091,green,0.345517746038,blue,0.0,blue,0.0
12093,green,0.19719867309,blue,0.0,blue,0.0
12095,green,0.274462970349,blue,0.124168083349,green,0.15373840982
12097,green,0.0958763417467,blue,0.15373840982,blue,0.0
12099,green,0.307570528222,blue,0.201227189642,green,0.044564011097
12101,green,0.110324002989,blue,0.171253581246,blue,0.15373840982
12103,green,0.277593365585,blue,0.249060613863,blue,0.0
12105,green,0.260791944986,blue,0.322220836527,blue,0.0969981370225
12107,green,0.157055313522,blue,0.0,blue,0.0
12109,green,0.12946563555,green,0.450445399009,blue,0.0
12111,green,0.150082375286,blue,0.193996274045,green,0.412041055011
12113,green,0.083406185981,green,0.250736546843,green,0.272308197401
12115,green,0.273096330424,green,0.215567924603,green,0.419218973549
12117,green,0.10138791991,blue,0.438777082443,green,0.056740272798
12119,green,0.109689616561,blue,0.0,blue,0.0
12121,green,0.148996344256,blue,0.0,blue,0.0
12123,green,0.293640575594,blue,0.0,blue,0.0
12125,green,0.0877590313777,blue,0.0,blue,0.0
12127,green,0.230647476663,blue,0.225222699504,green,0.458599476083
12129,green,0.0688691143333,blue,0.0,blue,0.0
12131,green,0.148716630551,blue,0.0,blue,0.0
12133,green,0.107216097919,blue,0.0,blue,0.0
13001,green,0.177908059341,blue,0.0,blue,0.0
13003,green,0.118955702866,blue,0.0,blue,0.0
13005,green,0.160362753126,blue,0.0,blue,0.0
13007,green,0.0600881392944,blue,0.0,blue,0.0
13009,green,0.223726362226,blue,0.0,blue,0.0
13011,green,0.0404936839002,blue,0.0,blue,0.0
13013,green,0.0592499479296,blue,0.0,blue,0.0
13015,green,0.120631621582,blue,0.0,blue,0.0
13017,green,0.216633882006,blue,0.0,blue,0.0
13019,green,0.113576849179,blue,0.0,blue,0.0
13021,green,0.272509827084,blue,0.0,blue,0.0
13023,green,0.112139707389,blue,0.0,blue,0.0
13025,green,0.0484996178744,blue,0.0,blue,0.0
13027,green,0.0937283917464,blue,0.0,blue,0.0
13029,green,0.0412359977592,blue,0.0,blue,0.0
13031,green,0.209489061613,blue,0.0,blue,0.0
13033,green,0.121273580427,blue,0.0,blue,0.0
13035,green,0.0832358021678,blue,0.0,blue,0.0
13037,green,0.0980153845205,blue,0.0,blue,0.0
13039,green,0.212009987187,blue,0.0,blue,0.0
13043,green,0.12758393181,blue,0.0,blue,0.0
13045,green,0.13595767145,blue,0.0,blue,0.0
13047,green,0.0441996118153,blue,0.0,green,0.307476819641
13049,green,0.095044266321,blue,0.0,blue,0.0
13051,green,0.395970871993,blue,0.0,blue,0.0
13053,green,0.145080631206,blue,0.0,blue,0.0
13055,green,0.143201307877,blue,0.0,blue,0.0
13057,green,0.0617368970773,blue,0.0,green,0.175310060378
13059,green,0.233049283055,blue,0.0,blue,0.0
13061,green,0.0934260199189,blue,0.0,blue,0.0
13063,green,0.0676765794087,blue,0.0,blue,0.225222699504
13065,green,0.228616331368,blue,0.0,blue,0.0
13067,green,0.113064016832,blue,0.116556245917,green,0.0344435494719
13069,green,0.292968191761,blue,0.0,blue,0.0
13071,green,0.206548279587,blue,0.0,blue,0.0
13073,green,0.0559087254601,blue,0.0,blue,0.0
13075,green,0.128319762499,blue,0.0,blue,0.0
13077,green,0.0912090033441,blue,0.0,blue,0.0
13079,green,0.0269442386469,blue,0.0,blue,0.0
13081,green,0.22200410291,blue,0.0,blue,0.0
13083,green,0.0583423537493,blue,0.0,blue,0.0
13085,green,0.0597281524707,blue,0.0,blue,0.0
13087,green,0.212430209419,blue,0.0,blue,0.0
13089,green,0.0815391346252,blue,0.0100718802217,green,0.00622052325634
13091,green,0.150946243543,blue,0.0,blue,0.0
13093,green,0.120979365706,blue,0.0,green,0.15373840982
13095,green,0.328803900767,blue,0.0,blue,0.0
13097,green,0.0644476125178,blue,0.0,blue,0.0
13099,green,0.170402429668,blue,0.0,blue,0.0
13101,green,0.0231096868826,blue,0.0,blue,0.0
13103,green,0.0572126265266,blue,0.0,blue,0.0
13105,green,0.182430456853,blue,0.0,blue,0.0
13107,green,0.186271837745,blue,0.0,blue,0.0
13109,green,0.153872966303,blue,0.0,blue,0.0
13111,green,0.127509070444,blue,0.0,green,0.335558422165
13113,green,0.0664365225793,blue,0.0,blue,0.0
13115,green,0.240174868001,green,0.193996274045,blue,0.0
13117,green,0.0745927855826,blue,0.0,blue,0.0
13119,green,0.108828198669,blue,0.0,blue,0.0
13121,green,0.164728181628,blue,0.356218416525,green,0.00288543689059
13123,green,0.135742693191,green,0.250736546843,blue,0.0
13125,green,0.0422853584741,blue,0.0,blue,0.0
13127,green,0.387459041034,blue,0.0,blue,0.0
13129,green,0.164610592741,blue,0.0,blue,0.0
13131,green,0.116454663142,blue,0.0,blue,0.0
13133,green,0.163974493597,blue,0.0,blue,0.0
13135,green,0.110896148163,blue,0.173480769869,blue,0.207333859683
13137,green,0.162876862011,blue,0.0,blue,0.0
13139,green,0.175989378546,green,0.404474956663,blue,0.0
13141,green,0.0634793196003,blue,0.0,blue,0.0
13143,green,0.0855759212873,blue,0.0,blue,0.0
13145,green,0.0394030273106,blue,0.0,blue,0.0
13147,green,0.15154611332,blue,0.0,blue,0.0
13149,green,0.0532156466167,blue,0.0,blue,0.0
13151,green,0.0525467302748,blue,0.0,blue,0.0
13153,green,0.196657794327,blue,0.0,blue,0.0
13155,green,0.0806627107392,blue,0.0,blue,0.0
13157,green,0.075864967759,blue,0.0,blue,0.0
13159,green,0.0657498649109,blue,0.0,blue,0.0
13161,green,0.176900290346,blue,0.0,blue,0.0
13163,green,0.151269118054,blue,0.0,blue,0.0
13165,green,0.147788022454,blue,0.0,blue,0.0
13167,green,0.0835321082997,blue,0.0,blue,0.0
13169,green,0.0378840680287,blue,0.0,blue,0.0
13171,green,0.0619691045505,blue,0.0,blue,0.0
13173,green,0.0604099134497,blue,0.0,blue,0.0
13175,green,0.262325095297,blue,0.0,blue,0.0
13177,green,0.0282946896464,blue,0.0,blue,0.0
13179,green,0.233391471652,blue,0.0,blue,0.0
13181,green,0.0756752664971,blue,0.0,blue,0.0
13183,green,0.0213535489803,blue,0.0,blue,0.0
13185,green,0.346300717278,blue,0.0,blue,0.0
13187,green,0.10121601904,green,0.307476819641,blue,0.0
13189,green,0.133015109088,blue,0.0,blue,0.0
13191,green,0.0903361222249,blue,0.0,blue,0.0
13193,green,0.123922903054,blue,0.0,blue,0.0
13195,green,0.046474928095,blue,0.0,blue,0.0
13197,green,0.0887370595109,blue,0.0,blue,0.0
13199,green,0.0875091924387,blue,0.0,blue,0.0
13201,green,0.107526368419,blue,0.0,blue,0.0
13205,green,0.142808099154,blue,0.0,blue,0.0
13207,green,0.0718965340228,blue,0.0,blue,0.0
13209,green,0.0542718727138,blue,0.0,blue,0.0
13211,green,0.13883491639,blue,0.0,blue,0.0
13213,green,0.085408789938,blue,0.0,blue,0.0
13215,green,0.28343008979,blue,0.0,blue,0.0
13217,green,0.0731243823679,blue,0.0,blue,0.0
13219,green,0.0467192595346,blue,0.0,blue,0.0
13221,green,0.0347911743211,blue,0.0,blue,0.0
13223,green,0.0402498674971,blue,0.0,blue,0.0
13225,green,0.0780389842048,blue,0.0,blue,0.0
13227,green,0.0915648587,green,0.193996274045,blue,0.0
13229,green,0.0806611193517,blue,0.0,blue,0.0
13231,green,0.0398033697319,blue,0.0,blue,0.0
13233,green,0.112943972631,blue,0.0,blue,0.0
13235,green,0.120620650521,blue,0.0,blue,0.0
13237,green,0.114399865567,blue,0.0,blue,0.0
13239,green,0.0384614501939,blue,0.0,blue,0.0
13241,green,0.240148337092,blue,0.0,blue,0.0
13243,green,0.163947932656,blue,0.0,blue,0.0
