uid,movement
01059,1.7572706074944827E-7
01057,9.467142358102339E-8
01051,2.6811986274647714E-7
01055,4.792558451026776E-7
01053,1.4328584720417012E-7
01045,1.7188269097337616E-7
16009,9.85441063010724E-5
01047,2.004777565200309E-7
01049,3.0140567336998994E-7
16005,0.004497941306342984
16007,4.255134261037352E-4
16001,0.0015360177286166616
29510,4.964866927698694E-6
16003,3.844048683205124E-5
01041,5.056391325932996E-8
01043,3.8385488650519134E-7
01079,1.8396400520440259E-7
01077,5.070379588250561E-7
01075,8.35095982510038E-8
01073,3.1280913277667403E-6
01071,2.636479953718941E-7
01067,5.648220824783624E-8
01069,2.9977766234436023E-7
01063,4.818213197545893E-8
01065,7.993975402613465E-8
01061,8.943020061287008E-8
19101,9.817854314110736E-7
19103,6.808029269013016E-6
19105,1.208935124969232E-6
01095,3.99495549754702E-7
01093,1.6995051724781895E-7
01099,9.89532872652326E-8
01097,1.542459186849393E-6
19107,8.720033317347767E-7
19109,4.015755798409685E-6
01091,1.0153708728593699E-7
19113,1.3647438373741668E-5
19111,1.4862268299547178E-6
19117,9.544058801410757E-7
19115,5.448669042683089E-7
01089,1.4125425423166685E-6
01081,4.284169757807832E-7
01083,3.455024705100499E-7
01085,5.477476989944086E-8
01087,9.008484267779814E-8
19119,8.927965794182519E-6
21073,2.928257768709452E-7
21075,7.036749262861948E-8
21071,1.9516777051867631E-7
55021,1.7141395954178003E-6
32019,6.566638869116264E-6
19141,7.3454929890045444E-6
19145,2.7707375093906834E-6
32013,1.5065431004775543E-5
55023,1.1223927234129559E-6
19143,4.9262709132392246E-6
32011,1.5707852987588127E-6
55025,1.3402709149198265E-5
19149,1.8115136732281417E-5
21077,4.990981827346258E-8
32017,1.710047045057857E-6
55027,1.840610702968548E-6
19147,2.699348513328963E-6
21079,8.066877770659067E-8
32015,4.58400879479734E-6
55029,4.4043742698663644E-7
21063,3.316268310816573E-8
21061,7.529123199385565E-8
55031,5.391979110761767E-6
32029,7.020680574651563E-7
