uid,movement
01059,7.111862347221245E-8
01057,3.204441877524663E-8
01051,6.140476112262264E-8
01055,1.1562572076049438E-7
01053,3.5150793041939716E-8
01045,3.37725501566648E-8
16009,2.7221572602418133E-9
01047,5.190114769620034E-8
01049,7.159852373340825E-8
16005,7.151707783014223E-8
16007,7.539283226568068E-9
16001,1.3780660385007713E-7
29510,3.3544963952157524E-6
16003,1.4224267376773819E-9
01041,1.1833361982315809E-8
01043,1.0913066495448527E-7
01079,6.034273931118883E-8
01077,2.0148945622473444E-7
01075,3.552249726933433E-8
01073,8.580580041323006E-7
01071,6.35462461289482E-8
01067,1.0550727730477219E-8
01069,5.3597867280505524E-8
01063,1.5662337100246455E-8
01065,2.354397055395525E-8
01061,1.716228637502977E-8
19101,2.171669000808443E-7
19103,1.0382964370730064E-6
19105,1.4774204502096714E-7
01095,1.019003908230118E-7
01093,6.976827578835568E-8
01099,2.5741194492794356E-8
01097,4.21070356208469E-7
19107,1.4748591126361407E-7
19109,1.9068742659169667E-7
01091,2.8961872661812147E-8
19113,1.5725041640620206E-6
19111,4.704703804600143E-7
19117,2.0775940496192358E-7
19115,1.1479595641753985E-7
01089,3.876637640117674E-7
01081,8.832370651432235E-8
01083,1.0652039968336005E-7
01085,1.3200626516551745E-8
01087,2.0578255813331732E-8
19119,1.696940865070179E-7
21073,5.247923884573724E-8
21075,4.5422181624565166E-8
21071,2.7468794926405526E-8
55021,1.2547959158309174E-7
32019,1.1784983660609316E-8
19141,2.311707433876092E-7
19145,1.6307805306297298E-6
32013,6.424446266421642E-9
55023,8.495647125239162E-8
19143,9.538909212247895E-8
32011,8.311783110822004E-10
55025,1.181492625035645E-6
19149,4.915919420679804E-7
21077,8.61637901461413E-9
32017,2.536507796216424E-9
55027,1.5790164113589956E-7
19147,1.3221615946706092E-7
21079,1.485333420082523E-8
32015,2.675269603540234E-9
55029,2.655944168973431E-8
21063,4.824980528680723E-9
21061,1.8718331066115364E-8
55031,6.20450408176347E-8
32029,1.0037607708236719E-9
19151,1.3108697299817205E-7
19153,6.7718157427136945E-6
32021,1.9406581508082858E-9
55035,2.4319307789297907E-7
19155,6.851162283856897E-6
21069,1.1880813643462386E-8
32023,1.6037364586224667E-8
55033,1.1186336907152991E-7
19157,2.4438296652932585E-7
21067,2.567389147218894E-7
55039,1.5996511187545966E-7
19159,3.5548582332967423E-7
21065,1.3588200651757677E-8
32027,2.5556748525031946E-9
55037,5.106283803868208E-9
32031,9.848147667673634E-8
21051,2.0873672029323566E-8
21053,1.0922117600688685E-8
19129,1.5413733802409218E-6
55009,2.82009772501094E-7
19127,5.158568496939877E-7
21055,3.344230357730545E-8
55005,1.0362402152594786E-7
19125,5.637396983746803E-7
21057,8.516483090916147E-9
55007,1.858357008757271E-8
19123,3.3477475907555706E-7
21059,2.1798948024524804E-7
55001,4.346931292854193E-8
19121,3.5283548474973147E-7
32033,5.591872196859422E-9
55003,1.9699089840824704E-8
21041,1.1813890225453362E-8
19131,8.137269920077625E-8
55019,7.671982172359779E-8
21045,1.6900274533617268E-8
55017,1.283461585885075E-7
19137,9.387040600641646E-7
21043,1.9124340110285783E-8
55015,5.733650483415163E-8
19139,3.50607625151947E-7
21049,3.043786580845476E-8
55013,3.494117040905257E-8
19133,4.6106908020241216E-7
21047,1.9593330487517533E-7
55011,4.4494836028392415E-8
19135,1.4751596943082126E-7
01011,9.24508093890743E-9
19189,1.0737363564765041E-7
19187,6.397583002101649E-7
01013,1.9743237393368506E-8
19181,8.470022371688315E-7
01015,1.1669636945956363E-7
01017,3.138863831929342E-8
19185,1.6768464360733666E-7
01019,2.4886104514429746E-8
19183,2.293569615609389E-7
01009,6.421273123275998E-8
19191,1.2477474738083966E-7
01003,1.3260935375564548E-7
