uid,movement
01059,7.772684616962182E-9
01057,4.406092046649077E-9
01051,9.061273270217051E-9
01055,1.4598536571979429E-8
01053,6.375963240310788E-9
01045,5.68648366407945E-9
16009,1.0973712466181038E-9
01047,8.355429971209837E-9
01049,8.853772691100608E-9
16005,5.989039946578556E-8
16007,6.579675367912542E-9
16001,8.906730621251313E-8
29510,1.2263085286164146E-7
16003,7.859553803324874E-10
01041,1.862946139737994E-9
01043,1.5100008723911423E-8
01079,7.620489514299857E-9
01077,2.09933893935364E-8
01075,4.113968220408331E-9
01073,1.2205025839040158E-7
01071,7.681359208680883E-9
01067,1.814394103396818E-9
01069,9.821076312617775E-9
01063,2.3901578364209883E-9
01065,3.816671538483024E-9
01061,3.0380943130820077E-9
19101,6.2988678305965794E-9
19103,3.6657462077692076E-8
19105,5.8276615637008115E-9
01095,1.3109277744826358E-8
01093,7.775561278620687E-9
01099,4.456366947098333E-9
01097,8.628190814963487E-8
19107,4.3546285604196036E-9
19109,6.558453981286778E-9
01091,5.05154589881529E-9
19113,5.992302946222662E-8
19111,1.364760756945582E-8
19117,6.194902244979224E-9
19115,4.0311484302174115E-9
01089,4.788716707377764E-8
01081,1.3535683399861958E-8
01083,1.3136717955110405E-8
01085,2.1285221312163527E-9
01087,2.9648933809954737E-9
19119,7.673955501650373E-9
21073,5.398888265034493E-9
21075,2.4987035121901213E-9
21071,3.6071809227883538E-9
55021,8.729371009116499E-9
32019,1.0660489960371247E-8
19141,9.831052555109465E-9
19145,1.5018142392461395E-8
32013,4.814051640701553E-9
55023,4.199190577804029E-9
19143,3.981706367727324E-9
32011,1.085834768971564E-9
55025,7.766061879148563E-8
19149,1.7209153253808815E-8
21077,8.788109415141627E-10
32017,5.384975811629701E-9
55027,1.21022625354412E-8
19147,4.236526854979012E-9
21079,1.6341139331111834E-9
32015,2.4352405716426105E-9
55029,2.633503073395365E-9
21063,5.935486096820244E-10
21061,1.838461593802698E-9
55031,5.897603691147653E-9
32029,9.590479882465943E-10
19151,4.926195903232752E-9
19153,2.1542517643230835E-7
32021,1.8219334722283566E-9
55035,1.8254155487197968E-8
19155,7.532794633228798E-8
21069,1.2862911211573619E-9
