uid,movement
04013,2
05119,4
06073,9
06109,8
08049,6
12071,7
13089,10
17031,67
17041,12
17043,17
17107,6
17167,2
18003,26
18039,5454
18085,32
18087,37
18089,12
18091,61
18097,1
18099,36
18109,9
18113,8
18127,15
18141,3602
18149,5
18151,13
21015,5
23031,1
26005,16
26015,19
26021,3233
26023,3
26025,29
26035,2
26059,3
26065,14
26067,10
26073,14
26077,527
26081,29
26089,6
26099,7
26101,3
26107,2
26125,11
26139,22
26141,1
26149,897
26155,2
26157,16
26159,482
26161,9
26163,5
34013,3
34027,6
36061,4
39003,5
39039,10
39103,10
39173,2
46065,23
48113,3
53033,2
55025,9
55079,7
