uid,movement
04013,19
06045,16
06053,12
12031,7
13021,6
13059,4
13121,27
17031,4
24005,7
25005,6
25017,3
25021,7
26025,10
26163,17
27037,17
27123,8
36081,6
36111,7
37021,10
37023,5
37025,7
37031,10
37033,164
37037,346
37039,5
37051,13
37055,13
37057,129
37059,19
37061,4
37063,2387
37067,418
37071,3
37077,39
37081,6443
37085,8
37093,4
37099,15
37101,60
37105,68
37107,10
37109,15
37119,96
37125,17
37129,25
37131,6
37135,3589
37137,5
37145,58
37151,301
37153,18
37157,271
37159,6
37165,23
37177,36
37181,31
37183,847
37185,8
37187,10
37189,8
37191,13
38017,10
39041,6
39061,5
40101,7
42003,14
42101,6
45045,3
45051,15
45087,13
47065,7
47157,8
51035,14
51061,10
51081,14
51083,3
51121,12
51143,20
51690,8
51710,15
51775,10
