uid,movement
01063,7
01069,13
01073,8
01111,9
06037,8
11001,17
12115,20
13021,10
13031,33
13033,432
13051,56
13053,8
13059,11
13063,18
13067,47
13077,12
13087,3
13089,37
13097,18
13109,8
13117,20
13121,143
13125,2
13133,8
13135,11
13141,4
13153,9
13163,132
13167,16
13171,9
13175,9
13179,15
13181,31
13185,10
13189,879
13195,21
13219,5
13245,22363
13247,7
13257,2
13301,83
13303,35
13317,33
13319,22
17031,8
18019,10
18057,4
26081,11
26115,10
26163,1
27053,4
28049,6
37063,13
37071,6
37099,19
37119,19
37153,7
39049,8
39061,11
42019,7
45001,3
45003,3844
45011,83
45013,8
45031,7
45037,127
45043,4
45045,20
45047,20
45059,10
45063,14
45065,87
45071,30
45079,80
45083,8
47157,15
48201,14
48451,16
51019,9
51059,11
51087,8
54069,16
55009,23
