uid,movement
01097,7
01101,2
05051,5
06037,1
08005,10
12011,26
12023,5
12031,9
12069,10
12087,18
12099,14
13067,21
13089,9
13121,7
13135,9
13157,5
13195,11
13241,33
25025,7
31055,7
35055,6
37003,5
37011,12
37021,232
37035,6
37039,13
37043,17
37045,8
37047,5
37067,8
37071,7
37075,15
37081,23
37087,674
37089,53
37109,21
37111,11
37113,715
37119,25
37121,7
37123,3
37129,2
37131,5
37147,14
37169,6
37171,7
37173,1523
37175,149
37179,6
37183,12
45007,5
45013,7
45045,46
45051,12
45073,9
45083,3
45091,5
47029,6
47065,6
47163,18
51660,11
51760,6
53005,5
54025,5
