uid,movement
06001,3
10003,5
12105,6
17197,4
18097,3
20161,1
23005,2
26007,2
26011,67
26013,2
26017,342
26021,2
26029,5
26035,325
26037,3
26039,8
26049,127
26055,3
26057,22
26061,3
26063,7
26065,26
26067,5
26069,3
26073,246
26075,5
26077,2
26079,4
26081,20
26085,5
26087,2
26089,4
26093,8
26099,47
26107,5
26111,1848
26115,10
26117,2
26119,2
26125,131
26129,243
26133,18
26135,5
26137,7
26143,60
26145,465
26157,15
26159,4
26161,46
26163,64
39049,2
39151,1
39171,2
39173,1
45045,2
47157,3
48309,3
51710,2
