uid,movement
01073,10
01081,18
01089,7
01117,8
05045,7
06037,14
08059,17
09001,7
11001,9
12005,19
12015,33
12057,9
12086,18
12091,10
12095,11
12127,13
12131,7
13011,10
13013,34
13015,1104
13039,36
13045,99
13051,20
13059,8
13063,257
13067,18911
13077,23
13083,6
13085,95
13089,2898
13097,174
13111,33
13113,41
13115,124
13117,1961
13121,17494
13123,74
13129,91
13135,2037
13139,165
13151,37
13157,22
13187,8
13207,48
13211,41
13213,9
13217,61
13223,117
13227,776
13233,15
13247,34
13255,23
13261,36
13281,19
13295,20
13311,15
13313,79
17031,21
17043,5
17097,7
21067,12
21111,20
22033,14
22071,8
26163,9
27053,9
28131,7
29189,17
34003,10
35035,26
36029,6
36055,9
36061,20
37039,10
37043,17
37119,8
39035,7
39049,8
39061,8
39113,8
39165,9
42091,16
45019,8
45045,21
45075,8
47037,25
47065,20
48029,3
49035,23
51680,7
51710,7
51730,16
51740,5
54003,17
54097,18
55009,10
