uid,movement
01015,29
01017,6
01021,10
01029,30
01047,7
01055,14
01073,8
01081,25
01111,26
01123,24
05143,10
12086,33
12095,4
13011,45
13015,82
13021,12
13031,9
13035,16
13047,7
13057,52
13059,27
13063,369
13067,2044
13071,25
13073,24
13077,1335
13085,3
13087,4
13089,700
13097,3438
13113,245
13115,57
13117,38
13121,3570
13123,4
13129,7
13135,359
13143,919
13147,10
13149,214
13151,39
13153,12
13181,5
13189,6
13199,7
13207,27
13211,34
13215,4
13217,5
13223,493
13227,15
13233,109
13245,17
13247,36
13255,28
13261,14
13263,2
13285,142
13295,6
13297,9
13313,21
17031,2
21083,8
25017,14
26163,5
28049,9
36061,19
37019,2
37081,4
37119,5
37159,16
39049,24
45013,7
45045,11
45051,7
45073,7
47037,13
47141,5
47157,8
47179,33
48029,8
48113,6
48201,6
49035,2
51013,15
51059,11
