uid,region,name,population,latitude,longitude
02164,Alaska,Lake and Peninsula,1823,58.2051,-156.7052
02170,Alaska,Matanuska Susitna,59322,62.1822,-149.408
02180,Alaska,Nome,9196,64.7837,-164.1889
02185,Alaska,North Slope,7385,69.4493,-153.4728
02188,Alaska,Northwest Arctic,7208,67.0051,-160.0211
02201,Alaska,Prince of Wales Outer Ketchikan,6146,55.45,-132.05
02220,Alaska,Sitka,8835,57.1425,-135.3326
02232,Alaska,Skagway Hoonah Angoon,3436,59.4583,-135.3139
02240,Alaska,Southeast Fairbanks,6174,63.865,-143.2186
02261,Alaska,Valdez Cordova,10195,61.3498,-145.0231
02270,Alaska,Wade Hampton,7028,62.2832,-163.1909
02280,Alaska,Wrangell Petersburg,6684,56.6167,-133.35
02282,Alaska,Yakutat,808,59.9991,-140.2396
02290,Alaska,Yukon Koyukuk,6551,65.3761,-151.5769
04001,Arizona,Apache,69423,35.3858,-109.4937
04003,Arizona,Cochise,117755,31.8818,-109.7541
04005,Arizona,Coconino,116320,35.8297,-111.7737
04007,Arizona,Gila,51335,33.7896,-110.8119
04009,Arizona,Graham,33489,32.9318,-109.8783
04011,Arizona,Greenlee,8547,33.2389,-109.2423
04012,Arizona,La Paz,19715,33.7276,-114.0388
04013,Arizona,Maricopa,3072149,33.3465,-112.4955
04015,Arizona,Mohave,155032,35.7177,-113.7497
04017,Arizona,Navajo,97470,35.3909,-110.3209
04019,Arizona,Pima,843746,32.1282,-111.783
04021,Arizona,Pinal,179727,32.9189,-111.3673
04023,Arizona,Santa Cruz,38381,31.5259,-110.8452
04025,Arizona,Yavapai,167517,34.63,-112.5737
04027,Arizona,Yuma,160026,32.7739,-113.9109
05001,Arkansas,Arkansas,20749,34.2896,-91.3765
05003,Arkansas,Ashley,24209,33.1908,-91.7723
05005,Arkansas,Baxter,38386,36.2807,-92.3304
05007,Arkansas,Benton,153406,36.3378,-94.2562
05009,Arkansas,Boone,33948,36.3043,-93.0792
05011,Arkansas,Bradley,12600,33.4638,-92.1682
05013,Arkansas,Calhoun,5744,33.5605,-92.5139
05015,Arkansas,Carroll,25357,36.3378,-93.5417
05017,Arkansas,Chicot,14117,33.2671,-91.2972
05019,Arkansas,Clark,23546,34.0533,-93.1762
05021,Arkansas,Clay,17609,36.3673,-90.4187
05023,Arkansas,Cleburne,24046,35.5663,-92.06
05025,Arkansas,Cleveland,8571,33.8932,-92.1887
05027,Arkansas,Columbia,25603,33.2151,-93.2269
05029,Arkansas,Conway,20336,35.2657,-92.6892
05031,Arkansas,Craighead,82148,35.8283,-90.6304
05033,Arkansas,Crawford,53247,35.583,-94.2362
05035,Arkansas,Crittenden,50866,35.2119,-90.3153
05037,Arkansas,Cross,19526,35.2913,-90.7739
05039,Arkansas,Dallas,9210,33.9678,-92.654
05041,Arkansas,Desha,15341,33.8287,-91.2444
05043,Arkansas,Drew,18723,33.5872,-91.7228
05045,Arkansas,Faulkner,86014,35.1464,-92.3247
05047,Arkansas,Franklin,17771,35.5086,-93.8877
05049,Arkansas,Fulton,11642,36.3834,-91.8192
05051,Arkansas,Garland,88068,34.5789,-93.1469
05053,Arkansas,Grant,16464,34.2881,-92.424
05055,Arkansas,Greene,37331,36.1199,-90.5652
05057,Arkansas,Hempstead,23587,33.7286,-93.6658
05059,Arkansas,Hot Spring,30353,34.3152,-92.9441
05061,Arkansas,Howard,14300,34.0832,-93.991
05063,Arkansas,Independence,34233,35.7375,-91.5599
05065,Arkansas,Izard,13249,36.0949,-91.9136
05067,Arkansas,Jackson,18418,35.5966,-91.2232
05069,Arkansas,Jefferson,84278,34.2777,-91.9307
05071,Arkansas,Johnson,22781,35.5734,-93.4663
05073,Arkansas,Lafayette,8559,33.2407,-93.6116
05075,Arkansas,Lawrence,17774,36.0411,-91.1012
05077,Arkansas,Lee,12580,34.7798,-90.7793
05079,Arkansas,Lincoln,14492,33.9577,-91.7276
05081,Arkansas,Little River,13628,33.6995,-94.2298
05083,Arkansas,Logan,22486,35.2186,-93.7206
05085,Arkansas,Lonoke,52828,34.7551,-91.8941
05087,Arkansas,Madison,14243,36.0125,-93.7241
05089,Arkansas,Marion,16140,36.2667,-92.6786
05091,Arkansas,Miller,40443,33.3055,-93.9015
05093,Arkansas,Mississippi,51979,35.7669,-90.0522
05095,Arkansas,Monroe,10254,34.6795,-91.2033
05097,Arkansas,Montgomery,9245,34.5457,-93.6641
05099,Arkansas,Nevada,9955,33.6667,-93.3051
05101,Arkansas,Newton,8608,35.9101,-93.2151
05103,Arkansas,Ouachita,28790,33.5912,-92.8784
05105,Arkansas,Perry,10209,34.9464,-92.9269
05107,Arkansas,Phillips,26445,34.4258,-90.8484
05109,Arkansas,Pike,11303,34.1582,-93.6587
05111,Arkansas,Poinsett,25614,35.569,-90.6806
05113,Arkansas,Polk,20229,34.4909,-94.2309
05115,Arkansas,Pope,54469,35.4553,-93.0315
05117,Arkansas,Prairie,9539,34.8282,-91.5572
05119,Arkansas,Pulaski,361474,34.774,-92.3165
05121,Arkansas,Randolph,18195,36.3413,-91.0284
05123,Arkansas,St. Francis,29329,35.0144,-90.7422
05125,Arkansas,Saline,83529,34.6485,-92.6745
05127,Arkansas,Scott,10996,34.8589,-94.0636
05129,Arkansas,Searcy,8261,35.9097,-92.6994
05131,Arkansas,Sebastian,115071,35.197,-94.275
05133,Arkansas,Sevier,15757,33.9946,-94.2433
05135,Arkansas,Sharp,17119,36.1734,-91.4711
05137,Arkansas,Stone,11499,35.857,-92.1405
05139,Arkansas,Union,45629,33.1682,-92.5981
05141,Arkansas,Van Buren,16192,35.583,-92.516
05143,Arkansas,Washington,157715,35.9712,-94.2184
05145,Arkansas,White,67165,35.2547,-91.7532
05147,Arkansas,Woodruff,8741,35.1891,-91.2444
05149,Arkansas,Yell,21139,34.9977,-93.4083
06001,California,Alameda,1443741,37.6481,-121.9133
06003,California,Alpine,1208,38.6176,-119.799
06005,California,Amador,35100,38.4436,-120.6539
06007,California,Butte,203171,39.666,-121.6019
06009,California,Calaveras,40554,38.1878,-120.5551
06011,California,Colusa,18804,39.1777,-122.2376
06013,California,Contra Costa,948816,37.9195,-121.9515
06015,California,Del Norte,27507,41.7499,-123.981
06017,California,El Dorado,156299,38.7855,-120.5344
06019,California,Fresno,799407,36.761,-119.655
06021,California,Glenn,26453,39.6025,-122.4017
06023,California,Humboldt,126518,40.7067,-123.9258
06025,California,Imperial,142361,33.0408,-115.3554
06027,California,Inyo,17945,36.562,-117.4039
06029,California,Kern,661645,35.3466,-118.7295
06031,California,Kings,129461,36.0725,-119.8155
06033,California,Lake,58309,39.0948,-122.7468
06035,California,Lassen,33828,40.7211,-120.6299
06037,California,Los Angeles,9519338,34.1964,-118.2619
06039,California,Madera,123109,37.21,-119.7499
06041,California,Marin,247289,38.0518,-122.746
06043,California,Mariposa,17130,37.57,-119.9129
06045,California,Mendocino,86265,39.4324,-123.4429
06047,California,Merced,210554,37.1948,-120.7228
06049,California,Modoc,9449,41.5929,-120.7184
06051,California,Mono,12853,37.9158,-118.8752
06053,California,Monterey,401762,36.2401,-121.3156
06055,California,Napa,124279,38.5074,-122.326
06057,California,Nevada,92033,39.2952,-120.7734
06059,California,Orange,2846289,33.6757,-117.7772
06061,California,Placer,248399,39.062,-120.7227
06063,California,Plumas,20824,39.9952,-120.8295
06065,California,Riverside,1545387,33.7298,-116.0022
06067,California,Sacramento,1223499,38.45,-121.3404
06069,California,San Benito,53234,36.6107,-121.0853
06071,California,San Bernardino,1709434,34.8572,-116.1812
06073,California,San Diego,2813833,33.0236,-116.7761
06075,California,San Francisco,776733,37.7272,-123.0322
06077,California,San Joaquin,563598,37.935,-121.2722
06079,California,San Luis Obispo,246681,35.3852,-120.4475
06081,California,San Mateo,707161,37.4147,-122.3715
06083,California,Santa Barbara,399347,34.5374,-120.0385
06085,California,Santa Clara,1682585,37.2208,-121.6906
06087,California,Santa Cruz,255602,37.0125,-122.0072
06089,California,Shasta,163256,40.7605,-122.0435
06091,California,Sierra,3555,39.5769,-120.522
06093,California,Siskiyou,44301,41.588,-122.5333
06095,California,Solano,394542,38.2672,-121.9396
06097,California,Sonoma,458614,38.5326,-122.9452
06099,California,Stanislaus,446997,37.5624,-121.0027
06101,California,Sutter,78930,39.0353,-121.7028
06103,California,Tehama,56039,40.1262,-122.2323
06105,California,Trinity,13022,40.6477,-123.1144
06107,California,Tulare,368021,36.2305,-118.7805
06109,California,Tuolumne,54501,38.0215,-119.9647
06111,California,Ventura,753197,34.3587,-119.1331
06113,California,Yolo,168660,38.6793,-121.9032
06115,California,Yuba,60219,39.27,-121.3443
08001,Colorado,Adams,363857,39.8743,-104.3319
08003,Colorado,Alamosa,14966,37.5684,-105.788
08005,Colorado,Arapahoe,487967,39.6446,-104.3317
08007,Colorado,Archuleta,9898,37.2024,-107.0509
08009,Colorado,Baca,4517,37.3031,-102.5355
08011,Colorado,Bent,5998,37.9319,-103.0776
08013,Colorado,Boulder,291288,40.0948,-105.3984
08015,Colorado,Chaffee,16242,38.7382,-106.317
08017,Colorado,Cheyenne,2231,38.8354,-102.6046
08019,Colorado,Clear Creek,9322,39.6894,-105.6708
08021,Colorado,Conejos,8400,37.2134,-106.1764
08023,Colorado,Costilla,3663,37.2775,-105.4289
08025,Colorado,Crowley,5518,38.322,-103.7876
08027,Colorado,Custer,3503,38.102,-105.3735
08029,Colorado,Delta,27834,38.8618,-107.8648
08031,Colorado,Denver,554636,39.7618,-104.8806
08033,Colorado,Dolores,1844,37.7476,-108.5304
08035,Colorado,Douglas,175766,39.3264,-104.9262
08037,Colorado,Eagle,41659,39.6306,-106.6929
08039,Colorado,Elbert,19872,39.3108,-104.1179
08041,Colorado,El Paso,516929,38.8274,-104.5275
08043,Colorado,Fremont,46145,38.4557,-105.4214
08045,Colorado,Garfield,43791,39.5994,-107.9098
08047,Colorado,Gilpin,4757,39.8611,-105.5289
08049,Colorado,Grand,12442,40.1233,-106.0959
08051,Colorado,Gunnison,13956,38.6697,-107.0781
08053,Colorado,Hinsdale,790,37.8116,-107.3834
08055,Colorado,Huerfano,7862,37.6878,-104.9599
08057,Colorado,Jackson,1577,40.6634,-106.3292
08059,Colorado,Jefferson,527056,39.5865,-105.2456
08061,Colorado,Kiowa,1622,38.3885,-102.7562
08063,Colorado,Kit Carson,8011,39.3053,-102.603
08065,Colorado,Lake,7812,39.2043,-106.3497
08067,Colorado,La Plata,43941,37.2874,-107.8397
08069,Colorado,Larimer,251494,40.6631,-105.4821
08071,Colorado,Las Animas,15207,37.3188,-104.0441
08073,Colorado,Lincoln,6087,38.9937,-103.5076
08075,Colorado,Logan,20504,40.7281,-103.0905
08077,Colorado,Mesa,116255,39.0195,-108.4618
08079,Colorado,Mineral,831,37.6515,-106.9323
08081,Colorado,Moffat,13184,40.574,-108.2045
08083,Colorado,Montezuma,23830,37.338,-108.5958
08085,Colorado,Montrose,33432,38.4134,-108.263
08087,Colorado,Morgan,27171,40.2624,-103.8071
08089,Colorado,Otero,20311,37.8842,-103.7213
08091,Colorado,Ouray,3742,38.1506,-107.7671
08093,Colorado,Park,14523,39.1189,-105.7176
08095,Colorado,Phillips,4480,40.5947,-102.3451
08097,Colorado,Pitkin,14872,39.2175,-106.9159
08099,Colorado,Prowers,14483,37.9582,-102.3922
08101,Colorado,Pueblo,141472,38.1707,-104.4899
08103,Colorado,Rio Blanco,5986,39.9726,-108.2007
08105,Colorado,Rio Grande,12413,37.4858,-106.4532
08107,Colorado,Routt,19690,40.4832,-106.9853
08109,Colorado,Saguache,5917,38.034,-106.2467
08111,Colorado,San Juan,558,37.7811,-107.6703
08113,Colorado,San Miguel,6594,38.0094,-108.4273
08115,Colorado,Sedgwick,2747,40.8716,-102.3554
08117,Colorado,Summit,23548,39.621,-106.1376
08119,Colorado,Teller,20555,38.872,-105.1826
08121,Colorado,Washington,4926,39.9654,-103.2096
08123,Colorado,Weld,180936,40.5558,-104.3836
08125,Colorado,Yuma,9841,40.0006,-102.4226
09001,Connecticut,Fairfield,882567,41.2281,-73.3668
09003,Connecticut,Hartford,857183,41.8061,-72.7329
09005,Connecticut,Litchfield,182193,41.7919,-73.2354
09007,Connecticut,Middlesex,155071,41.4345,-72.5242
09009,Connecticut,New Haven,824008,41.3497,-72.9002
09011,Connecticut,New London,259088,41.4786,-72.1035
09013,Connecticut,Tolland,136364,41.8581,-72.341
09015,Connecticut,Windham,109091,41.825,-71.9907
10001,Delaware,Kent,126697,39.0971,-75.503
10003,Delaware,New Castle,500265,39.5759,-75.6441
10005,Delaware,Sussex,156638,38.6775,-75.3355
11001,District of Columbia,District of Columbia,572059,38.9041,-77.0171
12001,Florida,Alachua,217955,29.6757,-82.3572
12003,Florida,Baker,22259,30.3244,-82.3023
12005,Florida,Bay,148217,30.2376,-85.6313
12007,Florida,Bradford,26088,29.9469,-82.1668
12009,Florida,Brevard,476230,28.2983,-80.7004
12011,Florida,Broward,1623018,26.1935,-80.4767
12013,Florida,Calhoun,13017,30.3888,-85.1979
12015,Florida,Charlotte,141627,26.8688,-81.9409
12017,Florida,Citrus,118085,28.8436,-82.5248
12019,Florida,Clay,140814,29.9871,-81.8581
12021,Florida,Collier,251377,26.1187,-81.4009
12023,Florida,Columbia,56513,30.2213,-82.6231
12027,Florida,De Soto,32209,27.1906,-81.8063
12029,Florida,Dixie,13827,29.5809,-83.1957
12031,Florida,Duval,778879,30.3352,-81.6481
12033,Florida,Escambia,294410,30.6117,-87.339
12035,Florida,Flagler,49832,29.4749,-81.2864
12037,Florida,Franklin,11057,29.8102,-84.7992
12039,Florida,Gadsden,45087,30.5792,-84.6128
12041,Florida,Gilchrist,14437,29.7235,-82.7958
12043,Florida,Glades,10576,26.9548,-81.1908
12045,Florida,Gulf,13332,29.9073,-85.2565
12047,Florida,Hamilton,13327,30.4911,-82.951
12049,Florida,Hardee,26938,27.4928,-81.8216
12051,Florida,Hendry,36210,26.5393,-81.1516
12053,Florida,Hernando,130802,28.5679,-82.4648
12055,Florida,Highlands,87366,27.3426,-81.3409
12057,Florida,Hillsborough,998948,27.9066,-82.3496
12059,Florida,Holmes,18564,30.8662,-85.813
12061,Florida,Indian River,112947,27.7006,-80.5748
12063,Florida,Jackson,46755,30.7878,-85.2104
12065,Florida,Jefferson,12902,30.4246,-83.8909
12067,Florida,Lafayette,7022,29.9901,-83.1785
12069,Florida,Lake,210528,28.7641,-81.7123
12071,Florida,Lee,440888,26.5521,-81.8922
12073,Florida,Leon,239452,30.4593,-84.2778
12075,Florida,Levy,34450,29.2844,-82.7835
12077,Florida,Liberty,7021,30.2598,-84.8686
12079,Florida,Madison,18733,30.4472,-83.4704
12081,Florida,Manatee,264002,27.4814,-82.3658
12083,Florida,Marion,258916,29.2028,-82.0431
12085,Florida,Martin,126731,27.08,-80.3982
12086,Florida,Miami-Dade,2253362,25.6105,-80.499
12087,Florida,Monroe,79589,25.601,-81.2068
12089,Florida,Nassau,57663,30.6059,-81.7649
12091,Florida,Okaloosa,170498,30.6659,-86.5942
12093,Florida,Okeechobee,35910,27.3856,-80.8874
12095,Florida,Orange,896344,28.5144,-81.3233
12097,Florida,Osceola,172493,28.059,-81.1393
12099,Florida,Palm Beach,1131184,26.6458,-80.4487
12101,Florida,Pasco,344765,28.302,-82.4557
12103,Florida,Pinellas,921482,27.9031,-82.7395
12105,Florida,Polk,483924,27.9531,-81.6928
12107,Florida,Putnam,70423,29.606,-81.7409
12109,Florida,St. Johns,123135,29.8906,-81.3839
12111,Florida,St. Lucie,192695,27.3808,-80.4434
12113,Florida,Santa Rosa,117743,30.7036,-87.0143
12115,Florida,Sarasota,325957,27.1844,-82.3658
12117,Florida,Seminole,365196,28.6901,-81.132
12119,Florida,Sumter,53345,28.7143,-82.0747
12121,Florida,Suwannee,34844,30.1892,-82.9928
12123,Florida,Taylor,19256,30.0169,-83.6164
12125,Florida,Union,13442,30.0543,-82.3669
12127,Florida,Volusia,443343,29.0576,-81.1618
12129,Florida,Wakulla,22863,30.1404,-84.3751
12131,Florida,Walton,40601,30.6312,-86.1766
12133,Florida,Washington,20973,30.6022,-85.6628
13001,Georgia,Appling,17419,31.7397,-82.2901
13003,Georgia,Atkinson,7609,31.3006,-82.8836
13005,Georgia,Bacon,10103,31.5633,-82.3879
13007,Georgia,Baker,4074,31.3196,-84.4549
13009,Georgia,Baldwin,44700,33.0595,-83.2554
13011,Georgia,Banks,14422,34.3519,-83.4984
13013,Georgia,Barrow,46144,33.992,-83.7123
13015,Georgia,Bartow,76019,34.2409,-84.8382
13017,Georgia,Ben Hill,17484,31.7408,-83.1472
13019,Georgia,Berrien,16235,31.2743,-83.2319
13021,Georgia,Bibb,153887,32.8088,-83.6942
13023,Georgia,Bleckley,11666,32.4354,-83.3317
13025,Georgia,Brantley,14629,31.1973,-81.983
13027,Georgia,Brooks,16450,30.8337,-83.589
13029,Georgia,Bryan,23417,32.018,-81.4385
13031,Georgia,Bulloch,55983,32.3934,-81.7438
13033,Georgia,Burke,22243,33.0637,-82.0039
13035,Georgia,Butts,19522,33.2904,-83.9582
13037,Georgia,Calhoun,6320,31.5213,-84.6263
13039,Georgia,Camden,43664,30.9164,-81.6365
13043,Georgia,Candler,9577,32.404,-82.0714
13045,Georgia,Carroll,87268,33.5822,-85.0805
13047,Georgia,Catoosa,53282,34.8994,-85.1374
13049,Georgia,Charlton,10282,30.7799,-82.1396
13051,Georgia,Chatham,232048,31.9748,-81.0918
13053,Georgia,Chattahoochee,14882,32.3474,-84.788
13055,Georgia,Chattooga,25470,34.4742,-85.3453
13057,Georgia,Cherokee,141903,34.2443,-84.4751
13059,Georgia,Clarke,101489,33.9522,-83.3671
13061,Georgia,Clay,3357,31.6198,-84.9926
13063,Georgia,Clayton,236517,33.5522,-84.413
13065,Georgia,Clinch,6878,30.9177,-82.7026
13067,Georgia,Cobb,607751,33.9399,-84.5742
13069,Georgia,Coffee,37413,31.5492,-82.8449
13071,Georgia,Colquitt,42053,31.1898,-83.7697
13073,Georgia,Columbia,89288,33.5506,-82.2513
13075,Georgia,Cook,15771,31.1529,-83.4296
13077,Georgia,Coweta,89215,33.3529,-84.7621
13079,Georgia,Crawford,12495,32.7094,-83.9792
13081,Georgia,Crisp,21996,31.9148,-83.7533
13083,Georgia,Dade,15154,34.8524,-85.5062
13085,Georgia,Dawson,15999,34.4428,-84.1733
13087,Georgia,Decatur,28240,30.878,-84.5777
13089,Georgia,De Kalb,665865,33.7707,-84.2263
13091,Georgia,Dodge,19171,32.1607,-83.1568
13093,Georgia,Dooly,11525,32.152,-83.8072
13095,Georgia,Dougherty,96065,31.5351,-84.2144
13097,Georgia,Douglas,92174,33.6993,-84.7659
13099,Georgia,Early,12354,31.3242,-84.9067
13101,Georgia,Echols,3754,30.7085,-82.8361
13103,Georgia,Effingham,37535,32.3617,-81.3433
13105,Georgia,Elbert,20511,34.115,-82.8421
13107,Georgia,Emanuel,21837,32.5911,-82.2998
13109,Georgia,Evans,10495,32.1519,-81.8876
13111,Georgia,Fannin,19798,34.8638,-84.3193
13113,Georgia,Fayette,91263,33.4127,-84.4939
13115,Georgia,Floyd,90565,34.2637,-85.2137
13117,Georgia,Forsyth,98407,34.2251,-84.1273
13119,Georgia,Franklin,20285,34.3752,-83.2273
13121,Georgia,Fulton,816006,33.79,-84.4682
13123,Georgia,Gilmer,23456,34.6905,-84.454
13125,Georgia,Glascock,2556,33.2275,-82.6069
13127,Georgia,Glynn,67568,31.2127,-81.4965
13129,Georgia,Gordon,44104,34.5097,-84.8739
13131,Georgia,Grady,23659,30.8759,-84.2448
13133,Georgia,Greene,14406,33.5768,-83.1671
13135,Georgia,Gwinnett,588448,33.9591,-84.0229
13137,Georgia,Habersham,35902,34.6351,-83.5264
13139,Georgia,Hall,139277,34.3176,-83.8185
13141,Georgia,Hancock,10076,33.2692,-83.0005
13143,Georgia,Haralson,25690,33.7952,-85.2201
13145,Georgia,Harris,23695,32.7315,-84.9124
13147,Georgia,Hart,22997,34.3487,-82.9633
13149,Georgia,Heard,11012,33.291,-85.1396
13151,Georgia,Henry,119341,33.4529,-84.1544
13153,Georgia,Houston,110765,32.4584,-83.6629
13155,Georgia,Irwin,9931,31.6043,-83.277
13157,Georgia,Jackson,41589,34.1342,-83.5651
13159,Georgia,Jasper,11426,33.3149,-83.6879
13161,Georgia,Jeff Davis,12684,31.8116,-82.6368
13163,Georgia,Jefferson,17266,33.0519,-82.419
13165,Georgia,Jenkins,8575,32.7946,-81.9715
13167,Georgia,Johnson,8560,32.6898,-82.6614
13169,Georgia,Jones,23639,33.0202,-83.5623
13171,Georgia,Lamar,15912,33.0745,-84.1467
13173,Georgia,Lanier,7241,31.0382,-83.0632
13175,Georgia,Laurens,44874,32.3932,-82.9263
13177,Georgia,Lee,24757,31.8184,-84.1467
13179,Georgia,Liberty,61610,31.8072,-81.458
13181,Georgia,Lincoln,8348,33.7922,-82.4483
13183,Georgia,Long,10304,31.7496,-81.7429
13185,Georgia,Lowndes,92115,30.8337,-83.269
13187,Georgia,Lumpkin,21016,34.5681,-83.9988
13189,Georgia,McDuffie,21231,33.4825,-82.4732
13191,Georgia,McIntosh,10847,31.483,-81.3702
13193,Georgia,Macon,14074,32.3662,-84.0522
13195,Georgia,Madison,25730,34.1285,-83.2036
13197,Georgia,Marion,7144,32.3595,-84.5296
13199,Georgia,Meriwether,22534,33.0302,-84.6633
13201,Georgia,Miller,6383,31.1629,-84.7304
13205,Georgia,Mitchell,23932,31.2289,-84.1924
13207,Georgia,Monroe,21757,33.0174,-83.9229
13209,Georgia,Montgomery,8270,32.1721,-82.5333
13211,Georgia,Morgan,15457,33.5937,-83.4923
13213,Georgia,Murray,36506,34.7971,-84.738
13215,Georgia,Muscogee,186291,32.5102,-84.8749
13217,Georgia,Newton,62001,33.544,-83.8552
13219,Georgia,Oconee,26225,33.8341,-83.4377
13221,Georgia,Oglethorpe,12635,33.8668,-83.0741
13223,Georgia,Paulding,81678,33.9209,-84.867
13225,Georgia,Peach,23668,32.5713,-83.832
13227,Georgia,Pickens,22983,34.4566,-84.4903
13229,Georgia,Pierce,15636,31.354,-82.2104
13231,Georgia,Pike,13688,33.0908,-84.3866
13233,Georgia,Polk,38127,33.996,-85.1868
13235,Georgia,Pulaski,9588,32.2388,-83.4819
13237,Georgia,Putnam,18812,33.3211,-83.3718
13239,Georgia,Quitman,2598,31.8615,-85.0093
13241,Georgia,Rabun,15050,34.883,-83.4047
13243,Georgia,Randolph,7791,31.7627,-84.7523
13245,Georgia,Richmond,199775,33.3615,-82.075
13247,Georgia,Rockdale,70111,33.6521,-84.0264
13249,Georgia,Schley,3766,32.2634,-84.3227
13251,Georgia,Screven,15374,32.7448,-81.6176
13253,Georgia,Seminole,9369,30.9339,-84.8676
13255,Georgia,Spalding,58417,33.2624,-84.2861
13257,Georgia,Stephens,25435,34.5529,-83.2902
13259,Georgia,Stewart,5252,32.0732,-84.8349
13261,Georgia,Sumter,33200,32.0422,-84.2043
13263,Georgia,Talbot,6498,32.7046,-84.53
13265,Georgia,Taliaferro,2077,33.5593,-82.8752
13267,Georgia,Tattnall,22305,32.0438,-82.0592
13269,Georgia,Taylor,8815,32.5547,-84.2514
13271,Georgia,Telfair,11794,31.9136,-82.9311
13273,Georgia,Terrell,10970,31.7772,-84.4394
13275,Georgia,Thomas,42737,30.8646,-83.9198
13277,Georgia,Tift,38407,31.457,-83.5259
