1123.57172443,0
1353.78848468,0
1168.12268843,0
1086.7105941,0
968.697514448,0
1148.78191984,0
1208.41709097,0
970.566196756,0
1053.66836569,0
934.576981486,0
1092.02093508,0
1230.28856596,0
1247.82623717,0
1025.69678918,0
974.356955735,0
1230.27184328,0
937.537064131,0
1251.02968779,0
1071.00211593,0
1257.38759885,0
1201.68042347,0
961.903551639,0
1219.81677803,0
1158.21936364,0
896.288931787,0
1104.44395548,0
1288.4557399,0
946.347032857,0
1033.63529287,0
965.297428744,0
1260.87038546,0
1132.26670033,0
1130.06766454,0
1204.04874084,0
1244.27790328,0
868.718056086,516.53
1023.217115,-112.21
1040.76029182,0
911.41592527,0
936.516767472,0
1087.12791952,0
895.591901148,0
1165.20783172,0
1117.3107605,0
885.82629927,1423.03
1188.19577414,0
997.356881274,0
926.477584252,0
1364.74764184,0
1245.71377494,0
1148.24809972,0
927.639075333,0
1131.4126412,0
1090.79984825,0
1186.270484,0
1013.95067913,0
1118.55217072,0
989.480384191,0
1047.33374924,194.29
1166.07411039,0
1022.42313202,0
1067.93526603,0
1070.95714865,0
1011.5511999,0
1289.3387093,0
1199.98557677,0
976.254975576,0
1791.684175,0
2973.03843352,0
802.706939392,-376604.15
1329.85102292,0
1310.16144276,0
734.220360177,0
1316.39874369,0
556.634205917,-127078.38
318.977248291,-17543.86
233.015331403,-440366.97
990.688904407,-68797.78
142.33132483,-629629.63
1246.803728,-9345.79
1333.65838896,0
756.458566295,-86701.21
1384.335991,0
795.999665817,0
1111.85029448,0
177.243291309,-158878.5
327.152908195,-82568.81
314.399452057,-34013.61
401.954836904,-7462.69
603.619929067,-6711.41
1414.60627434,0
202.21867016,-76923.08
548.192379133,0
790.966442403,0
1593.21001832,5447.25
1973.30162799,0
1515.00113085,0
1749.88893976,0
1856.10605757,0
1832.10372827,0
1741.17870885,0
1785.91874172,1341.55
1519.63788806,-66.97
1579.65549913,0
1925.1633953,5265.37
1840.72263633,-41.65
1999.68393413,0
1643.01834719,0
1847.06796186,0
1152.24135103,0
1271.96826569,0
1049.89687963,0
1179.90082063,0
1099.24879166,0
1269.59294826,0
1280.98555748,0
1129.15849969,0
1239.58533621,0
1279.02706782,0
920.078823328,0
1086.76095242,0
1233.30906721,0
1352.60562331,0
1150.7093012,0
977.200659527,1327.14
1230.61547287,0
1011.74650193,0
1030.98274655,0
1254.39358948,0
1185.81288818,0
1233.70125881,0
1136.95231175,0
1211.9933512,0
1008.1928812,0
1234.42197736,0
1213.59104086,0
949.180689056,0
1336.12532752,0
1243.11618918,0
1327.90748379,0
1041.55079374,0
1036.23362494,0
1032.14128707,0
1185.17453209,1787.84
1178.60128637,0
1373.48438888,5223.88
988.564866849,0
1075.62160958,0
1201.21940304,0
1373.96475323,0
1222.14753864,0
1142.54876068,0
1164.58397124,0
1074.46004717,0
1385.74772936,0
948.637550039,0
1108.40687059,0
1270.19126005,0
1319.06176935,0
1136.86411181,0
1299.76631158,0
1191.11931423,0
1110.75400629,0
1300.69635783,0
1001.93053308,0
1311.49691058,0
1158.40795192,500.75
1116.29601297,0
1166.68352295,0
960.175961355,0
1053.03342198,0
1199.11428547,0
1272.22941122,0
1102.10997416,0
1261.24204769,0
1351.18804428,0
1001.53949519,0
1069.26464228,0
1320.0407465,0
1114.81674169,0
1202.09632405,0
1092.61777223,0
1067.28983541,0
1218.28391271,0
1210.21750909,-3611.44
1140.41589855,0
1141.37760503,0
992.21003141,-133.56
1171.00264667,0
1037.96278262,0
1179.85545703,-2210.31
743.283805884,0
1106.55626966,-185.37
1343.43988509,-970.83
989.406103924,0
859.26430951,0
1820.26775575,0
1412.08896804,0
1516.31412011,-820.68
1414.79598083,-116.97
1042.68465881,0
896.00941013,0
1650.8703068,-16487.87
1292.93886591,-78.44
1158.30614644,-418.16
1250.63071281,0
1001.66441132,0
1276.27971265,-218.36
800.930674891,0
1238.20359287,0
1372.42272354,445.04
1111.15928082,-76.88
1046.69429853,-89.49
1718.42381183,-4480.73
1072.94914119,-85.43
969.822548059,0
1736.96305212,-1825.9
1129.29252159,-2889.2
1334.74443623,0
1610.55351007,-2873.96
1808.5484313,-2102.76
1192.69809035,-1574.38
1186.74899614,-758.36
1478.65432702,-181.42
1231.66561584,-1578.74
1578.06926675,858.78
1259.84216572,-3857.3
1279.44315675,-364.37
865.963310289,418.5
1021.29324803,0
768.929013192,1924.93
1141.63112928,-692.38
1103.75779856,148.67
1231.61063359,-617.82
1059.98015364,300.96
933.396796576,0
868.126100153,0
1420.24160903,-324.97
1200.80582833,0
1614.29365649,-1272.39
1096.62733483,-203.38
1039.47491685,0
1081.47552647,-304.85
1349.0707049,0
1106.81797665,-154.17
1390.69122912,0
1341.58107005,0
1278.7925316,0
1069.7525949,-219.06
1218.47829775,0
1173.36723401,0
1113.66232774,0
1388.03544229,0
1380.84031718,0
1247.08610704,0
1289.56195691,0
1211.4116888,0
1100.5341193,-491.36
1340.92934128,0
1148.96008516,106.22
1119.75987635,0
1141.60546768,0
1199.07516297,579.13
1251.49197142,0
1130.20106674,0
1095.11137119,0
1064.5303221,0
1227.8042983,0
1324.54346551,0
1329.64621617,0
1004.41210433,0
1125.03908459,-449.76
1224.4167934,0
1121.62437446,0
1166.66364928,0
1385.58542493,0
1006.25923876,-189.95
1360.88918398,0
1169.06485249,0
972.982644563,0
1199.89387455,0
1340.38429029,0
1025.65620586,0
1386.83808557,2673.8
1264.63992284,0
1033.66818561,0
1293.71324608,0
1289.40426479,0
1176.9150943,0
976.576590055,0
1166.32710134,0
1267.76129333,0
1271.1718115,0
1091.8947905,0
1357.81896159,0
1026.00617575,0
1296.77347411,0
1329.67129389,0
1310.9360982,0
946.26321972,0
1120.34749141,2207.51
1202.37592034,0
1058.10234776,0
1006.9345077,0
1042.89244939,0
430.280908544,-2866.6
370.007342734,-3692.48
370.21902598,-212.29
411.89248351,76.84
420.79530418,-3137.97
407.148223741,-359.84
366.060933452,67.26
368.217180639,-172.36
542.546730413,1137.47
492.294885746,-907.16
589.358251747,-62.32
499.197478508,-943.92
1383.78895709,0
1311.57409781,2971.77
1350.61661177,0
1353.38921676,0
1541.41707032,507.61
1776.45003569,-572.42
1327.2445279,0
1695.635613,0
1476.66687644,0
1348.97108122,0
1779.97821602,2792.94
1323.85321538,0
1659.96533539,0
1397.88105566,0
1310.63406923,-166.96
1347.45560688,534.07
1407.45421837,0
1385.78014062,0
1298.74786374,0
1379.84255663,0
1687.81942525,0
1381.02471706,0
1295.37753851,0
1626.34706171,0
1734.14444944,0
1507.16516771,0
1644.15446868,0
1580.46038522,335.8
1285.14947424,0
1608.61013676,0
1283.59040841,0
1309.39516411,0
1352.37445032,0
1485.15816914,67.54
1730.87964636,195.46
1308.60968063,0
1428.56739043,340.37
1337.01540334,0
1303.96627529,0
1627.76032568,-34.73
1436.08234907,680.53
1678.77740175,0
1840.9493451,-635.08
1838.17131573,5652.91
1280.30085523,0
1323.1199161,0
1641.48522806,0
1514.01230015,530.94
1565.39027916,0
1726.50903998,-37.56
1536.70368061,-50.02
1581.86678779,-103.43
1575.35709723,-63.3
1391.5081738,0
1360.87299411,0
1645.07735552,687.05
1329.16640811,210.27
1660.78072835,1001.05
1495.33555386,0
1490.40420025,0
1329.1253564,0
1352.91957869,0
1341.71698165,0
1454.37708012,1389.97
1344.8059128,0
1317.83794184,0
1311.26606015,0
1154.20324079,0
1205.14353659,0
1174.0102292,0
1215.23099092,0
1012.8744498,0
871.196367278,0
912.597358907,0
899.331151327,0
1158.0227457,0
1210.3730881,0
1043.63111503,0
1082.63673296,0
1214.31487698,0
1262.21051425,0
1124.30777522,0
1081.62096595,0
1006.77503573,0
992.363241299,0
1194.93407595,0
1246.05798151,0
1080.12852542,0
975.504931556,0
833.527052875,409.35
1260.74757231,0
1130.96757186,0
1106.08163751,0
883.961609731,0
893.191210032,104.65
914.832733734,0
1188.98073405,0
968.458185055,-57.52
1246.78613204,0
928.056024119,55.03
1177.33538247,0
1223.71544532,0
952.807587356,0
1225.47209396,0
995.283571412,0
1056.85800003,0
1143.18220989,0
846.985425094,0
867.343257787,0
1265.35862681,0
942.079838217,-5.24
1111.55979957,0
1117.24869932,1135.72
1188.96535401,0
957.37130104,0
1220.26792349,0
1270.63373341,0
1086.57238274,0
892.615288606,0
1059.56649229,0
1108.23992339,0
822.925376774,3059.98
984.875266518,0
903.947190018,0
890.806341651,0
867.124067851,0
943.022377457,-8.39
