uid,usModel,usData,mexicoModel,mexicoData,canadaModel,canadaData
U18183,7623,7640,0,0,1,0
U19001,1412,1422,0,0,0,0
U19003,693,698,0,0,0,0
U19005,1735,1748,0,0,0,0
U19007,1158,1170,0,0,0,0
U19009,946,949,0,0,0,0
U19011,7281,7306,0,0,0,0
U19013,4106,4137,0,0,1,0
U19015,5631,5655,0,0,0,0
U19017,4336,4357,0,0,0,0
U19019,3870,3885,0,0,0,0
U19021,1381,1395,0,0,0,0
U19023,3732,3747,0,0,0,0
U19025,1723,1736,0,0,0,0
U19027,1020,1032,0,0,0,0
U19029,1394,1404,0,0,0,0
U19031,5458,5474,0,0,0,0
U19033,2057,2072,0,0,0,0
U19035,1081,1087,0,0,0,0
U19037,1726,1740,0,0,0,0
U19039,1032,1044,0,0,0,0
U19041,1165,1176,0,0,0,0
U19043,2658,2674,0,0,0,0
U19045,5444,5464,0,0,1,0
U19047,1341,1355,0,0,0,0
U19049,13551,13595,1,0,1,5
U19051,1474,1483,0,0,0,0
U19053,1277,1286,0,0,0,0
U19055,3183,3195,0,0,0,0
U19057,2147,2159,0,0,0,0
U19059,1599,1614,0,0,0,0
U19061,2759,2778,0,0,1,0
U19063,1438,1446,0,0,0,0
U19065,2636,2656,0,0,0,0
U19067,2346,2359,0,0,0,0
U19069,1641,1652,0,0,0,0
U19071,1735,1743,0,0,0,0
U19073,1296,1311,0,0,0,0
U19075,2759,2776,0,0,0,0
U19077,2624,2639,0,0,0,0
U19079,2073,2090,0,0,0,0
U19081,2094,2106,0,0,0,0
U19083,1897,1917,0,0,0,0
U19085,3320,3344,0,0,0,0
U19087,1989,2000,0,0,0,0
U19089,1111,1118,0,0,0,0
U19091,1333,1342,0,0,0,0
U19093,720,730,0,0,0,0
U19095,2534,2553,0,0,0,0
U19097,3684,3699,0,0,0,0
U19099,5575,5607,0,0,0,0
U19101,1081,1094,0,0,0,0
U19103,8817,8864,1,0,2,0
U19105,3964,3974,0,0,0,0
U19107,2581,2597,0,0,0,0
U19109,1563,1571,0,0,0,0
U19111,3137,3153,0,0,0,0
U19113,8314,8374,1,0,3,0
U19115,3046,3057,0,0,0,2
U19117,1157,1171,0,0,0,0
U19119,2179,2199,0,0,0,0
U19121,3667,3687,0,0,0,0
U19123,4020,4045,0,0,0,0
U19125,3291,3318,0,0,0,0
U19127,3043,3072,0,0,0,0
U19129,3622,3649,0,0,0,0
U19131,1340,1349,0,0,0,0
U19133,1385,1398,0,0,0,0
U19135,1477,1488,0,0,0,0
U19137,1018,1028,0,0,0,0
U19139,3973,3996,0,0,0,0
U19141,1931,1946,0,0,0,0
U19143,1063,1072,0,0,0,0
U19145,1578,1594,0,0,0,0
U19147,1187,1199,0,0,0,0
U19149,4265,4296,0,0,0,0
U19151,1060,1067,0,0,0,0
U19153,11521,11625,4,0,6,6
U19155,19449,19531,2,0,2,0
U19157,1781,1802,0,0,0,0
U19159,622,628,0,0,0,0
U19161,1728,1740,0,0,0,0
U19163,18361,18452,3,0,5,0
U19165,1674,1691,0,0,0,0
U19167,1713,1736,0,0,0,0
U19169,7117,7160,1,0,1,0
U19171,3213,3232,0,0,0,0
U19173,1310,1314,0,0,0,0
U19175,867,877,0,0,0,0
U19177,1449,1459,0,0,0,0
U19179,2791,2817,0,0,0,0
U19181,14183,14232,1,0,1,0
U19183,4023,4044,0,0,0,0
U19185,1004,1014,0,0,0,0
U19187,2464,2488,0,0,0,0
U19189,1268,1276,0,0,0,0
U19191,1662,1678,0,0,0,0
U19193,10855,10936,1,0,2,0
U19195,2179,2187,0,0,0,0
U19197,1471,1480,0,0,0,0
U20001,1356,1365,0,0,0,0
U20003,1452,1458,0,0,0,0
U20005,1727,1738,0,0,0,0
U20007,354,355,0,0,0,0
U20009,1193,1211,0,0,0,0
U20011,1052,1058,0,0,0,0
U20013,1308,1315,0,0,0,0
U20015,14266,14337,2,0,1,0
U20017,697,701,0,0,0,0
U20019,582,587,0,0,0,0
U20021,4556,4573,0,0,0,0
U20023,193,197,0,0,0,0
U20025,246,250,0,0,0,0
U20027,1188,1198,0,0,0,0
U20029,678,688,0,0,0,0
U20031,944,950,0,0,0,0
U20033,133,134,0,0,0,0
U20035,2800,2824,0,0,0,0
U20037,2263,2279,0,0,0,0
U20039,237,239,0,0,0,0
U20041,2947,2966,0,0,0,0
U20043,1907,1913,0,0,0,0
U20045,12982,13058,2,0,1,0
U20047,383,387,0,0,0,0
U20049,508,511,0,0,0,0
U20051,1039,1057,0,0,0,0
U20053,642,651,0,0,0,0
U20055,837,847,0,4,0,0
U20057,887,890,0,11,0,0
U20059,4843,4871,0,0,0,0
U20061,5361,5391,0,0,0,0
U20063,245,251,0,0,0,0
U20065,247,253,0,0,0,0
U20067,410,419,0,0,0,0
U20069,764,777,0,0,0,0
U20071,62,66,0,0,0,0
U20073,1146,1153,0,0,0,0
U20075,106,108,0,0,0,0
U20077,614,619,0,0,0,0
U20079,5138,5169,0,0,0,0
U20081,421,431,0,0,0,0
U20083,212,216,0,0,0,0
U20085,2852,2868,0,0,0,0
U20087,5955,5981,0,0,0,0
U20089,483,488,0,0,0,0
U20091,77602,77868,43,8,28,0
U20093,561,573,0,0,0,0
U20095,1395,1405,0,0,0,0
U20097,271,274,0,0,0,0
U20099,1652,1651,0,0,0,8
U20101,116,120,0,0,0,0
U20103,12005,12065,1,0,1,0
U20105,473,477,0,0,0,0
U20107,2213,2223,0,0,0,0
U20109,349,355,0,0,0,0
U20111,1756,1771,0,0,0,0
U20113,2252,2275,0,0,0,0
U20115,1987,2001,0,0,0,0
U20117,654,658,0,0,0,0
U20119,511,520,0,0,0,0
U20121,8345,8380,0,0,0,0
U20123,304,308,0,0,0,0
U20125,1738,1751,0,0,0,0
U20127,875,878,0,0,0,0
U20129,241,247,0,0,0,0
U20131,883,887,0,0,0,0
U20133,1592,1602,0,0,0,0
U20135,162,164,0,0,0,0
U20137,260,264,0,0,0,0
U20139,4863,4887,0,0,0,0
U20141,313,317,0,0,0,0
U20143,1531,1540,0,0,0,0
U20145,525,533,0,0,0,0
U20147,336,342,0,0,0,0
U20149,4152,4169,0,0,0,0
U20151,586,595,0,0,0,0
U20153,178,184,0,0,0,0
U20155,3418,3448,0,0,0,0
U20157,422,425,0,0,0,0
U20159,1338,1354,0,0,0,0
U20161,6326,6382,1,0,0,0
U20163,467,473,0,0,0,0
U20165,476,479,0,0,0,0
U20167,471,477,0,0,0,0
U20169,1421,1448,0,0,0,0
U20171,299,305,0,0,0,0
U20173,7487,7594,7,7,2,10
U20175,869,876,0,5,0,0
U20177,5525,5597,1,0,1,0
U20179,232,237,0,0,0,0
U20181,307,312,0,0,0,0
U20183,315,321,0,0,0,0
U20185,565,568,0,0,0,0
U20187,202,206,0,0,0,0
U20189,425,434,0,0,0,0
U20191,4810,4836,0,0,0,0
U20193,378,382,0,0,0,0
U20195,359,365,0,0,0,0
U20197,2207,2211,0,0,0,0
U20199,97,100,0,0,0,0
U20201,867,873,0,0,0,0
U20203,138,140,0,2,0,0
U20205,1012,1018,0,0,0,0
U20207,627,631,0,0,0,0
U20209,34615,34745,7,17,4,0
U21001,2707,2722,0,0,0,0
U21003,3354,3375,0,0,0,0
U21005,5962,5992,0,0,0,0
U21007,1772,1783,0,0,0,0
U21009,3385,3416,0,0,0,0
U21011,2533,2541,0,0,0,0
U21013,1710,1731,0,0,0,0
U21015,20834,20910,2,0,4,0
U21017,4318,4339,0,0,0,0
U21019,5254,5282,0,0,1,0
U21021,3219,3241,0,0,0,0
U21023,2541,2548,0,0,0,0
U21025,1574,1587,0,0,0,0
U21027,3918,3942,0,0,0,0
U21029,22142,22213,2,0,2,0
U21031,2285,2297,0,0,0,0
U21033,2084,2095,0,0,0,0
U21035,2691,2716,0,0,0,0
U21037,27245,27330,3,0,5,0
U21039,1351,1362,0,0,0,0
U21041,986,991,0,0,0,0
U21043,4599,4617,0,0,0,0
U21045,2769,2784,0,0,0,0
U21047,4001,4041,0,0,0,0
U21049,6954,6987,0,0,0,0
U21051,2266,2283,0,0,0,0
U21053,994,999,0,0,0,0
U21055,1649,1661,0,0,0,0
U21057,759,764,0,0,0,0
U21059,5770,5822,1,0,1,0
U21061,2997,3009,0,0,0,2
U21063,1345,1358,0,0,0,0
U21065,3024,3043,0,0,0,0
U21067,19066,19168,6,0,7,0
U21069,2184,2193,0,0,0,0
U21071,3808,3841,0,0,0,0
U21073,4462,4495,0,0,0,0
U21075,1112,1119,0,0,0,0
U21077,2265,2270,0,0,0,2
U21079,4556,4571,0,0,0,0
U21081,6054,6081,0,0,0,0
U21083,5243,5266,0,0,0,0
U21085,2574,2593,0,0,0,0
U21087,2215,2229,0,0,0,0
U21089,7828,7861,0,0,1,0
U21091,1544,1552,0,0,0,0
U21093,8687,8743,1,0,1,0
U21095,1141,1159,0,0,0,0
U21097,3332,3351,0,0,0,0
U21099,2780,2794,0,3,0,0
U21101,5453,5480,0,0,0,0
U21103,4137,4154,0,0,0,0
U21105,1115,1121,0,0,0,0
U21107,3976,4005,0,0,0,0
U21109,1769,1786,0,0,0,0
U21111,25227,25375,20,3,23,17
U21113,10121,10164,0,0,1,0
U21115,2603,2622,0,0,0,0
U21117,45262,45379,8,0,14,0
U21119,2246,2259,0,0,0,0
U21121,3506,3542,0,0,0,0
U21123,3360,3377,0,0,0,0
U21125,4864,4894,0,0,0,0
U21127,2400,2416,0,0,0,0
U21129,897,908,0,0,0,0
U21131,1348,1357,0,0,0,0
U21133,2071,2090,0,0,0,0
U21135,2776,2788,0,0,0,0
U21137,5795,5824,0,0,0,0
U21139,2687,2704,0,0,0,0
U21141,3265,3291,0,0,0,0
U21143,1380,1392,0,0,0,0
U21145,4643,4684,0,0,0,0
U21147,1937,1955,0,0,0,0
U21149,2569,2586,0,0,0,0
U21151,10378,10433,1,0,1,0
U21153,1549,1562,0,0,0,0
U21155,2472,2487,0,0,0,0
U21157,5180,5201,0,0,0,6
U21159,1001,1009,0,0,0,0
U21161,1573,1582,0,0,0,0
U21163,7486,7513,0,0,0,0
U21165,1234,1244,0,0,0,0
U21167,4351,4375,0,0,0,0
U21169,1879,1888,0,0,0,0
U21171,1261,1266,0,0,0,0
U21173,3629,3640,0,7,0,0
U21175,1462,1475,0,0,0,0
U21177,3177,3202,0,0,0,0
U21179,6371,6405,0,0,0,0
U21181,1883,1888,0,0,0,0
U21183,3918,3940,0,0,0,0
U21185,14440,14501,1,0,1,0
U21187,2633,2640,0,0,0,0
U21189,580,588,0,0,0,0
U21191,3967,3985,0,0,0,0
U21193,951,965,0,0,0,0
U21195,3117,3145,0,0,0,0
U21197,2644,2654,0,0,0,0
U21199,2567,2595,0,0,0,0
U21201,562,564,0,0,0,0
U21203,3086,3111,0,0,0,0
U21205,2184,2197,0,0,0,0
U21207,1590,1598,0,4,0,0
U21209,6352,6388,0,0,0,0
U21211,7375,7412,0,0,0,0
U21213,2335,2353,0,0,0,0
U21215,4572,4593,0,0,0,0
U21217,2265,2281,0,0,0,0
U21219,2347,2363,0,0,0,0
U21221,2079,2090,0,0,0,0
U21223,2823,2831,0,0,0,0
U21225,2100,2117,0,0,0,0
U21227,5029,5077,1,0,0,0
U21229,2032,2043,0,0,0,0
U21231,1618,1623,0,0,0,6
U21233,3141,3159,0,0,0,0
U21235,3712,3743,0,0,0,0
U21237,1123,1133,0,0,0,0
U21239,6756,6768,0,18,0,0
U22001,9044,9078,4,0,0,0
U22003,2361,2372,0,0,0,0
U22005,16772,16836,6,0,0,0
U22007,5500,5507,1,15,0,0
U22009,4023,4043,1,0,0,0
U22011,5233,5250,1,0,0,0
U22013,2766,2783,0,0,0,0
U22015,20360,20439,8,0,1,0
U22017,17365,17487,19,0,1,0
U22019,4798,4847,8,0,0,7
U22021,1629,1641,0,0,0,0
U22023,1661,1666,0,0,0,0
U22025,1387,1395,0,0,0,0
U22027,1965,1981,0,0,0,0
U22029,2820,2837,0,0,0,0
U22031,4797,4816,1,0,0,0
U22033,21497,21627,39,8,3,13
U22035,692,701,0,0,0,0
U22037,4105,4119,0,0,0,0
U22039,3855,3869,1,8,0,0
U22041,1900,1917,0,0,0,0
U22043,4625,4644,0,0,0,0
U22045,7236,7276,4,0,0,0
U22047,5018,5042,1,0,0,0
U22049,3057,3077,0,0,0,0
U22051,73275,73582,161,5,10,19
U22053,5077,5094,1,0,0,0
U22055,11604,11690,14,5,1,0
U22057,12539,12584,6,7,0,0
U22059,1524,1527,0,7,0,0
U22061,3309,3335,0,0,0,0
U22063,27680,27756,10,0,1,0
U22065,1264,1276,0,0,0,0
U22067,3545,3565,0,8,0,0
U22069,2468,2491,0,0,0,0
U22071,40858,41091,77,0,6,6
U22073,4635,4675,2,0,0,0
U22075,3646,3668,0,0,0,0
U22077,3973,3990,0,0,0,0
U22079,4275,4312,3,0,0,0
U22081,1168,1177,0,0,0,0
U22083,3118,3132,0,0,0,0
U22085,2481,2490,0,5,0,0
U22087,16778,16836,4,0,0,0
U22089,11463,11513,2,0,0,0
U22091,2423,2432,0,0,0,0
U22093,3563,3581,0,0,0,0
U22095,10003,10044,2,0,0,0
U22097,10980,11035,5,0,0,0
U22099,10748,10782,3,7,0,0
U22101,2439,2461,1,0,0,0
U22103,34140,34269,22,0,2,0
U22105,12308,12365,4,1,0,8
U22107,522,528,0,0,0,0
U22109,6765,6798,4,18,0,0
U22111,4691,4714,0,2,0,0
U22113,8154,8179,4,0,0,16
U22115,4123,4142,1,0,0,0
U22117,4475,4493,1,6,0,0
U22119,5729,5748,1,0,0,5
U22121,5778,5797,1,0,0,0
U22123,1589,1602,0,0,0,0
U22125,1774,1784,0,0,0,0
U22127,1377,1389,0,0,0,0
U23001,13043,13178,1,0,111,0
U23003,197,1164,0,0,1032,73
U23005,15243,15412,4,0,144,21
U23007,2699,2845,0,0,141,0
U23009,3090,3189,0,0,88,0
U23011,10776,11017,1,0,216,0
U23013,2591,2592,0,0,7,16
U23015,5540,5556,0,0,10,6
U23017,8028,8175,0,0,132,0
U23019,4760,5751,1,0,975,8
U23021,1666,1748,0,0,76,0
U23023,9341,9363,0,0,13,0
U23025,4624,7808,0,0,3174,3
U23027,6589,6653,0,0,53,0
U23029,538,1116,0,0,606,32
U23031,38312,38553,8,0,158,0
U24001,4390,4410,0,0,1,0
U24003,111238,111582,61,0,120,0
U24005,175818,176475,149,0,328,15
U24009,22692,22746,2,0,3,0
U24011,7857,7872,0,0,1,0
U24013,42686,42783,7,0,17,0
U24015,23555,23600,2,0,5,0
U24017,36778,36853,5,0,9,0
U24019,4576,4593,0,0,0,0
U24021,41865,41978,9,0,20,0
U24023,3482,3502,0,0,0,0
U24025,53500,53616,13,0,29,15
U24027,83448,83621,23,7,49,0
U24029,2523,2525,0,5,0,0
U24031,186867,187606,184,8,377,27
U24033,240667,241489,218,26,413,0
U24035,12433,12454,1,0,1,0
U24037,11037,11052,1,16,2,6
U24039,3825,3837,0,0,0,0
U24041,3820,3834,0,0,0,0
U24043,16323,16371,2,0,6,0
U24045,9022,9045,1,0,2,0
U24047,5698,5714,0,0,1,0
U24510,94488,94862,69,0,147,0
U25001,14368,14421,4,0,19,7
U25003,4636,4656,1,0,3,2
U25005,91898,92375,54,0,266,0
U25007,328,314,0,16,0,0
U25009,116725,117709,92,0,687,6
U25011,13854,13876,1,0,6,2
U25013,36422,36613,18,0,89,19
U25015,29632,29715,5,0,25,0
U25017,235308,238257,379,13,2385,24
U25019,78,79,0,0,0,0
U25021,175248,176268,125,0,694,20
U25023,110963,111461,57,0,313,38
U25025,103962,104724,78,0,479,0
U25027,92690,93356,76,0,417,20
U26001,1861,1916,0,0,51,0
U26003,579,604,0,0,19,0
U26005,25598,25681,3,0,11,2
U26007,975,992,0,0,13,0
U26009,4054,4067,0,0,2,0
U26011,2747,2756,0,0,2,0
U26013,409,414,0,0,0,0
U26015,15913,15948,1,0,6,0
U26017,17712,17811,2,0,64,4
U26019,3413,3423,0,0,0,0
U26021,13885,13956,2,0,8,3
U26023,6044,6060,0,0,2,2
U26025,10451,10496,1,7,12,0
U26027,14882,14913,1,0,3,0
U26029,3101,3117,0,0,5,0
U26031,2972,2992,0,0,13,0
U26033,759,798,0,0,72,42
U26035,4838,4853,0,0,2,2
U26037,21164,21223,1,0,19,0
U26039,2047,2051,0,0,1,0
U26041,2024,2035,0,0,3,0
U26043,1140,1154,0,0,1,0
U26045,29146,29225,3,8,30,7
U26047,1898,1916,0,0,8,0
U26049,41839,42525,19,7,575,22
U26051,4248,4260,0,2,3,0
U26053,1386,1390,0,0,0,5
U26055,4392,4408,0,0,4,0
U26057,5340,5356,0,2,4,0
U26059,6786,6804,0,0,3,0
U26061,1034,1052,0,0,9,0
U26063,2095,2156,0,0,54,0
U26065,26979,27183,8,0,111,14
U26067,13779,13814,1,0,7,0
U26069,1470,1516,0,0,40,0
U26071,843,852,0,0,0,0
U26073,6303,6330,0,0,6,0
U26075,16810,16898,3,2,35,0
U26077,16830,16937,4,0,21,0
U26079,3753,3763,0,0,1,0
U26081,25216,25459,14,0,95,0
U26083,540,548,0,0,4,0
U26085,2169,2176,0,0,0,0
U26087,21607,21749,2,0,91,0
U26089,4596,4609,0,0,1,0
U26091,14694,14759,2,0,27,0
U26093,45573,45826,7,9,161,10
U26095,233,295,0,0,58,0
U26097,1105,1124,0,0,9,0
U26099,151543,158717,129,44,7002,95
U26101,2082,2088,0,0,0,0
U26103,1279,1311,0,0,21,2
U26105,1888,1898,0,0,0,0
U26107,5281,5298,0,0,2,0
U26109,4626,4644,0,0,1,0
U26111,10319,10366,1,0,19,0
U26113,3453,3458,0,0,1,0
U26115,33316,33612,5,0,213,7
U26117,10922,10958,1,0,6,0
U26119,1141,1146,0,0,1,0
U26121,18806,18890,3,0,16,8
U26123,9409,9437,0,0,3,0
U26125,166237,174248,214,45,7865,219
U26127,4957,4971,0,0,1,0
U26129,2048,2053,0,0,2,0
U26131,734,742,0,0,1,0
U26133,3849,3857,0,0,1,0
U26135,970,977,0,0,1,0
U26137,1372,1373,0,1,2,4
U26139,45278,45459,10,0,49,7
U26141,1776,1846,0,0,63,1
U26143,2571,2579,0,0,2,0
U26145,16285,16415,3,0,87,24
U26147,27134,28073,5,0,896,36
U26149,8361,8387,1,0,2,0
U26151,6479,6768,0,0,279,7
U26153,448,454,0,0,1,0
U26155,16832,16889,1,0,24,0
U26157,12756,12826,1,0,40,0
U26159,17315,17367,1,0,5,0
U26161,38834,39232,13,0,297,21
U26163,166994,208466,448,39,41103,228
U26165,2684,2694,0,0,1,0
U27001,2117,2126,0,0,1,0
U27003,95601,95941,24,0,140,6
U27005,3352,3375,0,0,4,3
U27007,2109,2156,0,0,31,2
U27009,11406,11452,0,0,4,0
U27011,610,612,0,0,0,0
U27013,7123,7169,0,0,1,0
U27015,1399,1409,0,0,0,0
U27017,4473,4502,0,0,2,0
U27019,22624,22697,1,9,7,0
U27021,4534,4559,0,0,4,0
U27023,1598,1607,0,2,0,0
U27025,13591,13640,0,0,3,0
U27027,13348,13470,1,0,62,0
U27029,1107,1116,0,0,2,0
U27031,108,106,0,0,0,3
U27033,957,961,0,0,0,0
U27035,3271,3301,0,0,4,3
U27037,106765,107126,32,0,139,2
U27039,5121,5129,0,3,0,7
U27041,1830,1847,0,0,1,0
U27043,1721,1732,0,0,0,3
U27045,3925,3939,0,0,0,0
U27047,3495,3516,0,0,0,0
U27049,7491,7530,0,0,1,0
U27051,893,897,0,0,0,0
U27053,101599,102312,96,20,502,52
U27055,5036,5055,0,0,0,2
U27057,2961,2973,0,0,2,2
U27059,9662,9703,0,0,2,4
U27061,2911,2951,0,0,15,0
U27063,1623,1628,0,0,0,0
U27065,3244,3258,0,0,0,0
U27067,2383,2403,0,0,1,0
U27069,552,619,0,0,64,0
U27071,455,410,0,2,14,59
U27073,1005,1011,0,0,0,0
U27075,1414,1421,0,0,2,0
U27077,388,394,0,0,10,4
U27079,6978,7012,0,0,1,0
U27081,1111,1123,0,0,0,0
U27083,756,768,0,0,0,0
U27085,4525,4557,0,0,1,0
U27087,444,450,0,0,0,0
U27089,1899,1954,0,0,46,0
U27091,1612,1621,0,0,0,0
U27093,4805,4830,0,0,1,0
U27095,4199,4224,0,0,1,0
U27097,4781,4815,0,0,2,0
U27099,4137,4166,0,0,0,0
U27101,1455,1464,0,0,0,0
U27103,8027,8067,0,0,1,0
U27105,1368,1381,0,0,0,0
U27107,1002,1012,0,0,3,0
U27109,3568,3610,0,0,1,0
U27111,4862,4905,0,0,7,0
U27113,574,588,0,0,8,0
U27115,4564,4587,0,0,1,0
U27117,890,901,0,0,0,0
U27119,4188,4307,0,0,95,0
U27121,1696,1698,0,0,0,1
U27123,107574,108038,46,0,234,16
U27125,823,829,0,0,3,0
U27127,1476,1482,0,0,0,0
U27129,2436,2449,0,0,0,0
U27131,8312,8363,0,0,2,0
U27133,1495,1513,0,0,0,0
U27135,309,399,0,0,87,5
U27137,8066,8459,1,0,323,0
U27139,31639,31723,2,0,10,0
U27141,23017,23089,1,0,11,0
U27143,3865,3883,0,0,0,0
U27145,13786,13860,2,4,19,0
U27147,2975,2999,0,0,0,0
U27149,564,569,0,0,0,0
U27151,1215,1223,0,0,0,0
U27153,4459,4487,0,0,2,0
U27155,332,335,0,0,0,0
U27157,4832,4849,0,0,0,3
U27159,1450,1460,0,0,1,0
U27161,2910,2924,0,0,0,0
U27163,71111,71336,12,10,60,0
U27165,1380,1390,0,0,0,0
U27167,1827,1835,0,0,0,0
U27169,4335,4360,0,0,1,0
U27171,26955,27025,2,13,15,0
U27173,1784,1788,0,5,0,0
U28001,1886,1897,0,9,0,0
U28003,3021,3040,0,2,0,0
U28005,2761,2767,0,0,0,0
U28007,1941,1957,0,0,0,0
U28009,1757,1765,0,0,0,0
U28011,2723,2748,0,0,0,0
U28013,2215,2225,0,0,0,0
U28015,3311,3325,0,0,0,0
U28017,3006,3023,0,0,0,0
U28019,1811,1822,0,0,0,0
U28021,1586,1599,0,0,0,0
U28023,2813,2829,0,0,0,0
U28025,2430,2446,0,0,0,0
U28027,2153,2177,0,0,0,0
U28029,5112,5126,0,13,0,0
U28031,3315,3330,0,0,0,0
U28033,33616,33729,5,0,2,0
U28035,7963,8003,1,12,0,0
U28037,1354,1362,0,0,0,0
U28039,3755,3776,0,0,0,0
U28041,2548,2559,0,0,0,0
U28043,1249,1254,0,6,0,0
U28045,6908,6932,1,14,0,0
U28047,9388,9456,5,0,1,11
U28049,22168,22272,12,12,2,0
U28051,2310,2328,0,0,0,0
U28053,726,736,0,0,0,0
U28055,454,456,0,0,0,0
U28057,5733,5758,0,0,0,0
U28059,16919,17010,6,0,1,0
U28061,3234,3247,0,0,0,0
U28063,1347,1359,0,0,0,0
U28065,2685,2697,0,0,0,0
U28067,4952,4998,1,0,0,0
U28069,2296,2308,0,0,0,0
U28071,2766,2795,0,0,0,0
U28073,10705,10749,1,0,0,0
U28075,2525,2550,0,0,0,0
U28077,2404,2418,0,0,0,0
U28079,2906,2929,0,0,0,0
U28081,4237,4270,0,12,0,0
U28083,1194,1204,0,0,0,0
U28085,3635,3653,0,0,0,6
U28087,3375,3409,0,0,0,0
U28089,19879,19953,3,0,1,0
U28091,2625,2641,0,0,0,0
U28093,8269,8304,0,0,0,0
U28095,5849,5883,0,0,0,0
U28097,1930,1943,0,0,0,0
U28099,2859,2883,0,0,0,0
U28101,3219,3234,0,0,0,0
U28103,1077,1087,0,0,0,0
U28105,3292,3321,0,0,0,0
U28107,4425,4457,0,0,0,0
U28109,8953,9002,1,0,0,0
U28111,2627,2636,0,0,0,0
U28113,2742,2759,0,0,0,0
U28115,4870,4896,0,0,0,0
U28117,3968,3993,0,0,0,0
U28119,1702,1711,0,0,0,0
U28121,29428,29529,7,0,1,0
U28123,3212,3231,0,0,0,0
U28125,670,678,0,0,0,0
U28127,5063,5085,0,0,0,0
U28129,3242,3257,0,0,0,0
U28131,2455,2451,0,17,0,0
U28133,2310,2334,0,0,0,0
U28135,2572,2580,0,0,0,4
U28137,5224,5254,0,0,0,0
U28139,2993,3015,0,0,0,0
U28141,3117,3128,0,2,0,0
U28143,422,425,0,0,0,0
U28145,4638,4666,0,0,0,0
U28147,2590,2592,0,6,0,5
U28149,2738,2762,0,0,0,0
U28151,1619,1648,0,0,0,0
U28153,2459,2470,0,0,0,0
U28155,1641,1650,0,0,0,0
U28157,1269,1279,0,0,0,0
U28159,2268,2283,0,0,0,0
U28161,2381,2395,0,0,0,0
U28163,2801,2819,0,0,0,0
U29001,1103,1115,0,0,0,0
U29003,5861,5890,0,0,0,0
U29005,813,817,0,0,0,0
U29007,2246,2263,0,0,0,0
U29009,3754,3781,0,0,0,0
U29011,1373,1381,0,0,0,0
U29013,3176,3194,0,0,0,0
U29015,2516,2531,0,0,0,0
U29017,3243,3253,0,0,0,0
U29019,6523,6589,1,0,1,0
U29021,5750,5809,1,0,0,0
U29023,1821,1838,0,0,0,0
U29025,2487,2499,0,0,0,0
U29027,9385,9426,0,0,0,0
U29029,3880,3897,0,0,0,3
U29031,3324,3361,0,0,0,0
U29033,1512,1521,0,0,0,0
U29035,814,817,0,0,0,0
U29037,26036,26139,3,0,2,0
U29039,1716,1724,0,0,0,0
U29041,1573,1580,0,0,0,0
U29043,17587,17644,1,0,1,0
U29045,1731,1737,0,0,0,0
U29047,49524,49689,11,0,8,3
U29049,5934,5964,0,0,0,0
U29051,3339,3377,0,0,0,0
U29053,2773,2787,0,0,0,0
U29055,4109,4132,0,0,0,5
U29057,1466,1475,0,0,0,0
U29059,3409,3418,0,0,0,0
U29061,1707,1718,0,0,0,0
U29063,2229,2240,0,0,0,0
U29065,1617,1627,0,0,0,0
U29067,2259,2274,0,0,0,0
U29069,3718,3753,0,0,0,0
U29071,18126,18200,2,0,1,0
U29073,2610,2623,0,0,0,0
U29075,976,982,0,0,0,0
U29077,8190,8268,3,0,1,10
U29079,1116,1121,0,0,0,0
U29081,987,997,0,0,0,0
U29083,2704,2721,0,0,0,0
U29085,1462,1472,0,0,0,0
U29087,864,869,0,0,0,0
U29089,2491,2500,0,0,0,0
U29091,1531,1544,0,0,0,0
U29093,1679,1686,0,0,0,0
U29095,76991,77254,60,24,41,9
U29097,8284,8353,1,0,1,0
U29099,63497,63681,14,0,11,7
U29101,7323,7365,0,0,0,0
U29103,660,666,0,0,0,0
U29105,2385,2399,0,0,0,3
U29107,7822,7859,0,0,0,0
U29109,7341,7368,0,0,0,0
U29111,2145,2157,0,0,0,0
U29113,10027,10066,0,0,0,0
U29115,1271,1277,0,0,0,4
U29117,911,920,0,0,0,0
U29119,4616,4637,0,0,0,0
U29121,2036,2047,0,0,0,2
U29123,1916,1924,0,0,0,0
U29125,2650,2657,0,0,0,0
U29127,3043,3059,0,0,0,0
U29129,540,545,0,0,0,0
U29131,4553,4572,0,0,0,0
U29133,1853,1866,0,0,0,0
U29135,3081,3092,0,0,0,0
U29137,1920,1931,0,0,0,0
U29139,2404,2412,0,0,0,0
U29141,3133,3147,0,0,0,0
U29143,2666,2682,0,0,0,0
U29145,10327,10369,1,0,0,7
U29147,1288,1294,0,0,0,0
U29149,1352,1358,0,0,0,0
U29151,3815,3829,0,0,0,0
U29153,1617,1632,0,0,0,0
U29155,2215,2233,0,0,0,0
U29157,2075,2077,0,0,0,8
U29159,2501,2522,0,0,0,0
U29161,2663,2689,0,0,0,0
U29163,2272,2282,0,0,0,0
U29165,24632,24721,2,0,2,0
U29167,4361,4383,0,0,0,0
U29169,2652,2667,0,0,0,6
U29171,810,818,0,0,0,0
U29173,2872,2883,0,0,0,0
U29175,2374,2386,0,0,0,0
U29177,6909,6944,0,0,0,0
U29179,625,630,0,0,0,0
U29181,1887,1903,0,0,0,0
U29183,78774,79004,24,0,21,9
U29185,1751,1757,0,0,0,0
