uid,usModel,usData,mexicoModel,mexicoData,canadaModel,canadaData
U29186,3402,3421,0,0,0,0
U29187,6063,6110,0,0,0,0
U29189,138979,139417,155,0,133,23
U29195,1634,1648,0,0,0,0
U29197,971,979,0,0,0,0
U29199,645,653,0,0,0,0
U29201,6627,6663,0,0,0,0
U29203,1145,1152,0,0,0,0
U29205,876,884,0,0,0,0
U29207,3753,3768,0,0,0,6
U29209,6258,6279,0,0,0,0
U29211,693,697,0,0,0,0
U29213,1673,1693,0,0,0,0
U29215,2852,2865,0,0,0,2
U29217,1924,1939,0,0,0,0
U29219,6767,6802,0,0,0,0
U29221,4375,4403,0,0,0,0
U29223,1952,1953,0,0,0,0
U29225,7467,7486,0,0,0,7
U29227,402,410,0,0,0,0
U29229,2551,2570,0,0,0,0
U29510,58036,58261,22,0,19,0
U30001,260,257,0,0,0,7
U30003,626,639,0,0,1,0
U30005,222,238,0,0,14,0
U30007,591,598,0,0,1,0
U30009,1436,1445,0,0,1,2
U30011,71,72,0,0,0,0
U30013,954,1021,0,4,56,3
U30015,505,518,0,0,8,0
U30017,237,246,0,0,1,0
U30019,43,45,0,0,3,2
U30021,225,233,0,0,3,0
U30023,987,997,0,0,1,0
U30025,120,124,0,0,0,0
U30027,199,206,0,0,2,0
U30029,856,1067,0,0,199,0
U30031,1482,1500,0,0,10,8
U30033,24,25,0,0,0,0
U30035,191,208,0,0,22,6
U30037,136,137,0,0,0,0
U30039,324,327,0,0,0,0
U30041,230,359,0,0,126,0
U30043,2937,2953,0,4,5,0
U30045,227,230,0,0,0,0
U30047,1719,1755,0,0,25,0
U30049,1187,1241,0,0,40,0
U30051,78,79,0,0,1,0
U30053,524,532,0,0,13,10
U30055,191,195,0,0,1,0
U30057,550,556,0,0,0,0
U30059,98,99,0,0,0,0
U30061,408,409,0,0,0,0
U30063,2194,2271,0,0,62,0
U30065,408,413,0,0,1,0
U30067,1585,1604,0,0,2,0
U30069,28,29,0,0,0,0
U30071,123,130,0,0,4,0
U30073,386,393,0,0,5,0
U30075,115,118,0,0,0,0
U30077,535,541,0,0,1,0
U30079,90,93,0,0,0,0
U30081,3546,3582,0,0,15,0
U30083,328,342,0,0,11,0
U30085,280,307,0,0,26,0
U30087,228,237,0,0,1,0
U30089,555,562,0,0,2,0
U30091,82,89,0,0,5,0
U30093,1075,1085,0,0,4,0
U30095,1024,1035,0,0,1,0
U30097,202,205,0,0,0,0
U30099,557,564,0,0,4,0
U30101,201,200,0,0,17,20
U30103,85,85,0,0,0,0
U30105,192,223,0,0,30,0
U30107,147,147,0,2,0,0
U30109,139,141,0,0,0,0
U30111,2008,2088,0,0,50,0
U31001,1596,1620,0,0,0,0
U31003,902,907,0,0,0,0
U31005,75,76,0,0,0,0
U31007,184,186,0,0,0,0
U31009,52,53,0,0,0,0
U31011,627,631,0,0,0,0
U31013,171,174,0,0,0,0
U31015,199,203,0,0,0,0
U31017,160,161,0,0,0,0
U31019,2010,2034,0,0,0,0
U31021,1418,1428,0,0,0,0
U31023,1847,1859,0,0,0,0
U31025,8297,8331,0,0,0,0
U31027,1479,1492,0,0,0,0
U31029,145,150,0,0,0,0
U31031,311,318,0,0,0,0
U31033,248,251,0,0,0,0
U31035,1240,1246,0,0,0,0
U31037,1535,1548,0,0,0,0
U31039,974,984,0,0,0,0
U31041,616,630,0,0,0,0
U31043,4779,4818,0,0,0,0
U31045,432,438,0,0,0,0
U31047,1070,1085,0,0,0,0
U31049,327,331,0,0,0,0
U31051,1529,1537,0,0,0,0
U31053,4729,4775,0,0,0,0
U31055,22896,23051,11,24,13,5
U31057,170,173,0,0,0,0
U31059,730,736,0,0,0,0
U31061,521,529,0,0,0,0
U31063,453,459,0,0,0,0
U31065,497,505,0,0,0,0
U31067,2342,2357,0,0,0,0
U31069,146,150,0,0,0,0
U31071,163,163,0,0,0,0
U31073,531,535,0,0,0,0
U31075,42,43,0,0,0,0
U31077,305,309,0,0,0,0
U31079,2311,2347,0,0,0,0
U31081,1653,1665,0,0,0,0
U31083,550,556,0,0,0,0
U31085,135,137,0,0,0,0
U31087,544,552,0,0,0,0
U31089,358,370,0,0,0,0
U31091,50,51,0,0,0,0
U31093,1556,1566,0,0,0,0
U31095,1036,1043,0,0,0,0
U31097,858,864,0,0,0,0
U31099,1544,1551,0,0,0,0
U31101,587,591,0,0,0,0
U31103,111,112,0,0,0,0
U31105,286,289,0,0,0,0
U31107,951,963,0,0,0,0
U31109,7871,7955,2,0,2,0
U31111,778,793,0,0,0,0
U31113,148,149,0,0,0,0
U31115,94,95,0,0,0,0
U31117,77,78,0,0,0,0
U31119,1567,1591,0,0,0,0
U31121,1776,1790,0,0,0,0
U31123,730,732,0,0,0,0
U31125,739,744,0,0,0,0
U31127,682,685,0,0,0,0
U31129,606,611,0,0,0,0
U31131,2403,2414,0,0,0,0
U31133,473,476,0,0,0,0
U31135,255,259,0,0,0,0
U31137,721,735,0,0,0,0
U31139,1773,1783,0,0,0,0
U31141,1349,1368,0,0,0,7
U31143,1143,1151,0,0,0,0
U31145,439,450,0,0,0,0
U31147,1205,1208,0,0,0,0
U31149,136,141,0,0,0,0
U31151,1919,1933,0,0,0,0
U31153,39342,39457,5,0,6,0
U31155,5763,5800,0,0,0,0
U31157,836,845,0,0,0,0
U31159,3263,3282,0,0,0,6
U31161,525,532,0,0,0,0
U31163,552,556,0,0,0,0
U31165,296,300,0,0,0,0
U31167,2049,2060,0,0,0,0
U31169,463,466,0,0,0,0
U31171,89,90,0,0,0,0
U31173,808,811,0,0,0,0
U31175,308,313,0,0,0,0
U31177,5252,5285,0,0,0,0
U31179,1719,1729,0,0,0,0
U31181,601,607,0,0,0,0
U31183,73,74,0,0,0,0
U31185,776,788,0,0,0,0
U32001,1679,1682,0,0,0,0
U32003,9982,10140,126,19,17,67
U32005,6456,6459,1,5,1,0
U32007,2393,2402,0,0,0,4
U32009,127,127,0,0,0,0
U32011,81,82,0,0,0,0
U32013,419,427,0,0,0,0
U32015,619,621,0,0,0,0
U32017,149,150,0,0,0,0
U32019,7267,7275,1,0,1,0
U32021,226,227,0,0,0,0
U32023,2881,2888,1,0,0,0
U32027,571,573,0,0,0,0
U32029,1405,1409,0,0,0,0
U32031,7158,7202,11,0,6,8
U32033,250,250,0,0,0,0
U32510,5604,5615,2,0,1,0
U33001,9177,9204,1,0,12,0
U33003,4926,4955,0,0,9,0
U33005,8587,8607,1,0,5,1
U33007,2346,2637,0,0,281,0
U33009,7370,7437,1,2,49,2
U33011,55961,56280,23,11,194,4
U33013,21520,21606,3,0,50,1
U33015,69549,69854,21,0,216,37
U33017,23932,24015,3,0,49,0
U33019,7484,7492,0,5,6,1
U34001,16495,16567,5,0,11,0
U34003,180001,180882,176,14,568,56
U34005,90621,90928,43,0,111,0
U34007,106252,106626,60,0,150,2
U34009,12182,12212,1,0,3,0
U34011,13467,13507,2,0,5,0
U34013,151915,152603,133,25,412,28
U34015,65407,65580,19,5,45,4
U34017,142411,142999,96,0,296,5
U34019,36449,36499,5,0,14,21
U34021,50558,50741,20,0,55,9
U34023,160494,161137,134,6,391,81
U34025,116101,116578,79,2,230,11
U34027,100523,100896,52,0,161,9
U34029,88136,88484,50,8,133,2
U34031,114068,114474,61,25,199,0
U34033,14469,14495,1,0,2,0
U34035,84546,84770,28,8,82,10
U34037,42944,43036,7,0,22,0
U34039,124725,125192,72,0,219,19
U34041,29245,29302,3,0,10,0
U35001,16250,17586,1295,65,4,0
U35003,205,205,0,0,0,0
U35005,1220,1246,21,6,0,0
U35006,1862,1878,9,0,0,0
U35007,361,363,0,4,0,0
U35009,1653,1652,5,3,0,20
U35011,105,106,0,0,0,0
U35013,1183,12205,11064,86,1,0
U35015,912,916,26,13,0,20
U35017,508,535,31,6,0,0
U35019,168,170,0,0,0,0
U35021,47,48,0,0,0,0
U35023,395,406,11,0,0,0
U35025,1209,1203,17,33,0,0
U35027,928,936,4,0,0,0
U35028,337,343,0,0,0,0
U35029,667,714,64,20,0,0
U35031,3083,3117,24,3,0,0
U35033,751,756,0,0,0,0
U35035,2914,3062,140,9,0,0
U35037,332,336,0,0,0,0
U35039,7152,7182,9,3,0,0
U35041,1531,1545,3,0,0,0
U35043,22555,22748,144,0,1,0
U35045,2828,2837,7,11,0,0
U35047,2824,2837,5,8,0,0
U35049,10513,10644,96,10,1,0
U35051,380,395,13,0,0,0
U35053,1221,1230,8,0,0,6
U35055,1168,1182,1,0,0,0
U35057,3213,3235,8,0,0,0
U35059,280,284,0,0,0,0
U35061,14205,14369,143,12,0,0
U36001,24002,24109,8,0,41,10
U36003,6163,6238,0,0,51,0
U36005,244202,245934,361,13,1160,11
U36007,7509,7545,2,0,8,0
U36009,10351,10642,1,0,273,12
U36011,13320,13441,1,0,114,20
U36013,6117,6556,1,0,405,0
U36015,7238,7263,1,0,12,0
U36017,7150,7163,0,0,3,1
U36019,1216,2904,0,0,1732,58
U36021,10611,10629,1,4,3,0
U36023,6181,6197,0,0,5,0
U36025,5854,5864,0,3,1,0
U36027,39269,39418,12,0,48,0
U36029,9300,24645,25,0,15394,184
U36031,4006,4109,0,0,92,3
U36033,3054,3821,0,0,755,4
U36035,8189,8210,0,0,7,0
U36037,11133,11361,1,4,211,5
U36039,8412,8428,0,0,2,2
U36041,707,712,0,0,1,0
U36043,11762,11856,1,0,78,0
U36045,2212,2967,0,0,746,9
U36047,463389,468606,1280,43,3930,56
U36049,3844,3900,0,0,46,0
U36051,14057,14240,1,0,170,8
U36053,15718,15765,1,0,29,3
U36055,10581,16373,13,0,5714,19
U36057,8035,8050,0,0,3,0
U36059,257786,259606,382,5,1222,0
U36061,118957,119893,204,12,638,122
U36063,6623,33157,8,0,26575,113
U36065,11498,11725,3,0,194,0
U36067,12001,12468,6,0,434,27
U36069,18767,19058,2,0,264,0
U36071,52290,52493,20,0,70,0
U36073,8592,8938,0,0,320,0
U36075,21144,21664,3,0,481,0
U36077,6211,6227,0,0,2,0
U36079,34349,34407,4,0,13,0
U36081,557452,563170,1390,50,4305,14
U36083,41076,41189,7,0,40,0
U36085,104533,104898,51,4,155,0
U36087,60035,60218,19,0,65,5
U36089,1463,3421,0,0,1959,21
U36091,51185,51384,11,0,112,8
U36093,29032,29114,5,0,28,0
U36095,5565,5575,0,0,1,0
U36097,4565,4585,0,0,5,0
U36099,6305,6344,0,0,20,0
U36101,9438,9530,1,0,69,0
U36103,176782,178248,279,0,992,14
U36105,9560,9589,1,0,3,0
U36107,14333,14353,1,0,5,7
U36109,4028,4050,0,0,10,0
U36111,27238,27323,5,0,22,0
U36113,8022,8076,1,0,40,2
U36115,13530,13563,1,0,16,0
U36117,20748,21326,2,0,541,0
U36119,156574,157422,160,27,554,50
U36121,8285,8432,0,0,124,3
U36123,4433,4454,0,0,11,0
U37001,15885,15946,2,0,2,11
U37003,8824,8857,0,0,0,0
U37005,1129,1135,0,0,0,0
U37007,3952,3967,0,0,0,0
U37009,2770,2787,0,0,0,0
U37011,2026,2042,0,0,0,0
U37013,4354,4379,0,0,0,0
U37015,3028,3045,0,0,0,0
U37017,4519,4537,0,0,0,0
U37019,10748,10810,1,0,1,0
U37021,10398,10483,3,0,2,0
U37023,13011,13089,1,0,1,0
U37025,30849,30950,5,0,4,0
U37027,11973,12033,1,0,1,0
U37029,2370,2380,0,0,0,0
U37031,6833,6856,0,9,0,0
U37033,7182,7215,0,0,0,0
U37035,11428,11483,2,29,2,0
U37037,13582,13633,1,0,1,0
U37039,1858,1868,0,0,0,0
U37041,1686,1688,0,7,0,0
U37043,1781,1789,0,0,0,0
U37045,14379,14446,2,0,1,0
U37047,5735,5769,0,0,0,0
U37049,5841,5879,1,0,1,0
U37051,12965,13056,5,9,4,0
U37053,5703,5722,0,0,0,0
U37055,1501,1514,0,0,0,0
U37057,32132,32240,5,0,5,0
U37059,8890,8924,0,0,0,0
U37061,6839,6865,0,2,0,0
U37063,28012,28110,7,0,7,0
U37065,9707,9750,1,0,1,0
U37067,28421,28517,10,27,10,1
U37069,14425,14469,1,0,1,0
U37071,32882,33001,7,0,6,7
U37073,2759,2747,0,0,0,22
U37075,782,790,0,0,0,0
U37077,9495,9537,1,0,1,0
U37079,4852,4872,0,0,0,0
U37081,25707,25789,13,27,12,8
U37083,6054,6084,0,0,0,0
U37085,24518,24593,3,0,2,0
U37087,6423,6458,0,0,0,0
U37089,9948,10003,1,0,1,0
U37091,2676,2689,0,0,0,0
U37093,8976,9001,0,9,0,0
U37095,275,276,0,0,0,0
U37097,18305,18399,3,0,2,0
U37099,3931,3950,0,0,0,0
U37101,31607,31695,4,0,4,0
U37103,3083,3092,0,0,0,0
U37105,6451,6481,0,0,0,0
U37107,5083,5120,0,0,0,0
U37109,16483,16543,1,0,1,0
U37111,4834,4865,0,0,0,0
U37113,2103,2114,0,0,0,0
U37115,4599,4621,0,0,0,0
U37117,4352,4373,0,0,0,0
U37119,33145,33307,27,2,22,17
U37121,2100,2112,0,0,0,0
U37123,3402,3420,0,0,0,0
U37125,7589,7620,1,12,1,4
U37127,12112,12168,1,0,1,0
U37129,7639,7704,1,0,1,0
U37131,4490,4511,0,0,0,0
U37133,8036,8081,1,0,1,0
U37135,25686,25768,4,5,3,0
U37137,2364,2375,0,0,0,0
U37139,3305,3328,0,0,0,0
U37141,10929,10964,1,0,0,0
U37143,2741,2755,0,0,0,0
U37145,6886,6922,0,0,0,0
U37147,8837,8861,1,11,1,15
U37149,3841,3857,0,0,0,0
U37151,27063,27156,4,8,4,0
U37153,4815,4844,0,0,0,0
U37155,13155,13235,2,0,1,0
U37157,16047,16107,2,0,2,8
U37159,19480,19574,3,0,3,0
U37161,5804,5842,0,0,0,0
U37163,9527,9574,1,0,1,0
U37165,3609,3630,0,0,0,0
U37167,8692,8736,1,0,0,0
U37169,15325,15379,1,0,1,0
U37171,8584,8634,1,0,1,0
U37173,1478,1489,0,0,0,0
U37175,2631,2650,0,0,0,0
U37177,602,604,0,0,0,0
U37179,28462,28579,4,0,3,0
U37181,5318,5339,0,0,0,8
U37183,65854,66046,48,0,45,20
U37185,3922,3941,0,0,0,0
U37187,1725,1731,0,0,0,0
U37189,2863,2887,0,0,0,0
U37191,9113,9157,1,0,1,0
U37193,6718,6764,1,0,0,0
U37195,6595,6635,1,0,1,0
U37197,9653,9695,0,0,0,0
U37199,2627,2636,0,0,0,0
U38001,159,159,0,0,0,5
U38003,847,862,0,0,3,0
U38005,531,542,0,0,9,0
U38007,140,143,0,0,0,0
U38009,332,639,0,0,302,0
U38011,144,148,0,0,0,0
U38013,189,216,0,0,27,2
U38015,3727,3903,0,0,133,0
U38017,7187,7442,1,0,194,11
U38019,61,238,0,0,175,0
U38021,351,358,0,0,0,0
U38023,99,104,0,0,6,2
U38025,420,427,0,0,2,0
U38027,322,327,0,0,1,0
U38029,204,210,0,0,0,0
U38031,232,235,0,0,1,0
U38033,92,94,0,0,0,0
U38035,2874,3145,0,0,238,0
U38037,205,208,0,0,0,0
U38039,159,162,0,0,0,0
U38041,163,168,0,0,0,0
U38043,195,199,0,0,0,0
U38045,433,438,0,0,0,0
U38047,177,179,0,0,0,0
U38049,1010,1034,0,0,18,0
U38051,125,127,0,0,0,0
U38053,439,450,0,0,6,0
U38055,968,994,0,0,12,0
U38057,334,345,0,0,3,0
U38059,6577,6687,0,0,75,0
U38061,568,585,0,0,13,0
U38063,383,388,0,0,2,0
U38065,387,391,0,0,1,0
U38067,444,625,0,0,176,1
U38069,226,233,0,0,3,0
U38071,548,574,0,0,23,0
U38073,667,674,0,0,0,0
U38075,363,372,0,0,7,0
U38077,2041,2057,0,0,1,0
U38079,125,226,0,0,96,0
U38081,369,375,0,0,0,0
U38083,139,141,0,0,0,0
U38085,112,116,0,0,0,0
U38087,103,105,0,0,0,0
U38089,624,649,0,0,9,0
U38091,339,342,0,0,0,0
U38093,494,512,0,0,4,0
U38095,216,227,0,0,11,0
U38097,1087,1104,0,0,5,0
U38099,780,836,0,0,49,0
U38101,970,1227,0,0,241,0
U38103,299,303,0,0,1,0
U38105,389,433,0,7,41,0
U39001,4446,4464,0,0,0,0
U39003,7346,7385,1,0,5,0
U39005,7926,7959,0,0,7,0
U39007,12534,12710,1,8,141,0
U39009,4271,4287,0,0,1,6
U39011,9122,9152,0,0,2,0
U39013,9998,10042,1,0,6,0
U39015,11873,11913,1,7,1,0
U39017,69585,69788,25,10,63,0
U39019,7327,7347,0,0,3,0
U39021,10009,10036,0,0,2,0
U39023,20655,20736,3,0,14,5
U39025,52767,52900,10,7,23,0
U39027,6027,6059,0,0,1,0
U39029,19438,19536,2,0,41,0
U39031,4485,4504,0,0,2,0
U39033,7351,7377,0,0,5,0
U39035,48028,56701,84,10,8452,34
U39037,9285,9309,1,0,2,6
U39039,6497,6512,0,0,3,5
U39041,36573,36683,4,8,30,0
U39043,9251,9364,1,0,83,0
U39045,33605,33717,5,0,21,0
U39047,4692,4715,0,0,1,0
U39049,39667,40101,47,13,251,4
U39051,8098,8124,0,0,6,0
U39053,2956,2982,0,0,0,0
U39055,25301,25447,2,0,99,7
U39057,32337,32448,5,0,18,0
U39059,4379,4390,0,0,1,2
U39061,61772,62102,58,5,126,8
U39063,6654,6683,1,0,5,0
U39065,5487,5495,0,0,2,9
U39067,3442,3451,0,0,1,0
U39069,5961,5977,0,0,3,0
U39071,7596,7633,0,0,1,0
U39073,6064,6082,0,0,1,0
U39075,4279,4295,0,0,2,0
U39077,9211,9251,1,0,16,0
U39079,4202,4228,0,0,0,0
U39081,8970,9019,1,0,8,0
U39083,7368,7392,0,0,4,0
U39085,42646,43899,11,0,1168,15
U39087,13364,13413,1,9,2,0
U39089,28668,28782,5,6,30,0
U39091,6823,6838,0,7,2,2
U39093,43272,44070,13,0,690,9
U39095,31481,32148,15,0,555,23
U39097,10218,10245,0,0,2,6
U39099,32119,32405,9,9,202,0
U39101,6417,6447,0,0,4,0
U39103,40583,40831,7,12,173,0
U39105,4502,4521,0,0,0,0
U39107,6710,6732,0,0,1,0
U39109,18559,18619,2,0,7,5
U39111,2210,2219,0,0,0,0
U39113,47890,48166,29,0,91,0
U39115,2738,2749,0,0,0,0
U39117,10081,10108,0,0,3,0
U39119,7867,7899,1,0,5,0
U39121,2271,2276,0,0,0,0
U39123,8425,8510,0,0,65,0
U39125,5091,5104,0,0,1,0
U39127,8366,8395,0,0,2,0
U39129,12100,12137,1,0,3,0
U39131,3524,3540,0,0,0,2
U39133,38424,38662,6,5,166,0
U39135,10905,10940,1,0,1,0
U39137,7223,7239,0,0,2,0
U39139,9278,9341,1,0,18,0
U39141,8939,8986,1,0,2,0
U39143,9244,9335,1,0,60,0
U39145,6386,6436,1,0,1,0
U39147,10436,10496,1,0,33,0
U39149,5360,5384,0,0,1,0
U39151,36313,36672,15,0,237,4
U39153,63607,64608,38,10,864,31
U39155,26118,26412,6,0,209,0
U39157,11219,11268,1,0,12,0
U39159,8694,8716,0,0,2,0
U39161,4944,4956,0,0,1,0
U39163,2855,2865,0,0,0,0
U39165,46937,47063,8,5,23,0
U39167,8166,8201,1,0,2,0
U39169,14672,14728,2,5,26,13
U39171,4640,4658,0,0,2,0
U39173,26932,27076,3,0,84,10
U39175,3791,3802,0,0,1,0
U40001,2941,2959,0,0,0,0
U40003,606,609,0,0,0,0
U40005,1466,1470,0,0,0,0
U40007,972,985,0,0,0,0
U40009,905,916,0,0,0,0
U40011,918,922,0,0,0,3
U40013,5081,5105,1,0,0,0
U40015,3536,3554,1,0,0,0
U40017,27299,27387,10,0,1,10
U40019,1906,1915,0,0,0,2
U40021,4803,4834,0,0,0,0
U40023,1525,1529,0,0,0,3
U40025,190,194,0,0,0,0
U40027,51409,51613,43,0,4,6
U40029,923,926,0,0,0,0
U40031,2841,2870,2,0,0,7
U40033,1355,1358,0,0,0,0
U40035,1460,1470,0,0,0,0
U40037,15801,15858,3,0,0,0
U40039,1959,1973,0,0,0,0
U40041,6734,6763,0,0,0,0
U40043,650,653,0,0,0,0
U40045,593,599,0,0,0,0
U40047,1729,1749,0,0,0,0
U40049,2817,2832,0,0,0,0
U40051,8407,8446,2,0,0,0
U40053,771,774,0,0,0,0
U40055,609,614,0,0,0,0
U40057,258,260,0,0,0,0
U40059,344,350,0,0,0,0
U40061,1506,1515,0,0,0,0
U40063,1839,1848,0,0,0,0
U40065,754,761,0,0,0,0
U40067,900,906,0,0,0,0
U40069,1696,1700,0,0,0,0
U40071,1639,1655,0,0,0,4
U40073,1896,1907,0,0,0,0
U40075,1097,1104,0,0,0,0
U40077,1378,1385,0,0,0,0
U40079,6781,6810,1,2,0,0
U40081,7579,7612,1,0,0,0
U40083,9685,9719,1,0,0,3
U40085,1868,1871,0,0,0,0
U40087,8190,8214,1,0,0,0
U40089,1434,1441,0,0,0,0
U40091,3063,3078,0,0,0,0
U40093,1023,1028,0,0,0,0
U40095,1587,1592,0,0,0,0
U40097,4746,4770,0,0,0,2
U40099,1650,1659,0,0,0,0
U40101,4517,4547,1,0,0,0
U40103,1447,1455,0,0,0,0
U40105,2412,2423,0,0,0,0
U40107,1595,1603,0,0,0,0
U40109,21574,21804,52,0,6,0
U40111,5793,5817,1,0,0,0
U40113,12338,12393,1,0,0,0
U40115,3995,4021,0,0,0,0
U40117,4332,4351,0,0,0,0
U40119,3989,4026,1,0,0,0
U40121,1752,1764,0,0,0,1
U40123,1495,1505,0,0,0,0
U40125,9449,9495,2,0,0,0
U40127,1121,1126,0,0,0,0
U40129,452,457,0,0,0,0
U40131,18290,18359,3,2,1,0
U40133,3024,3041,0,0,0,0
U40135,6840,6866,1,0,0,0
U40137,2775,2781,1,0,0,13
U40139,1359,1364,0,12,0,0
U40141,850,857,0,0,0,0
U40143,15531,15699,20,7,4,21
U40145,20272,20337,3,0,1,0
U40147,4423,4454,0,0,0,0
U40149,2086,2096,0,0,0,0
U40151,462,467,0,0,0,0
U40153,792,803,0,0,0,0
U41001,534,537,0,0,0,3
U41003,7680,7718,2,0,18,0
U41005,83678,84883,95,0,958,0
U41007,1413,1423,0,0,2,0
U41009,9890,9929,1,0,19,0
U41011,1197,1210,0,0,1,0
U41013,1565,1570,0,0,1,0
U41015,696,700,0,0,0,0
U41017,3067,3070,1,27,6,0
U41019,2480,2492,1,0,3,7
U41021,104,105,0,0,0,0
U41023,185,188,0,0,0,0
U41025,65,67,0,0,0,0
U41027,1492,1494,0,0,1,6
U41029,3969,3986,3,0,5,5
U41031,1949,1957,0,0,1,0
U41033,4116,4135,1,0,2,0
U41035,1016,1022,0,0,0,7
U41037,169,170,0,0,0,0
U41039,6131,6201,7,0,44,6
U41041,1376,1384,0,0,2,0
U41043,12806,12868,5,0,36,7
U41045,1747,1759,0,0,0,0
U41047,24526,24812,24,12,233,19
U41049,1590,1594,0,0,1,0
U41051,70163,72328,155,0,1817,14
U41053,16072,16130,3,0,35,7
U41055,204,203,0,0,0,0
U41057,1255,1260,0,0,1,0
U41059,3738,3751,1,11,9,2
U41061,662,666,0,0,0,0
U41063,140,147,0,0,0,0
U41065,1864,1876,0,0,1,0
U41067,72338,73872,109,27,1284,0
U41069,123,124,0,0,0,0
U41071,13911,13984,4,1,44,0
U42001,20928,20970,2,0,5,0
U42003,44601,45444,64,35,685,31
U42005,13447,13483,1,0,16,12
U42007,33926,34087,7,22,110,5
U42009,6646,6673,0,0,1,0
U42011,36858,37001,15,9,43,0
U42013,6114,6142,1,0,4,0
U42015,6472,6482,0,0,2,4
U42017,134732,135256,89,9,248,14
U42019,29324,29515,6,0,126,0
U42021,12091,12141,2,0,12,0
U42023,379,382,0,0,0,0
U42025,13505,13527,1,0,3,0
U42027,5221,5245,1,2,4,0
U42029,80128,80379,39,7,98,32
U42031,4614,4637,0,0,6,0
U42033,9862,9880,1,0,9,10
U42035,5502,5513,0,0,2,0
U42037,7211,7224,1,0,2,0
U42039,8587,8675,1,0,60,6
U42041,32657,32754,8,0,21,6
U42043,27147,27241,8,0,22,3
U42045,115373,115780,71,6,178,16
U42047,1700,1714,0,0,2,0
U42049,3918,4753,1,0,801,7
U42051,21950,22031,4,0,18,0
U42053,768,771,0,0,0,0
U42055,17437,17484,3,0,7,10
U42057,2998,3004,0,0,0,0
U42059,5508,5534,0,0,1,0
U42061,6627,6645,0,0,1,0
U42063,8932,8954,1,0,8,11
U42065,6407,6433,0,0,7,2
U42067,4667,4675,0,0,0,0
U42069,14950,14996,3,0,12,17
U42071,29851,30023,16,0,41,0
U42073,12666,12733,1,0,32,8
U42075,22080,22127,3,0,8,6
U42077,37450,37579,13,0,37,16
U42079,20408,20505,7,5,25,0
U42081,6656,6677,1,0,4,0
U42083,3587,3616,0,0,16,0
U42085,10697,10784,1,0,46,2
U42087,4347,4366,0,0,1,0
U42089,22354,22413,3,0,11,0
U42091,133467,134063,111,0,298,6
U42093,3326,3335,0,0,0,0
U42095,56983,57133,17,13,50,10
U42097,17267,17299,2,0,6,0
U42099,14631,14653,1,0,2,0
U42101,138711,139720,236,17,612,30
U42103,13812,13832,1,0,2,0
U42105,1977,1983,0,0,2,0
U42107,18667,18717,3,0,10,4
U42109,5481,5499,0,0,1,0
U42111,9128,9164,1,0,4,0
U42113,973,979,0,0,0,0
U42115,9673,9684,0,0,2,0
U42117,4306,4321,0,0,3,0
U42119,5468,5490,0,0,1,0
U42121,5463,5501,0,0,13,0
U42123,3682,3710,0,0,20,0
U42125,36101,36253,8,0,64,3
U42127,7235,7250,0,0,1,0
U42129,58870,59179,24,0,164,0
U42131,6059,6069,0,0,1,0
U42133,50767,50950,22,8,55,0
U44001,14550,14573,1,0,4,0
U44003,42520,42637,8,0,36,0
U44005,13493,13519,1,0,6,0
U44007,72910,73361,50,0,244,8
U44009,28891,28949,4,0,17,6
U45001,5408,5432,0,0,0,0
U45003,18431,18523,3,0,2,0
U45005,1218,1226,0,0,0,0
U45007,23830,23943,5,0,3,0
U45009,2492,2505,0,0,0,0
U45011,3205,3226,0,0,0,0
U45013,3052,3077,0,0,0,11
U45015,36080,36181,6,16,4,0
U45017,4343,4356,0,0,0,0
U45019,14750,14855,6,6,3,3
U45021,6905,6947,0,0,0,0
U45023,6308,6331,0,0,0,5
U45025,5699,5727,0,0,0,0
U45027,5149,5170,0,0,0,0
U45029,5091,5117,0,0,0,0
U45031,10575,10625,1,0,1,0
U45033,3931,3945,0,0,0,0
U45035,27560,27648,3,0,2,0
U45037,5465,5485,0,0,0,0
U45039,4941,4960,0,0,0,0
U45041,8901,8974,1,0,1,0
U45043,6007,6032,0,3,0,0
U45045,23308,23455,10,0,7,0
U45047,4129,4160,0,0,0,0
U45049,2862,2877,0,0,0,0
U45051,8893,8963,2,0,2,7
U45053,4700,4721,0,0,0,0
U45055,11025,11069,1,0,0,0
U45057,10849,10897,1,0,1,0
U45059,13343,13390,1,0,1,18
U45061,4154,4163,0,7,0,0
U45063,50114,50256,13,0,8,0
U45065,1682,1691,0,0,0,0
U45067,3870,3884,0,0,0,0
U45069,4386,4404,0,0,0,0
U45071,5399,5423,0,0,0,0
U45073,8863,8909,1,0,0,0
U45075,8244,8300,1,0,1,0
U45077,23078,23174,3,5,2,0
U45079,26694,26814,10,0,7,9
U45081,4756,4776,0,0,0,0
U45083,21443,21570,6,0,5,11
U45085,6866,6919,1,0,1,0
U45087,4664,4685,0,0,0,0
U45089,5479,5503,0,0,0,0
U45091,31974,32055,6,22,5,14
U46003,425,428,0,0,0,0
U46005,602,620,0,0,0,0
U46007,221,227,0,0,0,0
U46009,783,793,0,0,0,0
U46011,1863,1876,0,0,0,0
U46013,622,634,0,7,1,0
U46015,446,452,0,0,0,0
U46017,91,93,0,0,0,0
U46019,1273,1282,0,0,0,0
U46021,183,187,0,0,0,0
U46023,264,271,0,0,0,0
U46025,375,380,0,0,0,0
U46027,1716,1732,0,0,0,0
