uid,population,commuters,ratio
19157,18815,1802,0.0957746478873
19159,5469,628,0.114829036387
19161,11529,1740,0.150923757481
19163,158668,18452,0.116293140394
19165,13173,1691,0.12836863281
19167,31589,1736,0.0549558390579
19169,79981,7160,0.0895212612996
19171,18103,3232,0.17853394465
19173,6958,1314,0.188847369934
19175,12309,877,0.0712486798278
19177,7809,1459,0.186835702395
19179,36051,2817,0.0781393026546
19181,40671,14232,0.3499299255
19183,20670,4044,0.19564586357
19185,6730,1014,0.150668647845
19187,40235,2488,0.0618367093327
19189,11723,1276,0.108845858569
19191,21310,1678,0.0787423744721
19193,103877,10936,0.105278358058
19195,7909,2187,0.276520419775
19197,14334,1480,0.103251011581
20001,14385,1365,0.0948905109489
20003,8110,1458,0.179778051788
20005,16774,1738,0.103612733993
20007,5307,355,0.0668927831166
20009,28205,1211,0.0429356497075
20011,15379,1058,0.0687951102152
20013,10724,1315,0.122622155912
20015,59482,14337,0.241030900104
20017,3030,701,0.231353135314
20019,4359,587,0.134663913742
20021,22605,4573,0.202300376023
20023,3165,197,0.06224328594
20025,2390,250,0.10460251046
20027,8822,1198,0.135796871458
20029,10268,688,0.0670042851578
20031,8865,950,0.107163000564
20033,1967,134,0.0681240467717
20035,36291,2824,0.0778154363341
20037,38242,2279,0.0595941634852
20039,3472,239,0.06883640553
20041,19344,2966,0.153329197684
20043,8249,1913,0.231906897806
20045,99962,13058,0.130629639263
20047,3449,387,0.112206436648
20049,3261,511,0.156700398651
20051,27507,1057,0.0384265823245
20053,6525,651,0.0997701149425
20055,40523,851,0.0210004195148
20057,32458,901,0.0277589500277
20059,24784,4871,0.19653808909
20061,27947,5391,0.192900848034
20063,3068,251,0.0818122555411
20065,2946,253,0.0858791581806
20067,7909,419,0.0529776204324
20069,5904,777,0.131605691057
20071,1534,66,0.0430247718383
20073,7673,1153,0.150267170598
20075,2670,108,0.0404494382022
20077,6536,619,0.0947062423501
20079,32869,5169,0.157260640725
20081,4307,431,0.100069654052
20083,2085,216,0.103597122302
20085,12657,2868,0.226593979616
20087,18426,5981,0.324595680017
20089,3791,488,0.128725929834
20091,451086,77876,0.172641137167
20093,4531,573,0.126462149636
20095,8673,1405,0.161997002191
20097,3278,274,0.0835875533862
20099,22835,1659,0.0726516312678
20101,2155,120,0.0556844547564
20103,68691,12065,0.175641641554
20105,3578,477,0.13331470095
20107,9570,2223,0.232288401254
20109,3046,355,0.116546290217
20111,35935,1771,0.0492834284124
20113,29554,2275,0.0769777356703
20115,13361,2001,0.149764239204
20117,10965,658,0.060009119927
20119,4631,520,0.112286763118
20121,28351,8380,0.295580402808
20123,6932,308,0.0444316214657
20125,36252,1751,0.0483007834051
20127,6104,878,0.143840104849
20129,3496,247,0.070652173913
20131,10717,887,0.0827656993562
20133,16997,1602,0.0942519268106
20135,3454,164,0.0474811812391
20137,5953,264,0.0443473878717
20139,16712,4887,0.292424605074
20141,4452,317,0.0712039532794
20143,6163,1540,0.24987830602
20145,7233,533,0.0736900317987
20147,6001,342,0.0569905015831
20149,18209,4169,0.22895271569
20151,9647,595,0.0616772053488
20153,2966,184,0.062036412677
20155,64790,3448,0.0532180892113
20157,5835,425,0.0728363324764
20159,10761,1354,0.125824737478
20161,62843,6382,0.101554667982
20163,5685,473,0.083201407212
20165,3551,479,0.134891579837
20167,7370,477,0.0647218453189
20169,53597,1448,0.0270164374872
20171,5120,305,0.0595703125
20173,452869,7611,0.0168061845699
20175,22510,881,0.0391381608174
20177,169871,5597,0.0329485315328
20179,2813,237,0.0842516885887
20181,6760,312,0.0461538461538
20183,4536,321,0.0707671957672
20185,4789,568,0.118605136772
20187,2406,206,0.0856192851205
20189,5463,434,0.0794435291964
20191,25946,4836,0.186387111694
20193,8180,382,0.0466992665037
20195,3319,365,0.109972883399
20197,6885,2211,0.321132897603
20199,1749,100,0.0571755288736
20201,6483,873,0.134659879685
20203,2531,142,0.0561043065982
20205,10332,1018,0.0985288424313
20207,3788,631,0.166578669483
20209,157882,34762,0.220177094286
21001,17244,2722,0.157852006495
21003,17800,3375,0.189606741573
21005,19111,5992,0.313536706609
21007,8286,1783,0.215182235095
21009,38033,3416,0.0898167380959
21011,11085,2541,0.229228687415
21013,30060,1731,0.0575848303393
21015,85991,20910,0.243164982382
21017,19360,4339,0.224121900826
21019,49752,5282,0.106166586268
21021,27697,3241,0.117016283352
21023,8279,2548,0.307766638483
21025,16100,1587,0.0985714285714
21027,18648,3942,0.21138996139
21029,61236,22213,0.362744137435
21031,13010,2297,0.176556495004
21033,13060,2095,0.160413476263
21035,34177,2716,0.0794686485063
21037,88616,27330,0.308409316602
21039,5351,1362,0.254531863203
21041,10155,991,0.0975873953717
21043,26889,4617,0.171705902042
21045,15447,2784,0.180229170713
21047,72265,4041,0.0559191863281
21049,33144,6987,0.210807385952
21051,24556,2283,0.0929711679427
21053,9634,999,0.103695246004
21055,9384,1661,0.17700341006
21057,7147,764,0.10689799916
21059,91545,5822,0.0635971380196
21061,11644,3011,0.25858811405
21063,6748,1358,0.201244813278
21065,15307,3043,0.198797935585
21067,260512,19168,0.0735781844982
21069,13792,2193,0.159005220418
21071,42441,3841,0.0905021088099
21073,47687,4495,0.0942604902804
21075,7752,1119,0.144349845201
21077,7870,2272,0.288691232529
21079,14792,4571,0.309018388318
21081,22384,6081,0.27166726233
21083,37028,5266,0.142216700875
21085,24053,2593,0.107803600382
21087,11518,2229,0.193523181108
21089,36891,7861,0.213087202841
21091,8392,1552,0.184938036225
21093,94174,8743,0.0928387877758
21095,33202,1159,0.0349075356906
21097,17983,3351,0.186342656954
21099,17445,2797,0.160332473488
21101,44829,5480,0.122242298512
21103,15060,4154,0.27583001328
21105,5262,1121,0.213036868111
21107,46519,4005,0.0860938541241
21109,13495,1786,0.132345313079
21111,693604,25395,0.036613110651
21113,39041,10164,0.260341692067
21115,23445,2622,0.111836212412
21117,151464,45379,0.299602545819
21119,17649,2259,0.127995920449
21121,31795,3542,0.111401163705
21123,13373,3377,0.252523741868
21125,52715,4894,0.0928388504221
21127,15569,2416,0.155180165714
21129,7916,908,0.11470439616
21131,12401,1357,0.10942665914
21133,25277,2090,0.0826838628002
21135,14092,2788,0.197842747658
21137,23361,5824,0.249304396216
21139,9804,2704,0.275805793554
21141,26573,3291,0.123847514394
21143,8080,1392,0.172277227723
21145,65514,4684,0.0714961687578
21147,17080,1955,0.114461358314
21149,9938,2586,0.2602133226
21151,70872,10433,0.147209052941
21153,13332,1562,0.117161716172
21155,18212,2487,0.1365583132
21157,30125,5207,0.172846473029
21159,12578,1009,0.0802194307521
21161,16800,1582,0.0941666666667
21163,26349,7513,0.285134160689
21165,6556,1244,0.189749847468
21167,20817,4375,0.210164769179
21169,10037,1888,0.188104015144
21171,11756,1266,0.107689690371
21173,22554,3647,0.161700806952
21175,13948,1475,0.105749928305
21177,31839,3202,0.100568485191
21179,37477,6405,0.170904821624
21181,6813,1888,0.277117275796
21183,22916,3940,0.171932274393
21185,46178,14501,0.31402399411
21187,10547,2640,0.250308144496
21189,4858,588,0.121037463977
21191,14390,3985,0.276928422516
21193,29390,965,0.0328342973801
21195,68736,3145,0.0457547718808
21197,13237,2654,0.200498602402
21199,56217,2595,0.0461604141096
21201,2266,564,0.248896734334
21203,16582,3111,0.187613074418
21205,22094,2197,0.0994387616547
21207,16315,1602,0.0981918479926
21209,33061,6388,0.193218595929
21211,33337,7412,0.22233554309
21213,16405,2353,0.143431880524
21215,11766,4593,0.390362060173
21217,22927,2281,0.0994896846513
21219,11971,2363,0.197393701445
21221,12597,2090,0.165912518854
21223,8125,2831,0.348430769231
21225,15637,2117,0.135384025069
21227,92522,5077,0.0548734355072
21229,10916,2043,0.187156467571
21231,19923,1629,0.0817647944587
21233,14120,3159,0.223725212465
21235,35865,3743,0.104363585668
21237,7065,1133,0.160368011323
21239,23208,6786,0.292399172699
22001,58861,9078,0.154227756919
22003,25440,2372,0.0932389937107
22005,76627,16836,0.219713677946
22007,23388,5522,0.23610398495
22009,41481,4043,0.0974663098768
22011,32986,5250,0.159158430849
22013,15752,2783,0.176675977654
22015,98310,20439,0.207903570339
22017,252161,17487,0.0693485511241
22019,183577,4854,0.0264412208501
22021,10560,1641,0.155397727273
22023,9991,1666,0.166750075068
22025,10920,1395,0.127747252747
22027,16851,1981,0.117559788737
22029,20247,2837,0.14011952388
22031,25494,4816,0.18890719385
22033,412852,21648,0.0524352552489
22035,9421,701,0.0744082369175
22037,21360,4119,0.192837078652
22039,35434,3877,0.109414686459
22041,21263,1917,0.0901566100738
22043,18698,4644,0.248368809498
22045,73266,7276,0.0993093658723
22047,33320,5042,0.151320528211
22049,15397,3077,0.199844125479
22051,455466,73606,0.1616059157
22053,31435,5094,0.162048671863
22055,190503,11695,0.0613901093421
22057,89974,12591,0.139940427235
22059,14282,1534,0.107407926061
22061,42509,3335,0.0784539744525
22063,91814,27756,0.302306837737
22065,13728,1276,0.0929487179487
22067,31021,3573,0.115180039328
22069,39080,2491,0.0637410440123
22071,484674,41097,0.0847930774087
22073,147250,4675,0.0317487266553
22075,26757,3668,0.137085622454
22077,22763,3990,0.17528445284
22079,126337,4312,0.0341309355137
22081,9622,1177,0.122323841197
22083,20981,3132,0.149277918116
22085,23459,2495,0.106355769641
22087,67229,16836,0.250427642833
22089,48072,11513,0.23949492428
22091,10525,2432,0.23106888361
22093,21216,3581,0.168787707391
22095,43044,10044,0.23334262615
22097,87700,11035,0.12582668187
22099,48583,10789,0.222073564827
22101,53500,2461,0.046
22103,191268,34269,0.179167450907
22105,100588,12374,0.123016662027
22107,6618,528,0.0797824116047
22109,104503,6816,0.0652230079519
22111,22803,4716,0.206814892777
22113,53807,8195,0.15230360362
22115,52531,4142,0.0788486798271
22117,43926,4499,0.102422255612
22119,41831,5753,0.137529583323
22121,21601,5797,0.268367205222
22123,12314,1602,0.130095825889
22125,15111,1784,0.118059691615
22127,16894,1389,0.0822185391263
23001,103793,13178,0.126964246144
23003,73938,1237,0.0167302334388
23005,265612,15433,0.0581035495384
23007,29467,2845,0.096548681576
23009,51791,3189,0.0615744048194
23011,117114,11017,0.094070734498
23013,39618,2608,0.0658286637387
23015,33616,5562,0.165456925274
23017,54755,8175,0.149301433659
23019,144919,5759,0.0397394406531
23021,17235,1748,0.101421525965
23023,35214,9363,0.265888567047
23025,50888,7811,0.153493947493
23027,36280,6653,0.183379272326
23029,33941,1148,0.0338233994284
23031,186742,38553,0.206450611003
24001,74930,4410,0.0588549312692
24003,489656,111582,0.227878347248
24005,754292,176490,0.233981004704
24009,74563,22746,0.305057468181
24011,29772,7872,0.264409512293
24013,150897,42783,0.28352452335
24015,85951,23600,0.274575048574
24017,120546,36853,0.305717319529
24019,30674,4593,0.149735932712
24021,195277,41978,0.214966432299
24023,29846,3502,0.117335656369
24025,218590,53631,0.245349741525
24027,247842,83628,0.337424649575
24029,19197,2530,0.131791425744
24031,873341,187641,0.214854220745
24033,801515,241515,0.301323119343
24035,40563,12454,0.307028572837
24037,86211,11074,0.128452285671
24039,24747,3837,0.15504909686
24041,33812,3834,0.113391695256
24043,131923,16371,0.12409511609
24045,84644,9045,0.106859316667
24047,46543,5714,0.122768192854
24510,651154,94862,0.145682895291
25001,222230,14428,0.0649237276695
25003,134953,4658,0.0345157202878
25005,534678,92375,0.172767534853
25007,14987,330,0.0220190832054
25009,723419,117715,0.162720359847
25011,71535,13878,0.194002935626
25013,456228,36632,0.08029318674
25015,152251,29715,0.195171131881
25017,1465396,238294,0.162614064731
25019,9520,79,0.00829831932773
25021,650308,176288,0.27108385565
25023,472822,111499,0.235816015329
25025,689807,104724,0.151816377624
25027,750963,93376,0.124341678618
26001,11719,1916,0.16349517877
26003,9862,604,0.0612451835328
26005,105665,25683,0.243060616098
26007,31314,992,0.0316791211599
26009,23110,4067,0.175984422328
26011,17269,2756,0.159592333082
26013,8746,414,0.0473359249943
26015,56755,15948,0.280997268963
26017,110157,17815,0.161723721597
26019,15998,3423,0.213964245531
26021,162453,13959,0.0859263910177
26023,45787,6062,0.132395658156
26025,137985,10503,0.0761169692358
26027,51104,14913,0.291816687539
26029,26090,3117,0.119471061709
26031,26448,2992,0.113127646703
26033,38543,840,0.0217938406455
26035,31252,4855,0.155350057596
26037,64753,21223,0.327753154294
26039,14273,2051,0.143697891123
26041,38520,2035,0.0528296988577
26043,27472,1154,0.042006406523
26045,103655,29240,0.282089624234
26047,31437,1916,0.0609472914082
26049,436141,42554,0.0975693640359
26051,26023,4262,0.163778196211
26053,17370,1395,0.080310880829
26055,77654,4408,0.0567646225565
26057,42285,5358,0.126711599858
26059,46527,6804,0.146237668451
26061,36016,1052,0.0292092403376
26063,36079,2156,0.059757753818
26065,279320,27197,0.0973686094802
26067,61518,13814,0.224552163594
26069,27339,1516,0.0554519185047
26071,13138,852,0.0648500532806
26073,63351,6330,0.0999194961406
26075,158422,16900,0.106677102928
26077,238603,16937,0.0709840194801
26079,16571,3763,0.227083459055
26081,574335,25459,0.0443277877894
26083,2301,548,0.238157322903
26085,11333,2176,0.192005647225
26087,87904,21749,0.247417637423
26089,21119,4609,0.218239499976
26091,98890,14759,0.149246637678
26093,156951,45845,0.292097533625
26095,7024,295,0.0419988610478
26097,11943,1124,0.0941137067738
26099,788149,158856,0.201555797191
26101,24527,2088,0.0851306723203
26103,64634,1313,0.0203143856175
26105,28274,1898,0.0671288109217
26107,40553,5298,0.13064384879
26109,25326,4644,0.183368869936
26111,82874,10366,0.125081448947
26113,14478,3458,0.238845144357
26115,145945,33619,0.230353900442
26117,61266,10958,0.178859399993
26119,10315,1146,0.111100339312
26121,170200,18898,0.111034077556
26123,47874,9437,0.197121610895
26125,1194156,174512,0.146138360482
26127,26873,4971,0.184981207904
26129,21645,2053,0.0948486948487
26131,7818,742,0.0949091839345
26133,23197,3857,0.166271500625
26135,9418,977,0.10373752389
26137,23301,1378,0.0591390927428
26139,238314,45466,0.190781909581
26141,14411,1847,0.128165984318
26143,25469,2579,0.101260355727
26145,210039,16439,0.0782664171892
26147,164235,28109,0.171151094468
26149,62422,8387,0.134359680882
26151,44547,6775,0.152086560262
26153,8903,454,0.0509940469505
26155,71687,16889,0.235593622275
26157,58266,12826,0.220128376755
26159,76263,17367,0.227725109162
26161,322895,39253,0.121565834095
26163,2061162,208733,0.101269575123
26165,30484,2694,0.0883742291038
27001,15301,2126,0.138945166983
27003,298084,95947,0.321879067645
27005,30000,3378,0.1126
27007,39650,2158,0.0544262295082
27009,34226,11452,0.334599427336
27011,5820,612,0.105154639175
27013,55941,7169,0.128152875351
27015,26911,1409,0.0523577719148
27017,31671,4502,0.142148969088
27019,70205,22706,0.323424257532
27021,27150,4559,0.167918968692
27023,13088,1609,0.122937041565
27025,41101,13640,0.331865404735
27027,51229,13470,0.262937008335
27029,8423,1116,0.132494360679
27031,5168,109,0.0210913312693
27033,12167,961,0.0789841374209
27035,55099,3304,0.0599647906496
27037,355904,107128,0.301002517533
27039,17731,5139,0.289831368789
27041,32821,1847,0.0562749459188
27043,16181,1735,0.107224522588
27045,21122,3939,0.186488021968
27047,32584,3516,0.107905720599
27049,44127,7530,0.170643823509
27051,6289,897,0.142629988869
27053,1116200,102384,0.0917254972227
27055,19718,5057,0.25646617304
27057,18376,2975,0.161895951241
27059,31287,9707,0.310256656119
27061,43992,2951,0.0670803782506
27063,11268,1628,0.144479943202
27065,14996,3258,0.217257935449
27067,41203,2403,0.058320996044
27069,5285,619,0.117123935667
27071,14355,471,0.0328108672936
27073,8067,1011,0.125325399777
27075,11058,1421,0.128504250317
27077,4522,398,0.0880141530296
27079,25426,7012,0.275780696924
27081,6429,1123,0.174677243739
27083,25425,768,0.0302064896755
27085,34898,4557,0.130580549029
27087,5190,450,0.0867052023121
27089,10155,1954,0.192417528311
27091,21802,1621,0.0743509769746
27093,22644,4830,0.213301536831
27095,22330,4224,0.189162561576
27097,31712,4815,0.151835267407
27099,38603,4166,0.107919073647
27101,9165,1464,0.159738134206
27103,29771,8067,0.270968392059
27105,20832,1381,0.0662922427035
27107,7442,1012,0.135984950282
27109,124277,3610,0.0290480137113
27111,57159,4905,0.0858132577547
27113,13584,588,0.0432862190813
27115,26530,4587,0.172898605352
27117,9895,901,0.0910560889338
27119,31369,4307,0.137301157193
27121,11236,1699,0.151210395158
27123,511035,108054,0.211441486395
27125,4299,829,0.19283554315
27127,16815,1482,0.0881355932203
27129,17154,2449,0.142765535735
27131,56665,8363,0.147586693726
27133,9721,1513,0.155642423619
27135,16338,404,0.0247276288407
27137,200528,8459,0.0421836352031
27139,89498,31723,0.354454848153
27141,64417,23089,0.358430228045
27143,15356,3883,0.252865329513
27145,133166,13864,0.104110658877
27147,33680,2999,0.0890439429929
27149,10053,569,0.0566000198946
27151,11956,1223,0.102291736367
27153,24426,4487,0.183697699173
27155,4134,335,0.0810353168844
27157,21610,4852,0.224525682554
27159,13713,1460,0.106468314738
27161,19526,2924,0.149749052545
27163,201130,71346,0.354725799234
27165,11876,1390,0.117042775345
27167,7138,1835,0.257074810871
27169,49985,4360,0.0872261678504
27171,89986,27038,0.300468961839
27173,11080,1793,0.161823104693
28001,34340,1906,0.0555037856727
28003,34558,3042,0.0880259274264
28005,13599,2767,0.203470843444
28007,19661,1957,0.0995371547734
28009,8026,1765,0.219910291552
28011,40633,2748,0.0676297590628
28013,15069,2225,0.147654124361
28015,10769,3325,0.308756616213
28017,19440,3023,0.155504115226
28019,9758,1822,0.186718589875
28021,11831,1599,0.135153410532
28023,17955,2829,0.157560568087
28025,21979,2446,0.111288047682
28027,30622,2177,0.0710926784665
28029,28757,5139,0.178704315471
28031,19407,3330,0.171587571495
28033,107199,33729,0.314639129096
28035,72604,8015,0.110393366757
28037,8448,1362,0.161221590909
28039,19144,3776,0.197241955704
28041,13299,2559,0.192420482743
28043,23263,1260,0.0541632635516
28045,42967,6946,0.161658947564
28047,189601,9467,0.0499311712491
28049,250800,22284,0.0888516746411
28051,21609,2328,0.107732889074
28053,11206,736,0.0656791004819
28055,2274,456,0.200527704485
28057,22770,5758,0.252876592007
28059,131420,17010,0.129432354284
28061,18149,3247,0.178907928812
28063,9740,1359,0.139527720739
28065,13962,2697,0.193167168028
28067,64958,4998,0.0769420240771
28069,10453,2308,0.220797857075
28071,38744,2795,0.0721402023539
28073,39070,10749,0.275121576657
28075,78161,2550,0.0326249664155
28077,13258,2418,0.18238044954
28079,20940,2929,0.139875835721
28081,75755,4282,0.0565243218269
28083,37947,1204,0.0317284633831
28085,33166,3659,0.110323825605
28087,61586,3409,0.0553534894294
28089,74674,19953,0.267201435573
28091,25595,2641,0.103184215667
28093,34993,8304,0.237304603778
28095,38014,5883,0.154758773084
28097,12189,1943,0.159406021823
28099,28684,2883,0.100508994561
28101,21838,3234,0.148090484477
28103,12548,1087,0.0866273509723
28105,42902,3321,0.0774089786024
28107,34274,4457,0.130040263757
28109,48621,9002,0.185146335945
28111,12138,2636,0.217169220629
28113,38940,2759,0.0708525937339
28115,26726,4896,0.183192396917
28117,25556,3993,0.156245108781
28119,10117,1711,0.169121281012
28121,115327,29529,0.256045852229
28123,28423,3231,0.113675544453
28125,6580,678,0.103039513678
28127,27639,5085,0.183979159883
28129,16182,3257,0.201273019404
28131,13622,2468,0.181177506974
28133,34369,2334,0.0679100352061
28135,14903,2584,0.173387908475
28137,25370,5254,0.207094994088
28139,20826,3015,0.144770959378
28141,19163,3130,0.163335594635
28143,9227,425,0.0460604746938
28145,25362,4666,0.183976027127
28147,15156,2603,0.17174716284
28149,49644,2762,0.0556361292402
28151,62977,1648,0.0261682836591
28153,21216,2470,0.116421568627
28155,10294,1650,0.160287546143
28157,10312,1279,0.124030256012
28159,20160,2283,0.113244047619
28161,13051,2395,0.183510842081
28163,28149,2819,0.100145653487
29001,24977,1115,0.0446410697842
29003,16492,5890,0.357142857143
29005,6430,817,0.127060653188
29007,25853,2263,0.0875333616988
29009,34010,3781,0.111173184358
29011,12541,1381,0.110118810302
29013,16653,3194,0.191797273764
29015,17180,2531,0.147322467986
29017,12029,3253,0.270429794663
29019,135454,6589,0.0486438200422
29021,85998,5809,0.0675480825135
29023,40867,1838,0.0449751633347
29025,8969,2499,0.278626379752
29027,40766,9426,0.231222096845
29029,37051,3900,0.105260316861
29031,68693,3361,0.0489278383533
29033,10285,1521,0.14788526981
29035,5941,817,0.137518936206
29037,82092,26139,0.318411051016
29039,13733,1724,0.125537027598
29041,8438,1580,0.187248163072
29043,54285,17644,0.325025329281
29045,7416,1737,0.234223300971
29047,184006,49692,0.270056411204
29049,18979,5964,0.31424205701
29051,71397,3377,0.0472989061165
29053,16670,2787,0.167186562687
29055,22804,4137,0.181415541133
29057,7923,1475,0.186166855989
29059,15661,3418,0.218249153949
29061,8016,1718,0.214321357285
29063,11597,2240,0.193153401742
29065,14927,1627,0.108997119314
29067,13084,2274,0.173800061143
29069,33155,3753,0.113195596441
29071,93807,18200,0.194015371987
29073,15342,2623,0.170968582975
29075,6861,982,0.143127823932
29077,240391,8278,0.0344355653914
29079,10432,1121,0.107457822086
29081,8850,997,0.112655367232
29083,21997,2721,0.123698686184
29085,8940,1472,0.164653243848
29087,5351,869,0.162399551486
29089,10212,2500,0.244810027419
29091,37238,1544,0.0414630216446
29093,10697,1686,0.157614284379
29095,654880,77287,0.11801704129
29097,104686,8353,0.0797909940202
29099,198099,63688,0.321495817748
29101,48258,7365,0.152617182643
29103,4361,666,0.152717266682
29105,32513,2402,0.0738781410513
29107,32960,7859,0.238440533981
29109,35204,7368,0.209294398364
29111,10494,2157,0.205546026301
29113,38944,10066,0.258473705834
29115,13754,1281,0.0931365420968
29117,14558,920,0.0631954938865
29119,21681,4637,0.213873898805
29121,15762,2049,0.129996193376
29123,11800,1924,0.163050847458
29125,8903,2657,0.298438728518
29127,28289,3059,0.108133903637
29129,3757,545,0.145062549907
29131,23564,4572,0.194024783568
29133,13427,1866,0.138973709689
29135,14827,3092,0.208538477103
29137,9311,1931,0.207389109655
29139,12136,2412,0.198747528016
29141,19309,3147,0.162980993319
29143,19760,2682,0.135728744939
29145,52636,10376,0.197127441295
29147,21912,1294,0.0590543994158
29149,10344,1358,0.13128383604
29151,13062,3829,0.293140407288
29153,9542,1632,0.171033326347
29155,20047,2233,0.111388237642
29157,18132,2085,0.114990072799
29159,39403,2522,0.0640052787859
29161,39825,2689,0.0675204017577
29163,18351,2282,0.1243528963
29165,73781,24721,0.335059161573
29167,26992,4383,0.162381446354
29169,41165,2673,0.064933802988
29171,5223,818,0.156614972238
29173,9626,2883,0.299501350509
29175,24663,2386,0.096744110611
29177,23354,6944,0.297336644686
29179,6689,630,0.0941844819853
29181,13509,1903,0.140869050263
29183,283883,79013,0.278329452627
29185,9652,1757,0.182034811438
29186,17842,3421,0.191738594328
29187,55641,6110,0.109811110512
29189,1016315,139440,0.137201556604
29195,23756,1648,0.0693719481394
29197,4170,979,0.234772182254
29199,4983,653,0.131045554887
29201,40422,6663,0.164835980407
29203,8324,1152,0.138395002403
29205,6799,884,0.130019120459
29207,29705,3774,0.127049318297
29209,28658,6279,0.219101123596
29211,7219,697,0.0965507688045
29213,39703,1693,0.0426416139838
29215,23003,2867,0.124635917054
29217,20454,1939,0.0947980835044
29219,24525,6802,0.277349643221
29221,23344,4403,0.188613776559
29223,13259,1953,0.147296176182
29225,31045,7493,0.24135931712
29227,2382,410,0.172124265323
29229,17955,2570,0.14313561682
29510,348189,58261,0.167325791452
30001,9202,264,0.0286894153445
30003,12671,639,0.0504301160129
30005,7009,238,0.0339563418462
30007,4385,598,0.136374002281
30009,9552,1447,0.151486599665
30011,1360,72,0.0529411764706
30013,80357,1028,0.0127929116318
30015,5970,518,0.0867671691792
30017,11696,246,0.0210328317373
30019,2017,47,0.0233019335647
30021,9059,233,0.0257202781764
30023,9417,997,0.105872358501
30025,2837,124,0.0437081424039
30027,11893,206,0.0173211132599
30029,74471,1067,0.0143277248862
30031,67831,1508,0.0222317229585
30033,1279,25,0.0195465207193
30035,13247,214,0.0161546010417
30037,1042,137,0.131477927063
30039,2830,327,0.11554770318
30041,16673,359,0.0215318179092
30043,10049,2957,0.294258135138
30045,2329,230,0.0987548303993
30047,26507,1755,0.0662089259441
30049,55716,1241,0.0222736736306
30051,2158,79,0.0366079703429
30053,18837,542,0.0287731592079
30055,1977,195,0.0986342943854
30057,6851,556,0.0811560356152
30059,1932,99,0.0512422360248
30061,3884,409,0.105303810505
30063,95802,2271,0.0237051418551
30065,4497,413,0.0918390037803
30067,15694,1604,0.102204664203
30069,493,29,0.0588235294118
30071,4601,130,0.0282547272332
30073,6424,393,0.0611768368618
30075,1858,118,0.0635091496233
30077,7180,541,0.075348189415
30079,1199,93,0.0775646371977
30081,36070,3582,0.0993069032437
30083,9667,342,0.0353780904107
30085,10620,307,0.0289077212806
30087,9383,237,0.025258446126
30089,10227,562,0.0549525765132
30091,4105,89,0.0216808769793
30093,34606,1085,0.0313529445761
30095,8195,1035,0.12629652227
30097,3609,205,0.0568024383486
30099,6445,564,0.0875096974399
30101,5267,220,0.041769508259
30103,861,85,0.0987224157956
30105,7675,223,0.0290553745928
30107,2259,149,0.0659583886676
30109,1068,141,0.13202247191
30111,129352,2088,0.0161420001237
31001,31151,1620,0.0520047510513
31003,7452,907,0.121712292002
31005,444,76,0.171171171171
31007,819,186,0.227106227106
31009,583,53,0.0909090909091
31011,6259,631,0.10081482665
31013,12158,174,0.014311564402
31015,2438,203,0.0832649712879
31017,3525,161,0.0456737588652
31019,42259,2034,0.0481317589153
31021,7791,1428,0.183288409704
31023,8767,1859,0.212045169385
31025,24334,8331,0.342360483274
31027,9615,1492,0.155174206968
31029,4068,150,0.0368731563422
31031,6148,318,0.051724137931
31033,9830,251,0.0255340793489
31035,7039,1246,0.177013780367
31037,10441,1548,0.14826166076
31039,10203,984,0.0964422228756
31041,11793,630,0.0534215212414
31043,20253,4818,0.237890682862
31045,9060,438,0.0483443708609
31047,24365,1085,0.0445310896778
31049,2098,331,0.157769304099
31051,6339,1537,0.24246726613
31053,36160,4775,0.13205199115
31055,463585,23080,0.0497859076545
31057,2292,173,0.075479930192
31059,6634,736,0.110943623756
31061,3574,529,0.14801343033
31063,3099,459,0.148112294288
31065,5324,505,0.0948534936138
31067,22993,2357,0.102509459401
31069,2292,150,0.065445026178
31071,1902,163,0.0856992639327
31073,2143,535,0.249650023332
31075,747,43,0.0575635876841
31077,2714,309,0.113854089904
31079,53534,2347,0.0438412971196
31081,9403,1665,0.177071147506
31083,3786,556,0.146856840993
31085,1068,137,0.128277153558
31087,3111,552,0.17743490839
31089,11551,370,0.0320318587135
31091,783,51,0.0651340996169
31093,6567,1566,0.238465052535
31095,8333,1043,0.1251650066
31097,4488,864,0.192513368984
31099,6882,1551,0.225370531822
31101,8875,591,0.0665915492958
31103,983,112,0.113936927772
31105,4089,289,0.0706774272438
31107,9374,963,0.102730957969
31109,250291,7955,0.0317830045827
31111,34632,793,0.0228978978979
31113,774,149,0.192506459948
31115,712,95,0.133426966292
31117,533,78,0.146341463415
31119,35226,1591,0.0451655027536
31121,8204,1790,0.218186250609
31123,5440,732,0.134558823529
31125,4038,744,0.184249628529
31127,7576,685,0.0904171066526
31129,5057,611,0.120822622108
31131,15396,2414,0.15679397246
31133,3087,476,0.154195011338
31135,3200,259,0.0809375
31137,9747,735,0.0754078177901
31139,7857,1783,0.226931398753
31141,31662,1375,0.0434274524667
31143,5639,1151,0.204114204646
31145,11448,450,0.0393081761006
31147,9531,1208,0.126744308047
31149,1756,141,0.0802961275626
31151,13843,1933,0.139637361844
31153,122595,39457,0.321848362494
31155,19830,5800,0.292486132123
31157,36951,845,0.0228681226489
31159,16496,3288,0.199321047527
31161,6198,532,0.0858341400452
31163,3318,556,0.167570825799
31165,1475,300,0.203389830508
