uid,percentPoverty,medianIncome
27171,4.4,56064
27173,8.0,36473
28001,22.0,25953
28003,14.7,30190
28005,19.1,26984
28007,20.2,25581
28009,21.1,24769
28011,27.5,24106
28013,16.3,28269
28015,16.8,29718
28017,16.2,27529
28019,21.8,26932
28021,27.3,23314
28023,16.9,27759
28025,19.0,28330
28027,27.7,23180
28029,20.7,27139
28031,19.7,26908
28033,7.3,49479
28035,20.2,29861
28037,20.0,25763
28039,15.3,35739
28041,21.4,28643
28043,18.0,28672
28045,14.1,35841
28047,14.5,35564
28049,18.0,34399
28051,34.8,18051
28053,30.8,21171
28055,33.4,20194
28057,12.7,32545
28059,12.9,38608
28061,18.7,25396
28063,29.2,19181
28065,25.5,22556
28067,17.2,29314
28069,21.5,24596
28071,15.4,29757
28073,13.8,37709
28075,18.1,31194
28077,17.7,29309
28079,20.7,27207
28081,12.4,36911
28083,29.1,22285
28085,17.1,28877
28087,18.0,32502
28089,12.4,46400
28091,21.7,25724
28093,17.5,29295
28095,14.9,31365
28097,21.0,25948
28099,18.7,28648
28101,16.4,30001
28103,28.1,22848
28105,19.5,27190
28107,20.5,27282
28109,18.1,31197
28111,19.0,28141
28113,22.9,25485
28115,12.1,33204
28117,14.5,29047
28119,28.2,21086
28121,9.7,45021
28123,18.6,27052
28125,33.4,21825
28127,19.7,28195
28129,15.7,30531
28131,18.7,30230
28133,31.6,24598
28135,26.5,22585
28137,13.6,35618
28139,14.4,30294
28141,13.9,29358
28143,22.1,24819
28145,12.0,33577
28147,24.3,23506
28149,16.4,35383
28151,26.2,25969
28153,20.9,26555
28155,16.9,29206
28157,29.8,20045
28159,19.4,28844
28161,18.8,27185
28163,28.7,24903
29001,14.4,28683
29003,7.8,42209
29005,10.6,32550
29007,12.5,33602
29009,14.5,30127
29011,12.3,30810
29013,13.2,32010
29015,15.7,27345
29017,13.8,30987
29019,10.2,40040
29021,12.0,35239
29023,17.0,28105
29025,11.5,33070
29027,9.6,39482
29029,11.3,36004
29031,9.7,38282
29033,12.6,31789
29035,21.2,23913
29037,5.9,50737
29039,16.2,27189
29041,10.3,33131
29043,8.3,40254
29045,12.5,31080
29047,5.1,50583
29049,8.1,43543
29051,7.4,44652
29053,10.9,35823
29055,15.0,31434
29057,12.6,30357
29059,15.8,28478
29061,14.4,32135
29063,13.5,32159
29065,16.4,27649
29067,18.4,26328
29069,20.7,25919
29071,6.9,44866
29073,9.2,35898
29075,10.8,29946
29077,10.9,35548
29079,13.4,29214
29081,13.8,29413
29083,13.0,31862
29085,17.6,25545
29087,11.4,30707
29089,12.4,32086
29091,17.0,26879
29093,17.3,26953
29095,9.9,42123
29097,13.0,32410
29099,6.6,47761
29101,10.6,36656
29103,15.6,28039
29105,13.3,30816
29107,9.0,38658
29109,13.2,31683
29111,13.4,31683
29113,8.5,43854
29115,12.5,29564
29117,11.8,33607
29119,16.8,27800
29121,12.1,31336
29123,15.5,26892
29125,13.4,31749
29127,11.9,33138
29129,12.6,30459
29131,13.6,31160
29133,21.1,24548
29135,9.9,36952
29137,11.2,32610
29139,11.5,33705
29141,15.0,30541
29143,18.1,27967
29145,11.9,35415
29147,10.3,33529
29149,21.0,23309
29151,7.3,40196
29153,20.0,25934
29155,23.4,23329
29157,8.4,37902
29159,12.0,33141
29161,14.1,30800
29163,14.6,33024
29165,4.2,59234
29167,14.7,30331
29169,11.8,35824
29171,15.0,27446
29173,8.6,37964
29175,13.0,31919
29177,7.5,42837
29179,20.1,25794
29181,20.5,23663
29183,4.1,59894
29185,17.0,26193
29186,8.2,40655
29187,14.0,32151
29189,6.9,51309
29195,12.2,32482
29197,14.8,28246
29199,15.5,28337
29201,14.7,32242
29203,24.0,21869
29205,13.8,30816
29207,14.5,28452
29209,12.6,33125
29211,15.0,27491
29213,12.9,31267
29215,19.4,25369
29217,14.8,30190
29219,8.0,42508
29221,19.4,27644
29223,21.8,23875
29225,14.1,32733
29227,14.5,28081
29229,19.1,25869
29510,20.6,28731
30001,15.1,30499
30003,23.8,27502
30005,22.6,26157
30007,13.6,33572
30009,11.4,33556
30011,16.3,27850
30013,12.1,33819
30015,14.1,30054
30017,14.4,31361
30019,13.6,29720
30021,11.9,33200
30023,14.6,27795
30025,10.7,32339
30027,13.2,31624
30029,11.6,36327
30031,10.2,39592
30033,15.0,28622
30035,27.0,27049
30037,21.9,26886
30039,15.9,29362
30041,16.8,32043
30043,9.5,43283
30045,15.0,29704
30047,18.2,29527
30049,10.3,39893
30051,15.0,29505
30053,17.0,28389
30055,14.4,30876
30057,12.2,31457
30059,18.1,28172
30061,17.7,28209
30063,13.0,35353
30065,17.4,26278
30067,11.8,32593
30069,17.8,24618
30071,16.7,29414
30073,17.5,30569
30075,14.0,29830
30077,15.6,31530
30079,13.6,27568
30081,13.5,33121
30083,12.6,33605
30085,26.4,25474
30087,17.0,36980
30089,18.2,27798
30091,11.7,31392
30093,14.4,31284
30095,9.2,42082
30097,10.9,34190
30099,13.7,31351
30101,15.4,30785
30103,12.9,31447
30105,15.2,32194
30107,22.7,23993
30109,15.2,29080
30111,10.8,38308
31001,9.0,38471
31003,12.4,31914
31005,10.5,27315
31007,10.6,32021
31009,18.6,27177
31011,11.0,33288
31013,10.3,41668
31015,14.1,26599
31017,13.0,29743
31019,9.4,38620
31021,9.5,35124
31023,8.1,37952
31025,6.5,48981
31027,8.5,35501
31029,10.6,34783
31031,13.2,31214
31033,9.2,36274
31035,9.6,36566
31037,8.8,36852
31039,8.8,36035
31041,13.1,32284
31043,10.2,39418
31045,15.7,30293
31047,10.3,37171
31049,9.9,34115
31051,9.1,35406
31053,7.9,38857
31055,8.6,47522
31057,11.8,29830
31059,8.7,37403
31061,11.9,31140
31063,12.1,34290
31065,11.6,32040
31067,9.0,36149
31069,14.8,27870
31071,12.1,29295
31073,8.0,38594
31075,9.9,34553
31077,13.0,30073
31079,10.3,37491
31081,7.5,42310
31083,10.9,32031
31085,12.2,28792
31087,13.7,29673
31089,12.8,32005
31091,11.4,29605
31093,10.3,34850
31095,9.8,33866
31097,9.6,33914
31099,7.4,40064
31101,10.7,33832
31103,17.4,26157
31105,12.2,32158
31107,14.2,28678
31109,8.3,42970
31111,10.2,38543
31113,11.6,34571
31115,15.1,26558
31117,13.0,27681
31119,9.5,38849
31121,8.6,36073
31123,14.4,31360
31125,12.6,31731
31127,10.3,35386
31129,10.7,30504
31131,7.9,39133
31133,12.1,30229
31135,11.1,35660
31137,8.8,39557
31139,9.6,34679
31141,7.3,41757
31143,7.3,39029
31145,10.2,33942
31147,11.4,31005
31149,15.7,27389
31151,7.8,37323
31153,4.3,56704
31155,6.7,43079
31157,13.6,33267
31159,6.4,44312
31161,14.9,30518
31163,12.0,29651
31165,12.7,29410
31167,8.4,37919
31169,10.9,32773
31171,12.1,29068
31173,22.2,28364
31175,12.4,29748
31177,5.5,50686
31179,10.8,33525
31181,10.1,31434
31183,15.1,28963
31185,7.8,39225
32001,9.8,41734
32003,9.7,43454
32005,6.6,53090
32007,7.7,50989
32009,12.1,34592
32011,10.4,43821
32013,9.4,49064
32015,9.5,48183
32017,15.0,34456
32019,10.3,41620
32021,16.3,33094
32023,12.3,37319
32027,14.2,40180
32029,5.0,46901
32031,8.4,49431
32033,13.9,37038
32510,9.5,42710
33001,6.5,45180
33003,7.9,40792
33005,6.7,43554
33007,9.5,34676
33009,6.5,43470
33011,5.1,55472
33013,5.8,48875
33015,4.0,62612
33017,7.1,44198
33019,7.6,41756
34001,9.5,42849
34003,5.0,64214
34005,5.1,58793
34007,10.0,47020
34009,9.3,40822
34011,13.7,38346
34013,13.6,41988
34015,5.9,54431
34017,13.6,38907
34019,2.6,80429
34021,7.8,55474
34023,5.8,58765
34025,5.3,66283
34027,3.2,77524
34029,6.7,46940
34031,11.2,45783
34033,8.4,46026
34035,3.6,77646
34037,3.8,65497
34039,7.8,54138
34041,5.5,57245
35001,13.0,39072
35003,22.3,23788
35005,21.3,28724
35006,22.1,27396
35007,15.8,31098
35009,19.0,29703
35011,20.6,25794
35013,23.6,29647
35015,18.0,31913
35017,18.3,30315
35019,21.8,24562
35021,14.7,26217
35023,25.2,24689
35025,18.2,31686
35027,17.5,32192
35028,2.7,80383
35029,28.2,21546
35031,29.1,25745
35033,24.2,23817
35035,16.6,30777
35037,22.4,24948
35039,18.3,29279
35041,22.7,26978
35043,11.8,43608
35045,18.7,33791
35047,23.7,25889
35049,12.3,40787
35051,22.2,23883
35053,27.9,24102
35055,21.5,26976
35057,22.5,29927
35059,17.0,29217
35061,15.9,34921
36001,9.6,42281
36003,15.4,32876
36005,25.4,27696
36007,11.6,36343
36009,12.8,34673
36011,11.3,37813
36013,13.5,34422
36015,11.9,37209
36017,13.4,34543
36019,12.6,37635
36021,9.7,42135
36023,12.9,35339
36025,13.1,32946
36027,6.9,53879
36029,11.2,39380
36031,11.8,35509
36033,15.3,32122
36035,12.2,34314
36037,8.6,40932
36039,12.6,37186
36041,9.4,33742
36043,11.7,33911
36045,13.1,34438
36047,21.4,30302
36049,12.5,35099
36051,9.9,42550
36053,9.6,41065
36055,10.8,43766
36057,12.7,33146
36059,5.2,68419
36061,17.2,44085
36063,10.4,38244
36065,12.6,36819
36067,10.8,41197
36069,7.8,45139
36071,9.6,53415
36073,11.6,38322
36075,12.6,37611
36077,12.3,34285
36079,4.0,71732
36081,14.6,39478
36083,9.3,44011
36085,8.9,54057
36087,9.3,65575
36089,14.9,33323
36091,6.0,51135
36093,9.5,42944
36095,11.8,37090
36097,11.4,36566
36099,11.5,37507
36101,12.3,37146
36103,6.2,61000
36105,13.9,36535
36107,8.7,41443
36109,12.0,38304
36111,10.5,42108
36113,10.0,39983
36115,11.0,37259
36117,8.9,43932
36119,7.6,64230
36121,9.2,39700
36123,13.3,35407
37001,9.4,39163
37003,9.4,39683
37005,13.6,30819
37007,16.8,30230
37009,13.9,30017
37011,14.9,31592
37013,17.1,31825
37015,20.8,25876
37017,18.5,28009
37019,13.2,35937
37021,11.4,37589
37023,11.0,35694
37025,7.8,46415
37027,11.0,36775
37029,10.0,41015
37031,11.4,38728
37033,13.1,35329
37035,8.9,42492
37037,8.7,44269
37039,15.0,28839
37041,16.9,31540
37043,13.5,31893
37045,13.5,36492
37047,19.9,27460
37049,12.6,36802
37051,13.1,37282
37053,10.3,41648
37055,8.0,42381
37057,9.9,40089
37059,8.1,42915
37061,18.5,29157
37063,11.4,43518
37065,19.6,30444
37067,10.6,42783
37069,12.4,39053
37071,11.5,39741
37073,14.1,35200
37075,16.3,28002
37077,11.6,39520
37079,17.5,31933
37081,10.4,42853
37083,21.1,27026
37085,14.6,35549
37087,12.5,34598
37089,10.7,39372
37091,20.0,26886
37093,16.2,32586
37095,21.6,27782
37097,8.3,43750
37099,14.2,32968
37101,11.5,42997
37103,16.8,30733
37105,11.8,39819
37107,16.3,31291
37109,9.3,41253
37111,12.0,32907
37113,12.5,33170
37115,14.6,31780
37117,18.2,28913
37119,8.8,50845
37121,12.4,31719
37123,14.6,33025
37125,10.2,41806
37127,12.8,37796
37129,12.0,40740
37131,20.6,27438
37133,13.5,33760
37135,9.8,43396
37137,16.0,34024
37139,16.9,31727
37141,13.9,35542
37143,16.0,30332
37145,10.4,37679
37147,16.9,33440
37149,9.8,37742
37151,8.9,39467
37153,17.5,29367
37155,23.6,27860
37157,11.7,34672
37159,10.7,37874
37161,13.7,32236
37163,16.2,31671
37165,18.6,31138
37167,10.6,37839
37169,9.5,40623
37171,12.1,33733
37173,15.7,29851
37175,10.8,39200
37177,24.9,25864
37179,8.1,51316
37181,17.7,31119
37183,6.6,58099
37185,19.3,27797
37187,20.4,29114
37189,14.0,33848
37191,14.2,33898
37193,12.2,34908
37195,15.9,33709
37197,9.8,37646
37199,14.5,31057
38001,11.2,30370
38003,10.9,33257
38005,25.0,26636
38007,13.8,35257
38009,10.8,32164
38011,9.9,34245
38013,11.4,29164
38015,7.7,42988
38017,7.8,40564
38019,9.9,35767
38021,12.1,32204
38023,11.4,31490
38025,13.3,31917
38027,10.0,30071
38029,13.5,28124
38031,8.9,34654
38033,14.3,31325
38035,10.3,38008
38037,17.3,25609
38039,11.2,32104
38041,11.6,32284
38043,14.0,27878
38045,10.2,31885
38047,14.4,29741
38049,14.4,28934
38051,13.0,28079
38053,15.7,31370
38055,12.3,33996
38057,6.9,46705
38059,9.6,38374
38061,15.7,29571
38063,10.1,30114
38065,9.9,39827
38067,9.0,39159
38069,12.2,28732
38071,12.3,35265
38073,8.5,39148
38075,9.4,33600
38077,9.1,38007
38079,26.3,25702
38081,7.4,41343
38083,17.6,26296
38085,31.3,22987
38087,13.7,27927
38089,10.8,35250
38091,7.6,38179
38093,10.8,35317
38095,9.9,34051
38097,8.9,39381
38099,10.2,34704
38101,9.9,35950
38103,10.6,33143
38105,11.4,33500
39001,16.4,30159
39003,10.6,38345
39005,8.1,39986
39007,11.9,35908
39009,19.3,28735
39011,5.9,44622
39013,14.6,30627
39015,10.4,38824
39017,7.2,48218
39019,10.5,37166
39021,7.8,44220
39023,10.6,40632
39025,6.5,50810
39027,8.4,41828
39029,11.9,34883
39031,10.0,35720
39033,9.5,37150
39035,12.0,39847
39037,7.2,40628
39039,6.2,45625
39041,4.2,69245
39043,8.6,42684
39045,6.5,49655
39047,10.0,37476
39049,9.9,45076
39051,5.7,45369
39053,16.8,31168
39055,5.2,60291
39057,7.1,50200
39059,14.4,31122
39061,10.3,41965
39063,7.0,45185
39065,10.3,35844
39067,12.3,31161
39069,6.1,43524
39071,11.2,35626
39073,12.4,34946
39075,10.7,37590
39077,8.1,41529
39079,15.0,31747
39081,13.4,31910
39083,9.5,39266
39085,5.6,48992
39087,18.0,28994
39089,7.5,45448
39091,8.6,42590
39093,8.9,45086
39095,11.9,40101
39097,8.8,43976
39099,12.3,35842
39101,10.5,38982
39103,4.6,57436
39105,18.0,28457
39107,6.5,43477
39109,6.8,45123
39111,14.9,31832
39113,9.9,41062
39115,15.5,30251
39117,9.5,41237
39119,12.7,35923
39121,14.5,32923
39123,6.4,45003
39125,7.4,40962
39127,12.9,34541
39129,9.8,42710
39131,16.7,32291
39133,8.2,44481
39135,7.2,42718
39137,5.3,47297
39139,10.4,38051
39141,12.8,37922
39143,7.6,41284
39145,18.5,28852
39147,8.3,38385
39149,6.5,45147
39151,9.1,41875
39153,9.6,42786
39155,9.9,39032
39157,9.2,36571
39159,5.6,52498
39161,6.2,40661
39163,17.1,30273
39165,4.7,59258
39167,11.2,35429
39169,8.0,42263
39171,6.7,41381
39173,6.8,45816
39175,6.0,39524
40001,20.9,26217
40003,15.8,30636
40005,22.8,25527
40007,10.0,38183
40009,17.7,28951
40011,18.6,29151
40013,17.8,28425
40015,20.2,28196
40017,7.8,48007
40019,15.5,30748
40021,20.8,27226
40023,24.2,23615
40025,15.0,31807
40027,9.2,44253
40029,21.7,24377
40031,15.6,34254
40033,15.8,28791
40035,14.4,31405
40037,12.0,35070
40039,15.4,30161
40041,17.2,28735
40043,14.4,29694
40045,13.9,29566
40047,13.4,34237
40049,15.5,29102
40051,13.2,34226
40053,14.3,30238
40055,23.6,26378
40057,25.9,23422
40059,10.1,35903
40061,19.8,25627
40063,22.0,23664
40065,15.0,32665
40067,19.3,24739
40069,19.9,25717
40071,14.4,32355
40073,10.5,38001
40075,19.6,27006
40077,20.2,25819
40079,19.0,28107
40081,13.6,32493
40083,13.0,37364
40085,14.1,32900
40087,11.1,38074
40089,23.7,25117
40091,19.0,26242
40093,11.8,32871
40095,16.6,27209
40097,14.6,32443
40099,15.1,30468
40101,16.9,29734
40103,12.1,35811
40105,14.5,30479
40107,23.0,25016
40109,13.4,36586
40111,18.7,28330
40113,12.7,35428
40115,17.1,28135
40117,13.1,33095
40119,15.3,30698
40121,17.0,29590
40123,17.7,27851
40125,16.3,32702
40127,23.9,22735
40129,14.5,31465
40131,8.3,46179
40133,21.2,26129
40135,18.2,28611
40137,14.1,32141
40139,11.1,38674
40141,20.4,25732
40143,11.0,38455
40145,10.3,42812
40147,10.8,37470
40149,15.5,30001
40151,15.1,29934
40153,12.8,34650
41001,14.4,31316
41003,9.3,44113
41005,6.7,52670
41007,11.9,36945
41009,8.5,47133
41011,14.9,32063
41013,12.0,35896
41015,12.9,31131
41017,9.6,42712
41019,12.9,34196
41021,10.5,35086
41023,13.2,33369
41025,14.3,31861
41027,12.3,38916
41029,12.8,37081
41031,13.9,36028
41033,15.8,31479
41035,14.3,33044
41037,15.2,30496
41039,12.0,37893
41041,13.9,33431
41043,11.1,37790
41045,19.1,30734
41047,12.5,40963
41049,10.6,38331
41051,10.5,43153
41053,9.6,43358
41055,13.6,35022
41057,11.8,34663
41059,13.6,35916
41061,12.6,35129
41063,12.2,33257
41065,12.4,36625
41067,6.6,55139
41069,10.8,28781
41071,9.2,45107
42001,6.2,44516
42003,9.1,41269
42005,10.8,33164
42007,9.1,37307
42009,9.9,34248
42011,8.1,44716
42013,11.6,34469
42015,11.0,36041
42017,4.5,59900
42019,7.0,44645
42021,11.8,31464
42023,9.6,34073
42025,8.5,36744
42027,9.7,38114
42029,4.5,66184
42031,12.5,32275
42033,11.9,32626
42035,11.8,32340
42037,10.6,35845
42039,11.9,34782
42041,5.1,47556
42043,8.2,43959
42045,7.5,51760
42047,7.1,39318
42049,11.1,37825
42051,15.1,29240
42053,13.8,28587
42055,7.1,41558
42057,8.9,36935
42059,15.1,31232
42061,11.4,34369
42063,13.8,32117
42065,11.3,33211
42067,7.9,36497
42069,9.8,35184
42071,6.8,47508
42073,11.5,34169
42075,7.6,42388
42077,8.0,44178
42079,9.4,34934
42081,10.3,35124
42083,11.9,34306
42085,11.5,35511
42087,11.4,33564
42089,7.7,46714
42091,4.4,64626
42093,8.6,39089
42095,6.4,47711
42097,10.7,32782
42099,7.3,43407
42101,18.5,30720
42103,7.2,45335
42105,11.2,34501
42107,9.4,34060
42109,9.3,36244
42111,11.9,31993
42113,12.0,31156
42115,10.8,35336
42117,11.7,33517
42119,10.2,39459
42121,12.3,32552
42123,9.7,36592
42125,9.0,38661
42127,10.8,35111
42129,8.4,37219
42131,9.5,37915
42133,6.2,47889
44001,6.2,52859
44003,6.5,49338
44005,6.7,51265
44007,13.0,36493
44009,5.9,54821
45001,12.1,33309
45003,12.1,38913
45005,28.8,22149
45007,10.5,37971
45009,21.2,25079
45011,17.5,29417
45013,10.3,46486
45015,11.3,40309
45017,15.1,32942
45019,13.7,39815
45021,12.9,34583
45023,14.2,32537
45025,16.4,30204
45027,20.6,27318
45029,19.3,29768
45031,17.9,31369
45033,21.9,26573
45035,10.1,42756
45037,15.7,34449
45039,15.8,30425
45041,15.9,34779
45043,14.8,36396
45045,9.8,42544
45047,12.5,35469
45049,20.0,29095
45051,12.6,36317
45053,22.2,29228
45055,10.9,39074
45057,12.9,34980
45059,13.2,33267
45061,22.7,26549
45063,9.0,45821
45065,16.5,31487
45067,21.5,26403
45069,20.0,26896
45071,13.5,33347
45073,10.1,37743
45075,19.3,29940
45077,10.2,37615
45079,11.9,40999
45081,15.2,34087
45083,11.0,38616
45085,15.2,33286
45087,12.8,31850
45089,24.0,24779
45091,9.1,44750
46003,12.7,31641
46005,10.4,33193
46007,30.6,26235
46009,11.2,32197
46011,9.6,38455
46013,8.6,37650
46015,11.8,33532
46017,35.3,15231
46019,13.9,30699
46021,11.7,31686
46023,20.4,27944
46025,12.1,32002
46027,16.0,30253
46029,8.1,39230
46031,31.5,21977
46033,11.0,37371
46035,10.4,36205
46037,14.3,31394
46039,9.9,34402
46041,27.3,24795
46043,11.0,31176
46045,10.6,34612
46047,14.4,30667
46049,10.8,32545
46051,8.6,36008
46053,17.3,25120
46055,11.1,33804
46057,10.4,36231
46059,10.3,34476
46061,10.0,36728
46063,13.7,29184
46065,9.0,44726
46067,10.5,32288
46069,12.7,33280
46071,27.2,25030
46073,11.7,32230
46075,11.6,32782
46077,8.7,33676
46079,9.3,36366
46081,10.6,33221
46083,4.1,51806
46085,20.4,29966
46087,8.9,37762
46089,12.2,25361
46091,11.6,32910
46093,9.3,39733
46095,30.2,23808
46097,10.8,31574
46099,7.0,44887
46101,8.9,37813
46103,11.6,38476
46105,14.9,29913
46107,11.1,33786
46109,18.8,29101
46111,10.8,34561
46113,37.9,22286
46115,12.9,32617
46117,8.7,42632
46119,8.2,36569
46121,38.0,20601
46123,16.9,30027
46125,7.9,37914
46127,6.4,46919
46129,15.5,30157
46135,9.5,36374
46137,42.0,19553
47001,12.2,37101
47003,12.5,36759
47005,16.3,29429
47007,19.2,29282
47009,10.0,38899
47011,11.7,36101
47013,20.4,25989
47015,13.4,33988
47017,14.1,31361
47019,15.6,28550
47021,8.1,46811
47023,14.3,34772
47025,19.5,26843
47027,19.8,24494
47029,19.4,26574
47031,12.6,35885
47033,14.6,30957
47035,14.0,31276
47037,11.8,40423
47039,15.4,29300
47041,15.5,31204
47043,11.0,39293
47045,14.7,33719
47047,12.4,40027
47049,21.8,24099
47051,12.4,36271
47053,13.1,32081
47055,12.1,35754
47057,16.4,29035
47059,13.9,31100
47061,22.7,24502
47063,12.9,33449
47065,11.7,39048
47067,27.0,20849
47069,20.2,28736
47071,17.9,28646
47073,14.2,32620
47075,17.3,28661
47077,13.0,33170
47079,13.9,31027
47081,14.5,32031
47083,15.1,30606
47085,11.9,35905
47087,17.2,27197
47089,13.7,33476
47091,21.5,23966
47093,10.8,39129
47095,29.0,22579
47097,17.9,29657
47099,14.2,31211
47101,15.3,30606
47103,12.9,34600
47105,9.6,41372
47107,13.2,33049
47109,15.8,31055
47111,15.1,31119
47113,12.9,37535
47115,13.6,32566
47117,10.2,39404
47119,11.0,41564
47121,16.9,30102
47123,15.6,31156
47125,10.1,39965
47127,10.7,37231
47129,17.6,28656
47131,12.5,34348
47133,16.0,28302
47135,15.0,29098
47137,17.5,25607
47139,13.4,30756
47141,13.8,32360
47143,14.5,31565
47145,12.8,34376
47147,9.2,44369
47149,8.2,47801
47151,20.7,25152
47153,14.8,31573
47155,12.5,34970
47157,14.3,41048
47159,11.9,36412
47161,12.6,33169
47163,12.0,34767
47165,8.4,46695
47167,11.8,41025
47169,13.2,32974
47171,13.2,31105
47173,17.5,28463
47175,15.2,29315
47177,14.9,32097
47179,12.6,34094
47181,19.9,26809
47183,14.1,31194
47185,15.0,30007
47187,4.5,72031
47189,7.6,50481
48001,20.5,31930
48003,14.9,35617
48005,16.3,34022
48007,20.6,31473
48009,10.0,40570
48011,12.2,37313
48013,19.1,33284
48015,10.7,40111
48017,19.7,29566
48019,13.3,39374
48021,11.9,43302
48023,18.3,26026
48025,28.2,28575
48027,12.4,37619
48029,15.7,39540
48031,9.7,39479
48033,10.0,31063
48035,14.3,34559
48037,17.0,34302
48039,10.3,48626
48041,17.6,31190
48043,19.7,28880
48045,19.0,29604
48047,36.0,19942
48049,18.3,31526
48051,15.2,33273
48053,11.6,39261
48055,14.9,36352
48057,16.2,36305
48059,15.4,33036
48061,30.2,26542
48063,18.5,32415
48065,9.0,42162
48067,17.7,29756
48069,21.7,31477
48071,10.1,50708
48073,19.1,29749
48075,24.5,28134
48077,11.5,36247
48079,25.3,27892
48081,15.8,29818
48083,21.8,26405
48085,4.3,77303
48087,20.9,26918
48089,16.1,32706
48091,9.0,47472
48093,19.2,29082
48095,25.4,29372
48097,12.4,38704
48099,13.9,36277
48101,23.8,26181
48103,13.9,34831
48105,18.0,31182
48107,25.5,26277
48109,27.8,25514
48111,16.0,30877
48113,12.0,43550
48115,25.7,28528
48117,21.2,30684
48119,18.4,29684
48121,5.7,61381
48123,19.8,29746
48125,24.4,25650
48127,34.0,22202
48129,19.5,28456
48131,27.5,23545
48133,19.6,27537
48135,18.4,32259
48137,28.0,25035
48139,9.4,50312
48141,25.3,29840
48143,15.4,31865
48145,23.8,26966
48147,15.3,34413
48149,12.0,36052
48151,17.5,28032
48153,21.5,28669
48155,17.0,26996
48157,7.1,67757
48159,14.4,33403
48161,16.1,32398
48163,32.2,24746
48165,21.1,30940
48167,11.9,43916
48169,21.9,28054
48171,11.1,38551
48173,11.0,37503
48175,16.0,34832
48177,21.1,28839
48179,15.3,33168
48181,12.2,37851
48183,14.9,36039
48185,17.3,32296
48187,12.1,43134
48189,20.1,31420
48191,26.4,23589
48193,17.3,31214
48195,12.9,38560
48197,17.2,28995
48199,11.8,38899
48201,13.4,41220
48203,16.4,33911
48205,9.0,48072
48207,22.0,24693
48209,10.3,45901
48211,9.8,39483
48213,15.9,32806
48215,31.7,24855
48217,16.2,32064
48219,18.0,32057
48221,9.7,44772
48223,14.9,32855
48225,23.4,28796
48227,21.2,30765
48229,32.7,22878
48231,14.0,36697
48233,12.2,38442
48235,10.3,38854
48237,16.8,32659
48239,13.8,36288
48241,17.8,31584
48243,16.6,32377
48245,17.0,35413
48247,26.5,26253
48249,23.7,29046
48251,10.2,44372
48253,23.9,28967
48255,26.5,26797
48257,11.3,44091
48259,8.5,50859
48261,19.7,25774
48263,15.3,31828
48265,14.2,34412
48267,18.8,29248
48269,12.0,37053
48271,23.4,28611
48273,24.6,29551
48275,24.8,26234
48277,17.8,32483
48279,20.3,29013
48281,14.5,36238
48283,32.8,22754
48285,13.2,31002
48287,11.6,37078
48289,15.7,32143
48291,16.1,37332
48293,19.7,29312
48295,14.0,33563
48297,19.2,32202
48299,12.3,34315
48301,18.1,40114
48303,17.2,33232
48305,20.5,27679
48307,22.0,27107
48309,16.1,34562
48311,12.9,34902
48313,22.6,29721
48315,22.9,25423
48317,18.6,31990
48319,17.5,30418
48321,16.1,33639
48323,32.4,22432
48325,16.5,35723
48327,24.2,25098
48329,14.3,39205
48331,16.2,33864
48333,18.6,30377
48335,26.0,26078
48337,15.7,31724
48339,9.4,50748
48341,13.5,36334
48343,17.6,29919
48345,19.0,27796
48347,20.0,29513
48349,17.2,31715
48351,20.8,28574
48353,21.3,27476
48355,18.9,34802
48357,12.5,40358
48359,13.9,36856
48361,14.0,38024
48363,15.8,31911
48365,15.0,33389
48367,8.6,46638
48369,16.2,33099
48371,23.0,28374
48373,15.8,33083
48375,20.0,30084
48377,30.8,21023
48379,15.4,33955
48381,7.7,45708
48383,14.1,35045
48385,22.9,26333
48387,20.3,27180
48389,28.3,24194
48391,17.7,31748
48393,9.2,44475
48395,20.1,29452
48397,5.7,66955
48399,19.1,28605
48401,15.6,33309
48403,17.4,28513
48405,22.1,26839
48407,18.5,32552
48409,18.6,34940
48411,20.5,29857
48413,19.2,30796
48415,18.5,32505
48417,14.8,32141
48419,20.4,29295
48421,13.7,35505
48423,13.3,38115
48425,11.1,41118
48427,42.2,17835
48429,19.6,30120
48431,13.8,35424
48433,18.3,28756
48435,16.7,36124
48437,21.2,30700
48439,10.1,48473
48441,15.3,34603
48443,22.2,26531
48445,24.3,28613
48447,15.0,29840
48449,16.0,32679
48451,16.1,34294
48453,9.9,48406
48455,19.2,27807
48457,18.9,29944
48459,16.3,33216
48461,17.5,30899
48463,24.7,27968
48465,24.3,29090
48467,14.1,35151
48469,14.1,38573
48471,19.5,32132
48473,16.0,37289
48475,18.6,30714
48477,13.4,37475
48479,27.7,28245
48481,14.8,33296
48483,16.3,32257
48485,14.8,34948
48487,16.0,30506
48489,35.6,22521
48491,5.1,62705
48493,12.0,40852
48495,16.6,32206
48497,10.2,43209
48499,15.7,32488
48501,17.2,33982
48503,17.2,31331
48505,32.3,24470
48507,40.4,17917
49001,10.5,36568
49003,7.4,46520
49005,9.5,41164
49007,13.4,35882
49009,8.9,33368
49011,5.8,55115
49013,16.0,33234
49015,11.3,41071
49017,12.0,35079
49019,15.2,32608
49021,15.1,34121
49023,10.7,39173
49025,11.5,34937
49027,12.6,37363
49029,4.4,54015
49031,17.0,29877
49033,9.9,41064
49035,8.2,48688
49037,24.6,28562
49039,14.8,33354
