uid,region,name,population,latitude,longitude,commuters
U28017,Mississippi,Chickasaw,19440,33.9217,-88.9458,3023
U28019,Mississippi,Choctaw,9758,33.346,-89.2513,1822
U28021,Mississippi,Claiborne,11831,31.9728,-90.9154,1599
U28023,Mississippi,Clarke,17955,32.0484,-88.686,2829
U28025,Mississippi,Clay,21979,33.6617,-88.7833,2446
U28027,Mississippi,Coahoma,30622,34.2287,-90.6032,2177
U28029,Mississippi,Copiah,28757,31.8669,-90.4488,5139
U28031,Mississippi,Covington,19407,31.6333,-89.5489,3330
U28033,Mississippi,De Soto,107199,34.8743,-89.9932,33729
U28035,Mississippi,Forrest,72604,31.1886,-89.2594,8015
U28037,Mississippi,Franklin,8448,31.4778,-90.8959,1362
U28039,Mississippi,George,19144,30.8554,-88.6423,3776
U28041,Mississippi,Greene,13299,31.2128,-88.6348,2559
U28043,Mississippi,Grenada,23263,33.77,-89.8027,1260
U28045,Mississippi,Hancock,42967,30.3914,-89.4798,6946
U28047,Mississippi,Harrison,189601,30.4165,-89.0834,9467
U28049,Mississippi,Hinds,250800,32.2679,-90.4659,22284
U28051,Mississippi,Holmes,21609,33.1259,-90.0912,2328
U28053,Mississippi,Humphreys,11206,33.133,-90.5239,736
U28055,Mississippi,Issaquena,2274,32.755,-90.9886,456
U28057,Mississippi,Itawamba,22770,34.2811,-88.3631,5758
U28059,Mississippi,Jackson,131420,30.4585,-88.62,17010
U28061,Mississippi,Jasper,18149,32.017,-89.1194,3247
U28063,Mississippi,Jefferson,9740,31.7336,-91.0439,1359
U28065,Mississippi,Jefferson Davis,13962,31.5647,-89.8266,2697
U28067,Mississippi,Jones,64958,31.621,-89.1673,4998
U28069,Mississippi,Kemper,10453,32.7501,-88.6256,2308
U28071,Mississippi,Lafayette,38744,34.3493,-89.4859,2795
U28073,Mississippi,Lamar,39070,31.1971,-89.515,10749
U28075,Mississippi,Lauderdale,78161,32.404,-88.6604,2550
U28077,Mississippi,Lawrence,13258,31.55,-90.1075,2418
U28079,Mississippi,Leake,20940,32.7533,-89.5226,2929
U28081,Mississippi,Lee,75755,34.289,-88.6809,4282
U28083,Mississippi,Leflore,37947,33.5498,-90.2949,1204
U28085,Mississippi,Lincoln,33166,31.5352,-90.4536,3659
U28087,Mississippi,Lowndes,61586,33.4714,-88.4397,3409
U28089,Mississippi,Madison,74674,32.6344,-90.0342,19953
U28091,Mississippi,Marion,25595,31.2301,-89.8217,2641
U28093,Mississippi,Marshall,34993,34.7662,-89.5042,8304
U28095,Mississippi,Monroe,38014,33.89,-88.485,5883
U28097,Mississippi,Montgomery,12189,33.5007,-89.6396,1943
U28099,Mississippi,Neshoba,28684,32.7525,-89.1193,2883
U28101,Mississippi,Newton,21838,32.402,-89.1184,3234
U28103,Mississippi,Noxubee,12548,33.1063,-88.5658,1087
U28105,Mississippi,Oktibbeha,42902,33.4223,-88.8762,3321
U28107,Mississippi,Panola,34274,34.3652,-89.9631,4457
U28109,Mississippi,Pearl River,48621,30.7738,-89.5868,9002
U28111,Mississippi,Perry,12138,31.1693,-88.9888,2636
U28113,Mississippi,Pike,38940,31.1775,-90.3977,2759
U28115,Mississippi,Pontotoc,26726,34.2271,-89.0372,4896
U28117,Mississippi,Prentiss,25556,34.6209,-88.5222,3993
U28119,Mississippi,Quitman,10117,34.2526,-90.2905,1711
U28121,Mississippi,Rankin,115327,32.2621,-89.9466,29529
U28123,Mississippi,Scott,28423,32.4271,-89.5332,3231
U28125,Mississippi,Sharkey,6580,32.8925,-90.8274,678
U28127,Mississippi,Simpson,27639,31.9025,-89.9177,5085
U28129,Mississippi,Smith,16182,32.019,-89.495,3257
U28131,Mississippi,Stone,13622,30.7902,-89.1123,2468
U28133,Mississippi,Sunflower,34369,33.6055,-90.5951,2334
U28135,Mississippi,Tallahatchie,14903,33.9559,-90.1728,2584
U28137,Mississippi,Tate,25370,34.6496,-89.9431,5254
U28139,Mississippi,Tippah,20826,34.7636,-88.9188,3015
U28141,Mississippi,Tishomingo,19163,34.7377,-88.2361,3130
U28143,Mississippi,Tunica,9227,34.6522,-90.3718,425
U28145,Mississippi,Union,25362,34.4891,-89.0023,4666
U28147,Mississippi,Walthall,15156,31.1645,-90.1034,2603
U28149,Mississippi,Warren,49644,32.357,-90.8518,2762
U28151,Mississippi,Washington,62977,33.2731,-90.9444,1648
U28153,Mississippi,Wayne,21216,31.6448,-88.6821,2470
U28155,Mississippi,Webster,10294,33.612,-89.2838,1650
U28157,Mississippi,Wilkinson,10312,31.1602,-91.3256,1279
U28159,Mississippi,Winston,20160,33.0787,-89.0374,2283
U28161,Mississippi,Yalobusha,13051,34.0307,-89.7038,2395
U28163,Mississippi,Yazoo,28149,32.7657,-90.3879,2819
U29001,Missouri,Adair,24977,40.1907,-92.6036,1115
U29003,Missouri,Andrew,16492,39.9889,-94.8036,5890
U29005,Missouri,Atchison,6430,40.4318,-95.4376,817
U29007,Missouri,Audrain,25853,39.2145,-91.8434,2263
U29009,Missouri,Barry,34010,36.6994,-93.8343,3781
U29011,Missouri,Barton,12541,37.5008,-94.3441,1381
U29013,Missouri,Bates,16653,38.2572,-94.3392,3194
U29015,Missouri,Benton,17180,38.301,-93.2879,2531
U29017,Missouri,Bollinger,12029,37.3183,-90.0246,3253
U29019,Missouri,Boone,135454,38.9897,-92.3108,6589
U29021,Missouri,Buchanan,85998,39.6604,-94.8082,5809
U29023,Missouri,Butler,40867,36.7152,-90.4031,1838
U29025,Missouri,Caldwell,8969,39.659,-93.9792,2499
U29027,Missouri,Callaway,40766,38.836,-91.9241,9426
U29029,Missouri,Camden,37051,38.032,-92.7651,3900
U29031,Missouri,Cape Girardeau,68693,37.3839,-89.6849,3361
U29033,Missouri,Carroll,10285,39.4274,-93.5002,1521
U29035,Missouri,Carter,5941,36.9448,-90.9456,817
U29037,Missouri,Cass,82092,38.6472,-94.3542,26139
U29039,Missouri,Cedar,13733,37.7337,-93.85,1724
U29041,Missouri,Chariton,8438,39.518,-92.9616,1580
U29043,Missouri,Christian,54285,36.9697,-93.1876,17644
U29045,Missouri,Clark,7416,40.4073,-91.7295,1737
U29047,Missouri,Clay,184006,39.3156,-94.4215,49692
U29049,Missouri,Clinton,18979,39.6087,-94.3958,5964
U29051,Missouri,Cole,71397,38.5068,-92.2714,3377
U29053,Missouri,Cooper,16670,38.8454,-92.8123,2787
U29055,Missouri,Crawford,22804,37.9666,-91.3139,4137
U29057,Missouri,Dade,7923,37.4324,-93.8549,1475
U29059,Missouri,Dallas,15661,37.6836,-93.0338,3418
U29061,Missouri,Daviess,8016,39.9628,-93.9701,1718
U29063,Missouri,Dekalb,11597,39.8947,-94.4072,2240
U29065,Missouri,Dent,14927,37.6033,-91.4959,1627
U29067,Missouri,Douglas,13084,36.9465,-92.5159,2274
U29069,Missouri,Dunklin,33155,36.153,-90.0623,3753
U29071,Missouri,Franklin,93807,38.4083,-91.0734,18200
U29073,Missouri,Gasconade,15342,38.4412,-91.5058,2623
U29075,Missouri,Gentry,6861,40.2094,-94.4041,982
U29077,Missouri,Greene,240391,37.2582,-93.3406,8278
U29079,Missouri,Grundy,10432,40.1125,-93.5651,1121
U29081,Missouri,Harrison,8850,40.3456,-93.9926,997
U29083,Missouri,Henry,21997,38.3865,-93.7926,2721
U29085,Missouri,Hickory,8940,37.9367,-93.3228,1472
U29087,Missouri,Holt,5351,40.0957,-95.2191,869
U29089,Missouri,Howard,10212,39.1434,-92.6959,2500
U29091,Missouri,Howell,37238,36.7744,-91.8874,1544
U29093,Missouri,Iron,10697,37.626,-90.6996,1686
U29095,Missouri,Jackson,654880,39.0072,-94.3425,77287
U29097,Missouri,Jasper,104686,37.2009,-94.3389,8353
U29099,Missouri,Jefferson,198099,38.2574,-90.5431,63688
U29101,Missouri,Johnson,48258,38.7459,-93.806,7365
U29103,Missouri,Knox,4361,40.1368,-92.1468,666
U29105,Missouri,Laclede,32513,37.6597,-92.5948,2402
U29107,Missouri,Lafayette,32960,39.0687,-93.8026,7859
U29109,Missouri,Lawrence,35204,37.1061,-93.8333,7368
U29111,Missouri,Lewis,10494,40.0846,-91.7288,2157
U29113,Missouri,Lincoln,38944,39.0586,-90.9578,10066
U29115,Missouri,Linn,13754,39.8644,-93.108,1281
U29117,Missouri,Livingston,14558,39.7786,-93.5482,920
U29119,Missouri,Mcdonald,21681,36.6302,-94.344,4637
U29121,Missouri,Macon,15762,39.8298,-92.5643,2049
U29123,Missouri,Madison,11800,37.4732,-90.3455,1924
U29125,Missouri,Maries,8903,38.1626,-91.9236,2657
U29127,Missouri,Marion,28289,39.8075,-91.6354,3059
U29129,Missouri,Mercer,3757,40.4214,-93.5676,545
U29131,Missouri,Miller,23564,38.2167,-92.4299,4572
U29133,Missouri,Mississippi,13427,36.8263,-89.2959,1866
U29135,Missouri,Moniteau,14827,38.633,-92.5836,3092
U29137,Missouri,Monroe,9311,39.4983,-92.0065,1931
U29139,Missouri,Montgomery,12136,38.9352,-91.4654,2412
U29141,Missouri,Morgan,19309,38.4208,-92.8748,3147
U29143,Missouri,New Madrid,19760,36.5943,-89.6559,2682
U29145,Missouri,Newton,52636,36.908,-94.3347,10376
U29147,Missouri,Nodaway,21912,40.3605,-94.8833,1294
U29149,Missouri,Oregon,10344,36.6849,-91.4029,1358
U29151,Missouri,Osage,13062,38.4643,-91.8595,3829
U29153,Missouri,Ozark,9542,36.6496,-92.4586,1632
U29155,Missouri,Pemiscot,20047,36.2099,-89.7859,2233
U29157,Missouri,Perry,18132,37.7111,-89.8021,2085
U29159,Missouri,Pettis,39403,38.7274,-93.2852,2522
U29161,Missouri,Phelps,39825,37.8663,-91.7903,2689
U29163,Missouri,Pike,18351,39.3442,-91.171,2282
U29165,Missouri,Platte,73781,39.3787,-94.7615,24721
U29167,Missouri,Polk,26992,37.6168,-93.4008,4383
U29169,Missouri,Pulaski,41165,37.8248,-92.207,2673
U29171,Missouri,Putnam,5223,40.4786,-93.0145,818
U29173,Missouri,Ralls,9626,39.5535,-91.5248,2883
U29175,Missouri,Randolph,24663,39.4416,-92.4927,2386
U29177,Missouri,Ray,23354,39.3084,-93.9957,6944
U29179,Missouri,Reynolds,6689,37.3609,-90.9695,630
U29181,Missouri,Ripley,13509,36.6489,-90.8671,1903
U29183,Missouri,St. Charles,283883,38.7811,-90.6749,79013
U29185,Missouri,St. Clair,9652,38.0391,-93.7731,1757
U29186,Missouri,Ste. Genevieve,17842,37.8902,-90.1812,3421
U29187,Missouri,St. Francois,55641,37.8107,-90.4739,6110
U29189,Missouri,St. Louis,1016315,38.6407,-90.446,139440
U29195,Missouri,Saline,23756,39.1358,-93.2042,1648
U29197,Missouri,Schuyler,4170,40.4694,-92.519,979
U29199,Missouri,Scotland,4983,40.4477,-92.1428,653
U29201,Missouri,Scott,40422,37.0478,-89.5681,6663
U29203,Missouri,Shannon,8324,37.152,-91.3984,1152
U29205,Missouri,Shelby,6799,39.7975,-92.0887,884
U29207,Missouri,Stoddard,29705,36.8554,-89.9417,3774
U29209,Missouri,Stone,28658,36.7479,-93.4678,6279
U29211,Missouri,Sullivan,7219,40.2096,-93.1098,697
U29213,Missouri,Taney,39703,36.6498,-93.0428,1693
U29215,Missouri,Texas,23003,37.3143,-91.9645,2867
U29217,Missouri,Vernon,20454,37.8502,-94.3416,1939
U29219,Missouri,Warren,24525,38.7619,-91.1593,6802
U29221,Missouri,Washington,23344,37.9423,-90.8971,4403
U29223,Missouri,Wayne,13259,37.1138,-90.4609,1953
U29225,Missouri,Webster,31045,37.2808,-92.8761,7493
U29227,Missouri,Worth,2382,40.4805,-94.4191,410
U29229,Missouri,Wright,17955,37.2676,-92.48,2570
U29510,Missouri,St. Louis City,348189,38.6357,-90.2446,58261
U30001,Montana,Beaverhead,9202,45.1339,-112.8929,264
U30003,Montana,Big Horn,12671,45.4079,-107.5182,639
U30005,Montana,Blaine,7009,48.4283,-108.9676,238
U30007,Montana,Broadwater,4385,46.3345,-111.4961,598
U30009,Montana,Carbon,9552,45.2245,-109.0286,1447
U30011,Montana,Carter,1360,45.5168,-104.5153,72
U30013,Montana,Cascade,80357,47.3164,-111.3506,1028
U30015,Montana,Chouteau,5970,47.8868,-110.4362,518
U30017,Montana,Custer,11696,46.2615,-105.5505,246
U30019,Montana,Daniels,2017,48.7944,-105.5417,47
U30021,Montana,Dawson,9059,47.2724,-104.901,233
U30023,Montana,Deer Lodge,9417,46.0991,-113.1391,997
U30025,Montana,Fallon,2837,46.3182,-104.4057,124
U30027,Montana,Fergus,11893,47.223,-109.2233,206
U30029,Montana,Flathead,74471,48.3147,-114.0543,1067
U30031,Montana,Gallatin,67831,45.5356,-111.1734,1508
U30033,Montana,Garfield,1279,47.2812,-106.9822,25
U30035,Montana,Glacier,13247,48.7057,-112.9905,214
U30037,Montana,Golden Valley,1042,46.3806,-109.1746,137
U30039,Montana,Granite,2830,46.3954,-113.4257,327
U30041,Montana,Hill,16673,48.6283,-110.1064,359
U30043,Montana,Jefferson,10049,46.1266,-112.0568,2957
U30045,Montana,Judith Basin,2329,47.0326,-110.3053,230
U30047,Montana,Lake,26507,47.6429,-114.0837,1755
U30049,Montana,Lewis and Clark,55716,47.1221,-112.383,1241
U30051,Montana,Liberty,2158,48.5597,-111.0369,79
U30053,Montana,Lincoln,18837,48.5422,-115.4043,542
U30055,Montana,McCone,1977,47.6296,-105.7572,195
U30057,Montana,Madison,6851,45.3193,-111.9173,556
U30059,Montana,Meagher,1932,46.5857,-110.9218,99
U30061,Montana,Mineral,3884,47.1552,-115.0645,409
U30063,Montana,Missoula,95802,47.0273,-113.8927,2271
U30065,Montana,Musselshell,4497,46.5057,-108.437,413
U30067,Montana,Park,15694,45.4219,-110.5328,1604
U30069,Montana,Petroleum,493,47.1419,-108.2266,29
U30071,Montana,Phillips,4601,48.2502,-107.9288,130
U30073,Montana,Pondera,6424,48.2303,-112.2199,393
U30075,Montana,Powder River,1858,45.4089,-105.5553,118
U30077,Montana,Powell,7180,46.8442,-112.9311,541
U30079,Montana,Prairie,1199,46.8524,-105.3758,93
U30081,Montana,Ravalli,36070,46.0793,-114.1191,3582
U30083,Montana,Richland,9667,47.7855,-104.5634,342
U30085,Montana,Roosevelt,10620,48.2827,-104.9952,307
U30087,Montana,Rosebud,9383,46.1617,-106.702,237
U30089,Montana,Sanders,10227,47.7565,-115.1802,562
U30091,Montana,Sheridan,4105,48.7055,-104.5339,89
U30093,Montana,Silver Bow,34606,45.896,-112.6602,1085
U30095,Montana,Stillwater,8195,45.6635,-109.3918,1035
U30097,Montana,Sweet Grass,3609,45.8131,-109.9413,205
U30099,Montana,Teton,6445,47.819,-112.2817,564
U30101,Montana,Toole,5267,48.6451,-111.7335,220
U30103,Montana,Treasure,861,46.2096,-107.2805,85
U30105,Montana,Valley,7675,48.3657,-106.6879,223
U30107,Montana,Wheatland,2259,46.497,-109.8571,149
U30109,Montana,Wibaux,1068,46.9629,-104.2745,141
U30111,Montana,Yellowstone,129352,45.937,-108.2767,2088
U31001,Nebraska,Adams,31151,40.5206,-98.5,1620
U31003,Nebraska,Antelope,7452,42.1832,-98.058,907
U31005,Nebraska,Arthur,444,41.5709,-101.697,76
U31007,Nebraska,Banner,819,41.5398,-103.7263,186
U31009,Nebraska,Blaine,583,41.9252,-99.9908,53
U31011,Nebraska,Boone,6259,41.7054,-98.0668,631
U31013,Nebraska,Box Butte,12158,42.2157,-103.0878,174
U31015,Nebraska,Boyd,2438,42.8944,-98.773,203
U31017,Nebraska,Brown,3525,42.3494,-99.9232,161
U31019,Nebraska,Buffalo,42259,40.8552,-99.075,2034
U31021,Nebraska,Burt,7791,41.8542,-96.3377,1428
U31023,Nebraska,Butler,8767,41.2261,-97.132,1859
U31025,Nebraska,Cass,24334,40.9099,-96.1406,8331
U31027,Nebraska,Cedar,9615,42.6045,-97.2568,1492
U31029,Nebraska,Chase,4068,40.5304,-101.6942,150
U31031,Nebraska,Cherry,6148,42.567,-101.0726,318
U31033,Nebraska,Cheyenne,9830,41.2142,-103.0119,251
U31035,Nebraska,Clay,7039,40.5237,-98.051,1246
U31037,Nebraska,Colfax,10441,41.5747,-97.0895,1548
U31039,Nebraska,Cuming,10203,41.9159,-96.7885,984
U31041,Nebraska,Custer,11793,41.3939,-99.7269,630
U31043,Nebraska,Dakota,20253,42.3905,-96.5625,4818
U31045,Nebraska,Dawes,9060,42.7112,-103.1349,438
U31047,Nebraska,Dawson,24365,40.8674,-99.8152,1085
U31049,Nebraska,Deuel,2098,41.113,-102.3326,331
U31051,Nebraska,Dixon,6339,42.4853,-96.8559,1537
U31053,Nebraska,Dodge,36160,41.577,-96.6459,4775
U31055,Nebraska,Douglas,463585,41.2971,-96.1541,23080
U31057,Nebraska,Dundy,2292,40.1802,-101.6811,173
U31059,Nebraska,Fillmore,6634,40.525,-97.5967,736
U31061,Nebraska,Franklin,3574,40.1832,-98.9621,529
U31063,Nebraska,Frontier,3099,40.5309,-100.4067,459
U31065,Nebraska,Furnas,5324,40.192,-99.9097,505
U31067,Nebraska,Gage,22993,40.2552,-96.6835,2357
U31069,Nebraska,Garden,2292,41.6594,-102.3282,150
U31071,Nebraska,Garfield,1902,41.9056,-98.923,163
U31073,Nebraska,Gosper,2143,40.5098,-99.8241,535
U31075,Nebraska,Grant,747,41.9159,-101.7569,43
U31077,Nebraska,Greeley,2714,41.5676,-98.5306,309
U31079,Nebraska,Hall,53534,40.866,-98.498,2347
U31081,Nebraska,Hamilton,9403,40.8771,-98.0219,1665
U31083,Nebraska,Harlan,3786,40.1788,-99.4034,556
U31085,Nebraska,Hayes,1068,40.5358,-101.0556,137
U31087,Nebraska,Hitchcock,3111,40.1769,-101.0442,552
U31089,Nebraska,Holt,11551,42.4593,-98.7848,370
U31091,Nebraska,Hooker,783,41.9187,-101.1168,51
U31093,Nebraska,Howard,6567,41.2194,-98.5133,1566
U31095,Nebraska,Jefferson,8333,40.1757,-97.1431,1043
U31097,Nebraska,Johnson,4488,40.3955,-96.2686,864
U31099,Nebraska,Kearney,6882,40.5063,-98.9485,1551
U31101,Nebraska,Keith,8875,41.1944,-101.6445,591
U31103,Nebraska,Keya Paha,983,42.8755,-99.7184,112
U31105,Nebraska,Kimball,4089,41.1992,-103.7111,289
U31107,Nebraska,Knox,9374,42.6344,-97.8913,963
U31109,Nebraska,Lancaster,250291,40.7835,-96.6887,7955
U31111,Nebraska,Lincoln,34632,41.0503,-100.7445,793
U31113,Nebraska,Logan,774,41.5422,-100.4437,149
U31115,Nebraska,Loup,712,41.8977,-99.5098,95
U31117,Nebraska,McPherson,533,41.5965,-101.0602,78
U31119,Nebraska,Madison,35226,41.9099,-97.6069,1591
U31121,Nebraska,Merrick,8204,41.1698,-98.0311,1790
U31123,Nebraska,Morrill,5440,41.7322,-102.9906,732
U31125,Nebraska,Nance,4038,41.4024,-97.9914,744
U31127,Nebraska,Nemaha,7576,40.3874,-95.851,685
U31129,Nebraska,Nuckolls,5057,40.1765,-98.0468,611
U31131,Nebraska,Otoe,15396,40.638,-96.131,2414
U31133,Nebraska,Pawnee,3087,40.1379,-96.2452,476
U31135,Nebraska,Perkins,3200,40.8561,-101.6364,259
U31137,Nebraska,Phelps,9747,40.5164,-99.4066,735
U31139,Nebraska,Pierce,7857,42.2714,-97.611,1783
U31141,Nebraska,Platte,31662,41.5769,-97.5135,1375
U31143,Nebraska,Polk,5639,41.1879,-97.5707,1151
U31145,Nebraska,Red Willow,11448,40.1694,-100.4686,450
U31147,Nebraska,Richardson,9531,40.1237,-95.7186,1208
U31149,Nebraska,Rock,1756,42.4133,-99.4585,141
U31151,Nebraska,Saline,13843,40.5168,-97.1318,1933
U31153,Nebraska,Sarpy,122595,41.1151,-96.1091,39457
U31155,Nebraska,Saunders,19830,41.2232,-96.6409,5800
U31157,Nebraska,Scotts Bluff,36951,41.8516,-103.7059,845
U31159,Nebraska,Seward,16496,40.8719,-97.1404,3288
U31161,Nebraska,Sheridan,6198,42.5071,-102.3897,532
U31163,Nebraska,Sherman,3318,41.2187,-98.9728,556
U31165,Nebraska,Sioux,1475,42.4838,-103.7426,300
U31167,Nebraska,Stanton,6455,41.9048,-97.1747,2060
U31169,Nebraska,Thayer,6055,40.1738,-97.5963,466
U31171,Nebraska,Thomas,729,41.8486,-100.5069,90
U31173,Nebraska,Thurston,7171,42.1541,-96.5339,811
U31175,Nebraska,Valley,4647,41.5641,-98.9835,313
U31177,Nebraska,Washington,18780,41.534,-96.2246,5285
U31179,Nebraska,Wayne,9851,42.2107,-97.1262,1729
U31181,Nebraska,Webster,4061,40.1806,-98.4986,607
U31183,Nebraska,Wheeler,886,41.9379,-98.5223,74
U31185,Nebraska,York,14598,40.8731,-97.5967,788
U32001,Nevada,Churchill,23982,39.5257,-118.2704,1682
U32003,Nevada,Clark,1375765,36.2142,-115.0138,10226
U32005,Nevada,Douglas,41259,38.9051,-119.609,6464
U32007,Nevada,Elko,45291,41.1411,-115.3514,2406
U32009,Nevada,Esmeralda,971,37.779,-117.6324,127
U32011,Nevada,Eureka,1651,39.9778,-116.2722,82
U32013,Nevada,Humboldt,16106,41.4079,-118.1276,427
U32015,Nevada,Lander,5794,39.9002,-117.0472,621
U32017,Nevada,Lincoln,4165,37.6346,-114.863,150
U32019,Nevada,Lyon,34501,39.0222,-119.1974,7275
U32021,Nevada,Mineral,5071,38.5166,-118.4163,227
U32023,Nevada,Nye,32485,37.9664,-116.459,2888
U32027,Nevada,Pershing,6693,40.4396,-118.4095,573
U32029,Nevada,Storey,3399,39.4384,-119.5246,1409
U32031,Nevada,Washoe,339486,40.7033,-119.7103,7210
U32033,Nevada,White Pine,9181,39.4178,-114.9009,250
U32510,Nevada,Carson City,52457,39.1534,-119.7434,5615
U33001,New Hampshire,Belknap,56325,43.5191,-71.4254,9204
U33003,New Hampshire,Carroll,43666,43.8676,-71.2017,4955
U33005,New Hampshire,Cheshire,73825,42.9255,-72.2482,8608
U33007,New Hampshire,Coos,33111,44.6524,-71.2894,2637
U33009,New Hampshire,Grafton,81743,43.9265,-71.8423,7441
U33011,New Hampshire,Hillsborough,380841,42.9116,-71.7231,56295
U33013,New Hampshire,Merrimack,136225,43.2995,-71.6801,21607
U33015,New Hampshire,Rockingham,277359,42.9894,-71.0994,69891
U33017,New Hampshire,Strafford,112233,43.2932,-71.0359,24015
U33019,New Hampshire,Sullivan,40458,43.3612,-72.2221,7498
U34001,New Jersey,Atlantic,252552,39.4694,-74.6338,16567
U34003,New Jersey,Bergen,884118,40.9591,-74.0745,180952
U34005,New Jersey,Burlington,423394,39.8758,-74.663,90928
U34007,New Jersey,Camden,508932,39.8024,-74.9613,106628
U34009,New Jersey,Cape May,102326,39.0861,-74.8477,12212
U34011,New Jersey,Cumberland,146438,39.3284,-75.1216,13507
U34013,New Jersey,Essex,793633,40.7872,-74.2461,152656
U34015,New Jersey,Gloucester,254673,39.721,-75.1437,65589
U34017,New Jersey,Hudson,608975,40.7314,-74.0786,143004
U34019,New Jersey,Hunterdon,121989,40.5653,-74.912,36520
U34021,New Jersey,Mercer,350761,40.2825,-74.7037,50750
U34023,New Jersey,Middlesex,750162,40.4396,-74.4076,161224
U34025,New Jersey,Monmouth,615301,40.2871,-74.1524,116591
U34027,New Jersey,Morris,470212,40.8586,-74.5474,100905
U34029,New Jersey,Ocean,510916,39.8659,-74.263,88494
U34031,New Jersey,Passaic,489049,41.0338,-74.3003,114499
U34033,New Jersey,Salem,64285,39.5738,-75.3574,14495
U34035,New Jersey,Somerset,297490,40.5655,-74.6199,84788
U34037,New Jersey,Sussex,144166,41.1374,-74.6919,43036
U34039,New Jersey,Union,522541,40.6599,-74.3087,125211
U34041,New Jersey,Warren,102437,40.8535,-75.0095,29302
U35001,New Mexico,Bernalillo,556678,35.054,-106.6691,17651
U35003,New Mexico,Catron,3543,33.9018,-108.3921,205
U35005,New Mexico,Chaves,61382,33.3616,-104.4698,1252
U35006,New Mexico,Cibola,25595,34.9321,-108.0003,1878
U35007,New Mexico,Colfax,14189,36.613,-104.6401,367
U35009,New Mexico,Curry,45044,34.573,-103.3461,1675
U35011,New Mexico,De Baca,2240,34.3514,-104.4015,106
U35013,New Mexico,Dona Ana,174682,32.3509,-106.8322,12291
U35015,New Mexico,Eddy,51658,32.4579,-104.3065,949
U35017,New Mexico,Grant,31002,32.7321,-108.3815,541
U35019,New Mexico,Guadalupe,4680,34.8698,-104.785,170
U35021,New Mexico,Harding,810,35.8632,-103.8299,48
U35023,New Mexico,Hidalgo,5932,31.8997,-108.7457,406
U35025,New Mexico,Lea,55511,32.7957,-103.4133,1236
U35027,New Mexico,Lincoln,19411,33.7409,-105.4491,936
U35028,New Mexico,Los Alamos,18343,35.87,-106.308,343
U35029,New Mexico,Luna,25016,32.1845,-107.7466,734
U35031,New Mexico,Mckinley,74798,35.5737,-108.2553,3120
U35033,New Mexico,Mora,5180,35.9828,-104.9219,756
U35035,New Mexico,Otero,62298,32.5888,-105.7811,3071
U35037,New Mexico,Quay,10155,35.107,-103.5481,336
U35039,New Mexico,Rio Arriba,41190,36.5097,-106.694,7185
U35041,New Mexico,Roosevelt,18018,34.0215,-103.4827,1545
U35043,New Mexico,Sandoval,89908,35.6851,-106.8826,22748
U35045,New Mexico,San Juan,113801,36.5116,-108.3246,2848
U35047,New Mexico,San Miguel,30126,35.4769,-104.8035,2845
U35049,New Mexico,Santa Fe,129292,35.5137,-105.9664,10654
U35051,New Mexico,Sierra,13270,33.1195,-107.1882,395
U35053,New Mexico,Socorro,18078,33.9916,-106.939,1236
U35055,New Mexico,Taos,29979,36.5765,-105.638,1182
U35057,New Mexico,Torrance,16911,34.6346,-105.8468,3235
U35059,New Mexico,Union,4174,36.4881,-103.4757,284
U35061,New Mexico,Valencia,66152,34.7168,-106.8066,14381
U36001,New York,Albany,294565,42.5883,-73.974,24119
U36003,New York,Allegany,49927,42.2479,-78.0262,6238
U36005,New York,Bronx,1332650,40.8487,-73.8529,245958
U36007,New York,Broome,200536,42.162,-75.8303,7545
U36009,New York,Cattaraugus,83955,42.2449,-78.681,10654
U36011,New York,Cayuga,81963,43.0085,-76.5746,13461
U36013,New York,Chautauqua,139750,42.3042,-79.4076,6556
U36015,New York,Chemung,91070,42.1553,-76.7472,7263
U36017,New York,Chenango,51401,42.4897,-75.6049,7164
U36019,New York,Clinton,79894,44.7527,-73.7056,2962
U36021,New York,Columbia,63094,42.2477,-73.6268,10633
U36023,New York,Cortland,48599,42.5938,-76.0763,6197
U36025,New York,Delaware,48055,42.194,-74.9667,5867
U36027,New York,Dutchess,280150,41.755,-73.74,39418
U36029,New York,Erie,950265,42.7528,-78.7782,24829
U36031,New York,Essex,38851,44.109,-73.7776,4112
U36033,New York,Franklin,51134,44.5944,-74.3107,3825
U36035,New York,Fulton,55073,43.1156,-74.4237,8210
U36037,New York,Genesee,60370,43.0009,-78.1928,11370
U36039,New York,Greene,48195,42.287,-74.1495,8430
U36041,New York,Hamilton,5379,43.6579,-74.5025,712
U36043,New York,Herkimer,64427,43.4616,-74.8947,11856
U36045,New York,Jefferson,111738,43.9954,-76.0535,2976
U36047,New York,Kings,2465326,40.6351,-73.9508,468705
U36049,New York,Lewis,26944,43.7864,-75.4426,3900
U36051,New York,Livingston,64328,42.7275,-77.7698,14248
U36053,New York,Madison,69441,42.91,-75.6636,15768
U36055,New York,Monroe,735343,43.4645,-77.6647,16392
U36057,New York,Montgomery,49708,42.9009,-74.4354,8050
U36059,New York,Nassau,1334544,40.7297,-73.5894,259611
U36061,New York,New York,1537195,40.7766,-73.9702,120027
U36063,New York,Niagara,219846,43.4567,-78.7921,33270
U36065,New York,Oneida,235469,43.2427,-75.4343,11725
U36067,New York,Onondaga,458336,43.0065,-76.1961,12495
