uid,CDATA,COLD,CNEW,MDATA,MOLD,MNEW
U16073,0,0.0,0.0,0,0.0,0.0
U16075,10,1.0,0.0,0,0.0,0.0
U16077,0,0.0,0.0,0,0.0,0.0
U16079,8,3.0,0.0,0,0.0,0.0
U16081,0,0.0,0.0,0,0.0,0.0
U16083,6,1.0,0.0,0,1.0,0.0
U16085,0,0.0,0.0,0,0.0,0.0
U16087,0,0.0,0.0,0,0.0,0.0
U17001,0,0.0,0.0,0,0.0,0.0
U17003,0,0.0,0.0,0,0.0,0.0
U17005,0,0.0,0.0,0,0.0,0.0
U17007,0,1.0,0.0,0,0.0,0.0
U17009,0,0.0,0.0,0,0.0,0.0
U17011,0,0.0,0.0,6,0.0,0.0
U17013,0,0.0,0.0,0,0.0,0.0
U17015,0,0.0,0.0,0,0.0,0.0
U17017,0,0.0,0.0,0,0.0,0.0
U17019,8,1.0,0.0,0,1.0,0.0
U17021,0,0.0,0.0,0,0.0,0.0
U17023,0,0.0,0.0,0,0.0,0.0
U17025,0,0.0,0.0,0,0.0,0.0
U17027,0,0.0,0.0,0,0.0,0.0
U17029,0,0.0,0.0,0,0.0,0.0
U17031,53,4440.0,62.0,173,1603.0,110.0
U17033,0,0.0,0.0,0,0.0,0.0
U17035,0,0.0,0.0,0,0.0,0.0
U17037,0,3.0,0.0,0,1.0,0.0
U17039,0,0.0,0.0,0,0.0,0.0
U17041,0,0.0,0.0,0,0.0,0.0
U17043,16,439.0,6.0,48,173.0,12.0
U17045,0,0.0,0.0,0,0.0,0.0
U17047,0,0.0,0.0,0,0.0,0.0
U17049,0,0.0,0.0,0,0.0,0.0
U17051,0,0.0,0.0,0,0.0,0.0
U17053,0,0.0,0.0,0,0.0,0.0
U17055,0,0.0,0.0,0,0.0,0.0
U17057,0,0.0,0.0,0,0.0,0.0
U17059,0,0.0,0.0,0,0.0,0.0
U17061,0,0.0,0.0,0,0.0,0.0
U17063,0,1.0,0.0,0,0.0,0.0
U17065,0,0.0,0.0,0,0.0,0.0
U17067,0,0.0,0.0,0,0.0,0.0
U17069,0,0.0,0.0,0,0.0,0.0
U17071,0,0.0,0.0,0,0.0,0.0
U17073,0,1.0,0.0,0,1.0,0.0
U17075,0,0.0,0.0,0,0.0,0.0
U17077,0,0.0,0.0,0,0.0,0.0
U17079,0,0.0,0.0,0,0.0,0.0
U17081,0,0.0,0.0,0,0.0,0.0
U17083,0,0.0,0.0,0,0.0,0.0
U17085,0,0.0,0.0,0,0.0,0.0
U17087,0,0.0,0.0,0,0.0,0.0
U17089,5,84.0,1.0,6,34.0,2.0
U17091,0,2.0,0.0,0,1.0,0.0
U17093,0,2.0,0.0,0,1.0,0.0
U17095,0,0.0,0.0,7,0.0,0.0
U17097,16,220.0,3.0,0,67.0,5.0
U17099,0,3.0,0.0,0,2.0,0.0
U17101,0,0.0,0.0,0,0.0,0.0
U17103,0,0.0,0.0,0,0.0,0.0
U17105,0,0.0,0.0,0,0.0,0.0
U17107,0,0.0,0.0,0,0.0,0.0
U17109,0,0.0,0.0,0,0.0,0.0
U17111,9,45.0,1.0,0,16.0,1.0
U17113,0,2.0,0.0,0,1.0,0.0
U17115,6,1.0,0.0,0,1.0,0.0
U17117,0,1.0,0.0,0,1.0,0.0
U17119,0,12.0,0.0,0,13.0,1.0
U17121,0,0.0,0.0,0,0.0,0.0
U17123,0,0.0,0.0,0,0.0,0.0
U17125,0,0.0,0.0,0,0.0,0.0
U17127,0,0.0,0.0,0,0.0,0.0
U17129,0,0.0,0.0,0,0.0,0.0
U17131,0,0.0,0.0,0,0.0,0.0
U17133,0,0.0,0.0,0,0.0,0.0
U17135,0,0.0,0.0,0,0.0,0.0
U17137,0,0.0,0.0,0,0.0,0.0
U17139,0,0.0,0.0,0,0.0,0.0
U17141,0,1.0,0.0,0,1.0,0.0
U17143,0,4.0,0.0,0,2.0,0.0
U17145,0,0.0,0.0,6,0.0,0.0
U17147,0,0.0,0.0,0,0.0,0.0
U17149,0,0.0,0.0,0,0.0,0.0
U17151,0,0.0,0.0,0,0.0,0.0
U17153,0,0.0,0.0,0,0.0,0.0
U17155,2,0.0,0.0,0,0.0,0.0
U17157,0,0.0,0.0,0,0.0,0.0
U17159,0,0.0,0.0,0,0.0,0.0
U17161,0,4.0,0.0,0,2.0,0.0
U17163,0,10.0,0.0,0,12.0,1.0
U17165,0,0.0,0.0,0,0.0,0.0
U17167,0,1.0,0.0,0,1.0,0.0
U17169,0,0.0,0.0,0,0.0,0.0
U17171,0,0.0,0.0,0,0.0,0.0
U17173,0,0.0,0.0,0,0.0,0.0
U17175,0,0.0,0.0,0,0.0,0.0
U17177,0,1.0,0.0,0,0.0,0.0
U17179,0,6.0,0.0,0,4.0,0.0
U17181,0,0.0,0.0,0,0.0,0.0
U17183,0,1.0,0.0,0,0.0,0.0
U17185,0,0.0,0.0,0,0.0,0.0
U17187,0,0.0,0.0,0,0.0,0.0
U17189,0,0.0,0.0,0,0.0,0.0
U17191,0,0.0,0.0,0,0.0,0.0
U17193,0,0.0,0.0,0,0.0,0.0
U17195,0,1.0,0.0,7,0.0,0.0
U17197,36,159.0,2.0,0,69.0,5.0
U17199,0,0.0,0.0,0,1.0,0.0
U17201,0,12.0,0.0,0,5.0,0.0
U17203,0,1.0,0.0,0,0.0,0.0
U18001,0,1.0,0.0,0,0.0,0.0
U18003,25,23.0,0.0,4,5.0,0.0
U18005,0,1.0,0.0,0,0.0,0.0
U18007,0,0.0,0.0,0,0.0,0.0
U18009,0,0.0,0.0,0,0.0,0.0
U18011,0,1.0,0.0,0,1.0,0.0
U18013,0,0.0,0.0,0,0.0,0.0
U18015,0,0.0,0.0,0,0.0,0.0
U18017,0,1.0,0.0,0,0.0,0.0
U18019,10,3.0,0.0,0,3.0,0.0
U18021,0,0.0,0.0,0,0.0,0.0
U18023,0,0.0,0.0,0,0.0,0.0
U18025,0,0.0,0.0,0,0.0,0.0
U18027,0,0.0,0.0,0,0.0,0.0
U18029,0,1.0,0.0,0,1.0,0.0
U18031,6,0.0,0.0,0,0.0,0.0
U18033,0,2.0,0.0,0,0.0,0.0
U18035,0,3.0,0.0,0,1.0,0.0
U18037,0,0.0,0.0,0,0.0,0.0
U18039,0,7.0,0.0,14,2.0,0.0
U18041,0,0.0,0.0,0,0.0,0.0
U18043,0,2.0,0.0,0,2.0,0.0
U18045,0,0.0,0.0,0,0.0,0.0
U18047,0,0.0,0.0,0,0.0,0.0
U18049,0,0.0,0.0,0,0.0,0.0
U18051,0,0.0,0.0,0,0.0,0.0
U18053,0,1.0,0.0,0,0.0,0.0
U18055,0,0.0,0.0,0,0.0,0.0
U18057,0,22.0,0.0,0,10.0,1.0
U18059,0,2.0,0.0,0,1.0,0.0
U18061,0,0.0,0.0,0,0.0,0.0
U18063,0,7.0,0.0,0,4.0,0.0
U18065,0,1.0,0.0,0,0.0,0.0
U18067,0,1.0,0.0,0,0.0,0.0
U18069,0,1.0,0.0,0,0.0,0.0
U18071,0,0.0,0.0,0,0.0,0.0
U18073,0,0.0,0.0,0,0.0,0.0
U18075,0,0.0,0.0,0,0.0,0.0
U18077,0,0.0,0.0,0,0.0,0.0
U18079,0,0.0,0.0,0,0.0,0.0
U18081,0,7.0,0.0,0,4.0,0.0
U18083,0,0.0,0.0,0,0.0,0.0
U18085,12,2.0,0.0,0,1.0,0.0
U18087,0,1.0,0.0,0,0.0,0.0
U18089,16,76.0,1.0,0,29.0,2.0
U18091,0,4.0,0.0,0,1.0,0.0
U18093,0,0.0,0.0,0,0.0,0.0
U18095,0,7.0,0.0,0,3.0,0.0
U18097,14,102.0,1.0,48,52.0,4.0
U18099,0,1.0,0.0,0,0.0,0.0
U18101,0,0.0,0.0,0,0.0,0.0
U18103,0,1.0,0.0,0,0.0,0.0
U18105,0,1.0,0.0,14,1.0,0.0
U18107,0,0.0,0.0,0,0.0,0.0
U18109,0,2.0,0.0,0,1.0,0.0
U18111,0,0.0,0.0,0,0.0,0.0
U18113,0,2.0,0.0,0,0.0,0.0
U18115,0,0.0,0.0,0,0.0,0.0
U18117,0,0.0,0.0,0,0.0,0.0
U18119,0,0.0,0.0,0,0.0,0.0
U18121,5,0.0,0.0,0,0.0,0.0
U18123,0,0.0,0.0,0,0.0,0.0
U18125,0,0.0,0.0,0,0.0,0.0
U18127,0,13.0,0.0,0,5.0,0.0
U18129,0,0.0,0.0,0,0.0,0.0
U18131,0,0.0,0.0,0,0.0,0.0
U18133,7,0.0,0.0,0,0.0,0.0
U18135,0,1.0,0.0,0,0.0,0.0
U18137,0,0.0,0.0,0,0.0,0.0
U18139,0,0.0,0.0,0,0.0,0.0
U18141,0,20.0,0.0,8,6.0,0.0
U18143,0,0.0,0.0,0,0.0,0.0
U18145,0,1.0,0.0,0,0.0,0.0
U18147,0,0.0,0.0,0,0.0,0.0
U18149,0,0.0,0.0,0,0.0,0.0
U18151,0,1.0,0.0,0,0.0,0.0
U18153,0,0.0,0.0,0,0.0,0.0
U18155,0,0.0,0.0,0,0.0,0.0
U18157,0,2.0,0.0,0,1.0,0.0
U18159,0,0.0,0.0,0,0.0,0.0
U18161,0,0.0,0.0,0,0.0,0.0
U18163,0,2.0,0.0,0,2.0,0.0
U18165,1,0.0,0.0,0,0.0,0.0
U18167,5,1.0,0.0,0,1.0,0.0
U18169,0,0.0,0.0,0,0.0,0.0
U18171,0,0.0,0.0,0,0.0,0.0
U18173,0,1.0,0.0,0,1.0,0.0
U18175,0,0.0,0.0,0,0.0,0.0
U18177,0,1.0,0.0,0,0.0,0.0
U18179,5,1.0,0.0,0,0.0,0.0
U18181,0,0.0,0.0,0,0.0,0.0
U18183,0,1.0,0.0,0,0.0,0.0
U19001,0,0.0,0.0,0,0.0,0.0
U19003,0,0.0,0.0,0,0.0,0.0
U19005,0,0.0,0.0,0,0.0,0.0
U19007,0,0.0,0.0,0,0.0,0.0
U19009,0,0.0,0.0,0,0.0,0.0
U19011,0,0.0,0.0,0,0.0,0.0
U19013,0,1.0,0.0,0,0.0,0.0
U19015,0,0.0,0.0,0,0.0,0.0
U19017,0,0.0,0.0,0,0.0,0.0
U19019,0,0.0,0.0,0,0.0,0.0
U19021,0,0.0,0.0,0,0.0,0.0
U19023,0,0.0,0.0,0,0.0,0.0
U19025,0,0.0,0.0,0,0.0,0.0
U19027,0,0.0,0.0,0,0.0,0.0
U19029,0,0.0,0.0,0,0.0,0.0
U19031,0,0.0,0.0,0,0.0,0.0
U19033,0,0.0,0.0,0,0.0,0.0
U19035,0,0.0,0.0,0,0.0,0.0
U19037,0,0.0,0.0,0,0.0,0.0
U19039,0,0.0,0.0,0,0.0,0.0
U19041,0,0.0,0.0,0,0.0,0.0
U19043,0,0.0,0.0,0,0.0,0.0
U19045,0,1.0,0.0,0,0.0,0.0
U19047,0,0.0,0.0,0,0.0,0.0
U19049,5,1.0,0.0,0,1.0,0.0
U19051,0,0.0,0.0,0,0.0,0.0
U19053,0,0.0,0.0,0,0.0,0.0
U19055,0,0.0,0.0,0,0.0,0.0
U19057,0,0.0,0.0,0,0.0,0.0
U19059,0,0.0,0.0,0,0.0,0.0
U19061,0,1.0,0.0,0,0.0,0.0
U19063,0,0.0,0.0,0,0.0,0.0
U19065,0,0.0,0.0,0,0.0,0.0
U19067,0,0.0,0.0,0,0.0,0.0
U19069,0,0.0,0.0,0,0.0,0.0
U19071,0,0.0,0.0,0,0.0,0.0
U19073,0,0.0,0.0,0,0.0,0.0
U19075,0,0.0,0.0,0,0.0,0.0
U19077,0,0.0,0.0,0,0.0,0.0
U19079,0,0.0,0.0,0,0.0,0.0
U19081,0,0.0,0.0,0,0.0,0.0
U19083,0,0.0,0.0,0,0.0,0.0
U19085,0,0.0,0.0,0,0.0,0.0
U19087,0,0.0,0.0,0,0.0,0.0
U19089,0,0.0,0.0,0,0.0,0.0
U19091,0,0.0,0.0,0,0.0,0.0
U19093,0,0.0,0.0,0,0.0,0.0
U19095,0,0.0,0.0,0,0.0,0.0
U19097,0,0.0,0.0,0,0.0,0.0
U19099,0,0.0,0.0,0,0.0,0.0
U19101,0,0.0,0.0,0,0.0,0.0
U19103,0,2.0,0.0,0,1.0,0.0
U19105,0,0.0,0.0,0,0.0,0.0
U19107,0,0.0,0.0,0,0.0,0.0
U19109,0,0.0,0.0,0,0.0,0.0
U19111,0,0.0,0.0,0,0.0,0.0
U19113,0,3.0,0.0,0,1.0,0.0
U19115,2,0.0,0.0,0,0.0,0.0
U19117,0,0.0,0.0,0,0.0,0.0
U19119,0,0.0,0.0,0,0.0,0.0
U19121,0,0.0,0.0,0,0.0,0.0
U19123,0,0.0,0.0,0,0.0,0.0
U19125,0,0.0,0.0,0,0.0,0.0
U19127,0,0.0,0.0,0,0.0,0.0
U19129,0,0.0,0.0,0,0.0,0.0
U19131,0,0.0,0.0,0,0.0,0.0
U19133,0,0.0,0.0,0,0.0,0.0
U19135,0,0.0,0.0,0,0.0,0.0
U19137,0,0.0,0.0,0,0.0,0.0
U19139,0,0.0,0.0,0,0.0,0.0
U19141,0,0.0,0.0,0,0.0,0.0
U19143,0,0.0,0.0,0,0.0,0.0
U19145,0,0.0,0.0,0,0.0,0.0
U19147,0,0.0,0.0,0,0.0,0.0
U19149,0,0.0,0.0,0,0.0,0.0
U19151,0,0.0,0.0,0,0.0,0.0
U19153,6,6.0,0.0,0,4.0,0.0
U19155,0,2.0,0.0,0,2.0,0.0
U19157,0,0.0,0.0,0,0.0,0.0
U19159,0,0.0,0.0,0,0.0,0.0
U19161,0,0.0,0.0,0,0.0,0.0
U19163,0,5.0,0.0,0,3.0,0.0
U19165,0,0.0,0.0,0,0.0,0.0
U19167,0,0.0,0.0,0,0.0,0.0
U19169,0,1.0,0.0,0,1.0,0.0
U19171,0,0.0,0.0,0,0.0,0.0
U19173,0,0.0,0.0,0,0.0,0.0
U19175,0,0.0,0.0,0,0.0,0.0
U19177,0,0.0,0.0,0,0.0,0.0
U19179,0,0.0,0.0,0,0.0,0.0
U19181,0,1.0,0.0,0,1.0,0.0
U19183,0,0.0,0.0,0,0.0,0.0
U19185,0,0.0,0.0,0,0.0,0.0
U19187,0,0.0,0.0,0,0.0,0.0
U19189,0,0.0,0.0,0,0.0,0.0
U19191,0,0.0,0.0,0,0.0,0.0
U19193,0,2.0,0.0,0,1.0,0.0
U19195,0,0.0,0.0,0,0.0,0.0
U19197,0,0.0,0.0,0,0.0,0.0
U20001,0,0.0,0.0,0,0.0,0.0
U20003,0,0.0,0.0,0,0.0,0.0
U20005,0,0.0,0.0,0,0.0,0.0
U20007,0,0.0,0.0,0,0.0,0.0
U20009,0,0.0,0.0,0,0.0,0.0
U20011,0,0.0,0.0,0,0.0,0.0
U20013,0,0.0,0.0,0,0.0,0.0
U20015,0,1.0,0.0,0,2.0,0.0
U20017,0,0.0,0.0,0,0.0,0.0
U20019,0,0.0,0.0,0,0.0,0.0
U20021,0,0.0,0.0,0,0.0,0.0
U20023,0,0.0,0.0,0,0.0,0.0
U20025,0,0.0,0.0,0,0.0,0.0
U20027,0,0.0,0.0,0,0.0,0.0
U20029,0,0.0,0.0,0,0.0,0.0
U20031,0,0.0,0.0,0,0.0,0.0
U20033,0,0.0,0.0,0,0.0,0.0
U20035,0,0.0,0.0,0,0.0,0.0
U20037,0,0.0,0.0,0,0.0,0.0
U20039,0,0.0,0.0,0,0.0,0.0
U20041,0,0.0,0.0,0,0.0,0.0
U20043,0,0.0,0.0,0,0.0,0.0
U20045,0,1.0,0.0,0,2.0,0.0
U20047,0,0.0,0.0,0,0.0,0.0
U20049,0,0.0,0.0,0,0.0,0.0
U20051,0,0.0,0.0,0,0.0,0.0
U20053,0,0.0,0.0,0,0.0,0.0
U20055,0,0.0,0.0,4,0.0,0.0
U20057,0,0.0,0.0,11,0.0,0.0
U20059,0,0.0,0.0,0,0.0,0.0
U20061,0,0.0,0.0,0,0.0,0.0
U20063,0,0.0,0.0,0,0.0,0.0
U20065,0,0.0,0.0,0,0.0,0.0
U20067,0,0.0,0.0,0,0.0,0.0
U20069,0,0.0,0.0,0,0.0,0.0
U20071,0,0.0,0.0,0,0.0,0.0
U20073,0,0.0,0.0,0,0.0,0.0
U20075,0,0.0,0.0,0,0.0,0.0
U20077,0,0.0,0.0,0,0.0,0.0
U20079,0,0.0,0.0,0,0.0,0.0
U20081,0,0.0,0.0,0,0.0,0.0
U20083,0,0.0,0.0,0,0.0,0.0
U20085,0,0.0,0.0,0,0.0,0.0
U20087,0,0.0,0.0,0,0.0,0.0
U20089,0,0.0,0.0,0,0.0,0.0
U20091,0,28.0,0.0,8,43.0,3.0
U20093,0,0.0,0.0,0,0.0,0.0
U20095,0,0.0,0.0,0,0.0,0.0
U20097,0,0.0,0.0,0,0.0,0.0
U20099,8,0.0,0.0,0,0.0,0.0
U20101,0,0.0,0.0,0,0.0,0.0
U20103,0,1.0,0.0,0,1.0,0.0
U20105,0,0.0,0.0,0,0.0,0.0
U20107,0,0.0,0.0,0,0.0,0.0
U20109,0,0.0,0.0,0,0.0,0.0
U20111,0,0.0,0.0,0,0.0,0.0
U20113,0,0.0,0.0,0,0.0,0.0
U20115,0,0.0,0.0,0,0.0,0.0
U20117,0,0.0,0.0,0,0.0,0.0
U20119,0,0.0,0.0,0,0.0,0.0
U20121,0,0.0,0.0,0,0.0,0.0
U20123,0,0.0,0.0,0,0.0,0.0
U20125,0,0.0,0.0,0,0.0,0.0
U20127,0,0.0,0.0,0,0.0,0.0
U20129,0,0.0,0.0,0,0.0,0.0
U20131,0,0.0,0.0,0,0.0,0.0
U20133,0,0.0,0.0,0,0.0,0.0
U20135,0,0.0,0.0,0,0.0,0.0
U20137,0,0.0,0.0,0,0.0,0.0
U20139,0,0.0,0.0,0,0.0,0.0
U20141,0,0.0,0.0,0,0.0,0.0
U20143,0,0.0,0.0,0,0.0,0.0
U20145,0,0.0,0.0,0,0.0,0.0
U20147,0,0.0,0.0,0,0.0,0.0
U20149,0,0.0,0.0,0,0.0,0.0
U20151,0,0.0,0.0,0,0.0,0.0
U20153,0,0.0,0.0,0,0.0,0.0
U20155,0,0.0,0.0,0,0.0,0.0
U20157,0,0.0,0.0,0,0.0,0.0
U20159,0,0.0,0.0,0,0.0,0.0
U20161,0,0.0,0.0,0,1.0,0.0
U20163,0,0.0,0.0,0,0.0,0.0
U20165,0,0.0,0.0,0,0.0,0.0
U20167,0,0.0,0.0,0,0.0,0.0
U20169,0,0.0,0.0,0,0.0,0.0
U20171,0,0.0,0.0,0,0.0,0.0
U20173,10,2.0,0.0,7,7.0,0.0
U20175,0,0.0,0.0,5,0.0,0.0
U20177,0,1.0,0.0,0,1.0,0.0
U20179,0,0.0,0.0,0,0.0,0.0
U20181,0,0.0,0.0,0,0.0,0.0
U20183,0,0.0,0.0,0,0.0,0.0
U20185,0,0.0,0.0,0,0.0,0.0
U20187,0,0.0,0.0,0,0.0,0.0
U20189,0,0.0,0.0,0,0.0,0.0
U20191,0,0.0,0.0,0,0.0,0.0
U20193,0,0.0,0.0,0,0.0,0.0
U20195,0,0.0,0.0,0,0.0,0.0
U20197,0,0.0,0.0,0,0.0,0.0
U20199,0,0.0,0.0,0,0.0,0.0
U20201,0,0.0,0.0,0,0.0,0.0
U20203,0,0.0,0.0,2,0.0,0.0
U20205,0,0.0,0.0,0,0.0,0.0
U20207,0,0.0,0.0,0,0.0,0.0
U20209,0,4.0,0.0,17,7.0,0.0
U21001,0,0.0,0.0,0,0.0,0.0
U21003,0,0.0,0.0,0,0.0,0.0
U21005,0,0.0,0.0,0,0.0,0.0
U21007,0,0.0,0.0,0,0.0,0.0
U21009,0,0.0,0.0,0,0.0,0.0
U21011,0,0.0,0.0,0,0.0,0.0
U21013,0,0.0,0.0,0,0.0,0.0
U21015,0,4.0,0.0,0,2.0,0.0
U21017,0,0.0,0.0,0,0.0,0.0
U21019,0,1.0,0.0,0,0.0,0.0
U21021,0,0.0,0.0,0,0.0,0.0
U21023,0,0.0,0.0,0,0.0,0.0
U21025,0,0.0,0.0,0,0.0,0.0
U21027,0,0.0,0.0,0,0.0,0.0
U21029,0,2.0,0.0,0,2.0,0.0
U21031,0,0.0,0.0,0,0.0,0.0
U21033,0,0.0,0.0,0,0.0,0.0
U21035,0,0.0,0.0,0,0.0,0.0
U21037,0,5.0,0.0,0,3.0,0.0
U21039,0,0.0,0.0,0,0.0,0.0
U21041,0,0.0,0.0,0,0.0,0.0
U21043,0,0.0,0.0,0,0.0,0.0
U21045,0,0.0,0.0,0,0.0,0.0
U21047,0,0.0,0.0,0,0.0,0.0
U21049,0,0.0,0.0,0,0.0,0.0
U21051,0,0.0,0.0,0,0.0,0.0
U21053,0,0.0,0.0,0,0.0,0.0
U21055,0,0.0,0.0,0,0.0,0.0
U21057,0,0.0,0.0,0,0.0,0.0
U21059,0,1.0,0.0,0,1.0,0.0
U21061,2,0.0,0.0,0,0.0,0.0
U21063,0,0.0,0.0,0,0.0,0.0
U21065,0,0.0,0.0,0,0.0,0.0
U21067,0,7.0,0.0,0,6.0,0.0
U21069,0,0.0,0.0,0,0.0,0.0
U21071,0,0.0,0.0,0,0.0,0.0
U21073,0,0.0,0.0,0,0.0,0.0
U21075,0,0.0,0.0,0,0.0,0.0
U21077,2,0.0,0.0,0,0.0,0.0
U21079,0,0.0,0.0,0,0.0,0.0
U21081,0,0.0,0.0,0,0.0,0.0
U21083,0,0.0,0.0,0,0.0,0.0
U21085,0,0.0,0.0,0,0.0,0.0
U21087,0,0.0,0.0,0,0.0,0.0
U21089,0,1.0,0.0,0,0.0,0.0
U21091,0,0.0,0.0,0,0.0,0.0
U21093,0,1.0,0.0,0,1.0,0.0
U21095,0,0.0,0.0,0,0.0,0.0
U21097,0,0.0,0.0,0,0.0,0.0
U21099,0,0.0,0.0,3,0.0,0.0
U21101,0,0.0,0.0,0,0.0,0.0
U21103,0,0.0,0.0,0,0.0,0.0
U21105,0,0.0,0.0,0,0.0,0.0
U21107,0,0.0,0.0,0,0.0,0.0
U21109,0,0.0,0.0,0,0.0,0.0
U21111,17,23.0,0.0,3,20.0,1.0
U21113,0,1.0,0.0,0,0.0,0.0
U21115,0,0.0,0.0,0,0.0,0.0
U21117,0,14.0,0.0,0,8.0,1.0
U21119,0,0.0,0.0,0,0.0,0.0
U21121,0,0.0,0.0,0,0.0,0.0
U21123,0,0.0,0.0,0,0.0,0.0
U21125,0,0.0,0.0,0,0.0,0.0
U21127,0,0.0,0.0,0,0.0,0.0
U21129,0,0.0,0.0,0,0.0,0.0
U21131,0,0.0,0.0,0,0.0,0.0
U21133,0,0.0,0.0,0,0.0,0.0
U21135,0,0.0,0.0,0,0.0,0.0
U21137,0,0.0,0.0,0,0.0,0.0
U21139,0,0.0,0.0,0,0.0,0.0
U21141,0,0.0,0.0,0,0.0,0.0
U21143,0,0.0,0.0,0,0.0,0.0
U21145,0,0.0,0.0,0,0.0,0.0
U21147,0,0.0,0.0,0,0.0,0.0
U21149,0,0.0,0.0,0,0.0,0.0
U21151,0,1.0,0.0,0,1.0,0.0
U21153,0,0.0,0.0,0,0.0,0.0
U21155,0,0.0,0.0,0,0.0,0.0
U21157,6,0.0,0.0,0,0.0,0.0
U21159,0,0.0,0.0,0,0.0,0.0
U21161,0,0.0,0.0,0,0.0,0.0
U21163,0,0.0,0.0,0,0.0,0.0
U21165,0,0.0,0.0,0,0.0,0.0
U21167,0,0.0,0.0,0,0.0,0.0
U21169,0,0.0,0.0,0,0.0,0.0
U21171,0,0.0,0.0,0,0.0,0.0
U21173,0,0.0,0.0,7,0.0,0.0
U21175,0,0.0,0.0,0,0.0,0.0
U21177,0,0.0,0.0,0,0.0,0.0
U21179,0,0.0,0.0,0,0.0,0.0
U21181,0,0.0,0.0,0,0.0,0.0
U21183,0,0.0,0.0,0,0.0,0.0
U21185,0,1.0,0.0,0,1.0,0.0
U21187,0,0.0,0.0,0,0.0,0.0
U21189,0,0.0,0.0,0,0.0,0.0
U21191,0,0.0,0.0,0,0.0,0.0
U21193,0,0.0,0.0,0,0.0,0.0
U21195,0,0.0,0.0,0,0.0,0.0
U21197,0,0.0,0.0,0,0.0,0.0
U21199,0,0.0,0.0,0,0.0,0.0
U21201,0,0.0,0.0,0,0.0,0.0
U21203,0,0.0,0.0,0,0.0,0.0
U21205,0,0.0,0.0,0,0.0,0.0
U21207,0,0.0,0.0,4,0.0,0.0
U21209,0,0.0,0.0,0,0.0,0.0
U21211,0,0.0,0.0,0,0.0,0.0
U21213,0,0.0,0.0,0,0.0,0.0
U21215,0,0.0,0.0,0,0.0,0.0
U21217,0,0.0,0.0,0,0.0,0.0
U21219,0,0.0,0.0,0,0.0,0.0
U21221,0,0.0,0.0,0,0.0,0.0
U21223,0,0.0,0.0,0,0.0,0.0
U21225,0,0.0,0.0,0,0.0,0.0
U21227,0,0.0,0.0,0,1.0,0.0
U21229,0,0.0,0.0,0,0.0,0.0
U21231,6,0.0,0.0,0,0.0,0.0
U21233,0,0.0,0.0,0,0.0,0.0
U21235,0,0.0,0.0,0,0.0,0.0
U21237,0,0.0,0.0,0,0.0,0.0
U21239,0,0.0,0.0,18,0.0,0.0
U22001,0,0.0,0.0,0,4.0,0.0
U22003,0,0.0,0.0,0,0.0,0.0
U22005,0,0.0,0.0,0,6.0,0.0
U22007,0,0.0,0.0,15,1.0,0.0
U22009,0,0.0,0.0,0,1.0,0.0
U22011,0,0.0,0.0,0,1.0,0.0
U22013,0,0.0,0.0,0,0.0,0.0
U22015,0,1.0,0.0,0,8.0,0.0
U22017,0,1.0,0.0,0,19.0,1.0
U22019,7,0.0,0.0,0,8.0,1.0
U22021,0,0.0,0.0,0,0.0,0.0
U22023,0,0.0,0.0,0,0.0,0.0
U22025,0,0.0,0.0,0,0.0,0.0
U22027,0,0.0,0.0,0,0.0,0.0
U22029,0,0.0,0.0,0,0.0,0.0
U22031,0,0.0,0.0,0,1.0,0.0
U22033,13,3.0,0.0,8,39.0,2.0
U22035,0,0.0,0.0,0,0.0,0.0
U22037,0,0.0,0.0,0,0.0,0.0
U22039,0,0.0,0.0,8,1.0,0.0
U22041,0,0.0,0.0,0,0.0,0.0
U22043,0,0.0,0.0,0,0.0,0.0
U22045,0,0.0,0.0,0,4.0,0.0
U22047,0,0.0,0.0,0,1.0,0.0
U22049,0,0.0,0.0,0,0.0,0.0
U22051,19,10.0,0.0,5,161.0,10.0
U22053,0,0.0,0.0,0,1.0,0.0
U22055,0,1.0,0.0,5,14.0,1.0
U22057,0,0.0,0.0,7,6.0,0.0
U22059,0,0.0,0.0,7,0.0,0.0
U22061,0,0.0,0.0,0,0.0,0.0
U22063,0,1.0,0.0,0,10.0,1.0
U22065,0,0.0,0.0,0,0.0,0.0
U22067,0,0.0,0.0,8,0.0,0.0
U22069,0,0.0,0.0,0,0.0,0.0
U22071,6,6.0,0.0,0,77.0,5.0
U22073,0,0.0,0.0,0,2.0,0.0
U22075,0,0.0,0.0,0,0.0,0.0
U22077,0,0.0,0.0,0,0.0,0.0
U22079,0,0.0,0.0,0,3.0,0.0
U22081,0,0.0,0.0,0,0.0,0.0
U22083,0,0.0,0.0,0,0.0,0.0
U22085,0,0.0,0.0,5,0.0,0.0
U22087,0,0.0,0.0,0,4.0,0.0
U22089,0,0.0,0.0,0,2.0,0.0
U22091,0,0.0,0.0,0,0.0,0.0
U22093,0,0.0,0.0,0,0.0,0.0
U22095,0,0.0,0.0,0,2.0,0.0
U22097,0,0.0,0.0,0,5.0,0.0
U22099,0,0.0,0.0,7,3.0,0.0
U22101,0,0.0,0.0,0,1.0,0.0
U22103,0,2.0,0.0,0,22.0,1.0
U22105,8,0.0,0.0,1,4.0,0.0
U22107,0,0.0,0.0,0,0.0,0.0
U22109,0,0.0,0.0,18,4.0,0.0
