source+dest,flux
1902519151,114
1902519153,19
1902519155,3
1902519161,109
1902519167,6
1902519169,19
1902519187,1066
1902519193,7
1902519195,2
1902519197,2
1902527139,2
1902531055,5
1902540073,3
1902704013,10
1902706083,5
1902706111,2
1902712095,0
1902719009,99
1902719015,20
1902719021,15
1902719025,102
1902719027,9837
1902719029,4
1902719047,173
1902719049,34
1902719073,111
1902719077,66
1902719079,4
1902719085,6
1902719091,8
1902719093,5
1902719103,9
1902719113,7
1902719125,3
1902719127,1
1902719129,14
1902719149,3
1902719153,56
1902719155,14
1902719161,97
1902719165,27
1902719169,54
1902719171,3
1902719187,19
1902719193,2
1902720091,3
1902727019,7
1902729047,7
1902729189,2
1902731055,10
1902737071,8
1902738015,2
1902738035,1
1902749035,4
1902753063,15
1902912103,2
1902919001,140
1902919003,22
1902919009,95
1902919013,7
1902919029,5863
1902919047,4
1902919049,23
1902919057,13
1902919067,3
1902919077,33
1902919085,11
1902919103,1
1902919121,7
1902919125,8
1902919129,18
1902919137,209
1902919145,7
1902919153,90
1902919155,338
1902919165,84
1902919169,17
1902919173,2
1902919175,6
1902919193,2
1902920073,1
1902931053,2
1902931055,203
1902931101,6
1902931109,8
1902931141,1
1902931153,20
1902931177,2
1902939135,14
1902942071,3
1902956021,2
1903104019,2
1903117031,4
1903117043,14
1903117063,5
1903117073,11
1903117095,2
1903117097,3
1903117099,2
1903117161,102
1903117201,4
1903118087,2
1903118089,1
1903119011,32
1903119019,2
1903119031,4144
1903119045,100
1903119049,12
1903119057,4
1903119061,2
1903119065,2
1903119087,4
1903119095,29
1903119097,8
1903119099,6
1903119103,2171
1903119105,106
1903119113,1224
1903119115,16
1903119123,5
1903119139,925
1903119157,10
1903119163,626
1903119181,10
1903119183,5
1903119187,1
1903124510,2
1903127053,2
1903129189,2
1903137051,3
1903140019,3
1903142013,8
1903151187,2
1903305007,2
1903306037,10
1903312093,3
1903317031,7
1903317043,3
1903318079,2
1903319005,3
1903319013,38
1903319023,10
1903319027,4
1903319029,7
1903319033,21182
1903319037,6
1903319043,5
1903319049,6
1903319063,12
1903319065,8
1903319067,163
1903319069,215
1903319075,4
1903319081,388
1903319083,30
1903319089,9
1903319103,9
1903319109,39
1903319113,19
1903319131,40
1903319141,9
1903319153,129
1903319163,11
1903319169,17
1903319187,4
1903319189,428
1903319191,6
1903319195,139
1903319197,152
1903320209,6
1903321111,12
1903327013,7
1903327047,22
1903327079,3
1903327099,3
1903327109,8
1903327117,3
1903327123,9
1903327127,6
1903327131,3
1903327163,8
1903331055,7
1903338017,6
1903345021,6
1903348097,5
1903348141,6
1903348201,8
1903355065,6
1903355097,1
1903519009,2
1903519013,3
1903519021,305
1903519025,3
1903519027,8
1903519035,5358
1903519041,35
1903519045,9
1903519059,16
1903519071,3
1903519081,14
1903519087,5
1903519093,171
1903519109,3
1903519133,8
1903519141,66
1903519147,4
1903519149,205
1903519151,4
1903519153,11
1903519161,4
1903519167,43
1903519169,7
1903519193,138
1903527083,1
1903531043,4
1903531055,2
1903534019,2
1903540109,2
1903546011,4
1903546127,2
1903555025,3
1903718097,1
1903719013,282
1903719017,347
1903719023,40
1903719033,48
1903719037,4369
1903719055,11
1903719065,78
1903719067,395
1903719083,5
1903719089,270
1903719103,9
1903719113,5
1903719115,2
1903719131,35
1903719153,18
1903719169,5
1903719183,2
1903719187,8
1903719189,22
1903719191,96
1903719193,2
1903719197,1
1903727053,2
1903727055,2
1903727099,5
1903727109,20
1903727147,2
1903729099,2
1903737065,12
1903746099,2
1903755073,4
1903755133,7
1903919001,1
1903919039,3433
1903919053,23
1903919077,4
1903919117,52
1903919121,42
1903919125,2
1903919129,3
1903919153,615
1903919173,2
1903919175,112
1903919179,8
1903919181,103
1903919185,14
1903919187,3
1903919193,8
1903920005,15
1903920059,10
1903921093,5
1903927091,4
1903929021,11
1903929147,4
1903948381,3
1904108107,4
1904119005,8
1904119013,9
1904119021,147
1904119035,23
1904119041,7839
1904119047,6
1904119059,473
1904119063,36
1904119097,4
1904119115,5
1904119119,6
1904119141,119
1904119143,19
1904119147,151
1904119149,8
1904119151,14
1904119153,11
1904119155,7
1904119167,6
1904119189,6
1904119191,6
1904119193,13
1904127037,12
1904127083,11
1904127091,11
1904127103,1
1904127109,15
1904127123,9
1904131019,2
1904131055,4
1904139035,4
1904146099,13
1904155035,11
1904156013,2
1904304023,2
1904317031,3
1904317163,2
1904318089,2
1904319005,337
1904319013,39
1904319017,3
1904319019,41
1904319027,7
1904319033,3
1904319037,5
1904319043,6647
1904319045,2
1904319047,3
1904319049,2
1904319055,375
1904319061,420
1904319065,306
1904319067,1
1904319069,3
1904319075,4
1904319083,1
1904319089,6
1904319095,2
1904319097,3
1904319103,14
1904319105,22
1904319113,81
1904319139,9
1904319153,18
1904319169,3
1904319183,2
1904319187,2
1904319191,84
1904327003,2
1904327015,2
1904327037,2
1904327053,6
1904327055,5
1904327109,5
1904327123,6
1904329031,4
1904330063,4
1904331055,2
1904336061,3
1904339049,2
1904339137,1
1904345045,3
1904355009,6
1904355023,737
1904355025,2
1904355033,3
1904355043,38
1904355049,7
1904355053,2
1904355057,2
1904355063,2
1904355105,5
1904355121,4
1904355123,2
1904355131,1
1904355133,9
1904508037,12
1904512057,3
1904512071,5
1904517007,11
1904517015,145
1904517031,54
1904517043,4
1904517063,3
1904517073,34
1904517085,24
1904517089,4
1904517091,6
1904517103,7
1904517105,8
1904517143,7
1904517161,986
1904517167,4
1904517177,5
1904517195,439
1904519011,7
1904519015,5
1904519031,124
1904519033,10
1904519045,18419
1904519057,22
1904519061,29
1904519065,9
1904519075,8
1904519097,584
1904519101,3
1904519103,25
1904519105,37
1904519113,111
1904519115,7
1904519125,4
1904519139,28
1904519153,19
1904519163,2578
1904519179,9
1904520055,10
1904523005,4
1904527037,9
1904529071,2
1904529099,29
1904529189,8
1904536093,2
1904537081,6
1904547037,2
1904555045,6
1904555059,4
1904555133,2
1904717031,4
1904717109,6
1904719009,11
1904719015,2
1904719021,19
1904719025,4
1904719027,440
1904719029,7
1904719035,7
1904719047,6800
1904719049,2
1904719073,2
1904719085,102
1904719093,160
1904719123,3
1904719133,88
1904719143,6
1904719147,6
1904719153,24
1904719155,25
1904719161,59
1904719165,167
1904719167,6
1904719169,5
1904719187,9
1904719193,35
1904720091,3
1904720157,2
1904725017,2
1904731043,3
1904731053,11
1904731055,110
1904731109,2
1904731139,5
1904731141,2
1904731153,2
1904731177,8
1904738017,2
1904746051,1
1904746127,1
1904755025,2
1904904013,5
1904905119,3
1904906037,28
1904906065,8
1904917031,3
1904917043,3
1904919001,19
1904919013,4
1904919015,602
1904919025,7
1904919027,13
1904919029,4
1904919047,17
1904919049,8144
1904919073,38
1904919075,2
1904919077,167
1904919079,5
1904919091,5
1904919093,7
1904919095,5
1904919099,5
1904919103,11
1904919113,8
1904919117,14
1904919121,131
1904919123,2
1904919125,22
1904919127,11
1904919135,1
1904919139,2
1904919153,11995
1904919155,4
1904919159,7
1904919169,210
1904919171,5
1904919173,4
1904919175,4
1904919181,65
1904919187,9
1904919191,4
1904920091,10
1904920161,2
1904924003,10
1904926065,3
1904926125,6
1904929021,12
1904929095,6
1904929101,7
1904929189,4
1904931055,18
1904931081,11
1904931109,19
1904939035,2
1904946013,2
1904946099,24
1905106073,2
1905118105,4
1905119007,99
1905119013,4
1905119051,2432
1905119087,11
1905119101,100
1905119103,9
1905119107,15
1905119111,5
1905119113,10
1905119123,18
1905119125,34
1905119135,50
1905119153,49
1905119169,6
1905119177,161
1905119179,791
1905119183,17
1905129001,56
1905129035,7
1905129197,15
1905129199,7
1905148027,4
1905153053,9
1905306081,2
1905308031,6
1905317031,7
1905318097,4
1905319001,4
1905319029,3
1905319039,643
1905319049,6
1905319053,2748
1905319083,6
1905319117,28
1905319121,15
1905319125,5
1905319127,7
1905319135,4
1905319137,3
1905319153,254
1905319159,26
1905319169,3
1905319175,23
1905319181,11
1905319185,80
1905319187,6
1905319193,3
1905329001,5
1905329061,4
1905329079,7
1905329081,40
1905329095,25
1905329129,34
1905329189,2
1905331019,3
1905331055,3
1905331153,4
1905340109,4
1905353033,3
1905355073,3
1905516001,7
1905517031,14
1905517043,1
1905517085,16
1905517161,3
1905519005,2
1905519013,147
1905519019,95
1905519031,5
1905519033,2
1905519043,324
1905519045,3
1905519055,5996
1905519061,1102
1905519065,32
1905519091,6
1905519097,21
1905519103,45
1905519105,405
1905519113,864
1905519123,2
1905519139,2
1905519153,14
1905519155,2
1905519157,3
1905519163,3
1905519167,2
1905519169,4
1905519191,1
1905520091,8
1905527015,4
1905538077,2
1905540143,2
1905555043,52
1905705009,6
1905706077,5
1905717001,26
1905717031,5
1905717067,26
1905717071,33
1905717089,13
1905717095,17
1905717109,5
1905717161,26
1905717179,5
1905717187,6
1905717197,10
1905717203,11
1905718073,8
1905719039,5
1905719057,18529
1905719061,17
1905719083,7
1905719087,938
1905719097,9
1905719101,24
1905719103,18
1905719111,562
1905719113,38
1905719115,150
1905719123,8
1905719135,11
1905719139,57
1905719153,13
1905719163,24
1905719179,8
1905719183,9
1905719191,7
1905720011,6
1905721111,5
1905721227,4
1905729021,1
1905731153,3
1905739085,17
1905740143,2
1905741039,6
1905748201,8
1905905115,2
1905906081,3
1905919013,13
1905919017,5
1905919021,12
1905919035,11
1905919041,732
1905919049,3
1905919059,6695
1905919061,2
1905919063,254
1905919079,7
1905919091,3
1905919093,2
1905919109,14
1905919119,14
1905919141,53
1905919143,59
1905919147,26
1905919149,16
1905919151,16
1905919153,23
1905919155,2
1905919167,18
1905919169,2
1905919175,3
1905919187,3
1905919193,24
1905920177,5
1905927013,3
1905927045,2
1905927053,4
1905927063,69
1905927091,17
1905927099,8
1905927105,95
1905927123,3
1905927141,2
1905927165,11
1905929165,3
1905931055,36
1905932031,2
1905937001,1
1905937081,2
1905942091,6
1905946035,5
1905946079,7
1905946099,11
1906104013,5
1906105135,5
1906112115,20
1906113097,2
1906117031,31
1906117085,908
1906117103,9
1906117143,3
1906117161,18
1906117201,26
1906118005,2
1906118091,2
1906119005,5
1906119013,59
1906119019,4
1906119027,6
1906119031,2
1906119037,3
1906119043,130
1906119045,46
1906119055,241
1906119061,42387
1906119065,10
1906119067,2
1906119079,1
1906119097,209
1906119103,41
1906119105,288
1906119113,84
1906119129,1
1906119139,4
1906119145,5
1906119153,13
1906119155,5
1906119163,83
1906119169,9
1906119171,4
1906119181,2
1906122071,5
1906127085,4
1906127123,6
1906131159,7
1906134003,2
1906139095,21
1906140035,13
1906148113,3
1906148201,7
1906153073,6
1906155009,5
1906155023,3
1906155025,35
1906155043,312
1906155049,10
1906155063,13
1906155065,7
1906155103,5
1906155105,5
1906155111,19
1906155139,2
1906319033,2
1906319041,54
1906319059,662
1906319063,3974
1906319081,2
1906319091,1
1906319109,58
1906319119,5
1906319127,1
1906319129,4
1906319143,19
1906319147,169
1906319149,4
1906319153,13
1906319155,15
1906319161,0
1906319167,2
1906319187,3
1906327003,3
1906327013,6
1906327043,8
1906327053,2
1906327063,130
1906327091,217
1906327103,5
1906327105,2
1906327131,6
1906327139,9
1906327165,6
1906331043,2
1906331053,2
1906331055,5
1906331095,5
1906331169,4
1906340109,1
1906346099,5
1906351041,2
1906355087,5
1906355109,7
1906508031,1
1906508123,3
1906517037,7
1906517043,8
1906517085,5
1906517111,3
1906517161,5
1906519005,107
1906519013,639
1906519017,326
1906519019,502
1906519023,12
1906519027,4
1906519033,3
1906519037,168
1906519043,214
1906519055,22
1906519061,20
1906519065,7652
1906519067,2
1906519069,8
1906519075,1
1906519079,2
1906519089,37
1906519103,21
1906519105,21
1906519113,100
1906519149,8
1906519153,2
1906519169,1
1906519171,7
1906519179,5
1906519187,3
1906519191,331
1906526163,2
1906527037,4
1906527053,21
1906527109,4
1906529095,2
1906530111,3
1906539035,7
1906545019,5
1906555023,4
1906555105,3
1906555133,3
1906717197,3
1906719013,108
1906719017,51
1906719023,89
1906719027,3
1906719033,1378
1906719037,273
1906719065,16
1906719067,5365
1906719069,20
1906719081,16
1906719083,6
1906719089,32
1906719091,3
1906719095,2
1906719125,5
1906719131,132
1906719153,7
1906719157,4
1906719161,6
1906719169,2
1906719187,11
1906719189,79
1906719191,5
1906719193,2
1906719195,8
1906719197,11
1906727047,11
1906727053,36
1906727099,26
1906727123,2
1906727147,1
1906731185,2
1906751059,4
1906755011,5
1906919013,17
1906919015,15
1906919017,17
1906919023,62
1906919033,419
1906919043,2
1906919065,9
1906919067,38
1906919069,3552
1906919075,13
1906919079,52
1906919081,34
1906919083,540
1906919091,4
1906919111,2
1906919127,7
1906919149,22
1906919153,26
1906919161,7
1906919167,4
1906919169,38
1906919187,12
1906919189,38
1906919197,254
1906927013,2
1906927047,2
1906931155,4
1906938017,8
1906951630,2
1906955025,2
1907105143,2
1907106037,2
1907119029,9
1907119071,2117
1907119085,7
1907119113,8
1907119129,270
1907119137,31
1907119145,431
1907119153,1
1907119155,174
1907119173,2
1907120059,3
1907120081,4
1907129005,33
1907129087,5
1907131025,25
1907131053,3
1907131055,349
1907131109,10
1907131127,13
1907131131,321
1907131133,2
1907131147,2
1907131153,34
1907131155,2
1907317195,5
1907319009,3
1907319015,165
1907319021,2
1907319025,73
1907319027,303
1907319047,10
1907319049,228
1907319059,1
1907319073,3254
1907319077,61
1907319079,3
1907319099,2
1907319125,16
1907319153,208
1907319157,2
1907319165,2
1907319169,87
1907319181,5
1907319187,111
1907320123,3
1907320203,6
1907331055,4
1907336061,2
1907355035,7
1907355079,2
1907506019,3
1907518097,2
1907519013,1622
1907519017,28
1907519019,10
1907519023,118
1907519037,3
1907519061,3
1907519067,2
1907519069,9
1907519075,3295
1907519079,5
1907519083,357
1907519095,4
1907519099,4
1907519103,12
1907519105,10
1907519113,9
1907519125,3
1907519127,399
1907519153,14
1907519157,5
1907519169,30
1907519171,106
1907519187,2
1907519197,6
1907525015,3
1907527099,3
1907527123,2
1907534013,2
1907708031,6
1907710005,2
1907712081,3
1907717031,14
1907718027,2
1907719001,280
1907719009,43
1907719013,3
1907719015,50
1907719021,9
1907719025,2
1907719027,208
1907719029,9
1907719043,5
1907719049,572
1907719073,148
1907719077,2953
1907719085,4
1907719099,2
1907719101,2
1907719121,29
1907719125,3
1907719131,5
1907719133,3
1907719153,1147
1907719165,10
1907719169,21
1907719175,5
1907719179,1
1907719181,4
1907719187,8
1907720149,2
1907720177,4
1907722071,3
1907729095,2
1907731055,11
1907731153,4
1907739061,6
1907751041,7
1907906037,3
1907919013,4
1907919015,160
1907919021,6
1907919049,7
1907919063,6
1907919069,14
1907919073,37
1907919079,6303
1907919083,165
1907919091,8
1907919099,2
1907919109,13
1907919125,8
1907919153,100
1907919157,4
1907919169,960
1907919175,2
1907919187,446
1907919189,6
1907919197,109
1907920199,9
1907927129,2
1907929097,7
1907929113,2
1907929510,7
1907939173,3
1908104013,2
1908118097,10
1908119009,2
1908119015,10
1908119033,685
1908119047,7
1908119049,10
1908119067,10
1908119069,10
1908119079,15
1908119081,3880
1908119089,6
1908119091,23
1908119107,3
1908119109,121
1908119123,1
1908119125,5
1908119131,9
1908119153,23
1908119187,21
1908119189,737
1908119193,4
1908119195,3
1908119197,346
1908127047,21
1908127079,6
1908127099,9
1908129095,2
1908136061,5
1908317161,6
1908317179,5
1908319013,56
1908319015,16
1908319023,51
1908319033,35
1908319035,1
1908319043,8
1908319055,7
1908319063,2
1908319067,10
1908319069,195
1908319073,3
1908319075,162
1908319079,284
1908319083,6864
1908319087,2
1908319099,6
1908319103,14
1908319113,3
1908319121,1
1908319125,7
1908319127,193
1908319153,134
1908319157,7
1908319169,556
1908319171,30
1908319187,58
1908319191,2
1908319197,32
1908327123,8
1908331109,11
1908331185,11
1908351770,1
1908508005,15
1908517031,16
1908519009,3
1908519027,11
1908519029,15
1908519047,167
1908519085,4023
1908519097,2
1908519129,8
1908519133,64
1908519137,1
1908519139,6
1908519153,4
1908519155,617
1908519165,95
1908519183,2
1908519193,11
1908520091,2
1908529095,3
1908529117,2
1908529147,3
1908529175,4
1908531025,4
1908531039,2
1908531043,4
1908531053,29
1908531055,1729
1908531109,14
1908531127,1
1908531153,55
1908531159,16
1908531169,3
1908531177,433
1908539035,1
1908539061,2
1908708031,2
1908717031,4
1908717075,7
1908717143,2
1908717157,1
1908719013,5
1908719019,8
1908719043,2
1908719053,3
1908719057,843
1908719065,3
1908719087,7780
1908719101,168
1908719103,158
1908719107,8
1908719111,246
1908719113,53
1908719115,54
1908719139,26
1908719153,33
1908719163,7
1908719169,2
1908719177,36
1908719179,25
1908719183,230
1908720155,11
1908722113,1
1908727137,10
1908729127,10
1908729183,3
1908729189,5
1908729510,4
1908742091,5
1908745079,7
1908746099,8
1908749035,7
1908755081,3
1908919005,3
1908919013,9
1908919017,12
1908919019,4
1908919031,3
1908919033,10
1908919037,108
1908919043,5
1908919049,3
1908919061,2
1908919065,12
1908919067,16
1908919089,3588
1908919131,230
1908919181,1
1908919191,301
1908920209,2
1908926115,4
1908927003,2
1908927045,84
1908927055,27
1908927099,88
1908927109,152
1908927147,3
1908947119,5
1908955025,8
1908955073,2
1908955087,16
1908955111,6
1909108069,5
1909119013,10
1909119015,3
1909119021,2
1909119025,14
1909119027,10
1909119041,10
1909119049,2
1909119059,7
1909119069,5
1909119077,2
1909119079,41
1909119081,8
1909119083,2
1909119091,3504
1909119109,135
1909119113,5
1909119147,33
1909119151,61
1909119153,20
1909119187,771
1909119193,7
1909119197,172
1909127123,9
1909131001,2
1909131055,6
1909306077,5
1909308031,2
1909316001,2
1909317031,2
1909319009,4
1909319013,5
1909319021,107
1909319027,12
1909319035,107
1909319047,131
1909319059,3
1909319085,2
1909319091,7
1909319093,2969
1909319101,2
1909319133,17
1909319141,6
1909319149,7
1909319161,102
1909319165,5
1909319193,173
1909326161,4
1909331043,5
1909331055,4
1909337107,3
1909338043,2
1909346127,11
1909506093,5
1909512095,4
1909517031,6
1909517043,2
1909519011,117
1909519013,12
1909519031,7
1909519049,2
1909519051,12
1909519095,5658
1909519099,2
1909519103,1294
1909519105,2
1909519107,30
1909519111,4
1909519113,740
1909519115,5
1909519123,5
1909519127,8
1909519137,5
1909519139,4
1909519153,33
1909519155,2
1909519157,181
1909519169,3
1909519171,11
1909519183,33
1909519197,5
1909520177,3
1909527139,4
1909545037,4
1909550003,4
1909555127,4
1909712021,2
1909712095,1
1909717001,2
1909717015,94
1909717031,5
1909717043,4
1909717073,8
1909717085,63
1909717161,82
1909717195,15
1909719013,6
1909719019,1
1909719021,2
1909719027,2
1909719031,7
1909719043,14
1909719045,843
1909719051,3
1909719055,23
1909719061,1805
1909719083,17
1909719087,7
1909719097,6511
1909719103,29
1909719105,86
1909719113,88
1909719139,15
1909719153,11
1909719157,2
1909719163,401
1909719179,4
1909719189,5
1909729099,5
1909731055,4
1909740121,2
1909742101,4
1909747013,1
1909755009,7
1909755025,6
1909755043,14
1909755105,9
1909904001,5
1909908069,11
1909917079,3
1909917161,6
1909917179,13
1909919007,4
1909919013,3
1909919015,4
1909919049,45
1909919053,2
1909919063,9
1909919075,3
1909919077,5
1909919079,3
1909919095,8
1909919099,12762
1909919101,5
1909919103,6
1909919107,2
1909919113,28
1909919121,17
1909919123,52
1909919125,889
1909919127,159
1909919135,12
1909919151,2
1909919153,3373
1909919157,734
1909919159,1
1909919163,14
1909919169,78
1909919171,11
1909919179,6
1909919181,14
1909919185,3
1909919187,2
1909919193,1
1909920209,2
1909926127,3
1909926163,6
1909929077,5
1909929095,1
1909929165,7
1909929171,4
1909931055,23
1909948143,10
1909948201,9
1909949035,4
1910117031,6
1910119013,14
1910119051,7
1910119057,33
1910119087,357
1910119101,7119
1910119103,37
1910119107,52
1910119111,31
1910119113,10
1910119123,64
1910119139,3
1910119153,3
1910119169,15
1910119177,77
1910119179,223
1910119183,122
1910119187,7
1910123005,6
1910126163,2
1910129001,15
1910137189,6
1910139035,4
1910306037,10
1910306085,2
1910311001,8
1910312033,8
1910312103,3
1910313053,1
1910317031,27
1910317089,25
1910317095,8
1910317097,7
1910317099,8
1910317113,7
1910317141,19
1910317161,73
1910317163,2
1910317201,6
1910318069,6
1910319005,7
1910319011,73
1910319013,59
1910319017,9
1910319019,12
1910319021,6
1910319023,12
1910319031,375
1910319035,5
1910319037,6
1910319045,15
1910319055,19
1910319057,22
1910319061,24
1910319077,1
1910319079,18
1910319087,72
1910319095,534
1910319099,8
1910319101,15
1910319103,54202
1910319105,108
1910319107,28
1910319111,14
1910319113,5514
1910319115,50
1910319123,12
1910319125,2
1910319127,6
1910319139,400
1910319153,78
1910319155,13
1910319157,54
1910319163,253
1910319169,2
1910319177,8
1910319179,12
1910319183,509
1910319187,8
1910319191,29
1910319197,7
1910320091,6
1910322103,4
1910324033,6
1910326077,11
1910326145,5
1910326161,5
1910327053,12
1910327123,2
1910327147,16
1910329131,3
1910329165,9
1910329510,4
1910331055,26
1910333003,4
1910336061,14
1910336071,10
1910337031,9
1910342003,19
1910347157,9
1910348029,8
1910348145,6
1910349049,17
1910355025,19
1910355039,5
1910355043,2
1910355079,14
1910512086,5
1910517015,2
1910519011,12
1910519013,6
1910519019,4
1910519031,152
1910519043,2
1910519045,80
1910519055,33
1910519061,452
1910519087,2
1910519095,18
1910519097,117
1910519103,290
1910519105,5640
1910519111,2
1910519113,2737
1910519139,13
1910519153,4
1910519163,17
1910519183,4
1910527053,5
1910529165,1
1910531033,9
1910541029,7
1910701073,4
1910704013,2
1910706001,2
1910717031,2
1910717161,4
1910719007,3
1910719011,7
1910719013,10
1910719051,3
1910719057,9
1910719083,1
1910719087,9
1910719095,503
1910719097,2
1910719099,19
1910719101,406
1910719103,299
1910719105,4
1910719107,2649
1910719111,5
1910719113,16
1910719123,347
1910719125,150
1910719127,7
1910719135,17
1910719153,14
1910719157,65
1910719169,4
1910719171,3
1910719175,1
1910719177,2
1910719179,349
1910719183,310
1910719187,7
1910727037,2
1910729001,1
1910739035,5
1910751001,3
1910904013,1
1910905119,2
1910913213,1
1910919013,4
1910919025,1
1910919029,2
1910919033,35
1910919041,3
1910919049,4
1910919057,3
1910919059,7
1910919061,6
1910919063,163
1910919065,8
1910919079,8
1910919081,218
1910919085,19
1910919091,172
1910919109,6539
1910919141,2
1910919147,219
1910919151,6
1910919153,8
1910919155,2
1910919169,11
1910919187,99
1910919189,325
1910919197,23
1910920161,2
1910920209,4
1910927013,2
1910927043,102
1910927045,2
1910927063,7
1910927079,2
1910927091,84
1910927105,2
1910927109,1
1910927127,3
1910927149,3
1910929115,3
1910931055,2
1911112099,13
1911117001,13
1911117009,8
1911117031,13
1911117067,464
1911117071,31
1911117095,24
1911117109,25
1911117143,6
1911118167,3
1911119013,4
1911119039,14
1911119051,5
1911119057,1440
1911119087,681
1911119101,3
1911119103,12
1911119111,13946
1911119113,30
1911119115,12
1911119121,6
1911119123,8
1911119125,12
1911119163,24
1911119169,5
1911119177,68
1911119179,5
1911119183,17
1911120177,7
1911122051,13
1911126081,0
1911129031,22
1911129045,120
1911129165,8
1911129199,5
1911129510,6
1911131051,6
1911139119,2
1911141047,6
1911148479,12
1911301073,6
1911305051,7
1911305119,7
1911306075,4
1911306085,8
1911311001,19
1911312095,11
1911313121,19
1911317019,3
1911317031,61
1911317037,9
1911317043,6
1911317089,8
1911317095,9
1911317105,11
1911317111,7
1911317113,2
1911317161,29
1911317197,12
1911317201,7
1911318163,9
1911318165,3
1911319005,50
1911319011,443
1911319013,241
1911319015,16
1911319019,83
1911319027,5
1911319031,225
1911319033,4
1911319037,13
1911319043,10
1911319045,15
1911319049,9
1911319055,58
1911319057,1
1911319061,80
1911319079,8
1911319087,19
1911319095,1159
1911319097,6
1911319099,13
1911319103,4434
1911319105,526
1911319107,21
1911319111,2
1911319113,93848
1911319121,5
1911319123,11
1911319125,19
1911319127,15
1911319139,54
1911319141,2
1911319149,2
1911319153,118
1911319155,2
1911319157,5
1911319163,81
1911319169,8
1911319171,30
1911319173,7
1911319175,9
1911319183,13
1911319191,5
1911320169,3
1911326021,2
1911326163,8
1911327017,5
1911327049,2
1911327053,6
1911327109,4
1911327163,22
1911329029,7
1911329071,11
1911329087,9
1911329095,25
1911329189,26
1911329510,17
1911331055,6
1911336081,18
1911336103,5
1911338101,6
1911340109,6
1911341009,4
1911342085,10
1911346039,3
1911346103,9
1911347037,6
1911347093,4
1911348113,3
1911353033,2
1911355009,3
1911355023,21
1911355025,4
1911355063,8
1911355075,5
1911355141,18
1911517031,9
1911517067,2
1911517089,2
1911517117,2
1911517131,4
1911517161,2
1911518157,3
1911519031,21
1911519045,2
1911519049,2
1911519057,575
1911519087,349
1911519101,4
1911519103,316
1911519105,3
1911519111,17
1911519113,31
1911519115,2693
1911519125,3
1911519139,1447
1911519153,3
1911519163,39
1911519183,206
1911519193,3
1911529095,6
1911548477,2
1911551187,2
1911555141,2
1911704013,2
1911704019,1
1911717161,3
1911719007,10
1911719039,136
1911719049,14
1911719051,7
1911719053,12
1911719065,6
1911719083,2
1911719087,2
1911719097,1
1911719099,13
1911719113,5
1911719115,3
1911719117,3147
1911719125,250
1911719135,16
1911719153,415
1911719157,7
1911719169,3
1911719175,8
1911719179,35
1911719181,100
1911719185,84
1911719187,3
1911719197,6
1911729061,5
1911729095,8
1911729129,2
1911729165,6
1911746079,2
1911748201,4
1911917031,1
1911919041,5
1911919059,2
1911919065,4
1911919113,2
1911919119,3646
1911919141,56
1911919143,162
1911919149,3
1911919167,685
1911919193,4
1911927083,2
1911927105,50
1911927133,96
1911927153,3
1911927157,2
1911946011,5
1911946079,2
1911946083,182
1911946091,2
1911946099,928
1911946127,3
1912119001,36
1912119003,12
1912119027,19
1912119029,2
1912119039,60
1912119049,393
1912119079,2
1912119097,1
1912119099,2
1912119117,4
1912119121,3294
1912119125,16
1912119153,2847
1912119155,2
1912119157,2
1912119169,15
1912119175,89
1912119181,138
1912119187,17
1912120161,2
1912127053,4
1912127145,2
1912129077,9
1912131001,2
1912131055,3
1912140031,5
1912145083,3
1912312057,14
1912317161,1
1912319007,21
1912319047,2
1912319049,13
1912319053,5
1912319057,4
1912319077,3
1912319083,2
1912319087,2
1912319091,2
1912319095,6
1912319099,63
1912319101,25
1912319103,11
1912319107,45
1912319113,4
1912319117,2
1912319123,6615
1912319125,2455
1912319135,129
1912319153,169
1912319157,311
1912319163,3
1912319169,18
1912319171,5
1912319179,661
1912319181,9
1912319183,7
1912320209,3
1912327037,3
1912329171,21
1912330063,4
1912331055,4
1912331159,8
1912334013,4
1912336007,3
1912336081,3
1912506001,4
1912508001,8
1912509003,1
1912512086,6
1912517031,4
1912517089,9
1912519013,1
1912519019,14
1912519029,10
1912519033,7
1912519039,13
1912519049,57
1912519053,11
1912519061,6
1912519073,13
1912519075,2
1912519087,16
1912519099,355
1912519103,13
1912519107,7
1912519117,68
1912519123,202
1912519125,12727
1912519127,18
1912519135,84
1912519149,8
1912519153,1876
1912519157,89
1912519163,8
1912519169,60
1912519171,5
1912519175,2
1912519179,37
1912519181,256
1912519185,2
1912519187,1
1912519193,5
1912520091,6
1912520111,21
1912531055,7
1912531153,2
1912539061,2
1912548113,2
1912719011,8
1912719013,26
1912719015,42
1912719019,8
1912719027,4
1912719033,12
1912719039,11
1912719043,2
1912719045,5
1912719049,23
1912719053,2
1912719065,1
1912719075,190
1912719083,157
1912719093,4
1912719099,425
1912719103,18
1912719107,6
1912719113,31
1912719121,8
1912719123,7
1912719125,48
1912719127,15779
1912719137,5
1912719153,617
1912719157,247
1912719169,478
1912719171,569
1912719179,4
1912719181,21
1912719185,4
1912719187,12
1912719189,5
1912719193,2
1912724013,2
1912727037,2
1912727099,2
1912727131,6
1912728047,2
1912728089,15
1912729169,2
1912731055,3
1912731111,8
1912731119,1
