source+dest,flux
2902317143,6
2902317163,26
2902318019,6
2902321145,16
2902326163,3
2902329013,14
2902329023,14780
2902329031,135
2902329035,73
2902329047,3
2902329069,188
2902329087,8
2902329095,5
2902329133,33
2902329143,61
2902329155,14
2902329169,7
2902329179,23
2902329181,150
2902329183,13
2902329187,5
2902329189,59
2902329199,9
2902329201,98
2902329203,4
2902329207,395
2902329221,2
2902329223,93
2902329510,17
2902331153,9
2902340037,9
2902348029,11
2902351810,6
2902354033,7
2902355141,2
2902505119,2
2902513121,2
2902517031,1
2902519029,3
2902519153,2
2902520005,3
2902520091,47
2902520103,5
2902520131,2
2902520209,99
2902521111,2
2902529003,7
2902529005,3
2902529019,5
2902529021,74
2902529025,1508
2902529033,16
2902529037,6
2902529047,595
2902529049,390
2902529061,90
2902529063,355
2902529079,18
2902529081,4
2902529087,2
2902529095,385
2902529101,3
2902529107,13
2902529115,9
2902529117,151
2902529121,4
2902529127,10
2902529129,4
2902529165,82
2902529177,90
2902529185,2
2902529211,1
2902531055,2
2902531109,2
2902540109,4
2902548201,1
2902556033,3
2902706065,11
2902712113,13
2902717031,13
2902717063,3
2902717167,7
2902724025,6
2902729007,608
2902729015,5
2902729019,2730
2902729023,5
2902729027,10015
2902729029,5
2902729031,1
2902729037,12
2902729039,6
2902729041,10
2902729047,10
2902729051,5384
2902729053,30
2902729055,8
2902729063,1
2902729067,2
2902729073,40
2902729077,2
2902729085,6
2902729089,4
2902729095,7
2902729099,16
2902729113,6
2902729117,5
2902729131,46
2902729135,18
2902729139,120
2902729151,23
2902729165,16
2902729167,1
2902729173,7
2902729175,11
2902729181,4
2902729183,44
2902729189,95
2902729219,17
2902729221,5
2902729229,2
2902729510,30
2902731127,2
2902735027,11
2902747157,5
2902748201,1
2902749035,10
2902755071,2
2902906073,1
2902906085,10
2902908059,5
2902910001,7
2902912037,10
2902912071,22
2902917001,4
2902917017,3
2902917031,14
2902917067,15
2902917075,7
2902917107,4
2902917119,14
2902917123,13
2902917143,8
2902917157,7
2902919007,8
2902919049,25
2902919111,8
2902919153,5
2902920011,1
2902920045,8
2902920091,138
2902920095,19
2902920103,22
2902920155,3
2902920209,59
2902926019,5
2902929007,7
2902929013,6
2902929015,20
2902929019,52
2902929021,4
2902929027,5
2902929029,12170
2902929037,6
2902929039,5
2902929041,6
2902929043,7
2902929051,330
2902929055,8
2902929059,29
2902929065,2
2902929073,11
2902929077,126
2902929089,2
2902929093,4
2902929095,126
2902929097,22
2902929099,26
2902929101,30
2902929105,472
2902929127,17
2902929131,876
2902929135,20
2902929141,551
2902929159,19
2902929161,21
2902929163,6
2902929165,8
2902929167,8
2902929169,254
2902929175,2
2902929177,8
2902929183,28
2902929189,174
2902929195,8
2902929213,3
2902929225,6
2902929510,72
2902930085,3
2902931055,5
2902931155,2
2902940031,9
2902940041,3
2902940109,6
2902942097,12
2902948039,11
2902948257,14
2903104011,6
2903106019,2
2903106073,7
2903112117,16
2903117003,107
2903117031,19
2903117077,29
2903117087,6
2903117119,3
2903117145,21
2903117153,10
2903117157,22
2903117163,28
2903117179,11
2903117181,16
2903117199,33
2903118083,4
2903118097,2
2903118133,6
2903119109,7
2903119189,6
2903120045,6
2903120091,7
2903120177,10
2903120209,1
2903121007,13
2903121145,33
2903121205,1
2903122035,1
2903122071,2
2903122075,7
2903124031,4
2903129009,9
2903129017,146
2903129019,5
2903129023,23
2903129031,30867
2903129051,10
2903129065,3
2903129069,29
2903129071,11
2903129077,2
2903129093,6
2903129095,23
2903129099,10
2903129123,10
2903129133,130
2903129139,3
2903129143,97
2903129145,2
2903129155,25
2903129157,504
2903129161,17
2903129169,11
2903129173,6
2903129183,2
2903129186,61
2903129187,27
2903129189,117
2903129201,1270
2903129207,129
2903129215,20
2903129223,4
2903129510,121
2903131047,7
2903131153,10
2903137183,2
2903138017,1
2903139119,6
2903140109,8
2903142021,6
2903147113,7
2903147147,5
2903147157,20
2903148085,5
2903155009,5
2903308031,2
2903313121,3
2903317149,3
2903319013,2
2903319103,5
2903320003,2
2903320091,28
2903320103,2
2903320141,3
2903320209,2
2903329021,4
2903329025,38
2903329033,3057
2903329041,111
2903329047,132
2903329049,4
2903329053,2
2903329061,10
2903329063,11
2903329077,4
2903329079,3
2903329095,170
2903329097,2
2903329101,3
2903329107,99
2903329115,58
2903329117,301
2903329159,7
2903329163,2
2903329165,9
2903329175,12
2903329177,280
2903329195,191
2903329211,4
2903329510,2
2903331055,2
2903333011,2
2903342091,4
2903348121,2
2903505021,2
2903505131,4
2903505135,6
2903517019,8
2903517031,18
2903517119,5
2903517127,2
2903517163,2
2903518097,9
2903519103,3
2903521111,2
2903526009,1
2903528149,5
2903529017,3
2903529023,405
2903529031,10
2903529035,1378
2903529065,4
2903529069,4
2903529077,6
2903529081,6
2903529091,20
2903529093,5
2903529099,1
2903529135,3
2903529149,5
2903529161,2
2903529179,78
2903529181,82
2903529189,2
2903529201,8
2903529203,18
2903529207,7
2903529223,60
2903529510,6
2903536029,2
2903539035,2
2903540001,2
2903548365,4
2903555079,5
2903706037,3
2903706081,2
2903708003,7
2903708005,5
2903709009,2
2903712031,7
2903713121,7
2903717119,6
2903717161,4
2903718001,5
2903718097,12
2903719113,2
2903719153,2
2903719163,23
2903720001,2
2903720011,5
2903720013,1
2903720037,3
2903720045,38
2903720059,48
2903720091,6686
2903720103,10
2903720107,35
2903720109,2
2903720111,12
2903720121,224
2903720161,5
2903720173,3
2903720177,57
2903720187,12
2903720195,2
2903720209,977
2903726163,1
2903729009,5
2903729013,88
2903729015,8
2903729019,16
2903729025,5
2903729027,2
2903729029,4
2903729031,13
2903729037,14616
2903729039,6
2903729047,816
2903729051,21
2903729065,2
2903729075,5
2903729077,9
2903729083,71
2903729095,16208
2903729097,10
2903729101,233
2903729107,42
2903729121,2
2903729145,9
2903729157,6
2903729159,13
2903729165,216
2903729169,7
2903729177,5
2903729185,4
2903729189,26
2903729213,2
2903729217,10
2903729510,19
2903731055,8
2903734003,5
2903737119,2
2903739151,7
2903740123,2
2903742049,1
2903747037,5
2903747065,2
2903748201,2
2903748439,6
2903751740,6
2903905007,23
2903905119,8
2903920011,8
2903920037,5
2903920091,44
2903920209,5
2903925013,4
2903929011,280
2903929013,30
2903929015,2
2903929021,14
2903929027,6
2903929029,3
2903929037,9
2903929039,3485
2903929043,6
2903929047,16
2903929051,16
2903929057,102
2903929059,3
2903929071,5
2903929077,219
2903929083,19
2903929085,15
2903929095,26
2903929097,24
2903929103,16
2903929109,5
2903929131,3
2903929145,2
2903929159,14
2903929167,242
2903929185,61
2903929189,4
2903929209,4
2903929217,460
2903936075,4
2903940105,5
2903947157,8
2903951059,4
2904104013,2
2904113121,2
2904118163,2
2904119039,2
2904119111,6
2904120209,4
2904128049,5
2904129019,64
2904129021,4
2904129023,5
2904129033,31
2904129037,2
2904129041,2221
2904129047,7
2904129051,4
2904129053,8
2904129057,4
2904129089,121
2904129095,46
2904129101,8
2904129107,3
2904129111,11
2904129113,7
2904129115,569
2904129117,33
2904129121,34
2904129127,2
2904129153,2
2904129159,4
2904129165,4
2904129169,5
2904129175,389
2904129177,7
2904129183,3
2904129189,9
2904129195,145
2904129197,2
2904129205,8
2904129211,2
2904129510,3
2904131043,2
2904131055,2
2904137119,2
2904148423,2
2904155009,3
2904301097,8
2904304013,6
2904305005,7
2904305007,8
2904305009,17
2904305015,8
2904305045,6
2904305143,1
2904306077,3
2904308005,1
2904308031,5
2904308077,9
2904312099,8
2904313053,2
2904313089,20
2904313215,10
2904317031,2
2904317119,8
2904318157,2
2904319093,19
2904319111,7
2904320011,9
2904320055,12
2904320091,17
2904320209,12
2904321067,2
2904321111,4
2904322071,8
2904327053,10
2904329009,117
2904329019,5
2904329027,2
2904329029,9
2904329039,7
2904329043,9777
2904329045,2
2904329047,9
2904329051,13
2904329057,10
2904329059,15
2904329065,4
2904329067,28
2904329077,15188
2904329087,1
2904329091,29
2904329095,16
2904329097,75
2904329101,19
2904329105,32
2904329107,20
2904329109,168
2904329145,14
2904329149,21
2904329165,1
2904329167,20
2904329185,18
2904329189,46
2904329209,241
2904329213,798
2904329215,27
2904329217,3
2904329221,6
2904329225,302
2904329229,6
2904330029,5
2904331055,5
2904334013,13
2904334027,8
2904336103,9
2904337157,11
2904339155,19
2904340115,4
2904340143,28
2904347079,8
2904347157,9
2904348309,6
2904348409,8
2904355045,2
2904355139,6
2904505131,2
2904517001,51
2904517009,2
2904517017,2
2904517067,44
2904517109,5
2904517115,1
2904517201,2
2904519049,6
2904519057,19
2904519079,6
2904519087,68
2904519101,24
2904519111,1106
2904519113,23
2904519139,4
2904519153,7
2904519177,96
2904520209,2
2904521111,2
2904529001,7
2904529019,8
2904529045,1651
2904529085,3
2904529101,2
2904529103,7
2904529111,125
2904529117,4
2904529121,6
2904529127,20
2904529163,2
2904529189,6
2904529199,67
2904537051,3
2904537109,2
2904540109,3
2904701073,12
2904704013,7
2904705007,1
2904705009,9
2904705131,2
2904706037,6
2904706067,2
2904706073,6
2904706085,5
2904709001,7
2904711001,20
2904712011,17
2904713121,23
2904713145,2
2904713157,5
2904717031,24
2904717043,7
2904717105,10
2904717161,11
2904718123,4
2904718145,9
2904719015,6
2904719039,10
2904719163,8
2904719193,9
2904720005,25
2904720011,11
2904720043,12
2904720045,75
2904720059,13
2904720079,6
2904720091,5938
2904720095,8
2904720103,229
2904720115,15
2904720121,8
2904720127,6
2904720133,2
2904720173,7
2904720177,112
2904720207,3
2904720209,4267
2904725017,8
2904725025,7
2904726125,7
2904726163,30
2904727053,33
2904729001,2
2904729005,13
2904729007,13
2904729019,43
2904729021,253
2904729025,6
2904729029,10
2904729031,9
2904729033,3
2904729037,113
2904729047,47238
2904729049,194
2904729051,45
2904729063,16
2904729065,9
2904729071,9
2904729075,11
2904729077,43
2904729083,33
2904729091,7
2904729095,26812
2904729097,7
2904729101,96
2904729105,14
2904729107,11
2904729113,7
2904729121,2
2904729127,20
2904729141,6
2904729147,4
2904729159,12
2904729165,10039
2904729175,2
2904729177,372
2904729183,13
2904729189,86
2904729195,6
2904729219,25
2904729227,3
2904729510,22
2904731055,9
2904731109,9
2904733011,2
2904734001,8
2904734013,2
2904736061,7
2904736103,3
2904738089,8
2904741005,6
2904742003,8
2904742041,8
2904742045,17
2904742091,7
2904744007,8
2904745045,4
2904747149,7
2904748029,10
2904748041,7
2904748073,10
2904748113,26
2904748141,12
2904748201,19
2904748375,8
2904748423,5
2904748439,2
2904748453,14
2904751710,2
2904753033,7
2904755035,2
2904755079,8
2904755105,9
2904908123,2
2904917135,5
2904917161,7
2904919033,7
2904919113,18
2904920005,3
2904920035,5
2904920043,11
2904920045,16
2904920059,8
2904920091,146
2904920103,17
2904920131,2
2904920173,10
2904920189,2
2904920209,291
2904927037,8
2904929003,24
2904929005,3
2904929021,769
2904929025,52
2904929037,5
2904929047,2257
2904929049,3015
2904929061,40
2904929063,624
2904929075,12
2904929079,6
2904929081,5
2904929085,19
2904929087,2
2904929095,1004
2904929097,7
2904929101,8
2904929107,6
2904929117,31
2904929127,2
2904929141,3
2904929147,9
2904929159,4
2904929165,441
2904929177,47
2904929189,6
2904929211,5
2904931157,8
2904949035,7
2905101125,8
2905104019,9
2905106013,11
2905108005,7
2905111001,10
2905112086,5
2905113121,2
2905117001,1
2905117127,5
2905118073,2
2905119101,7
2905119153,5
2905120091,2
2905121101,8
2905127013,2
2905129007,6
2905129015,3
2905129019,1018
2905129027,1046
2905129029,94
2905129037,9
2905129043,10
2905129051,32470
2905129053,34
2905129055,7
2905129065,2
2905129071,8
2905129073,38
2905129077,27
2905129095,26
2905129101,10
2905129105,28
2905129113,1
2905129125,2
2905129131,188
2905129135,172
2905129141,24
2905129151,267
2905129159,8
2905129161,19
2905129165,17
2905129167,2
2905129169,35
2905129175,17
2905129183,41
2905129187,7
2905129189,42
2905129197,8
2905129201,1
2905129510,24
2905131053,7
2905131055,10
2905131111,1
2905136061,10
2905140041,2
2905142133,14
2905149035,8
2905317119,6
2905320091,6
2905320103,1
2905320115,2
2905320209,13
2905322051,2
2905326163,2
2905329007,18
2905329015,11
2905329019,1482
2905329021,8
2905329027,28
2905329029,5
2905329041,3
2905329043,7
2905329051,140
2905329053,4539
2905329065,1
2905329089,145
2905329095,36
2905329101,30
2905329107,7
2905329117,2
2905329119,3
2905329131,2
2905329135,266
2905329139,6
2905329141,22
2905329159,413
2905329169,1
2905329175,15
2905329189,10
2905329195,73
2905329213,2
2905329215,2
2905329217,2
2905329510,5
2905331055,5
2905339061,2
2905340109,3
2905501109,1
2905505007,7
2905511001,7
2905513059,5
2905517119,31
2905517135,6
2905517163,21
2905517179,9
2905520161,8
2905522075,3
2905524013,2
2905525017,8
2905529001,3
2905529007,4
2905529019,2
2905529039,6
2905529043,3
2905529045,4
2905529051,6
2905529055,5371
2905529065,55
2905529071,1728
2905529073,208
2905529077,21
2905529091,12
2905529093,122
2905529095,9
2905529099,60
2905529105,4
2905529125,8
2905529135,3
2905529137,1
2905529161,623
2905529169,8
2905529175,4
2905529179,14
2905529183,65
2905529187,13
2905529189,733
2905529213,4
2905529221,76
2905529510,206
2905535001,2
2905537119,5
2905546027,4
2905548201,6
2905548491,2
2905701073,1
2905704013,9
2905705111,2
2905705131,4
2905706037,2
2905717031,2
2905719153,2
2905720011,5
2905720037,13
2905720209,4
2905729009,5
2905729011,351
2905729039,43
2905729043,9
2905729051,5
2905729057,1917
2905729077,763
2905729085,2
2905729095,12
2905729097,84
2905729109,77
2905729145,7
2905729161,3
2905729167,40
2905729173,2
2905729183,3
2905729213,8
2905729217,5
2905729225,1
2905729229,5
2905739035,2
2905740131,2
2905751013,2
2905904013,12
2905905007,2
2905905115,17
2905905119,8
2905906019,6
2905917031,20
2905920091,4
2905920209,2
2905927061,3
2905929015,2
2905929029,103
2905929037,6
2905929043,30
2905929047,30
2905929053,8
2905929057,20
2905929059,3007
2905929077,1846
2905929085,93
2905929091,14
2905929095,6
2905929097,5
2905929099,13
2905929101,7
2905929105,678
2905929131,5
2905929139,9
2905929159,6
2905929161,7
2905929165,8
2905929167,239
2905929169,34
2905929177,13
2905929189,14
2905929213,32
2905929225,92
2905936081,6
2905940143,7
2905948183,1
2905948257,3
2905953033,7
2906117031,3
2906120091,25
2906120103,7
2906120209,59
2906128121,2
2906129003,6
2906129007,1
2906129021,74
2906129025,106
2906129037,15
2906129041,3
2906129045,2
2906129047,178
2906129049,198
2906129051,2
2906129053,4
2906129061,1820
2906129063,295
2906129075,15
2906129079,153
2906129081,171
2906129087,1
2906129095,171
2906129111,2
2906129115,7
2906129117,106
2906129129,22
2906129131,1
2906129147,10
2906129159,21
2906129165,25
2906129177,9
2906129185,1
2906129189,8
2906129211,6
2906129227,1
2906131055,2
2906140059,2
2906147157,2
2906148027,2
2906305131,2
2906319125,2
2906319153,2
2906320005,4
2906320043,25
2906320091,28
2906320103,2
2906320177,5
2906320209,24
2906327053,3
2906329003,24
2906329019,8
2906329021,1079
2906329025,7
2906329037,14
2906329047,223
2906329049,418
2906329051,2
2906329061,42
2906329063,1738
2906329075,56
2906329079,7
2906329081,8
2906329083,6
2906329087,2
2906329095,124
2906329117,6
2906329129,2
2906329147,7
2906329165,71
2906329177,15
2906329189,2
2906329215,3
2906339061,4
2906340049,9
2906347037,2
2906348233,2
2906505119,9
2906506085,3
2906512121,9
2906513089,4
2906513313,2
2906517027,7
2906517115,2
2906517119,9
2906517163,8
2906520091,3
2906522015,2
2906527037,2
2906529015,7
2906529023,9
2906529027,4
2906529035,2
2906529047,5
2906529051,22
2906529055,36
2906529065,4342
2906529071,29
2906529073,5
2906529077,6
2906529091,5
2906529093,161
2906529099,20
2906529105,5
2906529125,4
2906529131,4
2906529135,4
2906529141,3
2906529145,2
2906529161,766
2906529169,65
2906529175,6
2906529179,143
2906529183,8
2906529187,14
2906529189,59
2906529215,155
2906529223,2
2906529510,11
2906548029,4
2906551153,1
2906704013,6
2906705005,2
2906705045,1
2906705089,5
2906705119,2
2906705135,7
2906706037,2
2906717031,1
2906717039,2
2906717119,9
2906718097,2
2906720091,2
2906720209,6
2906728085,7
2906729027,8
2906729031,2
2906729043,227
2906729051,16
2906729065,3
2906729067,3037
2906729071,1
2906729077,531
2906729091,225
2906729095,7
2906729097,8
2906729105,17
2906729109,12
2906729145,4
2906729147,5
2906729149,2
2906729151,6
2906729153,114
2906729167,6
2906729209,5
2906729213,86
2906729215,177
2906729221,1
2906729225,202
2906729229,531
2906729510,2
2906737021,2
2906740109,2
2906748113,7
2906755009,11
2906901015,8
2906905001,4
2906905021,382
2906905031,73
2906905041,7
2906905055,494
2906905067,3
2906905075,1
2906905093,662
2906905105,1
2906905117,13
2906905119,15
2906905131,1
2906905145,14
2906917081,7
2906918107,2
2906920009,2
2906922071,2
2906922097,5
2906926081,4
2906928033,1
2906928047,7
2906928139,4
2906929005,20
2906929019,1
2906929023,365
2906929031,26
2906929035,4
2906929047,3
2906929069,9246
2906929077,13
2906929081,5
2906929095,20
2906929119,3
2906929133,15
2906929139,3
2906929143,472
2906929149,4
2906929155,439
2906929169,5
2906929181,2
2906929189,10
2906929201,57
2906929207,486
2906929223,9
2906929510,3
2906940097,5
2906945079,7
2906947037,6
2906947045,12
2906947095,4
2906947157,38
2906948215,2
2906948467,2
2907105145,9
2907106073,6
2907108041,8
2907108059,10
2907113121,4
2907117019,2
2907117027,27
2907117031,43
2907117037,6
2907117101,2
2907117109,10
2907117119,145
2907117133,12
2907117135,8
2907117157,5
2907117163,239
2907117167,5
2907118019,6
2907118097,1
2907120091,14
2907120107,6
2907120175,6
2907121111,8
2907125021,7
2907126163,7
2907127037,4
2907127053,3
2907127109,9
2907129005,9
2907129019,38
2907129027,15
2907129029,6
2907129047,7
2907129051,32
2907129055,451
2907129071,27161
2907129073,750
2907129077,24
2907129083,8
2907129089,2
2907129091,2
2907129093,23
2907129095,14
2907129099,780
2907129113,15
2907129125,2
2907129139,11
2907129143,5
2907129161,91
2907129169,10
2907129183,766
2907129186,3
2907129189,11842
2907129213,6
2907129219,343
2907129221,17
2907129510,2253
2907131055,2
2907139153,13
2907140047,5
2907145007,21
2907147033,6
2907148029,6
2907151540,2
2907153021,6
2907155009,2
2907305119,3
2907308031,6
2907317031,2
2907317133,18
2907317163,1
2907318141,3
2907326081,14
2907329007,24
2907329019,30
2907329027,43
2907329029,4
2907329051,257
2907329053,5
2907329055,52
2907329071,1103
2907329073,4337
2907329089,2
2907329095,6
2907329099,4
2907329113,6
2907329125,84
2907329139,109
2907329151,107
2907329161,74
2907329169,6
2907329183,46
2907329189,427
2907329219,77
2907329510,107
2907340131,3
2907519053,3
2907519145,11
2907519153,5
2907520043,6
2907520091,4
2907520103,3
2907520209,21
2907529003,45
2907529019,6
2907529021,294
2907529047,15
2907529049,12
2907529051,1
2907529053,5
2907529061,51
2907529063,75
2907529075,1966
2907529079,3
2907529081,120
2907529087,5
2907529095,35
2907529097,2
2907529129,10
2907529147,210
2907529165,9
2907529189,7
2907529227,24
2907704025,8
2907705005,35
2907705007,18
2907705009,2
2907705015,22
2907705031,8
2907705033,12
2907705089,5
2907705119,23
2907705131,18
2907705143,25
2907705145,12
2907706017,6
2907706037,26
2907706067,8
2907706075,6
2907708005,9
2907708031,9
2907708059,11
2907708123,7
2907709009,20
2907712099,6
2907712105,4
2907712117,7
2907712127,7
2907713051,7
2907713135,10
2907717001,13
2907717031,5
2907717111,2
2907717163,8
2907717197,7
2907718003,3
2907718097,2
2907719081,4
2907719099,7
2907719113,31
2907719153,3
2907720091,35
2907720169,2
2907720173,9
2907720209,18
2907721111,3
2907722019,14
2907722051,13
2907725009,4
2907725025,7
2907726163,10
2907727053,9
2907727109,20
2907727123,5
2907728027,6
2907729001,10
2907729007,19
2907729009,260
2907729011,3
2907729015,8
2907729019,23
2907729023,7
2907729027,9
2907729029,63
2907729037,14
2907729039,42
2907729043,3074
2907729047,43
2907729049,14
2907729051,50
2907729053,21
2907729057,121
2907729059,69
2907729067,25
2907729077,110860
2907729085,8
2907729089,27
2907729091,35
2907729095,81
2907729097,220
2907729101,7
2907729105,159
2907729109,613
2907729119,9
2907729131,11
2907729135,14
2907729145,60
2907729161,26
2907729165,14
2907729167,422
2907729169,51
2907729175,3
2907729183,3
2907729185,16
2907729189,123
2907729209,213
2907729213,466
2907729215,24
2907729217,5
2907729223,9
2907729225,780
2907729229,41
2907729510,36
2907730111,3
2907731055,14
2907731109,13
2907734003,10
2907736025,8
2907736055,11
2907736061,4
2907736081,9
2907737081,6
2907737133,3
2907739023,7
2907739035,6
2907739109,9
2907739113,5
2907740021,3
2907740027,10
2907740071,7
2907740143,35
2907740147,2
2907742075,7
2907747037,6
2907747077,2
2907747157,26
2907748029,5
2907748085,7
2907748113,14
2907748139,13
2907748201,25
2907748355,17
2907751059,3
2907751085,19
2907751700,11
2907754039,18
2907755009,8
2907919101,3
2907919153,9
2907919181,2
2907920091,6
2907922071,6
2907929001,2
2907929019,5
2907929021,7
2907929025,14
2907929029,11
2907929033,11
2907929047,48
2907929049,32
2907929051,2
2907929061,210
2907929063,24
2907929079,3560
2907929081,8
2907929085,4
2907929095,29
2907929115,17
2907929117,277
2907929129,182
2907929137,2
2907929145,2
2907929159,11
2907929211,188
2907931109,7
2907940081,2
2908112086,3
2908113121,3
2908117157,1
2908119029,5
2908119039,36
2908119053,195
2908119077,2
2908119117,2
2908119153,7
2908119159,9
2908120079,2
2908120091,2
2908120209,10
2908129003,6
2908129005,2
2908129019,2
2908129021,52
2908129047,28
2908129049,38
2908129061,126
2908129063,38
2908129075,139
2908129079,45
2908129081,3112
2908129095,61
2908129115,3
2908129117,8
2908129127,3
2908129129,90
2908129141,5
2908129147,16
2908129159,3
2908129165,1
2908129171,4
2908129177,10
2908129185,3
2908129211,8
2908129227,10
2908131055,15
2908131153,4
2908304019,3
2908305143,2
2908312095,8
2908317043,2
2908317143,1
2908318163,2
2908320059,28
2908320091,148
2908320103,18
2908320107,2
2908320155,7
2908320209,43
2908326081,6
2908327011,2
2908328047,13
2908329007,2
2908329013,46
2908329015,130
2908329019,5
2908329037,346
2908329039,5
2908329047,73
2908329051,13
2908329077,21
2908329083,7117
2908329095,656
2908329099,3
2908329101,580
2908329107,20
2908329109,9
2908329141,6
2908329159,319
2908329165,8
2908329167,5
2908329169,6
2908329177,2
2908329185,135
2908329195,9
2908329215,3
2908331055,3
2908331127,7
2908340031,2
2908340143,6
2908342091,4
2908347177,5
2908348177,7
2908506037,10
2908508073,3
2908512031,3
2908517031,2
2908518039,7
2908520091,14
2908520107,2
2908520169,1
2908520209,17
2908521151,9
2908529015,58
2908529019,3
2908529027,1
2908529029,150
2908529037,13
2908529039,3
2908529043,13
2908529047,7
2908529057,9
2908529059,142
2908529077,300
2908529083,16
2908529085,1394
2908529095,43
2908529097,2
2908529101,2
2908529105,25
2908529131,17
2908529143,6
2908529145,4
2908529159,11
2908529167,438
2908529175,4
2908529185,103
2908529189,5
2908529213,1
2908529217,5
2908529225,5
2908531055,3
2908531103,2
2908531109,8
2908540143,5
2908718163,2
2908719039,3
2908719047,1
2908719071,9
2908719145,6
2908719155,2
2908720013,2
2908720043,16
2908720111,2
2908720177,4
2908720209,10
2908729003,59
2908729005,92
2908729021,426
2908729047,4
2908729049,8
2908729063,2
2908729073,2
2908729081,6
2908729087,1599
2908729095,15
2908729147,147
2908729159,2
2908729165,6
2908731055,4
2908731127,8
2908731147,31
2908901101,4
2908917031,4
2908920181,9
2908924027,3
2908929007,3
2908929019,1416
2908929027,30
2908929041,48
2908929047,6
2908929051,21
2908929053,595
2908929083,2
2908929089,2353
2908929095,23
2908929101,2
2908929107,1
2908929121,6
2908929131,3
2908929135,16
2908929137,2
2908929139,4
2908929175,159
2908929189,16
2908929195,88
2908929213,13
2908931153,7
2908937065,3
2908939083,6
2908940035,10
2909105005,112
2909105007,11
2909105031,1
2909105049,21
2909105067,2
2909105093,7
2909105119,6
2909105135,4
2909106071,2
2909112031,7
2909112115,8
2909113151,8
2909117031,5
2909117115,11
2909117119,4
2909117179,3
2909118089,17
2909119153,9
2909120001,15
2909120091,14
2909120177,4
2909120209,6
2909121209,2
2909122071,8
2909122075,3
2909126163,7
2909127053,3
2909129009,1
2909129011,4
2909129031,4
2909129047,11
2909129051,6
2909129057,2
2909129067,24
2909129071,5
2909129077,106
2909129081,4
2909129091,13969
2909129095,39
2909129097,5
2909129109,12
2909129149,222
2909129153,79
2909129161,4
2909129163,2
2909129169,15
2909129181,2
2909129183,2
2909129187,12
2909129189,20
2909129195,4
2909129201,7
2909129203,119
2909129209,4
2909129213,4
2909129215,287
2909129225,13
2909129229,116
2909129510,11
2909132003,9
2909134003,4
2909139061,20
2909140117,3
2909140131,4
2909140139,5
2909142055,4
2909147157,3
2909148041,7
2909148067,7
2909148113,3
2909148201,3
2909151107,10
2909153033,10
2909155079,6
2909305019,2
2909305119,3
2909317031,4
2909317125,2
2909317137,6
2909317163,8
2909319105,4
2909319153,2
2909321153,2
2909327123,6
2909328151,5
2909329017,3
2909329023,14
2909329031,20
2909329035,4
2909329047,2
2909329051,2
2909329055,38
2909329065,96
2909329071,9
2909329093,2389
2909329099,67
2909329123,140
2909329131,4
2909329157,22
2909329161,21
2909329179,86
2909329183,9
2909329186,45
2909329187,667
2909329189,123
2909329201,5
2909329203,3
2909329215,3
2909329219,8
2909329221,92
2909329223,103
2909329225,2
2909329510,53
2909355009,1
2909504005,13
2909504013,26
2909505031,8
2909505041,6
2909505119,8
2909505143,19
2909506037,14
2909506059,18
2909506061,6
2909506071,20
2909506073,9
2909508049,21
2909508059,30
2909508101,6
2909509003,15
2909511001,18
2909512011,7
2909512057,11
2909512091,5
2909512095,5
2909512097,1
2909513053,12
2909513067,8
2909513089,9
2909513121,15
2909513135,19
2909513245,5
2909517001,6
2909517019,6
2909517031,113
2909517041,19
2909517043,4
2909517105,10
2909517163,6
2909517179,6
2909518029,2
2909518071,9
2909518097,14
2909518163,12
2909519049,2
2909519053,9
2909519121,4
2909519175,29
2909519181,17
2909520005,6
2909520011,8
2909520037,9
2909520045,308
2909520055,9
2909520059,59
2909520063,10
2909520075,5
2909520085,39
2909520087,11
2909520091,39018
2909520103,259
2909520107,8
2909520111,6
2909520115,27
2909520121,80
2909520125,4
2909520137,5
2909520143,5
2909520149,9
2909520161,36
2909520169,2
2909520173,62
2909520177,332
2909520187,69
2909520209,11585
2909521015,14
2909521093,13
2909521111,11
2909521151,8
2909522051,10
2909524005,10
2909524025,6
2909524031,6
2909525021,7
2909526025,6
2909526099,16
2909526161,1
2909527053,5
2909527123,16
2909529005,12
2909529009,3
2909529013,47
2909529019,65
2909529021,128
2909529029,23
2909529031,110
2909529035,7
2909529037,2777
2909529043,19
2909529047,14451
2909529049,36
2909529051,63
2909529053,6
2909529059,12
2909529063,14
2909529065,33
2909529075,15
2909529077,59
2909529079,11
2909529081,9
2909529083,77
2909529095,233408
2909529097,32
2909529099,40
2909529101,657
2909529107,538
2909529109,5
2909529115,14
2909529131,6
2909529145,70
2909529147,11
2909529159,50
2909529165,4078
2909529169,10
2909529177,123
2909529183,16
2909529187,20
2909529189,264
2909529195,43
2909529213,10
2909529219,4
2909529227,7
2909529510,48
2909530029,9
2909531055,40
2909531101,12
2909531105,6
2909531133,6
2909531155,7
2909532031,6
2909533011,15
2909534003,14
2909535001,17
2909536061,12
2909536081,8
2909537119,11
2909537131,7
2909539041,4
2909539095,7
2909539113,25
2909539141,3
2909539153,5
2909540071,4
2909540103,7
2909540109,8
2909540115,7
2909540143,16
2909541051,7
2909542091,12
2909542101,6
2909545079,6
2909545083,7
2909547157,6
2909548085,11
2909548113,42
2909548141,7
2909548201,18
2909548257,12
2909548423,9
2909548439,8
2909548467,19
