source,cor,p-value
U18039,0.151193004698,2.36513540829e-17
U18041,0.0277463246006,0.121979629276
U18043,0.240244333376,4.74571634025e-42
U18045,0.0558167876693,0.00185240105219
U18047,-0.0398226695807,0.0264134017717
U18049,-0.0394132794814,0.0280034479414
U18051,0.127514381288,9.6689123572e-13
U18053,0.0625767459926,0.00048187160812
U18055,0.0817287571189,5.06365651091e-06
U18057,0.30849862368,1.63202222341e-69
U18059,0.115584164694,1.02762053647e-10
U18061,0.0934908187332,1.77572524004e-07
U18063,0.267048197947,6.7185533917e-52
U18065,0.107514322833,1.86813762739e-09
U18067,0.0978227493001,4.64267024766e-08
U18069,0.0999094248466,2.38283334945e-08
U18071,0.0639631318774,0.000359540401711
U18073,-0.0361290292392,0.044007391847
U18075,0.00487127860821,0.786034630706
U18077,-0.0255685616621,0.154130450727
U18079,0.0807026206689,6.64777795213e-06
U18081,0.274932500574,5.06070184383e-55
U18083,0.042242495806,0.0185177545754
U18085,0.0931265880186,1.98248937738e-07
U18087,0.0867014241067,1.29363808801e-06
U18089,0.284850605137,4.22620907873e-59
U18091,0.0283626157701,0.113905046524
U18093,0.141148657464,2.67074177537e-15
U18095,0.222041288952,5.08870059235e-36
U18097,0.410411789915,1.37530075808e-126
U18099,0.0252774001622,0.158876830709
U18101,0.0114139553104,0.524720134857
U18103,0.104636214324,5.00156037454e-09
U18105,0.0957378084308,8.91928010487e-08
U18107,0.00201139112052,0.910752891822
U18109,0.200510659653,1.49248912643e-29
U18111,-0.0693420849204,0.000109334333023
U18113,0.0933568871809,1.84920886608e-07
U18115,-0.0509157151684,0.00452236394231
U18117,-0.0103363536782,0.564595236523
U18119,0.0278802273694,0.120188265182
U18121,0.00733491447406,0.682716988654
U18123,0.0293498972542,0.101853291221
U18125,0.0155836328034,0.385130495023
U18127,0.150346156165,3.56833279191e-17
U18129,0.175430131614,6.6728715187e-23
U18131,-0.0823585305393,4.27782278384e-06
U18133,0.035166927505,0.0499544074675
U18135,0.00535549219542,0.765361467483
U18137,-0.0233683175535,0.192771349881
U18139,-0.0308760493351,0.0852435066921
U18141,0.210909189438,1.37797824137e-32
U18143,0.0219067197878,0.22210776151
U18145,0.0511822760354,0.00431581226489
U18147,0.0796877728388,8.67397104921e-06
U18149,-0.0633469862215,0.000409805075671
U18151,-0.0152920962836,0.394084959049
U18153,0.0815305906253,5.33828694895e-06
U18155,-0.0858227734924,1.65548003373e-06
U18157,0.0019691572327,0.912619257961
U18159,-0.0168899493817,0.346554433689
U18161,-0.0710719935874,7.31976372468e-05
U18163,0.23389954266,6.88102851521e-40
U18165,0.0117899216957,0.511155222496
U18167,0.115491257553,1.06375705204e-10
U18169,0.036946693961,0.039433725681
U18171,0.0207802770506,0.246803714843
U18173,0.249457887144,2.6477886424e-45
U18175,0.0211209411216,0.239140321762
U18177,-0.0385626009922,0.0315727652107
U18179,0.107798542687,1.69262336747e-09
U18181,0.036514697738,0.0417971867131
U18183,0.0916681333789,3.06879601025e-07
U19001,-0.0112943663665,0.529073223532
U19003,-0.019059028848,0.288145248474
U19005,-0.0328001774783,0.0674973611677
U19007,0.00532253830135,0.766763309597
U19009,-0.0317152712216,0.0770873143377
U19011,0.192904601049,1.94947427502e-27
U19013,0.176384420483,3.8755631556e-23
U19015,0.268122753476,2.55723991602e-52
U19017,0.185548457146,1.79446259601e-25
U19019,0.090625884191,4.17662719034e-07
U19021,0.0660453508567,0.00022912201033
U19023,0.0965392081566,6.95070930577e-08
U19025,0.0315809278359,0.0783485056806
U19027,0.0298478078465,0.0961724276957
U19029,-0.0128936787834,0.472414483283
U19031,0.0546839501677,0.00229104257972
U19033,0.112237282669,3.5079921473e-10
U19035,-0.0067743048024,0.705790096802
U19037,0.00572816035569,0.749562809521
U19039,0.00791363638415,0.659205593142
U19041,0.0499109024141,0.00538388726202
U19043,-0.0379571779968,0.0343445804725
U19045,0.0803106215649,7.36999911933e-06
U19047,-0.0485237774505,0.00681648984995
U19049,0.333077172832,2.09794750586e-81
U19051,0.0601657354323,0.000791080067066
U19053,0.0296698323639,0.0981731950883
U19055,0.0480032050615,0.00743693113774
U19057,0.0992988161361,2.90046841162e-08
U19059,0.0469969977247,0.00878137391573
U19061,0.130316385119,3.02537177976e-13
U19063,0.0423391953733,0.0182505467726
U19065,0.0340932019942,0.0573721525125
U19067,0.063139666517,0.000428143331655
U19069,-0.0306544170201,0.0875101216615
U19071,-0.0250087150187,0.163354149168
U19073,-0.0287689129826,0.108816040134
U19075,0.0609545094085,0.000673921631289
U19077,0.0232738915775,0.194576084283
U19079,0.0707711148846,7.85391116413e-05
U19081,0.105876422624,3.28238667602e-09
U19083,-0.023796015711,0.184750718441
U19085,0.00617624489469,0.730705684211
U19087,0.0617045417564,0.000577665581197
U19089,-0.0333405701617,0.0630998796401
U19091,0.0539718500036,0.00261347603373
U19093,-0.0297302823522,0.0974899335276
U19095,0.0585697027142,0.00108801599232
U19097,0.00623593390625,0.728205689441
U19099,0.185954164808,1.40512341779e-25
U19101,0.066711072544,0.000197842827236
U19103,0.240840833597,2.94986423548e-42
U19105,0.128462108366,6.54532743361e-13
U19107,-0.00153027652826,0.932040547606
U19109,0.0701144367679,9.1503376865e-05
U19111,0.171516068905,6.00106906786e-22
U19113,0.267246985799,5.62101622639e-52
U19115,0.0649593438234,0.000290285994419
U19117,-0.0402187186333,0.0249499843523
U19119,0.16475159595,2.36674500182e-20
U19121,0.125253226485,2.42440249574e-12
U19123,0.172819432038,2.90448232408e-22
U19125,0.0999351375436,2.3631293162e-08
U19127,0.0618825654593,0.000556779815484
U19129,0.0313321961067,0.080727842631
U19131,0.0333245982765,0.0632263715255
U19133,-0.0491475742887,0.00613450984968
U19135,0.0239901754733,0.181192198543
U19137,-0.0150002912028,0.403172646386
U19139,0.116357135969,7.70006515829e-11
U19141,0.097047292919,5.92813929994e-08
U19143,0.0348780301092,0.0518665206732
U19145,0.113926857135,1.89582394001e-10
U19147,0.0689592765755,0.000119341413088
U19149,0.235831328614,1.5359341933e-40
U19151,0.00483217399248,0.787710991692
U19153,0.440576359484,9.11043687884e-148
U19155,0.430195531746,3.11066775682e-140
U19157,-0.0110214308215,0.539076514367
U19159,-0.0157061626192,0.381404425584
U19161,0.0558140463734,0.00185336233884
U19163,0.273416111475,2.05587584833e-54
U19165,-0.0168607428734,0.347389096556
U19167,0.134010223021,6.29235945673e-14
U19169,0.237685255739,3.59554736966e-41
U19171,0.00879695776714,0.623965727684
U19173,0.0591102883623,0.000977503856587
U19175,0.0311577958603,0.0824308565842
U19177,0.0181789165339,0.310993083316
U19179,0.102178172645,1.13620824621e-08
U19181,0.324869776799,2.61067638891e-77
U19183,0.117877782844,4.34028136943e-11
U19185,-0.0125245095383,0.485189147215
U19187,0.162237282398,8.92107269905e-20
U19189,0.0341024050423,0.057304882807
U19191,-0.00887224700568,0.621000017878
U19193,0.370479533181,1.02694366523e-101
U19195,0.0479310824067,0.00752676996778
U19197,0.0401979538108,0.0250249304655
U20001,0.0159962200906,0.372672463216
U20003,-0.0448568831915,0.0123843527826
U20005,-0.0309328226899,0.0846705886582
U20007,-0.0158469930626,0.377149263227
U20009,0.0223357040747,0.213184183245
U20011,-0.0473165936599,0.00833252534783
U20013,0.0234260774011,0.191673481648
U20015,0.316617059921,2.55854303249e-73
U20017,-0.112394744645,3.31372451322e-10
U20019,-0.112164202753,3.60188804014e-10
U20021,0.143796745666,7.9310732867e-16
U20023,-0.0241475692738,0.178345040603
U20025,0.000360773915134,0.983959728383
U20027,-0.0299420883803,0.0951258345199
U20029,0.00117453444354,0.947813072285
U20031,-0.043008006076,0.016493095211
U20033,0.0102526543699,0.567752367687
U20035,0.13197648968,1.50192477671e-13
U20037,0.0768117629955,1.81245484193e-05
U20039,0.00510654938465,0.775970071648
U20041,0.0700189204349,9.35494629938e-05
U20043,-0.0586114324603,0.00107909029944
U20045,0.280469463526,2.80646197481e-57
U20047,-0.0775169684667,1.51635002738e-05
U20049,-0.0465622166306,0.00942662934889
U20051,0.0912929195916,3.43024403389e-07
U20053,-0.0254234008564,0.156483154734
U20055,0.211708889162,7.92542296492e-33
U20057,0.124986272711,2.69940875013e-12
U20059,-0.00835679576206,0.641424953422
U20061,0.184313716474,3.76446839213e-25
U20063,0.00975056030409,0.586866456843
U20065,-0.0180444677792,0.314585805548
U20067,0.0233320975412,0.193462152704
U20069,0.0305590652024,0.0885001136251
U20071,-0.0358543841152,0.0456407841777
U20073,-0.0491547136527,0.00612707346121
U20075,-0.0473736467557,0.0082545921638
U20077,-0.0411016258663,0.0219380290541
U20079,0.121188242092,1.21467767358e-11
U20081,-0.0264965946908,0.139719775017
U20083,-0.0232473057438,0.195086439466
U20085,0.000560560344061,0.975079450886
U20087,-0.013107490334,0.465101313287
U20089,-0.0442749347994,0.0135672934419
U20091,0.574342481576,2.64295423098e-272
U20093,0.0898653167117,5.21901226131e-07
U20095,-0.0444077352845,0.0132888935712
U20097,-0.0603796139921,0.000757572241068
U20099,0.0219010833788,0.222226761354
U20101,-0.0747403895428,3.03408097306e-05
U20103,0.219984523322,2.26604203311e-35
U20105,-0.022773812079,0.204340810179
U20107,-0.0489070172013,0.00638987239236
U20109,0.0307132340831,0.0869039188196
U20111,0.0115235277354,0.520747807864
U20113,0.0638330265237,0.000369648241129
U20115,-0.0179926487384,0.31597775996
U20117,-0.00858937627075,0.632174039436
U20119,-0.0401755930261,0.0251058546425
U20121,0.0154910484103,0.387960636669
U20123,-0.0160319105226,0.371606648925
U20125,0.00821664009251,0.647026770857
U20127,-0.10573093166,3.44950121783e-09
U20129,-0.0504382416994,0.00491484317249
U20131,0.0621115653172,0.000530946815515
U20133,0.095290413271,1.02426933909e-07
U20135,-0.065612930809,0.000251863830996
U20137,0.0704009276095,8.56168191687e-05
U20139,0.00935329717431,0.602197698461
U20141,-0.0191802666633,0.285088907687
U20143,0.0705552125551,8.25967484067e-05
U20145,0.0307850469289,0.0861683727425
U20147,0.0359213030782,0.0452381651633
U20149,0.0683584363586,0.000136805703628
U20151,-0.0527916166325,0.00324029271387
U20153,0.0350049874247,0.0510188247981
U20155,0.117206745491,5.59474174437e-11
U20157,-0.00477956292052,0.789967906287
U20159,-0.0303280053307,0.0909365437973
U20161,0.195064895586,4.9862356855e-28
U20163,0.0650570884632,0.000284210331765
U20165,-0.0430263430084,0.0164470791832
U20167,-0.0143955537523,0.422400963978
U20169,0.0820411219077,4.65803250781e-06
U20171,0.0961476731053,7.8532435859e-08
U20173,0.349738259382,4.11724443404e-90
U20175,0.148755874935,7.67554945465e-17
U20177,0.247801606311,1.04191907823e-44
U20179,0.0164696101931,0.358689840865
U20181,0.0589070260816,0.00101777743092
U20183,0.0138326351111,0.440773128906
U20185,-0.0872728661368,1.10052367043e-06
U20187,-0.0201824799089,0.260663667772
U20189,0.0324758901753,0.0702551909432
U20191,0.11646476787,7.39565267985e-11
U20193,0.11285760924,2.80148950505e-10
U20195,-0.0204144811733,0.255222120604
U20197,-0.100251456487,2.13329462649e-08
U20199,-0.0340508411895,0.0576826358511
U20201,-0.0250576154077,0.162532281733
U20203,0.0389372991355,0.0299551784279
U20205,0.0236781665013,0.186935696051
U20207,-0.0285920019982,0.111009366963
U20209,0.445579644995,1.71319316807e-151
U21001,0.0316118691522,0.0780565562806
U21003,0.00887153542076,0.621028019144
U21005,0.0683642256032,0.000136626501762
U21007,0.0309107352865,0.0848931085703
U21009,0.0681987913251,0.000141835487756
U21011,0.0310775030946,0.0832246415591
U21013,0.022807747466,0.203667111218
U21015,0.180639014985,3.31100067227e-24
U21017,0.0349019390934,0.0517059858955
U21019,0.0657223438105,0.000245917604714
U21021,0.0318165552665,0.0761474523564
U21023,-0.0516573103826,0.00396880097711
U21025,0.0198587441832,0.268390077135
U21027,0.00335363197442,0.851748118734
U21029,0.254025274959,5.74302164306e-47
U21031,-0.0306682852178,0.0873668816138
U21033,0.00279725191417,0.876125402948
U21035,0.0490519060961,0.00623494501915
U21037,0.250870180256,8.16694719031e-46
U21039,-0.0154758111857,0.388427622663
U21041,-0.0265178978061,0.139401582807
U21043,-0.0415384051784,0.0205686042333
U21045,-0.00945129331573,0.598399078543
U21047,0.12179084085,9.59752105666e-12
U21049,0.120701935153,1.46775663193e-11
U21051,0.0603598979042,0.00076060508664
U21053,0.0123699292471,0.490593233333
U21055,-0.0234952810645,0.190364157269
U21057,-0.0388575329486,0.0302934362061
U21059,0.116512171774,7.26534278827e-11
U21061,-0.00204172495486,0.909412706349
U21063,-0.0875934620244,1.00465479142e-06
U21065,0.0702541870382,8.85857332658e-05
U21067,0.299430926819,2.0997190537e-65
U21069,-0.00994525279509,0.579419435909
U21071,0.123679051168,4.55348995532e-12
U21073,0.0850479318759,2.05365392944e-06
U21075,0.046319032921,0.00980568093437
U21077,-0.0470963029641,0.00863964798888
U21079,0.0318869224181,0.0754999990324
U21081,-0.00464022658667,0.795953635398
U21083,0.153021199411,9.6555829557e-18
U21085,-0.00696331314463,0.697979513332
U21087,-0.00482669222428,0.787946066311
U21089,0.0417552571152,0.0199168299155
U21091,-0.0232603513727,0.194835886461
U21093,0.15154796867,1.98923415721e-17
U21095,-0.008161479057,0.649236993389
U21097,0.0337766619975,0.0597261618704
U21099,0.046457712182,0.00958789042131
U21101,0.164034548255,3.46279702548e-20
U21103,0.0229261360264,0.201329468167
U21105,-0.0183371135651,0.306800544838
U21107,0.0828063968652,3.79155038649e-06
U21109,0.0250587089234,0.162513938754
U21111,0.356431332614,9.21604601582e-94
U21113,0.181564717772,1.92296317581e-24
U21115,0.0386423036225,0.0312225518309
U21117,0.307138051166,6.89770814919e-69
U21119,0.0404303943449,0.0241970047383
U21121,0.0918447963502,2.91161936895e-07
U21123,0.00950207071889,0.596435080775
U21125,0.125107301372,2.57113525149e-12
U21127,-0.025564400791,0.154197512183
U21129,-0.043487710526,0.0153258009259
U21131,0.0461076264351,0.0101461696301
U21133,0.0306477617501,0.0875789289698
U21135,-0.0540083954191,0.00259596820988
U21137,0.108843619189,1.17505486666e-09
U21139,0.0758490803126,2.30654770527e-05
U21141,0.0262108535464,0.144041909121
U21143,-0.0193198979017,0.281596123455
U21145,0.172733032648,3.04815742743e-22
U21147,0.0255444859712,0.154518789578
U21149,-0.0438169511832,0.014567307476
U21151,0.172802467011,2.93215495388e-22
U21153,-0.0214126727675,0.232712315787
U21155,0.0103742006838,0.563170427909
U21157,0.158955558007,4.88462177097e-19
U21159,-0.0275211266236,0.12503931433
U21161,-0.0290065389708,0.105924057898
U21163,0.0591379911353,0.000972130610739
U21165,-0.00590922749905,0.741924049846
U21167,0.0578221411497,0.00125993119402
U21169,0.054539025619,0.00235355003773
U21171,0.0256282412623,0.153171020744
U21173,0.0256485411895,0.152845709008
U21175,-0.0111369051826,0.534832755916
U21177,0.0157803024193,0.379160648108
U21179,0.0761059588684,2.1634417445e-05
U21181,-0.023365761316,0.192820043983
U21183,0.0208767736232,0.244615732163
U21185,0.128789139965,5.71702606548e-13
U21187,-0.0449494162719,0.012204920089
U21189,-0.0336102798062,0.0609952594763
U21191,0.00887945151914,0.620716547143
U21193,0.000372234025259,0.983450275438
U21195,0.0900822758963,4.89851892187e-07
U21197,0.0339694005436,0.0582834772843
U21199,0.0408065740163,0.0229073666857
U21201,-0.0739143273864,3.71270747644e-05
U21203,0.0589834254026,0.00100246324739
U21205,-0.0305467638957,0.0886284867036
U21207,0.0258774494329,0.149213674912
U21209,0.0513270305484,0.00420726319557
U21211,0.105065336239,4.3256565306e-09
U21213,-0.020380254769,0.256019892789
U21215,0.0216741741811,0.227055382497
U21217,-0.00512349332762,0.77524666041
U21219,-0.0317422835427,0.0768357351489
U21221,0.0268017174458,0.13521535116
U21223,-0.0614510650163,0.000608664010856
U21225,0.0368849348186,0.0397645026567
U21227,0.0942295397714,1.41843909995e-07
U21229,-0.0266649590297,0.137220204291
U21231,0.0696218411753,0.000102527458346
U21233,0.0179579165733,0.316912988466
U21235,0.0924931294339,2.3987213569e-07
U21237,-0.00676838881631,0.706035075008
U21239,0.125674691777,2.04517453408e-12
U22001,0.0940528256663,1.49698208528e-07
U22003,-0.0545448541104,0.00235100632337
U22005,0.251602792929,4.42382561976e-46
U22007,0.0475719047202,0.00798882014892
U22009,-0.0203143454657,0.257561025248
U22011,-0.00844416773581,0.63794309344
U22013,-0.063300307215,0.000413868882631
U22015,0.324985740041,2.28966810566e-77
U22017,0.341012177987,1.74413875185e-85
U22019,0.0764730813968,1.97350880579e-05
U22021,-0.064437030402,0.000324866349292
U22023,-0.0336571608884,0.060635429979
U22025,-0.0614487753391,0.000608950944538
U22027,-0.0137209380084,0.444472308866
U22029,0.0323691200122,0.0711831668361
U22031,0.0933659154628,1.84416436897e-07
U22033,0.38862489812,1.36725292929e-112
U22035,-0.00992375086876,0.580239707088
U22037,0.0455292729499,0.0111320282838
U22039,-0.0264915860503,0.139794667213
U22041,-0.0561798169775,0.00172906861787
U22043,0.0079689499972,0.656975466263
U22045,0.144124889719,6.81238703726e-16
U22047,0.0826131446272,3.99449967738e-06
U22049,0.0571497917446,0.00143561883466
U22051,0.517256473463,2.7415915644e-212
U22053,0.010773800828,0.548233578638
U22055,0.232916418205,1.46835719851e-39
U22057,0.196989878152,1.45955775409e-28
U22059,-0.100353491839,2.06389676448e-08
U22061,0.049611427155,0.00566789350141
U22063,0.30773139754,3.682343426e-69
U22065,-0.00569628507533,0.750910115825
U22067,0.139891806337,4.7144875651e-15
U22069,-0.0155743704417,0.385413059957
U22071,0.482274014633,8.34155042183e-181
U22073,0.147258706985,1.5667006468e-16
U22075,-0.0234557289895,0.191111669019
U22077,0.0454088615356,0.0113476694954
U22079,0.0746611378336,3.09368693419e-05
U22081,-0.0334329288382,0.0623725240557
U22083,0.020748185232,0.247534398506
U22085,-0.0644262258879,0.000325620773976
U22087,0.267097152029,6.42992843782e-52
U22089,0.144922572739,4.70050736124e-16
U22091,-0.0899652495578,5.06895717722e-07
U22093,0.00294321993022,0.869717593954
U22095,0.121179067034,1.21903112974e-11
U22097,0.156016779522,2.17229505407e-18
U22099,0.117542852568,4.9275366885e-11
U22101,0.0328895332383,0.066753299087
U22103,0.364211783931,4.06671891308e-98
U22105,0.153534513562,7.49334105229e-18
U22107,-0.0461452476036,0.0100848184918
U22109,0.110747059259,5.99152151376e-10
U22111,0.0595863474249,0.00088888283817
U22113,0.103375917025,7.6355647633e-09
U22115,0.0260585189954,0.146387620656
U22117,0.00475448649624,0.791044258318
U22119,0.0747917655139,2.99602518042e-05
U22121,0.072712080731,4.96223800432e-05
U22123,-0.0321616994879,0.0730146342472
U22125,0.00818097932524,0.648455291919
U22127,-0.0447772139518,0.0125407078339
U23001,0.19320291009,1.61646545911e-27
U23003,0.0429093926805,0.0167425063007
U23005,0.15771546139,9.20074601254e-19
U23007,0.0209348734483,0.24330494748
U23009,0.080898938307,6.31201887816e-06
U23011,0.195300124199,4.29410671924e-28
U23013,0.00353470742623,0.843843733526
U23015,-0.0240302683384,0.180463761963
U23017,0.0497540541872,0.00553099074149
U23019,0.159895948396,3.01177850838e-19
U23021,0.00351144951622,0.844858136192
U23023,0.105566264374,3.64863699204e-09
U23025,0.166390009988,9.85619073084e-21
U23027,0.0995694002065,2.6588735058e-08
U23029,-0.0411620663781,0.0217439251906
U23031,0.258536611923,1.20877651404e-48
U24001,-0.0265737310448,0.138570279919
U24003,0.390398921529,1.08407260466e-113
U24005,0.454721951094,1.83074926834e-158
U24009,0.0769008334708,1.77222485e-05
U24011,-0.0329567530564,0.0661980225779
U24013,0.201069634257,1.03505257708e-29
U24015,-0.0238876721347,0.183064469308
U24017,0.193450899495,1.38304516016e-27
U24019,-0.0129005594542,0.472178156541
U24021,0.199932343706,2.17701937729e-29
U24023,-0.038576554721,0.0315112104503
U24025,0.215692821474,4.87131486757e-34
U24027,0.299209488847,2.63442738549e-65
U24029,-0.122089423982,8.53656157681e-12
U24031,0.500660483393,6.78223967519e-197
U24033,0.501291646599,1.82551566153e-197
U24035,-0.0727219684464,4.9505009516e-05
U24037,0.113497216848,2.21886497375e-10
U24039,0.0754202084292,2.56573287149e-05
U24041,-0.0556985402943,0.00189428543322
U24043,0.102330288286,1.0805459394e-08
U24045,0.10278129956,9.30635821212e-09
U24047,0.0249211443128,0.164833767011
U24510,0.410019978973,2.50890361309e-126
U25001,0.00227199617162,0.899247716535
U25003,-0.0902427399844,4.67377417905e-07
U25005,0.408755921236,1.73548301758e-125
U25007,-0.0559187265438,0.00181697770554
U25009,0.477841124533,4.52355466008e-177
U25011,0.0455498873442,0.0110954775583
U25013,0.279601827658,6.38451896383e-57
U25015,0.154159898457,5.49571705013e-18
U25017,0.564744963139,2.20615663931e-261
U25019,-0.0200061809464,0.264852006654
U25021,0.490345929476,9.51815573642e-188
U25023,0.426436880084,1.4327794837e-137
U25025,0.45596885811,1.97345925482e-159
U25027,0.422137143505,1.45114190798e-134
U26001,0.00741011599314,0.679643757403
U26003,-0.0139267526715,0.437669887069
U26005,0.0773724457135,1.57300042034e-05
U26007,0.0214518151452,0.231859265659
U26009,0.0705318231483,8.30480238777e-05
U26011,-0.0861862017101,1.49535833951e-06
U26013,-0.0372932230964,0.0376207413216
U26015,0.0965436843591,6.94099582903e-08
U26017,0.162424525345,8.08755452791e-20
U26019,0.0282586465274,0.115236939852
U26021,0.00836844137399,0.640960406448
U26023,-0.0448081660627,0.0124797563726
U26025,0.104134949853,5.92164278761e-09
U26027,0.0600848322262,0.000804109526129
U26029,0.0805594992429,6.90324879186e-06
U26031,0.0872791528162,1.09856186268e-06
U26033,0.0304236279234,0.0899217825104
U26035,-0.0708616599191,7.68941191943e-05
U26037,0.123419940693,5.04745598059e-12
U26039,-0.0449606476106,0.0121832986351
U26041,0.0701250083857,9.12795338125e-05
U26043,0.0421860279802,0.0186753682831
U26045,0.172381345474,3.7091747831e-22
U26047,0.0598310948745,0.000846276265019
U26049,0.297938376847,9.65094020676e-65
U26051,-0.044742927029,0.0126085336957
U26053,0.0831110899585,3.49149828645e-06
U26055,0.11200852613,3.81015704755e-10
U26057,-0.0766732550848,1.87674614126e-05
U26059,-0.065476490209,0.000259467783944
U26061,0.142170938355,1.6758906105e-15
U26063,-0.0128817447242,0.472824530436
U26065,0.171395561567,6.41567841151e-22
U26067,0.0932554492536,1.90681102159e-07
U26069,-0.0466149632339,0.00934615784479
U26071,-0.0574358474492,0.00135828051274
U26073,-0.101773377989,1.29824336312e-08
U26075,0.136637288824,2.00522389566e-14
U26077,0.163728524471,4.07133807224e-20
U26079,0.0326381285974,0.0688641329962
U26081,0.264183646722,8.63336644568e-51
U26083,0.0731851158566,4.42927660769e-05
U26085,-0.105247479758,4.0664256904e-09
U26087,0.107317525401,1.99992250135e-09
U26089,0.135769008732,2.93348969156e-14
U26091,0.0547431910395,0.00226593190555
U26093,0.258852351977,9.19895655884e-49
U26095,-0.0566992762471,0.00156568389141
U26097,-0.035771307136,0.0461448129732
U26099,0.475037508079,9.74915604302e-175
U26101,-0.0267249306027,0.136338228801
U26103,0.12131527361,1.155944458e-11
U26105,-0.038851508736,0.0303191152784
U26107,-0.0971548249667,5.73121932089e-08
U26109,0.108624832455,1.26871478189e-09
U26111,0.0797723174496,8.48485586666e-06
U26113,0.00276127412944,0.877706045922
U26115,0.181632835356,1.84737830202e-24
U26117,0.0764103224452,2.00481136975e-05
U26119,-0.0456404098145,0.0109362333305
U26121,0.16138388186,1.39294438374e-19
U26123,0.0729948495047,4.63677166135e-05
U26125,0.503026854398,4.87726990482e-199
U26127,-0.0157244630803,0.380849822064
U26129,-0.058791694584,0.00104130593176
U26131,-0.0797203800131,8.60056097508e-06
U26133,-0.0263982631411,0.141195741377
U26135,-0.0892814948243,6.18499642753e-07
U26137,-0.0401797955604,0.0250906283208
U26139,0.229632498255,1.80015439249e-38
U26141,-0.0128085576909,0.475343471053
U26143,-0.0698896943692,9.6386467527e-05
U26145,0.133172014375,9.02071216915e-14
U26147,0.220903619685,1.16470835982e-35
U26149,0.0472959171422,0.00836093099523
U26151,-0.0458567555859,0.0105638404863
U26153,-0.0560796885596,0.00176230907148
U26155,0.0174665584232,0.330337950356
U26157,-0.00879937535763,0.623870401589
U26159,0.0641526296356,0.000345279693192
U26161,0.266070006899,1.61243853804e-51
U26163,0.50356297169,1.58588104197e-199
U26165,0.00979406838526,0.585198424437
U27001,-0.0965384877591,6.95227381624e-08
U27003,0.602658114426,9.89962833806e-307
U27005,0.152862920681,1.04388430106e-17
U27007,0.0823205114041,4.32174615029e-06
U27009,0.156088247473,2.09558461447e-18
U27011,-0.0417905337128,0.0198125240435
U27013,0.154186001111,5.42490389139e-18
U27015,0.00445171517026,0.804070946193
U27017,0.111151011751,5.18585121745e-10
U27019,0.322576641296,3.45457198441e-76
U27021,0.0771557506387,1.66173409021e-05
U27023,-0.00877118056884,0.624982518989
U27025,0.0757329586087,2.37415311159e-05
U27027,0.409012285477,1.17318253553e-125
U27029,-0.0517264888896,0.00392043519732
U27031,8.57952206479e-05,0.99618523952
U27033,9.98652025977e-05,0.99555964415
U27035,0.0416243422411,0.0203081190406
U27037,0.598681072099,1.0962308638e-301
U27039,0.103203118733,8.08843993228e-09
U27041,-0.0552182995479,0.00207348037988
U27043,-0.0166362064575,0.353848523903
U27045,0.0864349553656,1.39445697397e-06
U27047,0.0842041143272,2.59151986308e-06
U27049,0.00883577659001,0.622435855135
U27051,-0.0438607461828,0.0144689486958
U27053,0.661847469838,0.0
U27055,0.106988909255,2.24041904598e-09
U27057,0.0118060273282,0.510578246099
U27059,-0.0626793671121,0.000471630653325
U27061,0.119041473222,2.78504817137e-11
U27063,0.0878873411463,9.23873348947e-07
U27065,-0.120099441233,1.85366304114e-11
U27067,-0.11403839672,1.81977023065e-10
U27069,-0.0282770281267,0.115000576444
U27071,-0.0868563183415,1.23829428747e-06
U27073,0.0235812849651,0.188746164044
U27075,0.051322412619,0.00421068752432
U27077,-0.000250065765972,0.988881504554
U27079,-0.0473866318915,0.0082369461032
U27081,-0.0385478006346,0.0316381673674
U27083,-0.0120932197749,0.500347130409
U27085,-0.0505185717559,0.00484672987252
U27087,-0.127446291118,9.94267955981e-13
U27089,0.175132067743,7.90213763771e-23
U27091,0.00254412215455,0.887256500042
U27093,-0.098844990609,3.35424481151e-08
U27095,-0.0863220244158,1.43942611623e-06
U27097,-0.0234835384214,0.190585861586
U27099,0.122950271856,6.08009521347e-12
U27101,-0.0220414479886,0.219276850125
U27103,0.120005801003,1.92194881005e-11
U27105,0.0647360392999,0.000304625536244
U27107,-0.0804985657447,7.0148399396e-06
U27109,0.169660169969,1.66999316384e-21
U27111,0.181982590782,1.50324028698e-24
U27113,-0.0514729557601,0.00410034746028
U27115,-0.0582425125023,0.00116040119567
U27117,-0.0319641474239,0.074794622456
U27119,0.28005545615,4.15578814833e-57
U27121,-0.0481716631134,0.00723082721533
U27123,0.621963372237,0.0
U27125,-0.0698122602944,9.81251418186e-05
U27127,0.0474081717851,0.00820774900655
U27129,-0.104924651304,4.53681765028e-09
U27131,0.0853654222903,1.88048576192e-06
U27133,0.0724851995465,5.23890874085e-05
U27135,-0.00458008327939,0.798541058105
U27137,0.334380306643,4.57032630383e-82
U27139,0.418013357979,1.00788671721e-131
U27141,0.297619647742,1.33510434565e-64
U27143,-0.0802985877675,7.39331544451e-06
U27145,0.310967054218,1.17091765099e-70
U27147,0.0109203174792,0.5428062955
U27149,-0.0496775406512,0.00560405803113
U27151,0.0506770887604,0.00471481914027
U27153,0.00733455189226,0.682731818937
U27155,-0.0670916398531,0.000181811255308
U27157,-0.013855599981,0.440014771269
U27159,-0.0725114552476,5.20615910362e-05
U27161,0.0378594095589,0.0348111427885
U27163,0.542044099161,6.23588739032e-237
U27165,0.00823568354518,0.646264448135
