source,cor,p-value
U08037,0.158430323482,6.39104797867e-19
U08039,-0.0275924981334,0.124063208416
U08041,0.360295513751,6.55659284088e-96
U08043,0.0128229227023,0.474848478483
U08045,0.204842232731,8.50760988369e-31
U08047,-0.0979242900864,4.49581091787e-08
U08049,-0.0951991431092,1.05350958576e-07
U08051,-0.0164539387453,0.359147388315
U08053,0.0110508418108,0.537994042355
U08055,-0.074474272044,3.23866402924e-05
U08057,-0.0833917580708,3.23534818316e-06
U08059,0.665673103693,0.0
U08061,-0.0399681860574,0.0258673179094
U08063,0.00662853746453,0.711835072033
U08065,0.0528285114313,0.00321878694107
U08067,0.0757920647388,2.33950975908e-05
U08069,0.400404437026,4.99274699404e-120
U08071,-0.0589568954868,0.00100775681798
U08073,-0.106953262656,2.26814053554e-09
U08075,-0.016913794493,0.345873935875
U08077,0.112968647775,2.6906080398e-10
U08079,-0.00673311999413,0.707496171496
U08081,0.0986617615996,3.55633620092e-08
U08083,0.0209812196003,0.242262879735
U08085,0.094220742624,1.42225305686e-07
U08087,-0.0789823794641,1.04165973269e-05
U08089,-0.00113046389453,0.949768577174
U08091,0.0219139329096,0.221955539545
U08093,-0.0407004204468,0.0232651001757
U08095,0.025801693992,0.150408307417
U08097,0.0815164711863,5.35838911212e-06
U08099,0.0586616682637,0.00106843503657
U08101,0.15080176293,2.86088382321e-17
U08103,-0.0992106178459,2.9837210777e-08
U08105,0.0996569079389,2.58500506458e-08
U08107,-0.0219287449253,0.221643188673
U08109,-0.0182507526459,0.309084621865
U08111,-0.00227333573024,0.899188630315
U08113,-0.0164271924277,0.359929126792
U08115,0.00122735006436,0.945469944671
U08117,-0.0463140623004,0.00981356825651
U08119,0.0143659052604,0.423357281254
U08121,-0.10258305392,9.93859577625e-09
U08123,0.433344072353,1.72071840239e-142
U08125,0.028109107272,0.117174036138
U09001,0.347781903084,4.6221794806e-89
U09003,0.310293764652,2.40829257938e-70
U09005,0.177332038308,2.25259539621e-23
U09007,0.175486760409,6.46170026493e-23
U09009,0.411417157242,2.92997117948e-127
U09011,0.100025187044,2.29536141082e-08
U09013,0.213070066066,3.07526835057e-33
U09015,0.0465446763652,0.0094535257445
U10001,0.0255204387598,0.154907410258
U10003,0.128867548496,5.53425957904e-13
U10005,-0.00410208456321,0.819181469529
U11001,0.370001585783,1.94411228562e-101
U12001,0.0687693877912,0.000124619828203
U12003,0.0679289844137,0.000150733803673
U12005,0.0747096255447,3.05708815483e-05
U12007,0.00573009304259,0.7494811431
U12009,0.117410770701,5.17989681213e-11
U12011,0.61168043595,1.92384221834e-318
U12013,-0.0432958550956,0.0157836347088
U12015,0.100856098382,1.7528045459e-08
U12017,0.0281641632443,0.116457903247
U12019,0.27224317146,6.04276362594e-54
U12021,0.0549550995195,0.00217815854668
U12023,0.0456604906347,0.0109011841305
U12027,-0.0267663504482,0.135731643272
U12029,-0.0532504647383,0.00298191307449
U12031,0.331461616536,1.37359330201e-80
U12033,0.223164835248,2.23605383418e-36
U12035,0.0434635707406,0.0153827567356
U12037,-0.0303985253079,0.0901872891903
U12039,0.239538592868,8.31541454854e-42
U12041,-0.0341472300322,0.0569781711211
U12043,-0.0626073302579,0.000478798005936
U12045,0.0325747301884,0.0694050044663
U12047,0.0330019380871,0.0658269088674
U12049,-0.0810972877936,5.98928961989e-06
U12051,-0.0758306532783,2.31715219315e-05
U12053,0.118892557797,2.94845537987e-11
U12055,-0.0495255058714,0.00575183366105
U12057,0.430084768123,3.73098207124e-140
U12059,0.000374502039607,0.983349452895
U12061,0.0137113957501,0.444789147812
U12063,0.106351364153,2.78988990775e-09
U12065,0.0469740877954,0.00881436369299
U12067,-0.0593430928356,0.000933191454662
U12069,0.23808742645,2.61966349649e-41
U12071,0.19591919503,2.89516084943e-28
U12073,0.222529553239,3.56165192472e-36
U12075,-0.00635282692465,0.723318166009
U12077,-0.0221048771878,0.217953076783
U12079,0.0327075377267,0.0682759566625
U12081,0.251650865701,4.24908898302e-46
U12083,0.0812832495164,5.70109859839e-06
U12085,0.101045226531,1.64795406922e-08
U12086,0.569888556638,3.43001986619e-267
U12087,-0.0431871546114,0.0160483323338
U12089,0.108471978704,1.33842517938e-09
U12091,0.15270439274,1.12860938295e-17
U12093,-0.06906111183,0.000116598180518
U12095,0.462501864794,1.44661885194e-164
U12097,0.260087318739,3.14953545542e-49
U12099,0.427745722192,1.70838472024e-138
U12101,0.378936735505,1.06839763856e-106
U12103,0.45244356612,1.04693839518e-156
U12105,0.300912645819,4.57785307047e-66
U12107,0.00546666766507,0.760637808087
U12109,0.165980166816,1.22811921696e-20
U12111,0.216308446244,3.14973178363e-34
U12113,0.27676703912,9.17264156164e-56
U12115,0.190628914032,8.05619002582e-27
U12117,0.441124293971,3.58555951121e-148
U12119,-0.0463113120571,0.00981793473795
U12121,0.069249609196,0.000111676586244
U12123,-0.0436569466068,0.0149316871344
U12125,-0.074450961808,3.2571950599e-05
U12127,0.271220993983,1.53957147018e-53
U12129,0.14115605056,2.66178853881e-15
U12131,0.0392964729408,0.0284719725941
U12133,-0.00144387620178,0.935869061788
U13001,-0.0470482901143,0.00870791353344
U13003,0.0133553439544,0.456703091134
U13005,0.00282490047956,0.87491102989
U13007,-0.0368703539582,0.0398429390514
U13009,0.0630141098855,0.000439618716582
U13011,-0.0378617655941,0.0347998362214
U13013,0.0767853307948,1.82455968127e-05
U13015,0.0828371832962,3.76014559193e-06
U13017,0.0133886131969,0.455582323319
U13019,0.0902505934687,4.66303376917e-07
U13021,0.191871342623,3.72104004943e-27
U13023,0.00336668048015,0.851178011726
U13025,0.0481153700471,0.00729912310069
U13027,0.0817090068598,5.09040873118e-06
U13029,0.131759045814,1.64703605996e-13
U13031,0.0645139476492,0.000319542675136
U13033,0.0240342983573,0.180390662049
U13035,-0.0588364825916,0.00103210972151
U13037,-0.0248371394428,0.166262592095
U13039,0.0478714615355,0.00760176912981
U13043,0.0116416002671,0.516484724526
U13045,0.0495793406041,0.00569911013979
U13047,0.1863610454,1.09885878464e-25
U13049,-0.0707817377498,7.83444110614e-05
U13051,0.187843748516,4.46448996574e-26
U13053,0.0688301641979,0.000122906925498
U13055,0.00999113657104,0.577670849339
U13057,0.293876897206,5.85101328496e-63
U13059,0.0615087920929,0.000601471293414
U13061,-0.0503427493252,0.00499693798768
U13063,0.394601185308,2.51385754485e-116
U13065,-0.0189443035975,0.291057676973
U13067,0.517200486496,3.10012023556e-212
U13069,0.0663072858135,0.000216298566127
U13071,0.0940033376583,1.51972077084e-07
U13073,0.253267029699,1.09067860098e-46
U13075,0.0657180218605,0.000246149969506
U13077,0.183790444729,5.14498884478e-25
U13079,-0.00686521682796,0.702029318644
U13081,0.0509002984607,0.00453457940307
U13083,0.0273255649447,0.127744568298
U13085,-0.0555326345608,0.00195451741605
U13087,0.0312002488765,0.0820136463401
U13089,0.565043044091,1.02287433341e-261
U13091,0.0165352131549,0.3567784598
U13093,-0.0206968371323,0.248706665659
U13095,0.182594059679,1.04731010148e-24
U13097,0.182358248588,1.20411863735e-24
U13099,0.0173371725577,0.333933374404
U13101,0.0311713297014,0.0822976653942
U13103,0.194254940627,8.32923249218e-28
U13105,-0.00595909097915,0.739824855775
U13107,-0.0215443894486,0.229850582626
U13109,-0.0341293402585,0.0571083764281
U13111,-0.0412781757065,0.0213752301398
U13113,0.190521629593,8.60972169569e-27
U13115,0.0554530765363,0.00198401994675
U13117,0.202870865273,3.15899226295e-30
U13119,-0.0441684269266,0.0137942830006
U13121,0.519087272575,4.86493142036e-214
U13123,-0.0364517358957,0.0421514630283
U13125,-0.0797380437937,8.56104188126e-06
U13127,0.022322763903,0.213449519603
U13129,0.0472498001167,0.00842459924672
U13131,0.114260424508,1.67714422045e-10
U13133,-0.0574426138065,0.00135649855704
U13135,0.511680610469,5.07133653144e-207
U13137,0.0538886647698,0.00265373062479
U13139,0.188843501112,2.42196411379e-26
U13141,-0.00967321742676,0.589837085382
U13143,-0.0358971304619,0.0453832534768
U13145,0.0679726354443,0.000149259420575
U13147,0.0113547269158,0.526873780249
U13149,-0.0496091654234,0.00567008885348
U13151,0.292761897693,1.78469670456e-62
U13153,0.254565273911,3.63235574951e-47
U13155,0.0689028427948,0.000120887702448
U13157,0.0505195331473,0.00484591988648
U13159,-0.0588182024232,0.00103585403174
U13161,0.0301834488349,0.0924880532602
U13163,-0.013524509537,0.451020375891
U13165,-0.00897562204895,0.616937999549
U13167,0.046635323106,0.00931526055973
U13169,0.0848240906069,2.18483807444e-06
U13171,-0.0410053353397,0.0222503774946
U13173,0.00586936027555,0.743603795783
U13175,0.0691982849612,0.000112996876062
U13177,0.22979868642,1.58720909887e-38
U13179,0.134759460291,4.55152016395e-14
U13181,-0.0524677391178,0.00343477081775
U13183,0.0631787354223,0.00042463000925
U13185,0.0791299436096,1.0026460482e-05
U13187,-0.0137513601768,0.443463038028
U13189,0.0201413264919,0.261637229063
U13191,-0.0251708735828,0.160640733895
U13193,0.0246201217609,0.169996877092
U13195,0.0703032004484,8.75834264557e-05
U13197,-0.0444306132586,0.0132414457858
U13199,-0.029019232824,0.105771300774
U13201,-0.0062760346752,0.726527741861
U13205,0.0969944109876,6.02736846073e-08
U13207,-0.0259041529384,0.148794301369
U13209,-0.0551816109493,0.00208778987612
U13211,-0.0598653784073,0.000840461562755
U13213,0.14724839155,1.57438159109e-16
U13215,0.178103621842,1.44488209202e-23
U13217,0.10262614443,9.79771921791e-09
U13219,-0.0209431429012,0.243118782975
U13221,0.00543306893909,0.762064430441
U13223,0.211298555505,1.05294139474e-32
U13225,0.0265750010516,0.138551415244
U13227,-0.0477024466683,0.00781803180723
U13229,0.0499651255095,0.00533386023479
U13231,-0.035591583736,0.0472512421629
U13233,0.0305062249081,0.0890526025256
U13235,-0.0292113248623,0.103480930976
U13237,-0.049508495388,0.00576858419669
U13239,-0.0112177225087,0.531872717857
U13241,-0.0563898196053,0.00166121628752
U13243,0.00100522687197,0.955327224237
U13245,0.23900491928,1.26925724143e-41
U13247,0.0830731428664,3.52758734728e-06
U13249,-0.0475838640304,0.00797303595873
U13251,0.00554368466006,0.757370695232
U13253,-0.0256776828733,0.152379624631
U13255,0.0596992979652,0.000868978850316
U13257,-0.0353455289271,0.0488021208336
U13259,-0.0513314382053,0.00420399714525
U13261,0.0516859852745,0.0039486877443
U13263,-0.0733586896572,4.24769102261e-05
U13265,-0.0421823863058,0.0186855731182
U13267,0.0239204866851,0.182463543337
U13269,-0.0631488290797,0.000427316949597
U13271,-0.0300984127992,0.0934106159537
U13273,0.0377548781293,0.0353159524154
U13275,0.0859303311164,1.60645095364e-06
U13277,0.0636222823885,0.000386586042518
U13279,0.0162938347799,0.3638428092
U13281,-0.0432947317499,0.0157863504323
U13283,-0.0208959244059,0.24418312688
U13285,0.020483078039,0.253628422976
U13287,0.0201380794003,0.261714151885
U13289,0.0161029469559,0.369490936548
U13291,-0.0304264568544,0.0898919007919
U13293,0.0125162791063,0.485476066559
U13295,0.16836394074,3.3898700407e-21
U13297,0.072964159611,4.67109150929e-05
U13299,0.0103642029681,0.563546638753
U13301,-0.0398816548838,0.0261908575271
U13303,0.00421030049733,0.814497077266
U13305,-0.00603837329419,0.736491153921
U13307,-0.0637993801205,0.000372305098988
U13309,-0.0534507276621,0.00287515012092
U13311,0.00670314001439,0.708739012238
U13313,0.0907762769873,3.99576912548e-07
U13315,-0.0478258448151,0.00765960341168
U13317,-0.0249543134102,0.16427215097
U13319,-0.0234974502503,0.190323223227
U13321,0.178432558929,1.19495368483e-23
U16001,0.376404378734,3.4384568473e-105
U16003,-0.0442437499871,0.0136334105518
U16005,0.120960686218,1.32727847283e-11
U16007,-0.0319100410481,0.0752882655674
U16009,-0.0852699967934,1.93100236484e-06
U16011,0.21032250662,2.06467071178e-32
U16013,0.0084633136535,0.637181171308
U16015,0.0305952963215,0.0881228857287
U16017,0.0650574520033,0.000284187958584
U16019,0.212962656977,3.31458471555e-33
U16021,-0.0206368395542,0.250081308116
U16023,-0.0627842556243,0.000461373412889
U16025,-0.0460843290345,0.0101843284491
U16027,0.424515393136,3.19676130127e-136
U16029,-0.100745661368,1.81699421155e-08
U16031,0.123853911627,4.24724193036e-12
U16033,-0.0232447959975,0.195134668471
U16035,-0.0249143265255,0.164949383963
U16037,-0.0478003286476,0.00769212522596
U16039,0.0542643692387,0.00247631247276
U16041,0.0617968672804,0.000566744593633
U16043,0.130677965973,2.59935357227e-13
U16045,0.120245890285,1.7516009254e-11
U16047,0.112004361128,3.81588749555e-10
U16049,0.0506144449217,0.00476655536046
U16051,0.200604899091,1.40328731242e-29
U16053,0.178554797902,1.11341976679e-23
U16055,0.269240431022,9.31929747292e-53
U16057,0.15721865534,1.18404879516e-18
U16059,0.00479529397452,0.789292888579
U16061,-0.0540957236177,0.00255456509636
U16063,-0.00639003308139,0.721764856891
U16065,0.136176779249,2.45427600351e-14
U16067,0.196915737264,1.53064442871e-28
U16069,0.17712925679,2.53058803608e-23
U16071,-0.0511730541344,0.00432281286733
U16073,-0.0448794411749,0.0123403962177
U16075,0.20505639192,7.37153726841e-31
U16077,0.0290285663287,0.10565909336
U16079,-0.0726928825039,4.98510228184e-05
U16081,0.038763670137,0.0306956685493
U16083,0.220022784537,2.20425178608e-35
U16085,0.0129644243492,0.469987732243
U16087,-0.0137440716132,0.443704720534
U17001,0.125469644136,2.22178441749e-12
U17003,0.0099018428649,0.581076028622
U17005,-0.0695178741774,0.000105009060216
U17007,-0.0171619452123,0.338842717905
U17009,-0.038070005303,0.0338128033787
U17011,-0.0172852968796,0.335381973767
U17013,-0.0879572827529,9.05589555356e-07
U17015,-0.107361006973,1.97004781462e-09
U17017,-0.0501457087732,0.00517026273435
U17019,0.0987900182559,3.41367713716e-08
U17021,0.0486157209865,0.00671187033
U17023,0.0248726140122,0.165658079501
U17025,0.0153669306045,0.391774511429
U17027,0.049264251005,0.00601399181865
U17029,0.0556374851958,0.0019162504538
U17031,0.565854298365,1.25773282353e-262
U17033,-0.0326745257597,0.0685551848368
U17035,0.0491019153218,0.00618226082997
U17037,0.0366814300354,0.0408711591842
U17039,-0.0388231047323,0.0304404434256
U17041,0.0998389965821,2.43762326929e-08
U17043,0.498615299203,4.67867447955e-195
U17045,-0.000727159214858,0.967676635707
U17047,-0.0648997940158,0.00029404691498
U17049,-0.00843266675917,0.638400964943
U17051,-0.0431774009967,0.0160722730714
U17053,-0.0179578718031,0.316914195159
U17055,0.0699431547387,9.52030997608e-05
U17057,0.114557227168,1.50342191914e-10
U17059,-0.0845548082956,2.35332642511e-06
U17061,-0.0397126294349,0.026832936815
U17063,-0.0056514444015,0.752806729148
U17065,-0.0334587719397,0.0621702466675
U17067,0.120037282618,1.89872102909e-11
U17069,-0.0435345146445,0.0152158989676
U17071,-0.0282438341995,0.115427684794
U17073,0.111295429159,4.92429202685e-10
U17075,-0.0467854213666,0.00909027500766
U17077,0.054059476154,0.00257167652833
U17079,0.0639476283348,0.000360731163349
U17081,-0.0265346808697,0.139151296862
U17083,0.0132794901068,0.459264222968
U17085,-0.00779744884928,0.663899880709
U17087,0.00613304895556,0.732516675343
U17089,0.407221941724,1.79411425161e-124
U17091,-0.00331734197494,0.853334084587
U17093,0.0423702915614,0.0181653393385
U17095,0.0297032818311,0.097794647407
U17097,0.438648382415,2.39119239558e-146
U17099,0.0278985193606,0.119945159778
U17101,0.0104051121453,0.562008005962
U17103,-0.0278479111127,0.120618698998
U17105,-0.0376900966092,0.0356319228781
U17107,0.0234668388479,0.190901481284
U17109,-0.0225000757258,0.209834457705
U17111,0.345873401052,4.81053175821e-88
U17113,0.0854897169216,1.81658681719e-06
U17115,0.113409234235,2.29135805163e-10
U17117,0.0886406239604,7.44342043475e-07
U17119,0.393998255406,6.03564287479e-116
U17121,0.0665911016425,0.00020316580618
U17123,-0.0395567940975,0.0274369016002
U17125,-0.0175601606157,0.327752568674
U17127,0.0535355902327,0.00283097013429
U17129,0.0445078195338,0.0130824269933
U17131,0.0275349661244,0.124849573427
U17133,0.0480489453487,0.00738045455423
U17135,-0.043989680027,0.0141827676163
U17137,0.0360715354823,0.0443451799078
U17139,0.0283407514366,0.114184127874
U17141,0.0619676465369,0.000547048348003
U17143,0.236232331612,1.12314572031e-40
U17145,-0.0286211430665,0.110645697684
U17147,0.045328354018,0.0114939079588
U17149,-0.00478954133013,0.789539715581
U17151,-0.0602628664527,0.000775695909816
U17153,-0.0181473495886,0.311834170948
U17155,-0.071337016977,6.8778939564e-05
U17157,-0.028551706015,0.111513798355
U17159,0.0206501905433,0.249774957253
U17161,0.255573741647,1.53943231412e-47
U17163,0.405941697301,1.24857820171e-123
U17165,0.00637456940066,0.722410306816
U17167,0.130829314788,2.43905398725e-13
U17169,-0.0311447053847,0.0825598505931
U17171,-0.00712197477692,0.691447533012
U17173,0.0749815084698,2.85936933405e-05
U17175,-0.0841627261751,2.62111119115e-06
U17177,0.0171687343935,0.33865164758
U17179,0.273002869136,3.00765695316e-54
U17181,0.0235692522011,0.188971924825
U17183,0.0659755602322,0.000232657141818
U17185,-0.043723223085,0.0147797926062
U17187,0.0733977747179,4.20778710589e-05
U17189,-0.0674213243738,0.000168918075559
U17191,0.0509496943626,0.00449554560166
U17193,-0.0451289959152,0.0118632524563
U17195,0.0841919989724,2.60014864894e-06
U17197,0.471026498169,1.94882988079e-171
U17199,0.149974448052,4.27109746675e-17
U17201,0.14906644538,6.6134732969e-17
U17203,0.10159940274,1.37458528428e-08
U18001,0.050372843502,0.00497093325106
U18003,0.201132764367,9.93072948446e-30
U18005,0.0936350136225,1.69976598708e-07
U18007,-0.00607543793786,0.734934336134
U18009,-0.0247520720402,0.16771895601
U18011,0.13611532095,2.52123386657e-14
U18013,-0.0284759380447,0.112467167475
U18015,0.0482861050928,0.00709374840593
U18017,0.0813882527764,5.54428252485e-06
U18019,0.259608748079,4.77453473147e-49
U18021,0.082820240382,3.77739784373e-06
U18023,0.0459612806078,0.0103879956542
U18025,-0.044290088256,0.0135352678779
U18027,0.0761550086569,2.13709468862e-05
U18029,0.0410588927703,0.0220761734858
U18031,-0.0389456499872,0.029919954047
U18033,0.107125294698,2.13736893361e-09
U18035,0.0920832930732,2.71170763051e-07
U18037,0.0448520771543,0.0123937357358
